registro_id,data_chamado,cidade,uf,bairro,cliente_id,profissional_id,tipo_servico,especialidade_profissional,urgencia,distancia_km,tempo_deslocamento_min,tempo_execucao_min,tempo_total_min,valor_orcamento,valor_pago,avaliacao_cliente,reclamacao,retorno_correcao,dias_desde_ultimo_uso,idade_imovel_anos,cupom_utilizado,status_chamado,observacao
FIX-00313,data_invalida,São Paulo,SP,Industrial,C162,P73,hidraulica,encanador,alta,9.82,77,101,178,105.15,117.59,5,nao,nao,214,53,sim,,
FIX-00314,2025-04-05,Salvador,BA,Santa Maria,C208,P77,pintura,pintor,alta,2.57,34,147,181,159.45,185.31,2.9,sim,nao,124,68,sim,procesado,
FIX-00315,2025-03-05,Curitiba,PR,Industrial,C287,P50,pintura,pintor,baixa,12.86,91,103,194,342.72,395.58,1.7,sim,nao,350,54,sim,cancelado,
FIX-00316,2025-08-29,Uberaba,MG,Jardim America,C135,P117,eletrica,limpeza,alta,6.41,45,74,119,230.33,192.55,5,nao,nao,101,70,sim,,
FIX-00317,2025-05-28,São Paulo,SP,Industrial,C247,P57,eletrica,pintor,emergencial,13.96,105,15,120,799.03,902.78,4.6,nao,nao,248,0,,cancelado,
FIX-00318,2025-08-11,Goiânia,GO,Boa Vista,C207,P28,eletrica,encanador,baixa,7.64,68,74,142,871.02,"796,8",3.7,nao,nao,102,64,sim,em_andamento,
FIX-00319,2025-05-27,Uberlândia,MG,Industrial,C111,P99,jardinagem,encanador,media,21.09,109,80,189,"683,91",614.88,1.8,sim,nao,112,27,sim,em_andamento,
FIX-00320,05/02/2025,São Paulo,SP,Planalto,C397,P126,pintura,montador,media,4.63,29,45,74,875.2,843.7,4.0,nao,nao,192,9,,cancelado,
FIX-00321,2025-04-13,Salvador,BA,Morumbi,C317,P56,hidraulica,montador,baixa,2.51,5,37,42,754.82,650.3,4.4,nao,nao,290,18,,finalizado,
FIX-00322,2025-03-05,Campinas,SP,Morumbi,C183,P27,montagem,montador,alta,10.88,70,115,185,"575,59",524.35,2.4,sim,nao,50,55,sim,cancelado,
FIX-00323,2025-08-18,Uberlândia,MG,Morumbi,C155,P53,hidraulica,eletricista,alta,"0,41",11,122,133,"695,9","581,16",5,nao,nao,113,0,,finalizado,
FIX-00324,2025-10-18,salvador,BA,Morumbi,C34,P135,eletrica,limpeza,alta,2.38,22,27,49,678.65,806.46,2.3,sim,nao,268,5,,,
FIX-00325,28/09/2025,Uberaba,MG,Jardim America,C143,P52,pintura,encanador,media,3.26,32,43,75,208.38,"199,42",4.0,nao,nao,95,22,sim,,
FIX-00326,2025-02-09,Campinas,SP,Morumbi,C416,P55,hidraulica,encanador,baixa,11.68,80,136,216,773.37,869.09,3.3,nao,nao,341,57,nao,cancelado,
FIX-00327,01-24-2025,Campinas,sp,Centro,C203,P94,hidraulica,encanador,alta,12.98,113,94,207,826.79,870.96,3.4,sim,nao,108,3,nao,cancelado,
FIX-00328,2025-08-24,São Paulo,SP,Planalto,C289,P64,montagem,limpeza,baixa,"7,5",28,15,43,113.92,"105,75",2.9,sim,sim,79,22,sim,,
FIX-00329,17/10/2025,Salvador,BA,Centro,C141,P139,eletrica,eletricista,media,"11,03",85,15,100,669.38,796.75,"3,5",sim,nao,336,50,,,
FIX-00330,23/04/2025,Curitiba,PR,Industrial,C297,P18,jardinagem,eletricista,baixa,4.47,53,87,140,833.23,692.98,2.4,sim,nao,153,79,nao,procesado,
FIX-00331,2025-03-23,Campinas,SP,Santa Maria,C301,P121,pintura,pintor,baixa,10.71,69,110,179,355.97,378.68,4.1,nao,nao,356,51,,finalizado,
FIX-00332,2025-10-02,Curitiba,PR,Boa Vista,C456,P120,eletrica,montador,media,5.57,31,68,99,190.9,205.29,5,nao,nao,117,71,nao,cancelado,
FIX-00333,2025-05-25,Uberaba,MG,Centro,C176,P148,jardinagem,encanador,baixa,"14,79",123,72,195,457.57,"488,85",4.3,nao,nao,250,31,,procesado,
FIX-00334,2025-04-27,Curitiba,PR,Morumbi,C227,P38,pintura,eletricista,alta,6.21,54,113,167,886.44,752.8,3.1,nao,nao,347,68,nao,finalizado,
FIX-00335,2025-04-14,Goiânia,go,Jardim America,C350,P133,hidraulica,montador,emergencial,"1,67",14,34,48,691.11,633.83,4.4,nao,nao,8,40,nao,em_andamento,
FIX-00336,2025-05-25,São Paulo,SP,Jardim America,C254,P149,eletrica,montador,baixa,12.09,98,57,155,662.43,652.18,"1,4",sim,nao,89,7,,finalizado,
FIX-00337,2025-06-15,Goiânia,GO,Morumbi,C393,P149,hidraulica,jardineiro,media,3.0,38,39,77,218.67,210.09,4.0,nao,nao,132,22,sim,em_andamento,
FIX-00338,2025-10-04,Uberaba,MG,Santa Maria,C106,P52,montagem,montador,baixa,8.16,57,106,163,436.45,445.72,4.4,nao,nao,62,75,,procesado,
FIX-00339,03-14-2025,São Paulo,SP,Planalto,C94,P50,pintura,eletricista,baixa,2.86,30,103,133,891.72,957.29,"2,3",sim,nao,182,76,nao,cancelado,
FIX-00340,25/07/2025,Goiânia,GO,Industrial,C380,P76,limpeza,encanador,media,2.67,27,81,108,579.74,681.35,4.5,nao,nao,132,19,nao,cancelado,
FIX-00341,2025-01-15,Salvador,BA,Boa Vista,C180,P25,eletrica,encanador,baixa,2.4,12,87,99,"290,48",276.09,4.4,nao,nao,90,6,sim,em_andamento,
FIX-00342,09-21-2025,goiânia,go,Santa Maria,C103,P4,pintura,limpeza,baixa,"9,08",73,158,231,143.77,160.01,3.4,nao,nao,269,23,,procesado,
FIX-00343,2025-01-23,Goiânia,GO,Santa Maria,C480,P16,pintura,limpeza,alta,5.95,59,106,165,766.83,771.9,2.7,sim,nao,85,18,,cancelado,
FIX-00344,2025-10-06,Uberlândia,MG,Centro,C337,P33,hidraulica,jardineiro,media,2.04,26,80,106,663.18,734.11,3.2,nao,nao,166,77,nao,cancelado,
FIX-00345,2025-09-14,Campinas,SP,Centro,C255,P124,montagem,pintor,media,3.13,13,107,120,457.9,410.99,5,nao,sim,85,1,sim,,
FIX-00346,2025-06-21,Curitiba,PR,Jardim America,C81,P96,eletrica,encanador,media,2.61,22,57,79,547.47,484.21,5,nao,nao,230,75,sim,finalizado,
FIX-00347,data_invalida,Uberlândia,MG,Santa Maria,C304,P65,pintura,limpeza,emergencial,2.5,23,132,155,312.62,347.64,3.3,nao,sim,308,44,nao,finalizado,
FIX-00348,2025-10-05,Goiânia,GO,Boa Vista,C203,P135,eletrica,pintor,baixa,3.39,15,99,114,836.29,960.85,5,nao,nao,338,61,,em_andamento,
FIX-00349,2025-09-12,São Paulo,SP,Morumbi,C26,P80,pintura,pintor,baixa,"5,21",41,112,153,"626,22","695,82",3.6,nao,nao,73,78,nao,,
FIX-00350,2025-02-09,Goiânia,GO,Santa Maria,C285,P114,hidraulica,eletricista,baixa,"10,78",51,56,107,"872,0",756.57,2.5,sim,nao,181,49,nao,,
FIX-00351,2025-10-03,Uberlândia,MG,Centro,C311,P15,jardinagem,montador,media,0.89,5,15,20,"612,55",654.8,4.2,sim,nao,281,50,nao,finalizado,
FIX-00352,2025-03-18,Salvador,BA,Centro,C326,P15,limpeza,encanador,baixa,9.7,62,20,82,"771,36",852.87,5,nao,nao,257,7,,procesado,
FIX-00353,2025-08-19,Campinas,SP,Santa Maria,C285,P23,eletrica,montador,baixa,6.39,34,137,171,391.52,423.63,1.9,sim,nao,42,5,,em_andamento,
FIX-00354,2025-02-13,Campinas,SP,Planalto,C301,P36,montagem,encanador,media,"9,45",68,114,182,"775,03","672,49","3,7",nao,nao,103,50,,procesado,
FIX-00355,2025-07-07,Uberaba,MG,Boa Vista,C407,P77,hidraulica,eletricista,baixa,5.43,44,48,92,"392,14",422.53,3.1,nao,nao,100,53,sim,cancelado,
FIX-00356,2025-04-04,Campinas,SP,Jardim America,C248,P124,jardinagem,encanador,media,3.78,31,26,57,738.21,"648,52","2,6",sim,nao,65,55,nao,cancelado,
FIX-00357,2025-10-18,Uberaba,MG,Boa Vista,C248,P138,eletrica,montador,emergencial,5.18,32,15,47,804.47,"731,28",2.3,sim,nao,125,63,sim,,
FIX-00358,2025-05-31,Campinas,SP,Morumbi,C430,P24,pintura,encanador,alta,6.55,57,75,132,852.61,993.09,4.9,nao,sim,225,34,sim,procesado,
FIX-00359,data_invalida,Curitiba,PR,Jardim America,C324,P106,pintura,encanador,baixa,"11,26",88,68,156,229.89,243.63,4.5,sim,sim,151,67,sim,cancelado,
FIX-00360,2025-07-05,Uberlândia,MG,Santa Maria,C34,P78,hidraulicaa,pintor,media,9.49,64,48,112,"310,6","266,3",3.4,nao,sim,326,57,sim,finalizado,
FIX-00361,2025-10-16,São Paulo,SP,Santa Maria,C313,P20,pintura,montador,media,10.57,83,79,162,"658,71",741.18,1.3,sim,nao,324,8,nao,cancelado,
FIX-00362,data_invalida,são paulo,SP,Jardim America,C336,P79,pintura,montador,media,8.0,31,64,95,424.63,376.78,4.2,nao,nao,42,80,,procesado,
FIX-00363,04-29-2025,Curitiba,PR,Centro,C225,P62,hidraulica,eletricista,baixa,10.2,55,87,142,136.55,116.11,3.1,nao,nao,250,46,nao,,
FIX-00364,2025-05-31,Uberlândia,MG,Planalto,C218,P65,pintura,limpeza,baixa,9.21,97,109,206,"816,4",811.87,"4,7",nao,nao,152,44,nao,,
FIX-00365,2025-05-04,São Paulo,sp,Industrial,C338,P68,jardinagem,pintor,media,7.82,58,90,148,569.39,518.57,3.0,nao,sim,23,60,sim,em_andamento,
FIX-00366,2025-02-11,Salvador,BA,Industrial,C483,P121,eletrica,encanador,baixa,"18,01",113,20,133,444.74,487.14,4.1,nao,sim,281,11,nao,procesado,
FIX-00367,21/07/2025,Uberlândia,mg,Santa Maria,C326,P82,montagem,eletricista,media,12.75,76,15,91,"206,09","229,62",2.6,sim,sim,266,47,nao,procesado,
FIX-00368,2025-05-17,Curitiba,PR,Centro,C440,P3,jardinagem,encanador,media,10.82,93,90,183,343.1,368.28,5,nao,nao,189,4,nao,cancelado,
FIX-00369,2025-01-13,Uberaba,MG,Industrial,C474,P95,limpeza,encanador geral,baixa,3.96,35,77,112,213.19,204.3,5,nao,nao,61,74,nao,finalizado,
FIX-00370,2025-03-28,Campinas,SP,Industrial,C221,P60,eletrica,eletricista,media,1.12,7,112,119,820.88,780.56,2.8,sim,nao,4,12,nao,finalizado,
FIX-00371,2025-05-13,Campinas,sp,Santa Maria,C424,P136,hidraulica,encanador,baixa,"6,38",20,144,164,658.91,725.21,4.3,nao,nao,122,16,,cancelado,
FIX-00372,2025-01-20,Curitiba,PR,Planalto,C256,P101,eletrica,encanador,baixa,"2,06",,85,99,885.12,973.38,4.6,nao,nao,247,53,sim,finalizado,
FIX-00373,08-08-2025,São Paulo,SP,Jardim America,C65,P73,montagem,eletricista,alta,10.31,102,44,146,173.26,147.9,4.7,nao,nao,99,68,nao,em_andamento,
FIX-00374,04-19-2025,Uberlândia,mg,Industrial,C259,P63,eletric.,encanador,emergencial,1.19,15,64,79,158.72,179.17,3.5,nao,nao,61,10,sim,procesado,
FIX-00375,2025-04-05,Curitiba,PR,Morumbi,C391,P15,jardinagem,jardineiro,baixa,2.52,29,84,113,829.22,814.01,3.6,nao,nao,136,21,nao,procesado,
FIX-00376,2025-08-09,Campinas,SP,Morumbi,C480,P94,eletrica,jardineiro,baixa,"5,63",33,68,101,"897,3",795.4,4.8,nao,nao,263,7,,cancelado,
FIX-00377,2025-03-23,Uberlândia,MG,Centro,C49,P99,jardinagem,encanador,media,0.3,5,25,30,469.1,378.29,3.5,nao,nao,355,70,,procesado,
FIX-00378,2025-05-09,Salvador,BA,Boa Vista,C455,P22,limpeza,encanador,alta,"4,9",39,97,136,389.59,341.43,3.5,nao,nao,123,68,nao,finalizado,
FIX-00379,2025-05-02,Salvador,BA,Morumbi,C46,P3,montagem,montador,baixa,4.86,31,68,99,"274,07",232.78,4.5,sim,nao,265,54,nao,procesado,
FIX-00380,2025-06-17,Uberlândia,MG,Planalto,C20,P116,eletrica,encanador,emergencial,"12,77",90,118,208,668.43,639.16,3.0,nao,nao,154,78,nao,finalizado,
FIX-00381,2025-02-08,Goiânia,go,Morumbi,C333,P44,pintura,pintor,baixa,4.51,,49,79,82.56,71.04,2.3,sim,sim,313,8,nao,,
FIX-00382,2025-10-28,Goiânia,GO,Planalto,C500,P140,pintura,montador,baixa,4.14,22,61,83,108.26,"108,2",2.8,sim,sim,167,11,nao,procesado,
FIX-00383,08/05/2025,Uberaba,MG,Morumbi,C117,P32,jardinagem,pintor,baixa,"14,09",100,88,188,488.55,"399,5",4.8,nao,nao,35,7,,procesado,
FIX-00384,2025-05-04,São Paulo,SP,Industrial,C248,P77,hidraulica,encanador,alta,6.4,53,73,126,471.0,507.56,3.3,sim,sim,196,20,nao,cancelado,
FIX-00385,2025-05-09,Uberlândia,MG,Morumbi,C407,P48,eletrica,eletricista,baixa,"4,91",,78,114,485.34,551.78,2.0,sim,nao,84,27,sim,,
FIX-00386,2025-08-12,Goiânia,GO,Planalto,C258,P99,montagem,pintor,baixa,6.88,72,35,107,"643,93",630.66,4.0,nao,nao,114,79,,,
FIX-00387,data_invalida,Uberlândia,MG,Jardim America,C224,P141,eletrica,eletricista,media,4.95,34,64,98,167.94,"156,54",4.6,nao,nao,326,10,nao,,
FIX-00388,2025-07-31,uberlândia,mg,Industrial,C246,P138,pintura,encanador,baixa,6.05,46,16,62,572.89,618.62,3.4,nao,nao,172,48,sim,em_andamento,
FIX-00389,2025-03-15,Salvador,BA,Industrial,C221,P11,eletrica,pintor,media,3.32,10,84,94,217.24,177.57,5.0,nao,nao,69,45,,,
FIX-00390,2025-07-21,Uberlândia,MG,Boa Vista,C159,P124,limpeza,eletricista,baixa,5.02,50,64,114,707.73,712.87,3.2,nao,nao,319,76,sim,procesado,
FIX-00391,2025-09-21,Uberaba,MG,Santa Maria,C492,P150,montagem,encanador,media,0.3,5,28,33,328.26,391.08,4.4,nao,nao,10,53,nao,cancelado,
FIX-00392,2025-01-28,São Paulo,SP,Industrial,C59,P101,pintura,encanador,baixa,6.4,47,52,99,716.7,805.94,4.8,nao,nao,79,79,sim,cancelado,
FIX-00393,2025-08-19,São Paulo,SP,Boa Vista,C247,P52,montagem_moveis,eletricista,baixa,11.94,109,45,154,234.69,"191,26",4.2,nao,nao,94,56,sim,em_andamento,
FIX-00394,2025-06-08,Goiânia,GO,Industrial,C420,P150,hidraulica,montador,baixa,4.49,40,58,98,356.76,384.37,5,nao,nao,62,43,,finalizado,
FIX-00395,2025-03-28,Curitiba,PR,Planalto,C147,P66,pintura,eletricista,baixa,4.83,27,55,82,403.25,452.62,3.5,nao,nao,196,10,sim,,
FIX-00396,2025-06-17,Campinas,SP,Industrial,C193,P119,limpeza,jardineiro,baixa,6.43,72,170,242,744.36,832.02,4.5,nao,nao,75,80,sim,cancelado,
FIX-00397,2025-08-20,Uberaba,MG,Morumbi,C475,P71,eletrica,eletricista,baixa,12.69,70,52,122,284.0,301.24,3.1,nao,nao,77,59,nao,cancelado,
FIX-00398,2025-05-16,goiânia,GO,Santa Maria,C148,P34,pintura,montador,media,7.9,57,15,72,513.54,460.41,5.0,nao,nao,126,5,,,
FIX-00399,21/05/2025,São Paulo,SP,Santa Maria,C443,P15,montagem,eletricista,baixa,"7,39",43,92,135,457.96,"387,72",5,nao,nao,126,43,nao,em_andamento,
FIX-00400,2025-03-12,uberaba,MG,Planalto,C120,P6,pintura,encanador,baixa,11.65,89,116,205,687.02,761.88,2.9,sim,nao,196,34,,cancelado,
FIX-00401,2025-04-18,Uberaba,MG,Centro,C139,P112,jardinagem,pintor,baixa,8.98,74,80,154,189.05,"185,21",3.5,nao,nao,208,20,sim,em_andamento,
FIX-00402,2025-02-05,Uberlândia,MG,Jardim America,C405,P8,hidraulicaa,montador,media,"7,17",68,69,137,112.21,97.68,4.8,nao,nao,78,66,sim,finalizado,
FIX-00403,2025-08-30,salvador,BA,Boa Vista,C482,P126,limpeza,eletrica_geral,baixa,8.26,66,106,172,681.11,683.26,3.3,nao,nao,248,77,sim,finalizado,
FIX-00404,2025-04-28,Uberlândia,MG,Santa Maria,C294,P85,montagem,eletricista,media,0.3,5,45,50,819.5,760.33,1.7,sim,nao,175,51,,finalizado,
FIX-00405,data_invalida,salvador,BA,Boa Vista,C63,P49,pintura,limpeza,alta,6.96,64,115,179,130.82,"112,71",4.1,nao,nao,197,41,nao,finalizado,
FIX-00406,2025-03-02,Uberlândia,MG,Morumbi,C7,P44,montagem,montador,emergencial,4.29,40,108,148,"865,26",975.82,4.3,nao,nao,34,18,nao,em_andamento,
FIX-00407,2025-05-06,Salvador,BA,Industrial,C309,P65,pintura,eletricista,media,4.97,39,48,87,257.99,297.5,4.5,nao,nao,259,80,nao,cancelado,
FIX-00408,07/06/2025,Salvador,BA,Santa Maria,C119,P14,jardinagem,limpeza,media,15.46,,51,153,858.26,"752,23",4.3,nao,nao,292,61,nao,procesado,
FIX-00409,2025-03-12,Curitiba,PR,Industrial,C38,P118,jardinagem,pintor,media,9.19,68,93,161,255.09,285.4,4.4,nao,nao,119,34,sim,em_andamento,
FIX-00410,2025-04-16,Uberaba,MG,Santa Maria,C415,P121,hidraulica,jardineiro,baixa,2.98,33,205,238,618.98,555.48,3.2,nao,nao,12,23,,procesado,
FIX-00411,2025-05-13,Goiânia,GO,Jardim America,C269,P5,pintura,encanador,emergencial,7.33,53,69,122,"294,71",287.94,4.5,nao,nao,286,13,nao,procesado,
FIX-00412,03/03/2025,Uberaba,MG,Planalto,C129,P117,eletrica,pintor,baixa,3.54,12,92,104,"683,74","730,22",3.8,nao,sim,298,6,,em_andamento,
FIX-00413,2025-01-06,Uberaba,MG,Santa Maria,C429,P79,hidraulica,jardineiro,alta,9.01,64,138,202,532.59,615.3,4.6,nao,nao,107,48,nao,,
FIX-00414,2025-08-06,Campinas,SP,Centro,C25,P58,pintura,eletricista,baixa,"1,56",15,136,151,253.5,"237,51",3.1,nao,nao,36,60,,cancelado,
FIX-00415,2025-09-30,Salvador,BA,Santa Maria,C207,P147,hidraulica,montador,baixa,7.19,42,29,71,309.38,"334,73",3.3,nao,nao,273,17,nao,finalizado,
FIX-00416,06-06-2025,Curitiba,PR,Centro,C400,P54,eletrica,montador,baixa,0.3,5,81,86,714.39,786.58,3.7,nao,nao,85,28,sim,em_andamento,
FIX-00417,2025-10-17,Salvador,BA,Jardim America,C161,P146,montagem,montador,alta,1.12,5,106,111,719.39,816.6,5,nao,nao,224,27,sim,finalizado,
FIX-00418,data_invalida,São Paulo,SP,Centro,C159,P111,eletrica,montador,baixa,16.24,95,110,205,188.22,"217,87",3.2,nao,nao,276,72,sim,em_andamento,
FIX-00419,07-28-2025,Curitiba,pr,Santa Maria,C298,P12,hidraulica,eletricista,media,17.44,117,108,225,562.96,653.92,4.6,nao,nao,296,54,nao,cancelado,
FIX-00420,2025-09-22,Curitiba,PR,Jardim America,C151,P56,hidraulica,eletricista,baixa,7.96,41,15,56,284.84,277.27,3.9,nao,nao,348,8,,em_andamento,
FIX-00421,2025-06-19,Goiânia,GO,Santa Maria,C197,P90,limpeza,encanador,media,9.44,65,68,133,469.76,384.48,"4,4",nao,nao,324,22,nao,cancelado,
FIX-00422,2025-05-11,Uberlândia,MG,Boa Vista,C443,P92,montagem,encanador,media,12.46,81,121,202,553.77,447.04,4.4,sim,nao,202,19,sim,em_andamento,
FIX-00423,2025-06-30,Goiânia,GO,Industrial,C92,P35,eletrica,encanador,media,8.54,69,25,94,889.6,771.15,4.5,nao,nao,258,48,sim,,
FIX-00424,2025-06-28,Uberlândia,MG,Boa Vista,C459,P94,eletrica,montador,baixa,11.82,62,73,135,777.43,668.17,4.4,sim,nao,252,77,nao,cancelado,
FIX-00425,2025-03-25,Salvador,BA,Centro,C161,P24,pintura,encanador,emergencial,0.3,18,122,140,167.02,144.81,5,nao,nao,158,49,sim,em_andamento,
FIX-00426,2025-08-30,Goiânia,GO,Jardim America,C337,P82,hidraulica,jardineiro,baixa,1.53,5,38,43,772.34,793.43,5,nao,nao,184,14,,cancelado,
FIX-00427,2025-06-18,Uberaba,MG,Centro,C237,P113,montagem,eletricista,baixa,0.3,5,54,59,744.15,656.19,5,nao,nao,357,74,,finalizado,
FIX-00428,10-20-2025,Campinas,SP,Morumbi,C497,P55,eletrica,encanador geral,media,2.37,18,58,76,117.04,"131,92",1.9,sim,nao,80,5,nao,cancelado,
FIX-00429,29/08/2025,Curitiba,PR,Morumbi,C330,P62,pintura,limpeza,media,1.18,17,57,74,555.27,485.41,5,nao,nao,99,30,sim,procesado,
FIX-00430,2025-06-01,São Paulo,SP,Planalto,C444,P28,eletrica,eletricista,media,15.83,153,112,265,510.21,531.51,3.8,nao,nao,195,5,,finalizado,
FIX-00431,2025-08-11,Campinas,SP,Industrial,C116,P137,pintura,jardineiro,baixa,"7,52",61,93,154,881.67,759.97,4.9,nao,sim,312,42,nao,em_andamento,
FIX-00432,2025-10-11,Uberlândia,MG,Centro,C230,P89,jardinagem,encanador,baixa,"0,3",23,77,100,506.17,"529,33",3.8,nao,nao,284,62,,procesado,
FIX-00433,2025-10-02,Uberlândia,MG,Jardim America,C139,P65,pintura,eletrica_geral,media,"6,43",67,112,179,"151,91",125.62,5,nao,nao,140,46,,procesado,
FIX-00434,13/01/2025,Goiânia,GO,Santa Maria,C397,P16,limpeza,eletrica_geral,emergencial,8.87,42,104,146,449.2,520.84,3.1,nao,nao,362,48,sim,em_andamento,
FIX-00435,data_invalida,Goiânia,GO,Jardim America,C349,P129,pintura,pintor,media,6.41,57,34,91,556.37,"446,62",4.3,nao,nao,125,54,,procesado,
FIX-00436,2025-08-16,Campinas,SP,Boa Vista,C2,P35,montagem,encanador,baixa,9.63,55,72,127,"101,69",83.83,1.7,sim,sim,192,57,nao,finalizado,
FIX-00437,2025-03-10,Salvador,ba,Centro,C468,P126,eletrica,pintor,baixa,2.76,26,119,145,617.77,721.37,1.9,sim,sim,314,33,nao,cancelado,
FIX-00438,2025-10-14,Uberlândia,MG,Santa Maria,C156,P111,pintura,montador,baixa,9.65,101,94,195,"199,51",180.6,"1,9",sim,nao,280,9,nao,cancelado,
FIX-00439,2025-06-17,Curitiba,pr,Industrial,C196,P13,pintura,montador,baixa,4.72,32,92,124,294.86,334.84,"4,1",sim,nao,205,13,nao,cancelado,
FIX-00440,2025-02-09,Goiânia,GO,Santa Maria,C133,P91,jardinagem,encanador geral,baixa,6.29,42,56,98,787.93,897.55,3.9,nao,nao,207,3,nao,finalizado,
FIX-00441,09-06-2025,Campinas,SP,Boa Vista,C486,P119,hidraulicaa,encanador geral,baixa,5.57,27,105,132,352.08,401.31,4.4,nao,nao,131,29,nao,em_andamento,
FIX-00442,2025-09-09,São Paulo,sp,Jardim America,C360,P51,pintura,pintor,baixa,11.36,,76,161,"331,65",276.63,4.7,nao,nao,362,41,,em_andamento,
FIX-00443,2025-02-03,Campinas,sp,Santa Maria,C492,P13,hidraulica,eletricista,baixa,8.25,55,43,98,687.06,749.8,4.2,nao,nao,170,37,,em_andamento,
FIX-00444,2025-08-04,Uberlândia,MG,Jardim America,C280,P132,hidraulica,pintor,alta,8.1,64,35,99,148.55,120.47,1.4,sim,nao,256,54,nao,,
FIX-00445,2025-10-24,Uberlândia,MG,Planalto,C281,P78,eletrica,pintor,baixa,14.69,73,82,155,126.58,133.31,4.1,nao,nao,346,36,,finalizado,
FIX-00446,2025-04-22,são paulo,SP,Industrial,C369,P37,montagem,jardineiro,media,19.05,91,107,198,840.02,897.08,4.2,nao,nao,283,23,,cancelado,
FIX-00447,2025-04-22,Uberlândia,MG,Industrial,C21,P62,eletrica,encanador,media,0.3,5,63,68,"218,37",251.72,2.5,sim,nao,321,35,sim,cancelado,
FIX-00448,data_invalida,Campinas,SP,Jardim America,C370,P58,hidraulica,eletricista,baixa,8.56,65,23,88,501.51,582.76,1.8,sim,nao,179,58,sim,em_andamento,
FIX-00449,2025-01-05,Uberaba,MG,Planalto,C436,P89,eletric.,montador,emergencial,4.2,34,107,141,533.82,434.71,3.7,nao,sim,244,28,sim,em_andamento,
FIX-00450,2025-10-25,Campinas,SP,Jardim America,C285,P55,montagem,pintor,baixa,8.99,73,59,132,337.76,363.97,3.4,nao,nao,117,21,sim,cancelado,
FIX-00451,2025-10-02,São Paulo,SP,Boa Vista,C207,P41,montagem,montador,baixa,0.3,5,92,97,791.09,"889,48",4.9,nao,nao,189,11,sim,em_andamento,
FIX-00452,2025-01-24,São Paulo,SP,Jardim America,C482,P77,eletrica,encanador,media,"0,3",16,64,80,477.19,406.8,5.0,nao,nao,276,66,sim,cancelado,
FIX-00453,2025-05-14,Uberlândia,MG,Centro,C21,P1,montagem,jardineiro,emergencial,"6,62",57,132,189,"538,13",493.55,3.1,nao,nao,206,66,,finalizado,
FIX-00454,06-24-2025,Campinas,SP,Santa Maria,C203,P105,eletrica,pintor,baixa,0.3,5,112,117,675.53,542.97,3.1,nao,nao,186,73,sim,finalizado,
FIX-00455,data_invalida,Goiânia,GO,Industrial,C431,P98,pintura,limpeza,baixa,"8,83",56,92,148,290.74,276.56,4.1,nao,nao,77,73,nao,finalizado,
FIX-00456,02/07/2025,Goiânia,GO,Morumbi,C496,P107,hidraulica,encanador,media,"11,31",95,73,168,703.35,588.78,"3,3",nao,nao,258,29,,finalizado,
FIX-00457,2025-05-25,Goiânia,GO,Morumbi,C302,P65,limpeza,eletrica_geral,baixa,2.73,5,140,145,84.46,84.85,4.0,nao,nao,230,35,sim,finalizado,
FIX-00458,2025-08-10,São Paulo,SP,Industrial,C155,P150,limpeza,eletricista,baixa,7.78,37,62,99,689.27,763.91,4.1,nao,sim,52,69,,cancelado,
FIX-00459,2025-10-25,Uberlândia,MG,Industrial,C483,P124,hidraulica,eletricista,media,"9,75",91,115,206,424.78,425.13,"3,5",sim,nao,34,63,sim,finalizado,
FIX-00460,2025-10-08,Campinas,SP,Jardim America,C138,P134,montagem,eletrica_geral,media,13.34,77,142,219,84.16,"72,07",4.8,nao,nao,167,51,nao,,
FIX-00461,2025-01-23,são paulo,SP,Boa Vista,C13,P149,hidraulica,montador,alta,"7,81",73,83,156,128.0,142.64,"3,6",nao,nao,151,75,nao,finalizado,
FIX-00462,2025-01-12,salvador,BA,Boa Vista,C394,P141,hidraulica,eletricista,media,0.3,5,107,112,"332,31",317.19,5,nao,nao,312,77,,procesado,
FIX-00463,25/01/2025,Salvador,BA,Planalto,C332,P47,eletrica,limpeza,baixa,2.2,16,113,129,84.13,"76,13",5,nao,nao,208,74,nao,procesado,
FIX-00464,2025-06-19,Curitiba,pr,Centro,C4,P147,eletrica,encanador,baixa,"2,29",9,99,108,386.33,323.74,5,nao,sim,91,16,nao,cancelado,
FIX-00465,data_invalida,Uberlândia,MG,Santa Maria,C300,P80,montagem,encanador,media,5.62,55,75,130,870.73,722.63,5,sim,nao,106,52,nao,em_andamento,
FIX-00466,data_invalida,São Paulo,SP,Centro,C245,P60,hidraulica,montador,baixa,"6,81",58,139,197,"829,74",913.36,2.2,sim,sim,169,59,,finalizado,
FIX-00467,2025-07-14,Uberlândia,MG,Planalto,C118,P147,jardinagem,eletricista,alta,6.38,44,15,59,"608,06",701.46,4.0,nao,nao,343,53,,,
FIX-00468,2025-01-16,Uberaba,MG,Morumbi,C316,P73,hidraulica,montador,baixa,8.23,44,15,59,614.27,"734,88",3.2,nao,nao,36,33,nao,em_andamento,
FIX-00469,2025-03-24,Campinas,SP,Jardim America,C299,P24,hidraulica,jardineiro,baixa,12.42,82,53,135,101.45,"87,88",3.2,nao,nao,2,15,nao,em_andamento,
FIX-00470,08-11-2025,Campinas,SP,Jardim America,C239,P65,eletrica,encanador,baixa,11.04,98,115,213,482.68,467.09,3.0,nao,nao,340,57,sim,finalizado,
