registro_id,data_lead,cidade,uf,idade_cliente,renda_cliente,sexo,segmento_empresa,porte_empresa,origem_lead,servico_interesse,valor_proposta,status_proposta,taxa_abandono_formulario_pct,tempo_decisao_dias,score_ux,feedback_cliente,proposta_enviada,proposta_aceita,cliente_perdido,motivo_perda,tempo_no_site_seg,cliques_formulario,status_registro,observacao
NC-00289,2025-05-29,Curitiba,PR,52,9691.84,,educacao,pequena,site,automacao_processos,16358.55,em_analise,0.93,0,6.0,demora_retorno,sim,nao,nao,prazo,393,0,validado,
NC-00290,2025-09-13,Campinas,SP,,7155.31,Outro,varejo,pequena,site,sistema_web,6498.44,em_analise,63.78,4,5.4,,sim,nao,nao,concorrencia,33,16,pendente,
NC-00291,2025-10-06,Goiânia,GO,37,5633.71,F,servicos,media,indicacao,app_mobile,9884.52,abandonada,"59,24",5,3.3,concorrente,sim,nao,sim,prazo,287,8,pendente,
NC-00292,2025-08-09,Campinas,sp,52,9397.81,Outro,industria,media,evento,consultoria_digital,8603.41,recusada,28.35,19,6.7,concorrente,sim,nao,sim,,221,5,,
NC-00293,2025-06-11,Campinas,SP,42,9534.34,M,servicos,grande,instagram,app_mobile,2135.84,aceita,49.47,0,7.8,concorrente,sim,sim,nao,NA,31,20,validado,
NC-00294,2025-05-29,São Paulo,SP,44,3883.61,,servicos,MEI,instagram,sistema_web,"8274,67",recuzada,20.29,30,8.3,nao_entendeu_proposta,sim,nao,sim,preco,60,15,validado,
NC-00295,2025-09-12,Uberaba,MG,,6889.59,Outro,servicos,MEI,indicacao,app_mobile,3992.51,recusada,81.02,9,"6,7",demora_retorno,sim,nao,sim,falta_contato,72,7,,
NC-00296,03-02-2025,Salvador,BA,41,8846.12,Outro,educacao,pequena,site,automacao_processos,6371.39,em_analise,24.09,5,7.7,,sim,nao,nao,falta_contato,197,4,,
NC-00297,03/07/2025,São Paulo,SP,40,4890.49,F,servicos,media,evento,app_mobile,"14439,06",aceita,37.5,16,10,nao_entendeu_proposta,sim,sim,nao,concorrencia,235,4,validado,
NC-00298,2025-03-06,Salvador,BA,38,5911.63,Outro,varejo,grande,site,app_mobile,12641.34,aceita,1.47,7,9.5,concorrente,sim,sim,nao,falta_contato,189,0,validado,
NC-00299,21/01/2025,Uberaba,MG,21,6350.19,Outro,varejo,pequena,instagram,app_mobile,5061.93,em_analise,5.36,19,8.3,NA,sim,nao,nao,,274,9,,
NC-00300,05-18-2025,Uberlândia,MG,45,"5661,96",M,varejo,media,instagram,automacao_processos,6730.65,em_analise,18.26,21,7.4,preco_alto,sim,nao,nao,falta_contato,414,5,validado,
NC-00301,2025-03-04,salvador,BA,61,3265.92,,varejo,pequena,site,consultoria_digital,5689.81,recusada,26.24,11,9.2,preco_alto,sim,nao,sim,NA,105,0,procesado,
NC-00302,2025-04-25,Uberaba,MG,32,5112.86,,servicos,MEI,google_ads,automacao_processos,"11746,69",recusada,0,4,9.9,concorrente,nao,nao,sim,prazo,381,9,validado,
NC-00303,2025-03-21,São Paulo,SP,18,8555.23,,educacao,MEI,site,app_mobile,9603.19,abandonada,"22,28",17,6.9,preco_alto,sim,nao,sim,preco,344,0,procesado,
NC-00304,2025-03-14,Goiânia,GO,64,4976.73,F,varejo,media,site,app_mobile,1946.91,aceita,0,7,9.8,NA,sim,sim,nao,concorrencia,80,9,pendente,
NC-00305,2025-03-02,uberlândia,MG,38,9215.32,F,varejo,MEI,site,sistema_web,13489.89,em_analise,46.74,21,6.5,nao_entendeu_proposta,sim,nao,nao,,282,6,,
NC-00306,2025-08-03,São Paulo,SP,63,6075.5,F,varejo,pequena,site,sistema_web,"9908,6",aceita,12.18,13,5.8,preco_alto,sim,sim,nao,NA,271,1,,
NC-00307,09-02-2025,Goiânia,GO,59,4939.62,Outro,servicos,media,site,app_mobile,10162.32,em_analise,35.29,16,7.3,,sim,nao,nao,NA,78,11,pendente,
NC-00308,08-15-2025,campinas,SP,18,4363.79,F,educacao,grande,site,consultoria_digital,10972.81,recusada,34.78,11,8.8,demora_retorno,sim,nao,sim,concorrencia,269,12,validado,
NC-00309,2025-09-08,Uberaba,MG,23,3243.37,M,servicos,MEI,site,sistema_web,10063.87,em_analise,58.52,9,8.9,concorrente,sim,nao,nao,preco,294,7,,
NC-00310,2025-06-18,Goiânia,GO,64,"2391,93",Outro,varejo,pequena,site,sistema_web,3765.55,aceita,32.73,9,6.3,NA,sim,sim,nao,prazo,61,4,,
NC-00311,2025-03-08,Goiânia,go,28,4476.04,M,servicos,MEI,site,sistema_web,10800.81,aceita,30.2,4,8.7,demora_retorno,sim,sim,nao,prazo,302,5,,
NC-00312,2025-06-13,Goiânia,GO,65,7701.16,F,varejo,MEI,instagram,app_mobile,11649.5,recusada,0,7,5.6,demora_retorno,sim,nao,sim,concorrencia,112,12,procesado,
NC-00313,05-16-2025,Uberlândia,MG,52,7393.45,F,varejo,MEI,google_ads,app_mobile,7279.57,abandonada,44.91,14,4.6,preco_alto,sim,nao,sim,preco,156,4,pendente,
NC-00314,2025-09-06,Uberlândia,MG,56,3419.9,Outro,educacao,pequena,site,sistema_web,6358.56,recuzada,"37,06",13,7.2,,sim,nao,sim,,206,12,procesado,
NC-00315,01-25-2025,Uberaba,MG,56,2499.92,,varejo,grande,site,sistema_web,3083.95,recusada,53.68,17,8.8,NA,sim,nao,sim,,115,8,procesado,
NC-00316,2025-09-11,São Paulo,sp,52,3137.17,,educacao,MEI,instagram,consultoria_digital,"8708,34",recusada,0,3,"6,2",NA,sim,nao,sim,preco,51,12,validado,
NC-00317,14/01/2025,Uberaba,MG,28,14009.27,F,saude,pequena,indicacao,sistema_web,4588.92,aceitaa,42.83,12,6.2,NA,sim,nao,sim,NA,54,0,pendente,
NC-00318,2025-09-01,Salvador,BA,36,5793.13,F,industria,pequena,indicacao,consultoria_digital,500,recusada,41.01,11,6.8,nao_entendeu_proposta,sim,nao,sim,,174,8,validado,
NC-00319,21/06/2025,Campinas,sp,,5153.61,F,varejo,media,site,sistema_web,20672.11,abandonada,22.19,0,5.7,,sim,nao,sim,preco,347,10,,
NC-00320,2025-01-15,Salvador,BA,43,"3319,35",F,saude,pequena,indicacao,sistema_web,3384.75,abandonada,37.99,7,"5,0",preco_alto,sim,nao,sim,preco,143,3,,
NC-00321,2025-07-09,Curitiba,PR,57,7184.34,M,varejo,grande,indicacao,consultoria_digital,4168.08,em_analise,24.92,25,"6,3",concorrente,sim,nao,nao,concorrencia,134,12,,
NC-00322,2025-01-04,Salvador,ba,43,3351.24,Outro,varejo,pequena,site,automacao_processos,10843.26,aceita,43.28,10,4.8,,sim,sim,nao,prazo,227,4,validado,
NC-00323,30/06/2025,Curitiba,PR,63,8664.93,M,servicos,MEI,site,sistema_web,8879.77,recusada,19.51,10,8.9,nao_entendeu_proposta,sim,nao,sim,prazo,171,13,pendente,
NC-00324,2025-04-20,Goiânia,GO,67,9011.93,,varejo,MEI,google_ads,consultoria_digital,5126.75,abandonada,19.63,19,7.3,,sim,nao,sim,concorrencia,32,0,pendente,
NC-00325,20/06/2025,Uberaba,MG,28,4301.2,,varejo,media,instagram,sistema_web,6919.47,abandonada,45.02,20,"7,7",preco_alto,sim,nao,sim,falta_contato,146,5,procesado,
NC-00326,2025-02-10,Uberlândia,MG,31,5306.23,Outro,varejo,media,instagram,app_mobile,13192.33,recusada,36.58,3,6.8,nao_entendeu_proposta,sim,nao,sim,preco,191,7,procesado,
NC-00327,2025-01-27,Salvador,BA,35,11382.29,M,varejo,MEI,instagram,automacao_processos,6867.81,em_analise,39.08,13,4.8,demora_retorno,sim,nao,nao,NA,212,5,pendente,
NC-00328,2025-01-20,salvador,BA,67,"5402,43",M,varejo,MEI,site,automacao_processos,10231.74,abandonada,17.43,21,6.6,,sim,nao,sim,NA,163,1,,
NC-00329,09-12-2025,Campinas,SP,64,"2736,28",,varejo,pequena,site,app_mobile,4278.72,em_analise,27.97,10,5.3,nao_entendeu_proposta,sim,nao,nao,,180,9,,
NC-00330,16/01/2025,São Paulo,SP,51,3898.74,F,industria,pequena,indicacao,app_mobile,17665.94,abandonada,24.62,1,6.1,demora_retorno,sim,nao,sim,preco,36,9,validado,
NC-00331,2025-09-29,Campinas,SP,57,7305.7,,servicos,grande,site,sistema_web,"8770,23",em_analise,35.02,8,7.8,concorrente,sim,nao,nao,concorrencia,137,14,pendente,
NC-00332,2025-10-04,Uberlândia,MG,59,8341.92,F,servicos,MEI,evento,automacao_processos,5037.27,em_analise,35.02,14,"7,5",NA,sim,nao,nao,NA,5,8,validado,
NC-00333,2025-08-10,Curitiba,PR,63,10432.58,,servicos,pequena,instagram,automacao_processos,6709.38,aceita,40.7,12,9.8,,sim,sim,nao,falta_contato,43,6,,
NC-00334,2025-06-06,Salvador,BA,46,"11019,0",,educacao,pequena,site,automacao_processos,6888.23,aceita,0,20,4.1,nao_entendeu_proposta,sim,sim,nao,preco,108,14,pendente,
NC-00335,2025-01-07,Goiânia,GO,37,5826.86,Outro,varejo,MEI,site,sistema_web,8124.46,em_analise,15.51,15,9.7,demora_retorno,sim,nao,nao,falta_contato,138,0,pendente,
NC-00336,2025-08-17,Uberlândia,MG,54,11187.63,F,servicos,pequena,site,sistema_web,10540.44,recusada,11.65,27,"7,0",demora_retorno,sim,nao,sim,NA,5,5,validado,
NC-00337,2025-04-04,Curitiba,PR,39,7688.15,,industria,media,site,sistema_web,15464.8,aceitaa,"10,23",11,4.3,nao_entendeu_proposta,sim,sim,nao,prazo,135,3,,
NC-00338,2025-07-17,Goiânia,GO,60,2093.59,M,educacao,pequena,instagram,app_mobile,14767.42,recusada,16.16,30,5.3,concorrente,sim,nao,sim,NA,265,6,,
NC-00339,08-20-2025,Goiânia,GO,20,3189.74,,industria,media,google_ads,automacao_processos,500,recusada,1.23,33,9.3,nao_entendeu_proposta,sim,nao,sim,prazo,190,9,validado,
NC-00340,05/08/2025,Uberaba,MG,34,"7265,77",M,industria,media,instagram,automacao_processos,"1095,88",abandonada,37.85,23,4.4,demora_retorno,sim,nao,sim,,24,13,validado,
NC-00341,2025-03-09,Campinas,SP,18,6499.76,F,varejo,media,site,automacao_processos,13511.34,aceita,18.91,14,7.7,nao_entendeu_proposta,sim,sim,nao,prazo,253,1,,
NC-00342,2025-02-02,Salvador,ba,23,6605.56,M,educacao,pequena,instagram,automacao_processos,"6392,42",recusada,"13,94",5,8.8,preco_alto,sim,nao,sim,,133,3,procesado,
NC-00343,08-16-2025,São Paulo,SP,23,"5455,29",M,industria,pequena,google_ads,sistema_web,500,aceita,9.26,0,7.4,NA,sim,sim,nao,preco,368,10,,
NC-00344,06/01/2025,São Paulo,SP,49,"4255,01",M,industria,pequena,indicacao,sistema_web,5933.86,aceita,36.81,10,6.0,concorrente,sim,sim,nao,NA,5,12,,
NC-00345,01-22-2025,São Paulo,SP,68,5530.19,F,industria,pequena,site,sistema_web,8505.16,em_analise,3.47,29,10,nao_entendeu_proposta,nao,nao,nao,falta_contato,222,13,pendente,
NC-00346,2025-05-22,Campinas,SP,69,"8083,32",F,saude,MEI,instagram,sistema_web,2921.39,abandonada,51.11,12,5.5,preco_alto,sim,nao,sim,NA,189,4,,
NC-00347,10/09/2025,uberaba,MG,46,3476.41,M,educacao,MEI,site,app_mobile,8828.45,abandonada,"41,82",20,6.8,NA,sim,nao,sim,concorrencia,132,2,validado,
NC-00348,2025-01-23,Uberlândia,MG,19,1812.92,M,educacao,MEI,indicacao,sistema_web,2945.14,abandonada,28.28,0,6.6,concorrente,sim,nao,sim,NA,212,9,,
NC-00349,2025-10-17,Uberlândia,MG,20,9541.08,M,industria,pequena,indicacao,sistema_web,11098.68,recusada,29.8,12,7.1,,sim,nao,sim,NA,157,3,validado,
NC-00350,2025-08-04,Goiânia,GO,69,4784.31,M,varejo,MEI,site,automacao_processos,500,em_analise,37.46,17,5.4,demora_retorno,sim,nao,nao,prazo,249,19,validado,
NC-00351,2025-09-15,Uberlândia,mg,24,6682.9,M,educacao,media,site,sistema_web,500,em_analise,2.04,22,10,demora_retorno,sim,nao,nao,preco,219,17,validado,
NC-00352,2025-01-20,Uberlândia,MG,27,11715.39,F,saude,pequena,indicacao,automacao_processos,9118.54,recusada,58.65,27,7.2,NA,sim,nao,sim,,111,9,validado,
NC-00353,2025-04-12,São Paulo,SP,52,1200,Outro,varejo,media,site,app_mobile,7156.34,recusada,37.48,7,5.1,demora_retorno,sim,nao,sim,falta_contato,410,5,,
NC-00354,2025-02-11,Goiânia,GO,19,6717.83,F,educacao,grande,site,automacao_processos,11019.7,abandonada,0,11,"6,0",NA,sim,nao,sim,NA,229,11,validado,
NC-00355,01-17-2025,Uberlândia,MG,65,"8889,41",M,varejo,pequena,instagram,sistema_web,"2178,35",recusada,22.4,13,"5,5",nao_entendeu_proposta,sim,nao,sim,preco,175,1,,
NC-00356,2025-10-28,Uberaba,MG,67,"5580,58",Outro,varejo,grande,site,app_mobile,"5975,73",em_analise,25.73,17,4.0,,nao,nao,nao,NA,190,7,validado,
NC-00357,2025-02-26,Curitiba,PR,30,11226.39,F,industria,MEI,instagram,sistema_web,1252.66,em_analise,0,16,5.8,preco_alto,sim,nao,nao,NA,5,10,procesado,
NC-00358,2025-04-03,Curitiba,PR,27,"2820,64",F,servicos,pequena,site,consultoria_digital,3880.42,em_analise,5.98,6,4.0,preco_alto,nao,nao,nao,NA,220,6,,
NC-00359,2025-05-15,Goiânia,GO,30,8431.43,Outro,servicos,MEI,google_ads,sistema_web,"11292,7",em_analise,36.23,31,8.4,,sim,nao,nao,falta_contato,211,1,validado,
NC-00360,06-15-2025,Salvador,BA,29,5513.31,,industria,MEI,google_ads,automacao_processos,6652.11,recusada,35.85,5,7.0,demora_retorno,sim,nao,sim,preco,187,8,procesado,
NC-00361,03-18-2025,Uberaba,MG,56,5025.25,Outro,saude,MEI,google_ads,automacao_processos,20436.08,recusada,39.28,25,8.8,concorrente,nao,nao,sim,NA,302,0,pendente,
NC-00362,2025-04-05,Uberaba,mg,49,9657.89,,servicos,pequena,instagram,consultoria_digital,6869.54,recusada,77.82,10,6.4,preco_alto,sim,nao,sim,concorrencia,154,2,procesado,
NC-00363,20/09/2025,Curitiba,pr,35,6544.65,F,varejo,MEI,indicacao,app_mobile,7830.37,em_analise,57.15,10,2.7,preco_alto,sim,nao,nao,NA,161,23,procesado,
NC-00364,12/09/2025,Salvador,BA,69,5405.79,F,industria,pequena,instagram,sistema_web,6414.58,em_analise,"35,82",13,6.4,demora_retorno,sim,nao,nao,NA,419,10,validado,
NC-00365,2025-08-10,goiânia,GO,23,5168.74,M,varejo,media,site,automacao_processos,15819.17,abandonada,"0,9",18,3.2,NA,sim,nao,sim,,37,12,,
NC-00366,2025-06-14,Campinas,SP,25,4700.88,,servicos,media,site,app_mobile,7212.33,recusada,38.28,23,9.9,demora_retorno,sim,nao,sim,falta_contato,114,7,procesado,
NC-00367,2025-04-25,Salvador,BA,46,7060.65,Outro,servicos,pequena,instagram,sistema_web,12518.93,recuzada,"28,81",27,"7,1",NA,sim,nao,sim,falta_contato,160,8,pendente,
NC-00368,2025-05-21,Campinas,SP,46,"2121,14",,educacao,MEI,evento,sistema_web,12693.54,em_analise,18.58,41,6.5,nao_entendeu_proposta,sim,nao,nao,concorrencia,5,7,validado,
NC-00369,2025-01-21,Salvador,BA,36,4040.83,,varejo,pequena,site,app_mobile,12562.14,abandonada,13.43,41,10,NA,sim,nao,sim,concorrencia,213,1,validado,
NC-00370,2025-07-25,Curitiba,PR,35,"5932,79",F,educacao,MEI,indicacao,sistema_web,6351.44,aceita,72.84,4,7.4,nao_entendeu_proposta,sim,sim,nao,,177,4,validado,
NC-00371,2025-08-03,Goiânia,GO,23,11266.4,,industria,grande,instagram,app_mobile,500,abandonada,66.13,7,7.1,concorrente,sim,nao,sim,preco,208,10,validado,
NC-00372,2025-01-19,Salvador,BA,58,3529.59,Outro,servicos,pequena,indicacao,sistema_web,6387.3,aceitaa,30.52,12,6.6,,sim,nao,sim,,373,9,,
NC-00373,2025-09-27,Salvador,BA,61,5483.09,F,servicos,media,site,sistema_web,8342.51,recusada,39.62,0,"8,5",concorrente,sim,nao,sim,concorrencia,5,16,pendente,
NC-00374,23/09/2025,Curitiba,PR,,9119.56,F,servicos,grande,google_ads,sistema_web,10400.28,em_analise,8.2,0,7.1,concorrente,sim,nao,nao,falta_contato,174,6,,
NC-00375,28/01/2025,Goiânia,GO,39,11680.23,M,educacao,MEI,indicacao,consultoria_digital,3348.47,recusada,39.19,17,7.8,concorrente,sim,nao,sim,falta_contato,139,10,validado,
NC-00376,2025-03-28,São Paulo,SP,49,7802.65,M,servicos,media,google_ads,sistema_web,"15569,46",em_analise,68.08,16,9.7,preco_alto,sim,nao,nao,prazo,5,6,,
NC-00377,2025-04-10,Salvador,BA,33,8362.01,F,educacao,MEI,indicacao,sistema_web,6564.11,aceita,14.65,33,"8,5",demora_retorno,sim,sim,nao,preco,37,14,procesado,
NC-00378,16/02/2025,Goiânia,GO,23,7319.68,F,varejo,MEI,google_ads,automacao_processos,"14317,58",recusada,54.69,8,6.3,,sim,nao,sim,prazo,147,0,validado,
NC-00379,2025-02-09,Curitiba,PR,31,"8480,34",,saude,MEI,indicacao,sistema_web,1422.77,aceita,39.59,17,6.6,NA,sim,sim,nao,preco,137,7,procesado,
NC-00380,2025-10-08,Campinas,SP,52,"8844,9",Outro,varejo,MEI,instagram,sistema_web,580.06,aceita,11.87,15,6.9,nao_entendeu_proposta,sim,sim,nao,NA,175,15,procesado,
NC-00381,21/02/2025,Salvador,BA,25,2632.47,M,servicos,pequena,instagram,consultoria_digital,"12451,78",em_analise,4.12,13,5.1,NA,sim,nao,nao,NA,124,0,,
NC-00382,04-02-2025,Curitiba,PR,38,14372.74,M,servicos,pequena,site,sistema_web,14059.17,em_analise,23.79,29,6.5,,sim,nao,nao,NA,81,11,validado,
NC-00383,data_invalida,Salvador,BA,63,"6986,91",,varejo,grande,evento,app_mobile,7473.21,recusada,10.38,17,5.8,nao_entendeu_proposta,sim,nao,sim,preco,169,2,pendente,
NC-00384,2025-03-31,Campinas,SP,56,2701.71,Outro,varejo,MEI,site,sistema_web,"10189,6",aceita,9.41,0,8.3,NA,sim,sim,nao,preco,353,7,procesado,
NC-00385,data_invalida,Uberlândia,MG,46,5546.41,,varejo,grande,indicacao,sistema_web,"10898,34",em_analise,79.92,12,8.2,NA,sim,nao,nao,preco,245,12,pendente,
NC-00386,2025-08-30,São Paulo,SP,24,2860.89,F,varejo,media,instagram,automacao_processos,13324.79,em_analise,"50,78",28,7.4,,nao,nao,nao,falta_contato,271,13,,
NC-00387,2025-03-23,Curitiba,PR,60,7231.58,Outro,varejo,MEI,site,app_mobile,5788.35,em_analise,28.76,14,"6,7",preco_alto,sim,nao,nao,,89,13,validado,
NC-00388,27/10/2025,Salvador,BA,19,9036.28,M,servicos,pequena,site,sistema_web,5723.0,em_analise,50.77,25,7.6,concorrente,sim,nao,nao,concorrencia,64,4,pendente,
NC-00389,01/06/2025,São Paulo,SP,58,7365.81,,servicos,media,instagram,app_mobile,10438.23,abandonada,"43,14",26,5.8,preco_alto,sim,nao,sim,NA,202,0,pendente,
NC-00390,2025-10-23,Salvador,ba,33,8939.37,Outro,educacao,pequena,site,automacao_processos,"8243,6",abandonada,33.46,21,7.5,preco_alto,sim,nao,sim,falta_contato,282,2,validado,
NC-00391,2025-06-28,Uberaba,MG,57,"12652,01",,varejo,pequena,indicacao,automacao_processos,8738.8,recusada,"65,66",0,3.7,NA,sim,nao,sim,NA,230,9,pendente,
NC-00392,2025-09-04,São Paulo,SP,43,1988.28,Outro,servicos,media,google_ads,sistema_web,12653.03,em_analise,27.66,10,4.6,NA,nao,nao,nao,preco,355,10,,
NC-00393,2025-07-15,Uberaba,MG,22,"3716,48",,educacao,pequena,site,app_mobile,1813.05,abandonada,3.38,23,6.0,,sim,nao,sim,preco,47,11,procesado,
NC-00394,2025-06-04,Campinas,SP,65,1200,M,servicos,pequena,site,automacao_processos,9573.17,recusada,54.7,33,3.8,preco_alto,sim,nao,sim,NA,39,6,validado,
NC-00395,2025-03-26,Curitiba,PR,63,"3254,65",Outro,saude,media,site,app_mobile,759.89,em_analise,23.14,9,"5,5",nao_entendeu_proposta,sim,nao,nao,,127,9,procesado,
NC-00396,2025-06-05,Campinas,SP,62,"7946,56",M,servicos,pequena,google_ads,sistema_web,10684.09,aceita,0,34,5.2,concorrente,sim,sim,nao,,149,15,procesado,
NC-00397,data_invalida,Campinas,SP,48,5335.1,M,varejo,media,indicacao,sistema_web,11518.28,em_analise,43.02,10,5.4,nao_entendeu_proposta,sim,nao,nao,NA,89,5,procesado,
NC-00398,2025-05-28,Curitiba,pr,37,9082.64,Outro,servicos,media,site,consultoria_digital,5517.24,aceita,6.99,20,9.2,preco_alto,sim,sim,nao,concorrencia,166,7,,
NC-00399,2025-03-30,São Paulo,SP,,5964.66,F,servicos,MEI,site,sistema_web,"6614,53",recusada,0,6,9.8,concorrente,sim,nao,sim,NA,166,6,validado,
NC-00400,data_invalida,campinas,SP,56,"12676,14",,servicos,pequena,instagram,automacao_processos,15308.92,aceita,29.66,0,3.4,demora_retorno,sim,sim,nao,concorrencia,5,7,procesado,
NC-00401,2025-07-01,Goiânia,go,,"10768,67",Outro,saude,pequena,indicacao,sistema_web,500,em_analise,57.73,5,"7,1",NA,nao,nao,nao,concorrencia,182,6,procesado,
NC-00402,2025-08-29,são paulo,SP,42,7937.57,,saude,MEI,google_ads,app_mobile,7812.88,em_analise,17.45,27,6.2,,sim,nao,nao,NA,93,15,validado,
NC-00403,05-27-2025,São Paulo,SP,31,5994.86,M,educacao,MEI,google_ads,automacao_processos,12455.86,em_analise,21.07,21,7.3,concorrente,sim,nao,nao,,78,5,pendente,
NC-00404,2025-06-19,Uberaba,mg,50,5530.75,,servicos,MEI,site,sistema_web,500,aceita,26.01,24,"5,1",nao_entendeu_proposta,sim,sim,nao,preco,227,6,procesado,
NC-00405,2025-01-10,Salvador,BA,59,2103.47,Outro,varejo,MEI,google_ads,sistema_web,"9642,62",recusada,38.07,0,8.0,demora_retorno,sim,nao,sim,concorrencia,450,12,,
NC-00406,2025-02-11,Uberaba,MG,49,3267.65,M,servicos,pequena,indicacao,consultoria_digital,2294.17,recusada,6.2,22,"5,8",concorrente,sim,nao,sim,,185,11,validado,
NC-00407,data_invalida,São Paulo,SP,26,13469.85,M,varejo,MEI,site,sistema_web,16269.96,em_analise,"49,39",18,6.5,demora_retorno,sim,nao,nao,prazo,154,5,pendente,
NC-00408,2025-01-05,Curitiba,PR,66,7086.76,Outro,industria,MEI,site,consultoria_digital,2530.54,aceita,51.93,5,7.2,demora_retorno,sim,sim,nao,NA,5,0,,
NC-00409,2025-03-18,Uberlândia,MG,52,1200,M,servicos,pequena,google_ads,app_mobile,9546.59,abandonada,52.25,20,7.0,,sim,nao,sim,prazo,5,10,pendente,
NC-00410,2025-10-20,São Paulo,SP,26,6074.67,M,servicos,MEI,site,automacao_processos,9683.31,abandonada,26.21,45,8.0,demora_retorno,sim,nao,sim,prazo,200,7,validado,
NC-00411,23/03/2025,Uberaba,MG,60,9067.42,F,servicos,MEI,indicacao,sistema_web,7135.64,aceitaa,19.44,1,7.9,preco_alto,sim,nao,sim,concorrencia,167,7,,
NC-00412,07/02/2025,Salvador,BA,26,11863.38,Outro,educacao,pequena,site,app_mobile,8226.34,abandonada,0,13,6.5,,sim,nao,sim,NA,5,9,,
NC-00413,2025-10-10,Curitiba,PR,50,"8427,71",Outro,varejo,grande,indicacao,sistema_web,3803.66,abandonada,58.26,26,5.8,demora_retorno,sim,nao,sim,concorrencia,273,8,pendente,
NC-00414,2025-08-19,Curitiba,PR,20,5916.21,,saude,grande,site,app_mobile,9375.39,em_analise,15.73,9,5.6,demora_retorno,sim,nao,nao,prazo,216,2,validado,
NC-00415,2025-06-19,São Paulo,SP,60,4559.32,Outro,servicos,MEI,site,app_mobile,"12266,11",recusada,47.71,23,9.2,NA,sim,nao,sim,falta_contato,69,15,validado,
NC-00416,24/05/2025,Campinas,SP,22,"1626,03",Outro,servicos,MEI,site,consultoria_digital,8067.21,abandonada,26.51,28,6.7,NA,sim,nao,sim,falta_contato,71,10,procesado,
NC-00417,2025-07-16,Uberlândia,MG,38,6560.45,,saude,grande,site,sistema_web,3176.12,aceita,79.41,27,5.2,concorrente,nao,sim,nao,falta_contato,262,9,pendente,
NC-00418,2025-03-15,Uberaba,MG,29,3850.3,F,industria,media,site,app_mobile,7733.46,recusada,29.91,8,8.3,nao_entendeu_proposta,sim,nao,sim,,181,5,procesado,
NC-00419,data_invalida,Campinas,SP,70,7179.99,Outro,servicos,MEI,instagram,app_mobile,2587.18,abandonada,19.62,18,"6,2",,sim,nao,sim,concorrencia,32,12,procesado,
NC-00420,2025-09-25,Salvador,BA,54,1200,F,varejo,pequena,google_ads,automacao_processos,1041.03,em_analise,"14,69",0,8.2,nao_entendeu_proposta,sim,nao,nao,prazo,199,6,,
NC-00421,10-12-2025,São Paulo,SP,66,6927.02,M,varejo,media,site,consultoria_digital,11036.53,aceita,61.41,13,7.0,NA,sim,sim,nao,falta_contato,193,8,pendente,
NC-00422,2025-10-05,São Paulo,SP,56,8638.36,M,educacao,grande,indicacao,sistema_web,5482.87,recusada,54.86,1,8.2,preco_alto,sim,nao,sim,falta_contato,101,17,validado,
NC-00423,2025-08-15,Uberaba,MG,45,5313.67,Outro,servicos,MEI,instagram,sistema_web,11267.4,em_analise,35.08,30,8.3,NA,sim,nao,nao,prazo,382,6,,
NC-00424,10-24-2025,Curitiba,PR,42,7450.21,Outro,industria,media,google_ads,app_mobile,6841.91,em_analise,66.99,33,9.3,nao_entendeu_proposta,sim,nao,nao,NA,24,4,pendente,
NC-00425,2025-04-29,Campinas,SP,46,12200.76,Outro,varejo,MEI,site,automacao_processos,9420.34,em_analise,58.28,7,5.8,preco_alto,sim,nao,nao,prazo,24,15,,
NC-00426,03-06-2025,Salvador,BA,20,1200,M,saude,pequena,site,app_mobile,6420.36,abandonada,29.17,6,7.2,demora_retorno,nao,nao,sim,prazo,5,5,pendente,
NC-00427,2025-05-08,Uberaba,MG,70,6597.57,F,servicos,pequena,site,automacao_processos,8201.62,aceita,33.17,8,10,NA,sim,sim,nao,prazo,106,6,validado,
NC-00428,2025-08-15,Salvador,BA,23,6575.86,M,servicos,pequena,site,automacao_processos,"4998,57",aceita,"40,71",20,8.5,concorrente,sim,sim,nao,falta_contato,226,13,,
NC-00429,2025-08-07,Curitiba,PR,65,3456.74,,industria,grande,indicacao,sistema_web,"4224,11",em_analise,0,20,6.3,concorrente,sim,nao,nao,NA,254,12,,
NC-00430,2025-04-10,Salvador,BA,41,8674.96,F,varejo,pequena,indicacao,consultoria_digital,8325.3,em_analise,59.7,13,7.2,nao_entendeu_proposta,sim,nao,nao,concorrencia,365,4,,
NC-00431,2025-03-07,Campinas,SP,60,13378.53,,servicos,media,site,consultoria_digital,13534.08,recusada,36.67,14,6.1,preco_alto,sim,nao,sim,preco,5,6,procesado,
NC-00432,2025-03-19,Uberlândia,MG,24,1293.45,F,servicos,media,instagram,sistema_web,11494.87,aceita,5.23,18,7.6,nao_entendeu_proposta,sim,sim,nao,NA,189,14,,
NC-00433,2025-04-03,Salvador,BA,60,1200,,varejo,MEI,indicacao,sistema_web,1460.26,em analise,"32,02",21,9.0,,sim,nao,nao,NA,374,8,procesado,
NC-00434,2025-07-27,são paulo,SP,53,5196.15,,servicos,grande,site,automacao_processos,7679.97,em_analise,32.37,23,10,concorrente,sim,nao,nao,prazo,232,2,,
NC-00435,2025-05-21,São Paulo,SP,19,4965.31,,servicos,grande,indicacao,sistema_web,"3346,78",abandonada,43.71,0,8.3,demora_retorno,sim,nao,sim,prazo,156,14,procesado,
