registro_id,data_venda,cidade,uf,cliente_id,modelo_sabre,cor_lamina,categoria,preco_venda,custo_producao,tempo_fabricacao_h,quantidade_produzida,quantidade_vendida,avaliacao_cliente,comentario,mes,participou_promocao,frequencia_compra,dias_desde_ultima_compra,programa_fidelidade,status_pedido,observacao
SABER-00361,03-13-2025,São Paulo,SP,C101,dual_blade,vermelho,padrao,2470.3,1350.22,32,50,38,2.2,ruim,12,nao,0,24,sim,,
SABER-00362,2025-05-20,São Paulo,sp,C289,premium,verde,padrao,1718.29,934.64,27,1,1,3.2,ruim,8,sim,6,18,nao,procesado,
SABER-00363,2025-06-01,São Paulo,SP,C142,classic,azul,customizado,1803.87,982.35,8,30,26,1.8,NA,3,,5,54,sim,cancelado,
SABER-00364,2025-10-09,São Paulo,sp,C333,premium,vermelho,padrao,1984.3,1230.4,39,16,16,3.1,ruim,3,sim,9,79,sim,procesado,
SABER-00365,2025-06-16,São Paulo,sp,C183,custom,vermelho,customizado,656.83,273.32,38,25,14,4.9,ótimo,3,nao,0,58,nao,finalizado,
SABER-00366,06-25-2025,São Paulo,sp,C75,dual_blade,azul,customizado,928.39,419.72,7,9,5,1.6,ótimo,8,nao,6,9,nao,,
SABER-00367,2025-07-06,São Paulo,SP,C326,dual_blade,azul,padrao,1605.04,776.81,23,1,1,2.8,,2,nao,3,73,nao,cancelado,
SABER-00368,2025-03-02,São Paulo,sp,C138,dual_blade,azul,padrao,923.9,568.79,9,40,30,1.2,,10,sim,9,58,nao,,
SABER-00369,data_invalida,São Paulo,sp,C197,classic,verde,padrao,"1353,4",605.07,12,32,23,4.5,ótimo,10,sim,8,27,nao,procesado,
SABER-00370,2025-06-24,São Paulo,sp,C22,custom,verde,padrao,2251.85,978.55,30,3,3,2.0,ótimo,10,sim,3,76,nao,finalizado,
SABER-00371,2025-07-26,São Paulo,SP,C289,elite,roxo,padrao,1495.95,875.29,15,18,11,2.1,,10,sim,4,54,nao,procesado,
SABER-00372,2025-04-23,São Paulo,sp,C271,premium,vermelho,customizado,2709.43,1435.86,26,23,23,2.8,ruim,8,sim,1,45,nao,cancelado,
SABER-00373,04-09-2025,São Paulo,SP,C144,dual_blade,vermelho,padrao,683.35,322.7,20,32,9,2.5,,12,sim,10,66,nao,,
SABER-00374,2025-08-21,São Paulo,SP,C329,custom,vermelho,padrao,1192.55,643.1,7,50,6,1.3,NA,6,nao,6,72,nao,finalizado,
SABER-00375,01-19-2025,São Paulo,sp,C204,elite,azul,padrao,2144.11,1382.63,9,37,30,1.5,ruim,2,sim,10,82,sim,cancelado,
SABER-00376,2025-10-01,São Paulo,sp,C100,premium,verde,padrao,1538.83,835.87,29,45,3,1.5,ruim,4,sim,7,88,nao,cancelado,
SABER-00377,2025-04-18,São Paulo,sp,C171,elite,vermelho,padrao,562.06,271.44,34,30,21,1.8,,7,sim,10,24,nao,finalizado,
SABER-00378,2025-07-16,São Paulo,SP,C174,elite,verde,padrao,1746.23,947.74,24,12,7,1.9,ótimo,3,sim,10,43,sim,finalizado,
SABER-00379,09-16-2025,São Paulo,SP,C2,dual_blade,verde,padrao,1991.14,1003.72,36,42,3,1.9,NA,3,,0,85,nao,finalizado,
SABER-00380,2025-06-21,São Paulo,SP,C99,custom,azul,padrao,1000.5,491.37,39,40,9,2.0,ruim,3,,10,75,nao,cancelado,
SABER-00381,04-20-2025,São Paulo,SP,C289,premium,vermelho,customizado,1616.32,857.29,36,1,0,2.5,NA,6,,4,73,sim,,
SABER-00382,2025-05-15,São Paulo,SP,C365,custom,vermelho,customizado,"1580,41",780.13,23,15,8,3.1,ruim,10,nao,2,54,nao,,
SABER-00383,2025-09-04,São Paulo,SP,C331,premium,azul,padrao,1037.1,492.9,38,17,13,3.6,ruim,7,nao,1,70,nao,cancelado,
SABER-00384,2025-06-22,São Paulo,sp,C118,dual_blade,roxo,padrao,982.78,610.17,47,49,9,3.8,ótimo,10,,2,64,sim,finalizado,
SABER-00385,12/05/2025,São Paulo,sp,C29,elite,azul,customizado,1112.68,479.42,46,30,12,1.5,ruim,3,sim,0,67,nao,finalizado,
SABER-00386,2025-02-21,São Paulo,SP,C198,classic,verde,customizado,1340.38,756.93,40,24,9,1.3,NA,8,nao,3,39,sim,,
SABER-00387,2025-04-13,São Paulo,SP,C341,elite,azul,customizado,1682.73,1147.83,47,25,25,1.1,,4,,10,17,sim,finalizado,
SABER-00388,2025-05-13,São Paulo,sp,C340,elite,azul,customizado,"673,75",331.42,11,14,13,4.6,NA,7,,5,42,sim,procesado,
SABER-00389,2025-01-23,São Paulo,SP,C231,custom,vermelho,customizado,1280.41,985.25,48,16,4,2.0,,4,sim,10,69,sim,,
SABER-00390,2025-05-03,São Paulo,sp,C302,premium,roxo,padrao,2547.5,1216.14,23,38,28,4.7,NA,6,,3,30,sim,procesado,
SABER-00391,2025-05-09,São Paulo,SP,C260,dual_blade,amarelo,padrao,2348.52,1094.11,21,39,1,4.2,ruim,12,nao,0,62,nao,,
SABER-00392,2025-03-15,São Paulo,SP,C357,classic,azul,customizado,2980.02,1353.85,38,37,7,1.7,ruim,9,,0,58,nao,finalizado,
SABER-00393,2025-01-06,São Paulo,SP,C72,elite,amarelo,padrao,"1209,3",559.53,18,25,5,3.3,ruim,10,,8,78,nao,procesado,
SABER-00394,data_invalida,São Paulo,sp,C275,custom,amarelo,customizado,"697,28",517.05,18,15,7,4.1,NA,2,nao,10,13,sim,finalizado,
SABER-00395,21/03/2025,São Paulo,sp,C106,elite,vermelho,padrao,"1689,11",871.67,39,11,0,4.1,ruim,11,,0,85,sim,,
SABER-00396,2025-06-25,São Paulo,sp,C91,classic,azul,padrao,1247.69,519.17,9,17,10,2.0,,3,nao,6,75,nao,finalizado,
SABER-00397,2025-06-06,São Paulo,SP,C36,elite,verde,padrao,1085.16,853.24,29,46,4,2.2,ótimo,6,,4,68,sim,cancelado,
SABER-00398,data_invalida,São Paulo,SP,C113,elite,verde,customizado,1055.95,767.14,11,44,25,2.2,,2,nao,5,21,sim,finalizado,
SABER-00399,2025-07-16,São Paulo,sp,C181,custom,azul,customizado,2862.84,1350.29,8,43,29,4.5,NA,10,sim,7,50,sim,cancelado,
SABER-00400,02-04-2025,São Paulo,SP,C316,elite,amarelo,padrao,865.55,454.67,17,2,2,2.7,ótimo,7,sim,4,35,sim,procesado,
SABER-00401,2025-09-21,São Paulo,sp,C63,custom,vermelho,padrao,1341.17,1008.38,34,23,16,3.4,,4,,7,7,nao,procesado,
SABER-00402,09-02-2025,São Paulo,sp,C224,classic,vermelho,padrao,553.33,385.73,10,4,2,1.4,,10,nao,0,87,sim,,
SABER-00403,2025-10-22,São Paulo,sp,C205,custom,amarelo,padrao,"598,43",266.83,40,37,4,3.5,ruim,1,,1,1,nao,finalizado,
SABER-00404,2025-01-18,São Paulo,SP,C210,classic,verde,customizado,917.24,471.64,42,15,12,3.7,,10,,10,35,sim,,
SABER-00405,03-08-2025,São Paulo,SP,C194,custom,azul,customizado,1921.19,1165.07,35,2,0,3.2,ótimo,4,nao,8,13,nao,procesado,
SABER-00406,2025-08-25,São Paulo,sp,C365,dual_blade,azul,customizado,"1527,16",1036.56,39,12,5,4.3,ruim,8,nao,1,67,sim,procesado,
SABER-00407,2025-01-14,São Paulo,sp,C223,classic,verde,customizado,2576.05,1342.92,22,44,16,3.1,NA,11,sim,8,83,nao,finalizado,
SABER-00408,2025-07-01,São Paulo,sp,C117,premium,vermelho,padrao,2416.45,1301.58,12,23,23,4.1,ótimo,12,sim,9,25,sim,procesado,
SABER-00409,2025-07-11,São Paulo,SP,C398,dual_blade,verde,padrao,492.19,209.05,31,31,19,2.4,,7,nao,10,60,sim,finalizado,
SABER-00410,2025-01-27,São Paulo,SP,C82,dual_blade,vermelho,customizado,995.02,475.54,22,13,1,4.1,NA,6,,5,1,nao,finalizado,
SABER-00411,02-09-2025,São Paulo,sp,C315,custom,verde,padrao,2784.46,1143.96,32,38,2,3.4,NA,7,,1,49,sim,procesado,
SABER-00412,2025-04-02,São Paulo,SP,C158,custom,azul,padrao,2100.77,1075.74,2,24,2,2.5,NA,9,sim,7,32,nao,procesado,
SABER-00413,2025-06-24,São Paulo,sp,C344,premium,amarelo,customizado,809.06,457.2,43,31,10,5.0,,3,sim,10,87,nao,finalizado,
SABER-00414,2025-03-15,São Paulo,SP,C41,dual_blade,azul,padrao,1857.61,1282.52,34,48,16,1.7,,6,sim,5,10,nao,finalizado,
SABER-00415,2025-07-14,São Paulo,sp,C189,dual_blade,verde,padrao,1247.19,819.35,13,6,3,3.0,,5,nao,2,24,nao,finalizado,
SABER-00416,2025-07-10,São Paulo,SP,C96,premium,roxo,customizado,2433.29,1111.28,43,28,2,3.3,,5,nao,3,27,sim,cancelado,
SABER-00417,2025-04-25,São Paulo,sp,C120,custom,verde,padrao,"967,55",557.94,23,6,4,1.5,NA,4,sim,5,44,sim,finalizado,
SABER-00418,2025-08-31,São Paulo,SP,C76,elite,azul,padrao,"1717,36",1277.24,39,27,27,1.0,NA,1,nao,2,6,sim,finalizado,
SABER-00419,2025-10-28,São Paulo,SP,C395,dual_blade,amarelo,customizado,1554.33,1211.71,6,30,18,2.0,NA,4,sim,10,3,sim,cancelado,
SABER-00420,2025-10-12,São Paulo,SP,C59,elite,azul,customizado,2271.45,1482.17,23,13,6,1.6,ótimo,2,,8,40,nao,finalizado,
SABER-00421,2025-03-31,São Paulo,SP,C245,custom,vermelho,padrao,1663.07,930.51,40,45,4,4.6,ótimo,7,,6,58,sim,finalizado,
SABER-00422,01-14-2025,São Paulo,SP,C58,custom,azul,padrao,582.18,242.91,3,42,19,2.2,ótimo,3,,5,11,sim,procesado,
SABER-00423,data_invalida,São Paulo,SP,C158,premium,amarelo,padrao,1914.52,1037.91,31,10,7,1.1,NA,5,sim,10,80,sim,cancelado,
SABER-00424,data_invalida,São Paulo,sp,C84,elite,verde,padrao,769.48,531.85,9,15,15,4.6,NA,3,sim,5,89,sim,cancelado,
SABER-00425,05-16-2025,São Paulo,sp,C208,custom,vermelho,padrao,1593.02,1177.9,26,18,15,2.0,ótimo,6,sim,6,24,nao,finalizado,
SABER-00426,2025-05-17,São Paulo,sp,C391,premium,amarelo,customizado,583.3,299.45,22,50,48,3.1,,7,,0,89,sim,procesado,
SABER-00427,01-17-2025,São Paulo,sp,C76,premium,azul,padrao,414.02,207.01,5,34,7,3.0,ótimo,12,nao,0,44,sim,procesado,
SABER-00428,2025-05-30,São Paulo,sp,C87,dual_blade,vermelho,padrao,1145.12,783.74,2,46,5,2.2,ótimo,1,sim,10,47,nao,procesado,
SABER-00429,10-19-2025,São Paulo,SP,C310,dual_blade,azul,padrao,1676.95,884.56,6,33,5,4.6,NA,6,,1,88,sim,procesado,
SABER-00430,2025-09-29,São Paulo,SP,C201,premium,roxo,customizado,1746.43,816.67,32,18,5,3.7,,5,nao,4,52,sim,finalizado,
SABER-00431,2025-08-25,São Paulo,SP,C100,classic,verde,padrao,1983.46,1217.7,40,41,39,2.9,ótimo,2,nao,0,51,sim,cancelado,
SABER-00432,2025-08-19,São Paulo,SP,C85,premium,roxo,customizado,1576.33,1048.4,34,43,14,3.9,,9,nao,0,8,nao,finalizado,
SABER-00433,2025-01-19,São Paulo,SP,C192,custom,vermelho,padrao,1494.67,1030.3,20,50,49,1.8,ótimo,4,nao,5,69,nao,,
SABER-00434,2025-09-07,São Paulo,SP,C9,dual_blade,azul,customizado,888.33,496.82,4,18,11,4.3,,7,,7,68,sim,finalizado,
SABER-00435,05-01-2025,São Paulo,sp,C217,dual_blade,verde,customizado,1843.75,753.38,42,17,5,1.4,ruim,10,nao,6,64,sim,,
SABER-00436,2025-05-21,São Paulo,sp,C177,classic,amarelo,padrao,3365.82,1379.55,13,15,5,3.6,,6,nao,8,44,sim,finalizado,
SABER-00437,2025-09-08,São Paulo,SP,C33,custom,vermelho,padrao,2830.73,1233.15,42,28,22,5.0,,2,sim,4,2,nao,procesado,
SABER-00438,2025-10-17,São Paulo,SP,C186,classic,azul,padrao,1984.45,1212.82,46,7,4,1.4,ruim,5,nao,3,63,sim,cancelado,
SABER-00439,2025-09-18,São Paulo,sp,C374,dual_blade,verde,padrao,3501.26,1401.66,7,28,0,4.8,NA,8,sim,0,57,nao,,
SABER-00440,2025-02-21,São Paulo,sp,C170,dual_blade,vermelho,padrao,1930.77,1315.47,35,42,35,3.7,,6,,5,62,sim,cancelado,
SABER-00441,04/06/2025,São Paulo,SP,C64,classic,roxo,padrao,1757.25,1023.23,13,50,3,2.3,,2,sim,7,48,sim,,
SABER-00442,2025-05-30,São Paulo,SP,C296,classic,azul,padrao,441.72,279.34,4,4,3,3.4,ótimo,3,sim,0,32,nao,cancelado,
SABER-00443,2025-07-03,São Paulo,SP,C273,custom,vermelho,customizado,590.31,417.91,44,31,11,2.8,NA,6,nao,2,54,nao,,
SABER-00444,2025-03-17,São Paulo,sp,C280,dual_blade,vermelho,padrao,508.14,258.66,15,35,22,2.9,ótimo,7,,3,16,sim,cancelado,
SABER-00445,27/09/2025,São Paulo,SP,C109,premium,vermelho,customizado,"997,79",725.58,35,44,33,2.6,NA,12,nao,9,58,sim,,
SABER-00446,2025-09-01,São Paulo,sp,C265,premium,azul,customizado,1924.24,941.03,46,18,4,1.3,ruim,6,nao,7,27,sim,,
SABER-00447,26/02/2025,São Paulo,sp,C238,dual_blade,roxo,padrao,923.7,656.12,35,41,12,3.0,,7,nao,10,27,sim,cancelado,
SABER-00448,2025-10-24,São Paulo,SP,C124,classic,vermelho,padrao,1392.7,871.53,40,3,3,1.8,,6,nao,2,86,sim,procesado,
SABER-00449,04-24-2025,São Paulo,SP,C269,elite,azul,customizado,666.57,506.18,39,37,12,3.7,NA,10,,8,12,sim,procesado,
SABER-00450,03-15-2025,São Paulo,sp,C16,dual_blade,vermelho,padrao,"1720,03",735.99,46,30,5,2.4,NA,8,sim,9,0,sim,procesado,
SABER-00451,01-01-2025,São Paulo,sp,C283,classic,roxo,padrao,2984.47,1490.61,13,19,16,4.3,NA,5,,1,2,nao,cancelado,
SABER-00452,2025-09-26,São Paulo,sp,C304,premium,azul,customizado,449.48,271.3,18,47,24,4.8,,8,nao,6,82,sim,procesado,
SABER-00453,05-07-2025,São Paulo,SP,C9,premium,vermelho,padrao,2738.82,1304.8,36,16,4,4.9,ruim,12,sim,0,27,nao,procesado,
SABER-00454,2025-09-20,São Paulo,sp,C182,dual_blade,verde,customizado,"1424,68",790.9,23,28,24,1.4,NA,9,nao,5,71,nao,procesado,
SABER-00455,2025-10-05,São Paulo,sp,C384,custom,vermelho,customizado,2175.16,923.49,38,41,23,3.2,ótimo,10,,4,43,sim,cancelado,
SABER-00456,07-19-2025,São Paulo,SP,C300,premium,verde,customizado,2166.75,1029.47,13,8,1,1.8,NA,2,,0,65,sim,,
SABER-00457,2025-08-07,São Paulo,SP,C184,classic,vermelho,customizado,1314.72,659.68,46,50,40,4.6,ótimo,10,nao,1,16,nao,cancelado,
SABER-00458,2025-04-20,São Paulo,sp,C135,classic,vermelho,padrao,988.25,528.5,15,41,0,3.7,NA,4,,9,19,nao,,
SABER-00459,2025-02-14,São Paulo,sp,C378,custom,azul,padrao,326.92,245.56,11,4,1,3.5,ruim,11,,7,42,nao,finalizado,
SABER-00460,2025-10-01,São Paulo,SP,C9,custom,verde,customizado,"1364,63",561.56,16,17,3,1.2,,5,sim,3,60,nao,,
SABER-00461,2025-01-06,São Paulo,sp,C187,premium,azul,customizado,"2142,99",1150.09,32,49,17,1.1,ruim,10,sim,9,9,nao,,
SABER-00462,2025-03-19,São Paulo,sp,C91,premium,vermelho,padrao,583.6,390.35,26,19,5,3.8,ótimo,5,,7,62,sim,finalizado,
SABER-00463,2025-03-17,São Paulo,sp,C333,elite,verde,padrao,3218.91,1312.71,10,11,3,2.3,,10,sim,2,26,sim,,
SABER-00464,12/05/2025,São Paulo,SP,C296,classic,amarelo,padrao,665.15,268.67,8,29,9,4.5,ruim,3,,10,83,sim,,
SABER-00465,05-31-2025,São Paulo,sp,C125,elite,verde,customizado,648.28,380.06,27,38,10,3.8,ruim,7,,7,16,sim,,
SABER-00466,2025-01-31,São Paulo,sp,C311,dual_blade,azul,customizado,962.19,714.9,29,45,11,2.1,ruim,5,sim,8,28,nao,procesado,
SABER-00467,2025-09-30,São Paulo,SP,C69,elite,vermelho,customizado,1256.11,659.78,25,16,7,3.0,ótimo,12,sim,2,54,sim,cancelado,
SABER-00468,2025-10-05,São Paulo,sp,C53,custom,azul,customizado,1726.18,895.21,30,20,3,3.7,NA,12,,5,36,sim,procesado,
SABER-00469,2025-07-13,São Paulo,sp,C82,elite,azul,padrao,1072.4,518.83,40,44,34,1.5,,11,sim,9,59,sim,,
SABER-00470,01/05/2025,São Paulo,sp,C99,classic,azul,padrao,1134.48,863.56,46,8,3,3.9,NA,1,sim,9,60,sim,finalizado,
SABER-00471,2025-05-27,São Paulo,SP,C219,premium,azul,customizado,1689.13,1078.31,35,28,24,3.3,,6,nao,5,82,nao,,
SABER-00472,2025-06-29,São Paulo,SP,C87,classic,amarelo,padrao,2378.78,977.98,47,42,32,1.8,NA,5,nao,2,16,sim,finalizado,
SABER-00473,06-13-2025,São Paulo,sp,C286,custom,azul,customizado,"655,56",508.91,36,18,6,3.8,,2,sim,8,80,sim,cancelado,
SABER-00474,01-15-2025,São Paulo,SP,C172,classic,verde,padrao,1116.85,647.93,35,25,17,1.9,,1,nao,2,30,sim,,
SABER-00475,2025-02-27,São Paulo,SP,C75,classic,roxo,customizado,2479.99,1263.23,15,26,5,2.7,ótimo,4,nao,9,62,nao,finalizado,
SABER-00476,30/08/2025,São Paulo,sp,C143,premium,vermelho,padrao,1377.86,1122.26,21,27,1,3.9,ruim,11,nao,8,90,sim,,
SABER-00477,2025-05-31,São Paulo,sp,C199,elite,vermelho,customizado,1244.54,956.27,21,38,35,1.0,NA,2,nao,9,13,nao,procesado,
SABER-00478,2025-01-29,São Paulo,sp,C130,classic,vermelho,customizado,1125.21,679.59,37,24,7,2.4,ruim,5,nao,3,66,sim,finalizado,
SABER-00479,2025-06-26,São Paulo,sp,C74,dual_blade,azul,padrao,1047.09,457.76,42,25,3,1.1,ruim,6,,6,37,nao,cancelado,
SABER-00480,2025-04-07,São Paulo,sp,C187,elite,amarelo,customizado,838.56,634.29,18,41,38,2.8,NA,4,sim,1,30,sim,,
SABER-00481,2025-04-14,São Paulo,SP,C22,custom,amarelo,padrao,"2126,38",900.89,36,8,5,4.5,ótimo,6,sim,0,21,nao,,
SABER-00482,2025-02-27,São Paulo,SP,C321,elite,verde,customizado,1589.77,870.7,3,31,19,4.4,ótimo,6,,4,50,nao,,
SABER-00483,2025-03-27,São Paulo,SP,C336,elite,azul,customizado,460.59,317.3,26,9,5,4.9,,12,sim,6,57,sim,finalizado,
SABER-00484,22/05/2025,São Paulo,sp,C213,dual_blade,roxo,padrao,"974,96",658.8,39,25,14,2.1,ruim,5,nao,10,54,sim,,
SABER-00485,2025-08-29,São Paulo,SP,C274,dual_blade,roxo,padrao,1866.51,1323.49,43,22,22,4.5,ruim,5,nao,5,68,nao,procesado,
SABER-00486,2025-01-07,São Paulo,SP,C377,classic,verde,padrao,334.33,255.4,2,3,1,2.7,ruim,10,sim,10,48,nao,,
SABER-00487,2025-03-30,São Paulo,SP,C23,elite,amarelo,padrao,1848.98,925.86,11,26,10,1.9,,12,,5,42,sim,procesado,
SABER-00488,2025-07-08,São Paulo,sp,C318,custom,vermelho,padrao,2358.3,1078.22,13,39,9,1.7,ruim,10,nao,2,32,nao,cancelado,
SABER-00489,2025-09-10,São Paulo,SP,C212,dual_blade,roxo,padrao,1855.17,898.68,5,35,30,4.7,ruim,5,sim,0,89,nao,finalizado,
SABER-00490,2025-09-27,São Paulo,SP,C302,dual_blade,vermelho,padrao,1680.32,751.83,42,26,26,4.8,,12,,5,73,nao,procesado,
SABER-00491,2025-04-16,São Paulo,SP,C119,elite,vermelho,customizado,1555.58,1031.35,45,15,6,4.1,,8,,3,78,nao,,
SABER-00492,2025-07-22,São Paulo,sp,C299,custom,azul,customizado,"1189,52",644.97,47,9,8,1.2,ótimo,9,sim,3,22,sim,finalizado,
SABER-00493,2025-03-28,São Paulo,SP,C378,elite,roxo,padrao,1638.31,1190.61,19,19,1,2.7,NA,9,nao,4,71,nao,finalizado,
SABER-00494,2025-07-13,São Paulo,sp,C75,premium,azul,customizado,"2647,71",1267.01,29,45,3,2.6,NA,10,,3,39,sim,procesado,
SABER-00495,2025-06-12,São Paulo,sp,C116,dual_blade,vermelho,padrao,420.8,336.25,5,36,4,4.5,NA,12,,9,36,sim,,
SABER-00496,2025-03-15,São Paulo,SP,C180,classic,azul,padrao,808.23,399.56,41,17,2,4.5,ruim,11,nao,6,8,sim,finalizado,
SABER-00497,01/07/2025,São Paulo,SP,C169,custom,vermelho,padrao,895.72,400.1,13,41,34,3.4,ruim,11,nao,9,66,sim,,
SABER-00498,2025-06-20,São Paulo,SP,C244,premium,vermelho,padrao,1735.08,1211.33,41,33,20,1.2,NA,6,nao,6,69,sim,finalizado,
SABER-00499,07-31-2025,São Paulo,SP,C108,custom,verde,padrao,3606.61,1469.15,46,19,10,4.1,NA,2,,3,82,nao,procesado,
SABER-00500,data_invalida,São Paulo,sp,C248,dual_blade,azul,customizado,1823.19,1470.67,34,34,29,4.7,NA,2,sim,1,0,sim,,
SABER-00501,11/06/2025,São Paulo,SP,C86,classic,roxo,padrao,"1631,76",921.15,47,20,2,3.9,ruim,5,,8,90,sim,cancelado,
SABER-00502,2025-04-21,São Paulo,sp,C158,classic,azul,customizado,2388.99,1343.61,4,45,38,1.7,,5,nao,2,54,nao,,
SABER-00503,2025-01-22,São Paulo,sp,C319,custom,roxo,padrao,3044.21,1302.55,41,35,29,4.9,NA,2,sim,6,74,sim,,
SABER-00504,2025-04-12,São Paulo,SP,C229,elite,roxo,customizado,1496.96,637.9,8,30,1,1.9,,9,sim,7,31,nao,cancelado,
SABER-00505,2025-08-01,São Paulo,SP,C400,classic,vermelho,padrao,1319.61,976.01,33,6,1,1.8,ótimo,10,nao,0,2,nao,,
SABER-00506,data_invalida,São Paulo,sp,C10,elite,vermelho,padrao,1129.59,900.15,6,8,3,3.8,ruim,1,,3,5,nao,,
SABER-00507,03-24-2025,São Paulo,SP,C12,elite,azul,customizado,1530.66,912.72,21,42,20,3.9,NA,4,sim,5,54,sim,cancelado,
SABER-00508,2025-09-05,São Paulo,SP,C93,dual_blade,verde,customizado,"814,55",336.35,23,7,0,2.9,ruim,5,sim,10,51,sim,procesado,
SABER-00509,2025-03-16,São Paulo,SP,C340,elite,azul,padrao,2000.35,1464.44,16,28,12,3.7,NA,8,,1,50,nao,procesado,
SABER-00510,2025-06-14,São Paulo,SP,C84,elite,vermelho,customizado,1588.27,1115.07,43,3,2,4.1,,11,sim,0,21,nao,finalizado,
SABER-00511,2025-09-24,São Paulo,SP,C282,premium,verde,customizado,2676.21,1248.23,18,45,38,3.6,NA,9,sim,3,21,sim,finalizado,
SABER-00512,2025-02-06,São Paulo,SP,C151,dual_blade,verde,customizado,1270.5,961.91,12,23,11,4.7,NA,2,sim,0,38,sim,cancelado,
SABER-00513,2025-07-27,São Paulo,sp,C314,premium,vermelho,padrao,989.66,442.48,40,4,0,2.9,NA,3,,3,48,nao,procesado,
SABER-00514,2025-05-26,São Paulo,sp,C107,elite,roxo,customizado,1170.98,844.22,31,39,20,2.4,ótimo,9,,7,77,sim,cancelado,
SABER-00515,2025-08-18,São Paulo,sp,C155,premium,azul,padrao,1648.22,1148.35,35,5,4,2.0,NA,4,sim,0,68,nao,finalizado,
SABER-00516,2025-03-16,São Paulo,SP,C83,dual_blade,vermelho,padrao,1417.01,1031.16,2,24,13,3.6,NA,7,nao,7,45,sim,,
SABER-00517,2025-06-21,São Paulo,SP,C234,dual_blade,verde,padrao,2609.01,1403.11,18,34,25,3.1,ruim,10,nao,8,81,sim,finalizado,
SABER-00518,04/05/2025,São Paulo,sp,C92,premium,azul,customizado,453.1,377.35,2,7,2,2.2,NA,3,sim,1,64,sim,cancelado,
SABER-00519,2025-05-25,São Paulo,SP,C340,elite,vermelho,customizado,"1559,26",1197.59,28,45,37,3.4,ruim,6,nao,2,40,nao,finalizado,
SABER-00520,2025-02-09,São Paulo,sp,C274,dual_blade,amarelo,padrao,2155.11,1149.91,8,42,14,1.4,ruim,2,,6,58,nao,finalizado,
SABER-00521,03/10/2025,São Paulo,SP,C11,elite,verde,customizado,549.01,221.6,20,19,8,2.4,NA,10,sim,3,13,sim,cancelado,
SABER-00522,2025-10-27,São Paulo,sp,C331,elite,verde,padrao,"697,42",302.84,7,22,16,2.4,,1,,6,53,nao,cancelado,
SABER-00523,2025-08-01,São Paulo,SP,C107,premium,vermelho,customizado,1552.17,875.99,28,23,23,3.5,NA,11,nao,5,86,nao,procesado,
SABER-00524,2025-02-11,São Paulo,sp,C336,classic,amarelo,customizado,2427.57,1023.05,22,50,11,2.9,,9,sim,4,50,nao,,
SABER-00525,data_invalida,São Paulo,SP,C388,dual_blade,azul,customizado,2105.56,1206.65,37,49,5,3.9,ruim,1,nao,0,23,sim,cancelado,
SABER-00526,21/05/2025,São Paulo,sp,C179,classic,amarelo,padrao,2280.91,1060.98,26,46,39,4.3,NA,10,,8,37,nao,cancelado,
SABER-00527,2025-01-22,São Paulo,SP,C192,classic,vermelho,padrao,1424.03,946.19,9,9,2,4.1,ótimo,9,sim,3,50,nao,cancelado,
SABER-00528,2025-08-01,São Paulo,sp,C293,elite,vermelho,customizado,580.5,413.14,7,9,9,4.6,NA,9,nao,9,18,sim,procesado,
SABER-00529,2025-02-19,São Paulo,sp,C314,custom,azul,customizado,"2793,37",1471.65,46,28,3,1.2,,11,nao,2,20,sim,cancelado,
SABER-00530,2025-03-25,São Paulo,sp,C170,custom,azul,padrao,2246.68,1369.11,25,46,28,2.7,ótimo,2,nao,0,74,nao,,
SABER-00531,09-26-2025,São Paulo,sp,C122,classic,vermelho,customizado,1334.89,583.13,32,4,2,1.6,NA,6,,0,15,nao,cancelado,
SABER-00532,2025-06-28,São Paulo,sp,C235,dual_blade,vermelho,padrao,3043.67,1460.04,18,19,16,2.7,NA,9,nao,9,16,sim,cancelado,
SABER-00533,2025-07-17,São Paulo,SP,C200,dual_blade,vermelho,customizado,1150.23,830.83,2,46,39,1.6,ruim,12,,3,70,nao,,
SABER-00534,2025-10-02,São Paulo,sp,C363,custom,verde,padrao,1290.02,580.94,42,26,18,4.1,ruim,6,,9,73,sim,finalizado,
SABER-00535,2025-01-08,São Paulo,sp,C240,classic,vermelho,padrao,845.6,499.86,29,9,3,4.7,ruim,7,nao,1,53,nao,,
SABER-00536,2025-01-27,São Paulo,sp,C276,custom,verde,padrao,2457.74,999.67,22,4,4,1.9,ruim,7,,0,74,sim,,
SABER-00537,2025-08-25,São Paulo,SP,C48,custom,verde,customizado,502.76,253.59,5,43,34,4.4,,7,,9,35,sim,cancelado,
SABER-00538,2025-05-17,São Paulo,sp,C203,classic,azul,customizado,1593.47,817.52,34,32,8,3.5,,4,nao,0,32,sim,,
SABER-00539,2025-08-06,São Paulo,SP,C180,premium,roxo,customizado,"1008,41",653.31,47,41,36,2.9,NA,12,nao,4,49,nao,finalizado,
SABER-00540,2025-01-17,São Paulo,SP,C345,classic,azul,padrao,"668,95",457.03,41,26,25,1.8,,12,,4,26,nao,finalizado,
SABER-00541,2025-02-21,São Paulo,SP,C14,dual_blade,roxo,customizado,1210.63,680.36,39,14,8,2.7,NA,5,,7,70,nao,,
SABER-00542,24/09/2025,São Paulo,sp,C305,classic,azul,customizado,1426.4,574.8,3,46,39,3.0,,11,nao,1,27,nao,cancelado,
