registro_id,data_publicacao,autor_id,cidade,uf,titulo,tema,tempo_leitura_seg,tempo_avaliacao_seg,avaliacao,usuario_id,historico_postagens,dispositivo,verificado,credencial_declarada,credencial_validada,publicacoes_anteriores,premios,engajamento,sentimento,cancelado_assinatura,motivo_cancelamento,status_conteudo,observacao
TST-00328,09-30-2025,A99,Curitiba,GO,Artigo 328,tecnlogia,337,29,4.7,U170,7,mobile,nao,,nao,20,9,536,neutro,sim,conteudo_ruim,removido,
TST-00329,2025-05-13,A132,Curitiba,GO,Artigo 329,ciencia,334,7,5,U477,57,tablet,nao,,,16,2,846,positivo,sim,,ativo,
TST-00330,2025-01-31,A183,Uberlândia,GO,Artigo 330,política,248,1,3.6,U280,10,desktop,nao,mestre,,2,1,686,positivo,nao,fake,,
TST-00331,2025-05-18,A198,Goiânia,sp,Artigo 331,tecnologia,283,29,3.2,U411,35,desktop,sim,mestre,,25,7,312,positivo,sim,sem_interesse,removido,
TST-00332,02-03-2025,A114,Uberlândia,GO,Artigo 332,ciencia,291,13,5,U167,43,tablet,sim,mestre,nao,6,1,326,negativo,nao,conteudo_ruim,,
TST-00333,data_invalida,A109,Uberlândia,PR,Artigo 333,política,362,28,4.9,U9,23,mobile,nao,especialista,sim,41,7,78,negativo,nao,conteudo_ruim,removido,
TST-00334,2025-10-20,A137,Uberlândia,MG,Artigo 334,política,595,36,4.5,U435,38,tablet,nao,mestre,nao,14,4,82,neutro,nao,fake,,
TST-00335,2025-03-14,A28,Goiânia,SP,Artigo 335,tecnlogia,501,1,3.7,U357,38,desktop,sim,mestre,sim,14,5,569,negativo,nao,sem_interesse,procesado,
TST-00336,2025-10-13,A1,Uberlândia,sp,Artigo 336,tecnlogia,358,1,5,U139,61,tablet,sim,,nao,32,7,18,positivo,sim,fake,procesado,
TST-00337,2025-03-26,A157,Curitiba,MG,Artigo 337,política,154,31,5,U246,26,desktop,sim,especialista,nao,26,6,115,positivo,sim,,,
TST-00338,2025-07-07,A165,Goiânia,SP,Artigo 338,tecnologia,549,65,3.5,U478,10,desktop,sim,phd,sim,12,7,483,positivo,sim,,,
TST-00339,2025-07-02,A175,Goiânia,SP,Artigo 339,tecnlogia,495,19,3.9,U474,10,desktop,sim,especialista,,49,4,825,neutro,sim,fake,procesado,
TST-00340,data_invalida,A81,Curitiba,PR,Artigo 340,política,206,27,3.3,U91,77,mobile,sim,,,13,4,665,neutro,nao,sem_interesse,removido,
TST-00341,2025-04-23,A78,Uberlândia,SP,Artigo 341,política,680,53,4.1,U101,2,tablet,sim,phd,nao,7,3,522,positivo,nao,,removido,
TST-00342,02-28-2025,A184,Uberlândia,MG,Artigo 342,política,594,46,5.0,U259,69,tablet,sim,phd,nao,18,6,143,positivo,nao,fake,procesado,
TST-00343,2025-04-14,A64,Uberlândia,MG,Artigo 343,tecnlogia,692,25,3.8,U80,19,mobile,sim,especialista,sim,5,4,1,positivo,nao,conteudo_ruim,ativo,
TST-00344,06/09/2025,A16,São Paulo,SP,Artigo 344,tecnlogia,327,1,2.3,U322,16,tablet,nao,especialista,,39,9,159,positivo,nao,sem_interesse,ativo,
TST-00345,02-21-2025,A64,Curitiba,SP,Artigo 345,política,590,63,3.8,U181,10,tablet,nao,,nao,29,9,148,positivo,nao,sem_interesse,procesado,
TST-00346,2025-10-06,A22,São Paulo,sp,Artigo 346,tecnologia,185,57,5,U96,22,tablet,sim,mestre,,22,9,128,neutro,nao,conteudo_ruim,ativo,
TST-00347,2025-07-29,A148,Uberlândia,sp,Artigo 347,tecnlogia,143,19,3.4,U11,51,tablet,nao,,sim,37,4,796,neutro,nao,fake,removido,
TST-00348,data_invalida,A178,Goiânia,MG,Artigo 348,política,605,29,3.8,U462,88,desktop,sim,phd,sim,37,8,597,negativo,sim,sem_interesse,ativo,
TST-00349,05-11-2025,A177,Goiânia,sp,Artigo 349,política,756,28,4.8,U139,87,tablet,nao,phd,,19,1,896,neutro,sim,fake,,
TST-00350,2025-03-08,A69,Goiânia,MG,Artigo 350,tecnlogia,535,19,3.6,U498,31,desktop,nao,,,10,0,685,positivo,sim,sem_interesse,procesado,
TST-00351,05-13-2025,A65,Uberlândia,sp,Artigo 351,politica,515,33,4.0,U195,5,tablet,sim,,nao,28,4,568,positivo,sim,,,
TST-00352,2025-04-17,A187,Uberlândia,PR,Artigo 352,política,102,71,3.7,U301,81,desktop,sim,,sim,44,2,85,positivo,nao,sem_interesse,,
TST-00353,data_invalida,A108,Uberlândia,MG,Artigo 353,política,139,11,3.3,U396,60,tablet,nao,,,17,1,869,positivo,sim,,,
TST-00354,2025-08-01,A176,São Paulo,SP,Artigo 354,tecnlogia,155,45,3.1,U86,81,mobile,nao,especialista,sim,12,5,463,positivo,sim,sem_interesse,,
TST-00355,10/04/2025,A84,Uberlândia,MG,Artigo 355,tecnlogia,354,57,3.9,U500,98,mobile,sim,especialista,nao,14,5,508,positivo,sim,,procesado,
TST-00356,04-12-2025,A65,Curitiba,sp,Artigo 356,tecnlogia,196,25,3.0,U19,50,desktop,nao,mestre,nao,43,3,511,positivo,sim,,removido,
TST-00357,2025-02-14,A103,Uberlândia,GO,Artigo 357,economia,5,70,4.2,U373,50,mobile,sim,phd,nao,1,9,874,negativo,sim,sem_interesse,ativo,
TST-00358,06-09-2025,A158,São Paulo,MG,Artigo 358,tecnlogia,351,16,3.5,U88,98,mobile,sim,,,43,8,65,positivo,sim,conteudo_ruim,removido,
TST-00359,2025-08-03,A74,Goiânia,sp,Artigo 359,política,275,1,4.9,U373,87,mobile,nao,mestre,sim,41,2,379,negativo,nao,sem_interesse,removido,
TST-00360,2025-06-01,A62,São Paulo,GO,Artigo 360,tecnologia,697,11,3.7,U444,96,tablet,nao,mestre,sim,50,6,477,positivo,sim,sem_interesse,removido,
TST-00361,2025-07-31,A31,Uberlândia,sp,Artigo 361,economia,632,49,2.9,U415,51,tablet,nao,mestre,sim,3,7,444,neutro,sim,,procesado,
TST-00362,24/06/2025,A137,Curitiba,MG,Artigo 362,economia,413,48,3.7,U468,31,desktop,nao,especialista,nao,18,10,376,negativo,sim,conteudo_ruim,,
TST-00363,08-13-2025,A198,Goiânia,GO,Artigo 363,política,379,74,4.9,U134,78,mobile,nao,mestre,nao,4,1,113,positivo,nao,sem_interesse,removido,
TST-00364,09-12-2025,A56,São Paulo,PR,Artigo 364,politica,531,22,5,U127,16,desktop,sim,phd,sim,5,5,286,neutro,nao,fake,procesado,
TST-00365,2025-01-14,A56,Goiânia,MG,Artigo 365,política,775,1,4.6,U331,61,mobile,nao,phd,sim,42,2,277,neutro,nao,sem_interesse,procesado,
TST-00366,06-13-2025,A9,Uberlândia,sp,Artigo 366,ciencia,510,4,4.3,U181,25,mobile,nao,phd,,33,9,445,negativo,sim,sem_interesse,,
TST-00367,23/09/2025,A97,Curitiba,sp,Artigo 367,ciencia,311,36,3.8,U235,79,desktop,nao,phd,nao,14,2,287,positivo,nao,sem_interesse,,
TST-00368,2025-01-04,A173,Curitiba,sp,Artigo 368,tecnlogia,298,29,2.5,U86,44,tablet,sim,,nao,6,8,744,neutro,sim,fake,,
TST-00369,2025-09-01,A135,Goiânia,SP,Artigo 369,tecnlogia,253,27,3.1,U353,92,mobile,sim,phd,,46,1,84,positivo,nao,sem_interesse,procesado,
TST-00370,2025-05-09,A73,Goiânia,GO,Artigo 370,tecnlogia,16,44,2.9,U421,23,desktop,nao,especialista,,18,8,13,positivo,sim,,procesado,
TST-00371,10-01-2025,A112,Uberlândia,SP,Artigo 371,política,148,10,3.0,U484,95,tablet,nao,especialista,,50,5,470,positivo,nao,,,
TST-00372,2025-09-06,A25,Uberlândia,MG,Artigo 372,política,137,27,5,U244,20,tablet,nao,,nao,4,3,720,negativo,sim,fake,ativo,
TST-00373,2025-03-08,A65,Curitiba,MG,Artigo 373,política,554,30,3.7,U191,44,mobile,nao,phd,nao,21,8,992,neutro,sim,,procesado,
TST-00374,02-10-2025,A96,Curitiba,PR,Artigo 374,política,158,1,4.7,U390,52,mobile,sim,,nao,38,2,187,negativo,nao,sem_interesse,ativo,
TST-00375,2025-09-20,A13,Uberlândia,GO,Artigo 375,tecnologia,5,40,4.3,U472,20,mobile,sim,,,29,2,398,neutro,nao,,ativo,
TST-00376,2025-07-22,A196,São Paulo,GO,Artigo 376,política,569,45,2.4,U472,73,mobile,sim,mestre,nao,34,9,582,positivo,nao,conteudo_ruim,ativo,
TST-00377,2025-01-24,A73,Uberlândia,PR,Artigo 377,tecnlogia,223,15,3.0,U278,26,desktop,sim,mestre,,26,8,449,positivo,nao,conteudo_ruim,procesado,
TST-00378,2025-04-13,A2,Curitiba,SP,Artigo 378,ciencia,340,29,4.0,U239,63,desktop,nao,especialista,sim,7,5,2,negativo,nao,sem_interesse,,
TST-00379,2025-04-16,A22,São Paulo,GO,Artigo 379,política,551,12,4.9,U121,48,desktop,sim,especialista,nao,38,2,65,neutro,sim,fake,ativo,
TST-00380,01-20-2025,A28,Uberlândia,MG,Artigo 380,tecnlogia,745,24,3.3,U465,100,tablet,nao,,nao,26,9,694,positivo,nao,sem_interesse,ativo,
TST-00381,2025-08-29,A148,Goiânia,PR,Artigo 381,tecnlogia,427,24,3.9,U70,4,desktop,nao,mestre,sim,14,9,927,positivo,nao,fake,procesado,
TST-00382,2025-10-24,A99,Curitiba,MG,Artigo 382,saude,373,90,1.8,U341,57,mobile,sim,phd,nao,12,6,768,positivo,nao,,removido,
TST-00383,2025-06-11,A44,Curitiba,SP,Artigo 383,tecnlogia,237,20,2.9,U261,42,tablet,nao,especialista,sim,5,10,786,positivo,sim,sem_interesse,procesado,
TST-00384,2025-07-09,A175,Uberlândia,GO,Artigo 384,tecnlogia,324,45,3.8,U484,23,mobile,nao,mestre,nao,33,9,555,neutro,sim,sem_interesse,procesado,
TST-00385,04-28-2025,A136,Curitiba,PR,Artigo 385,tecnologia,265,1,4.5,U393,11,tablet,nao,mestre,sim,7,7,363,positivo,sim,fake,ativo,
TST-00386,2025-02-05,A99,São Paulo,GO,Artigo 386,política,153,34,5,U319,80,tablet,sim,phd,nao,13,6,799,neutro,nao,fake,removido,
TST-00387,2025-06-09,A81,São Paulo,SP,Artigo 387,tecnlogia,165,61,4.7,U13,71,mobile,sim,,,17,10,512,positivo,sim,sem_interesse,removido,
TST-00388,2025-08-21,A1,Uberlândia,PR,Artigo 388,tecnlogia,302,41,4.0,U221,70,desktop,nao,mestre,,17,7,260,negativo,sim,,procesado,
TST-00389,22/07/2025,A97,Curitiba,GO,Artigo 389,economia,435,33,4.3,U93,22,desktop,sim,phd,sim,17,5,992,negativo,sim,conteudo_ruim,ativo,
TST-00390,2025-10-16,A104,Uberlândia,GO,Artigo 390,tecnlogia,415,48,3.5,U462,91,desktop,nao,,,14,4,73,neutro,sim,,,
TST-00391,2025-03-09,A132,São Paulo,PR,Artigo 391,tecnlogia,106,1,3.4,U481,60,desktop,nao,phd,nao,16,3,339,negativo,sim,sem_interesse,,
TST-00392,2025-03-31,A77,São Paulo,MG,Artigo 392,tecnlogia,5,63,3.6,U428,41,tablet,nao,especialista,nao,26,4,811,positivo,sim,,ativo,
TST-00393,2025-01-06,A130,Goiânia,MG,Artigo 393,tecnlogia,370,24,4.1,U346,90,tablet,nao,mestre,nao,24,2,458,neutro,nao,fake,removido,
TST-00394,06-14-2025,A111,Curitiba,sp,Artigo 394,saude,135,41,1.6,U393,90,mobile,nao,especialista,,18,7,799,neutro,nao,sem_interesse,ativo,
TST-00395,03-19-2025,A93,São Paulo,PR,Artigo 395,política,5,27,4.2,U299,35,desktop,sim,especialista,nao,1,3,482,negativo,nao,sem_interesse,procesado,
TST-00396,2025-04-16,A60,São Paulo,GO,Artigo 396,política,416,15,3.2,U43,0,tablet,sim,phd,sim,47,0,100,negativo,sim,conteudo_ruim,ativo,
TST-00397,2025-07-21,A62,Curitiba,PR,Artigo 397,tecnologia,143,42,5,U399,84,desktop,sim,especialista,sim,33,3,282,positivo,nao,sem_interesse,removido,
TST-00398,2025-02-21,A182,Uberlândia,GO,Artigo 398,política,183,9,3.8,U65,72,tablet,nao,phd,,45,9,147,negativo,sim,fake,procesado,
TST-00399,2025-07-15,A175,São Paulo,sp,Artigo 399,tecnlogia,560,42,3.9,U25,53,mobile,sim,especialista,nao,3,4,701,positivo,sim,fake,ativo,
TST-00400,2025-03-01,A191,São Paulo,PR,Artigo 400,saude,517,32,3.5,U86,31,desktop,nao,,nao,37,3,954,negativo,nao,conteudo_ruim,,
TST-00401,08-23-2025,A83,Goiânia,sp,Artigo 401,tecnlogia,429,4,5.0,U346,45,desktop,nao,,nao,38,8,47,positivo,sim,conteudo_ruim,ativo,
TST-00402,data_invalida,A192,Curitiba,SP,Artigo 402,economia,107,33,4.4,U120,39,mobile,nao,phd,nao,11,4,891,neutro,sim,fake,removido,
TST-00403,2025-08-24,A52,Uberlândia,sp,Artigo 403,política,124,18,5,U217,73,mobile,nao,especialista,nao,8,10,682,neutro,sim,sem_interesse,,
TST-00404,data_invalida,A56,São Paulo,sp,Artigo 404,tecnlogia,355,23,3.9,U110,95,tablet,sim,,nao,11,3,953,positivo,nao,fake,ativo,
TST-00405,28/07/2025,A194,Uberlândia,MG,Artigo 405,ciencia,5,2,5,U292,99,mobile,sim,mestre,nao,7,0,421,negativo,sim,,,
TST-00406,23/02/2025,A43,Curitiba,GO,Artigo 406,política,267,63,2.3,U18,42,tablet,sim,especialista,nao,44,7,190,neutro,nao,fake,,
TST-00407,2025-02-25,A82,Uberlândia,sp,Artigo 407,política,374,29,3.9,U169,10,desktop,sim,especialista,nao,18,6,301,neutro,nao,fake,,
TST-00408,08-03-2025,A127,Uberlândia,sp,Artigo 408,política,71,1,4.6,U77,32,desktop,sim,especialista,,47,2,858,positivo,sim,fake,,
TST-00409,2025-05-14,A18,Uberlândia,PR,Artigo 409,economia,422,78,4.1,U19,43,desktop,nao,especialista,nao,49,6,442,negativo,nao,fake,removido,
TST-00410,2025-03-23,A82,Curitiba,PR,Artigo 410,ciencia,413,41,3.8,U353,40,desktop,sim,phd,nao,33,2,435,neutro,sim,conteudo_ruim,,
TST-00411,2025-03-31,A12,Uberlândia,PR,Artigo 411,tecnlogia,10,1,5,U52,68,mobile,nao,especialista,nao,11,8,600,positivo,nao,conteudo_ruim,removido,
TST-00412,2025-07-09,A50,Uberlândia,PR,Artigo 412,política,122,15,4.2,U182,20,mobile,nao,mestre,sim,45,10,941,positivo,nao,conteudo_ruim,removido,
TST-00413,04/02/2025,A104,Uberlândia,PR,Artigo 413,ciencia,153,13,4.1,U459,27,mobile,sim,especialista,sim,26,9,307,neutro,sim,,ativo,
TST-00414,2025-01-04,A27,São Paulo,PR,Artigo 414,política,371,71,3.9,U336,48,desktop,sim,phd,sim,21,4,278,positivo,nao,sem_interesse,procesado,
TST-00415,2025-07-29,A61,Curitiba,SP,Artigo 415,política,458,19,2.3,U479,16,tablet,nao,mestre,,44,8,882,negativo,nao,,ativo,
TST-00416,06-04-2025,A181,Uberlândia,PR,Artigo 416,tecnlogia,121,19,3.8,U196,66,tablet,sim,phd,,16,5,171,neutro,nao,conteudo_ruim,,
TST-00417,10-05-2025,A129,Uberlândia,MG,Artigo 417,tecnlogia,513,28,4.5,U156,3,mobile,sim,mestre,sim,49,9,59,negativo,sim,fake,procesado,
TST-00418,2025-06-17,A69,Goiânia,MG,Artigo 418,política,5,57,3.9,U365,31,tablet,sim,,sim,18,7,605,negativo,sim,fake,ativo,
TST-00419,2025-05-16,A7,Uberlândia,SP,Artigo 419,política,145,17,3.2,U466,16,mobile,nao,phd,nao,48,8,195,positivo,nao,conteudo_ruim,removido,
TST-00420,2025-08-08,A46,Goiânia,MG,Artigo 420,tecnlogia,285,54,3.6,U199,85,desktop,sim,mestre,,19,6,848,positivo,sim,sem_interesse,ativo,
TST-00421,2025-07-15,A121,Curitiba,GO,Artigo 421,tecnlogia,110,1,4.3,U284,19,tablet,sim,,,10,9,113,positivo,sim,fake,removido,
TST-00422,03-12-2025,A7,Goiânia,sp,Artigo 422,política,324,1,1.7,U128,57,mobile,sim,,sim,15,3,827,positivo,nao,fake,,
TST-00423,2025-09-22,A37,Goiânia,MG,Artigo 423,política,132,1,3.7,U245,94,desktop,nao,,sim,41,7,127,positivo,sim,conteudo_ruim,ativo,
TST-00424,data_invalida,A163,Uberlândia,GO,Artigo 424,tecnlogia,450,15,3.9,U77,42,tablet,nao,phd,nao,28,9,337,positivo,nao,sem_interesse,procesado,
TST-00425,2025-02-08,A146,Curitiba,GO,Artigo 425,política,316,55,5,U172,87,mobile,nao,,nao,1,9,11,positivo,sim,conteudo_ruim,procesado,
TST-00426,2025-07-13,A170,Curitiba,sp,Artigo 426,ciencia,141,50,4.9,U409,96,tablet,nao,,sim,3,10,79,positivo,sim,conteudo_ruim,,
TST-00427,2025-01-29,A25,Goiânia,MG,Artigo 427,tecnologia,5,1,3.5,U453,86,mobile,nao,phd,nao,0,2,626,neutro,sim,sem_interesse,removido,
TST-00428,2025-02-26,A109,Goiânia,SP,Artigo 428,saude,262,34,4.6,U257,59,desktop,sim,phd,nao,12,6,377,negativo,nao,conteudo_ruim,removido,
TST-00429,03-12-2025,A83,Curitiba,sp,Artigo 429,tecnlogia,227,42,5,U55,21,desktop,sim,phd,sim,28,4,718,positivo,sim,sem_interesse,procesado,
TST-00430,data_invalida,A29,São Paulo,SP,Artigo 430,política,292,1,3.7,U319,69,mobile,nao,,,12,1,235,neutro,sim,sem_interesse,procesado,
TST-00431,2025-07-16,A125,São Paulo,sp,Artigo 431,política,361,4,4.9,U312,95,mobile,nao,phd,,41,7,797,positivo,nao,conteudo_ruim,procesado,
TST-00432,2025-10-18,A56,São Paulo,sp,Artigo 432,tecnlogia,349,64,4.1,U368,82,mobile,sim,,nao,21,10,198,positivo,nao,conteudo_ruim,removido,
TST-00433,2025-03-06,A177,Curitiba,SP,Artigo 433,ciencia,624,1,4.3,U376,48,mobile,sim,,,20,9,572,neutro,sim,conteudo_ruim,removido,
TST-00434,2025-07-01,A183,Curitiba,SP,Artigo 434,economia,288,1,4.7,U66,82,tablet,sim,,sim,23,0,659,positivo,sim,sem_interesse,procesado,
TST-00435,2025-05-29,A131,Uberlândia,sp,Artigo 435,política,48,70,4.6,U306,9,mobile,nao,,,32,6,288,positivo,sim,fake,procesado,
TST-00436,2025-09-28,A185,Goiânia,GO,Artigo 436,política,359,23,5,U452,73,desktop,sim,especialista,nao,45,10,812,positivo,sim,conteudo_ruim,,
TST-00437,2025-07-29,A144,Curitiba,GO,Artigo 437,política,366,46,4.5,U116,16,mobile,nao,phd,nao,35,3,856,positivo,sim,fake,,
TST-00438,2025-09-05,A116,Curitiba,SP,Artigo 438,política,51,4,3.7,U443,31,desktop,sim,mestre,nao,17,9,171,positivo,sim,fake,ativo,
TST-00439,2025-07-07,A110,Curitiba,SP,Artigo 439,tecnlogia,220,27,4.5,U274,56,tablet,sim,,sim,0,6,855,negativo,sim,fake,ativo,
TST-00440,28/10/2025,A64,São Paulo,sp,Artigo 440,tecnlogia,324,51,4.5,U182,46,tablet,sim,especialista,nao,12,7,375,positivo,sim,sem_interesse,procesado,
TST-00441,07-07-2025,A125,Uberlândia,sp,Artigo 441,política,613,59,2.3,U181,68,mobile,sim,mestre,,41,2,214,positivo,sim,,ativo,
TST-00442,2025-07-28,A121,São Paulo,GO,Artigo 442,tecnlogia,164,78,3.5,U230,62,desktop,sim,,sim,28,8,993,positivo,sim,sem_interesse,,
TST-00443,2025-05-03,A58,São Paulo,MG,Artigo 443,política,437,1,2.7,U209,94,desktop,nao,especialista,sim,23,2,776,neutro,nao,sem_interesse,ativo,
TST-00444,06-16-2025,A82,Uberlândia,PR,Artigo 444,economia,280,87,2.4,U147,81,mobile,nao,mestre,,24,2,116,neutro,sim,fake,ativo,
TST-00445,2025-01-08,A48,Uberlândia,PR,Artigo 445,política,570,41,3.9,U180,62,desktop,sim,,sim,14,0,245,positivo,sim,fake,,
TST-00446,data_invalida,A29,Curitiba,MG,Artigo 446,política,504,16,2.7,U103,51,desktop,nao,,sim,44,5,492,positivo,sim,conteudo_ruim,procesado,
TST-00447,09-22-2025,A173,Curitiba,SP,Artigo 447,saude,277,18,4.5,U255,95,tablet,sim,mestre,nao,24,5,766,positivo,sim,fake,,
TST-00448,2025-04-13,A149,Goiânia,SP,Artigo 448,tecnologia,101,29,5,U330,19,desktop,sim,phd,,42,6,309,positivo,nao,sem_interesse,procesado,
TST-00449,2025-09-29,A39,Uberlândia,GO,Artigo 449,política,631,61,4.2,U224,47,tablet,sim,especialista,sim,29,5,327,positivo,sim,fake,ativo,
TST-00450,data_invalida,A139,Uberlândia,GO,Artigo 450,ciencia,36,51,4.1,U40,38,tablet,nao,especialista,,35,1,867,neutro,sim,fake,procesado,
TST-00451,2025-04-21,A1,Goiânia,PR,Artigo 451,tecnlogia,257,46,3.8,U315,76,mobile,nao,phd,sim,0,2,648,negativo,sim,conteudo_ruim,,
TST-00452,2025-08-24,A149,Goiânia,sp,Artigo 452,tecnlogia,109,99,2.8,U37,31,tablet,sim,phd,nao,17,3,557,negativo,nao,,ativo,
TST-00453,2025-03-14,A19,Goiânia,MG,Artigo 453,politica,103,29,4.3,U226,38,desktop,nao,phd,,34,7,171,positivo,sim,fake,removido,
TST-00454,2025-07-16,A93,Uberlândia,GO,Artigo 454,tecnlogia,235,45,5,U169,95,mobile,nao,phd,sim,47,10,362,neutro,nao,fake,removido,
TST-00455,2025-02-06,A154,Curitiba,sp,Artigo 455,tecnlogia,5,32,4.1,U277,65,mobile,sim,mestre,sim,7,8,586,negativo,sim,conteudo_ruim,ativo,
TST-00456,2025-04-19,A32,Curitiba,MG,Artigo 456,política,67,48,5.0,U8,28,desktop,nao,mestre,,42,2,700,negativo,nao,fake,procesado,
TST-00457,2025-09-05,A162,São Paulo,PR,Artigo 457,política,515,40,4.2,U132,19,tablet,nao,phd,sim,24,9,536,negativo,nao,fake,removido,
TST-00458,2025-03-25,A111,Goiânia,MG,Artigo 458,tecnlogia,339,26,3.6,U257,45,mobile,nao,especialista,,3,4,945,positivo,nao,conteudo_ruim,removido,
TST-00459,2025-03-17,A5,Goiânia,PR,Artigo 459,tecnologia,373,1,3.6,U255,98,desktop,sim,,nao,16,0,978,positivo,nao,sem_interesse,,
TST-00460,2025-04-22,A164,Uberlândia,sp,Artigo 460,tecnologia,281,15,4.4,U322,15,desktop,sim,especialista,sim,22,5,54,positivo,nao,fake,ativo,
TST-00461,2025-04-11,A7,São Paulo,GO,Artigo 461,política,175,1,3.4,U363,31,tablet,sim,,sim,31,3,843,positivo,nao,,removido,
TST-00462,10-14-2025,A17,Goiânia,GO,Artigo 462,tecnlogia,403,41,4.6,U64,77,desktop,sim,phd,,22,6,258,positivo,nao,,removido,
TST-00463,2025-10-28,A103,Goiânia,PR,Artigo 463,tecnologia,80,63,4.2,U300,88,mobile,nao,mestre,,19,3,683,positivo,nao,sem_interesse,ativo,
TST-00464,2025-04-14,A145,Uberlândia,PR,Artigo 464,política,272,11,4.3,U438,63,desktop,sim,especialista,,1,2,489,negativo,nao,fake,,
TST-00465,2025-03-22,A162,Curitiba,PR,Artigo 465,tecnlogia,355,14,4.0,U126,37,tablet,nao,mestre,,5,5,475,positivo,nao,,,
TST-00466,03-21-2025,A120,Curitiba,SP,Artigo 466,política,403,21,3.3,U100,40,desktop,nao,mestre,,30,10,376,negativo,nao,fake,removido,
TST-00467,2025-07-17,A57,São Paulo,MG,Artigo 467,tecnlogia,391,27,3.3,U304,58,tablet,sim,,nao,34,8,172,neutro,nao,,ativo,
TST-00468,2025-01-22,A83,Uberlândia,MG,Artigo 468,política,147,13,5.0,U117,89,tablet,sim,mestre,nao,35,1,357,neutro,sim,sem_interesse,procesado,
TST-00469,2025-03-01,A89,Curitiba,SP,Artigo 469,política,5,25,4.5,U111,16,mobile,sim,especialista,,44,10,826,positivo,nao,,procesado,
TST-00470,2025-05-01,A9,São Paulo,MG,Artigo 470,tecnlogia,12,1,3.2,U385,82,tablet,nao,especialista,nao,39,2,493,neutro,nao,sem_interesse,procesado,
TST-00471,2025-03-09,A128,Curitiba,SP,Artigo 471,tecnlogia,238,28,1.9,U485,66,desktop,sim,,,0,9,891,positivo,nao,,ativo,
TST-00472,2025-08-05,A179,Goiânia,sp,Artigo 472,política,216,31,5,U268,93,mobile,nao,phd,,38,0,30,neutro,nao,sem_interesse,removido,
TST-00473,2025-10-05,A45,Goiânia,sp,Artigo 473,tecnlogia,180,1,4.2,U361,4,mobile,nao,phd,nao,5,2,359,negativo,nao,conteudo_ruim,,
TST-00474,2025-08-06,A53,Goiânia,MG,Artigo 474,politica,344,24,5,U316,78,tablet,nao,phd,nao,39,0,374,neutro,sim,,,
TST-00475,2025-07-23,A138,Curitiba,GO,Artigo 475,política,441,51,3.1,U267,44,desktop,nao,especialista,sim,10,10,895,positivo,sim,fake,removido,
TST-00476,2025-04-11,A60,Goiânia,GO,Artigo 476,política,391,25,3.0,U11,31,desktop,nao,especialista,,28,7,255,neutro,nao,fake,ativo,
TST-00477,2025-05-14,A100,Goiânia,MG,Artigo 477,política,200,9,3.8,U16,29,mobile,sim,mestre,nao,6,0,225,negativo,nao,,,
TST-00478,2025-03-03,A101,São Paulo,GO,Artigo 478,política,165,23,4.5,U86,57,tablet,sim,mestre,nao,49,9,134,neutro,sim,fake,removido,
TST-00479,2025-02-25,A128,Curitiba,sp,Artigo 479,política,168,1,2.9,U317,12,desktop,nao,phd,nao,1,10,193,negativo,sim,sem_interesse,,
TST-00480,2025-06-28,A134,Uberlândia,PR,Artigo 480,política,408,1,2.5,U26,69,mobile,nao,mestre,sim,44,8,182,positivo,sim,,,
TST-00481,2025-05-25,A136,Curitiba,PR,Artigo 481,política,388,59,3.7,U467,74,tablet,nao,,,42,5,521,neutro,sim,conteudo_ruim,ativo,
TST-00482,2025-01-12,A196,São Paulo,PR,Artigo 482,tecnlogia,165,59,5,U80,71,desktop,sim,especialista,nao,3,7,191,neutro,sim,sem_interesse,removido,
TST-00483,2025-09-18,A75,Goiânia,PR,Artigo 483,política,5,36,4.8,U315,71,mobile,sim,phd,sim,47,5,492,neutro,nao,fake,procesado,
TST-00484,2025-10-20,A35,Goiânia,SP,Artigo 484,tecnlogia,612,12,3.4,U317,60,mobile,sim,,,35,2,30,positivo,nao,sem_interesse,ativo,
TST-00485,2025-04-08,A110,São Paulo,SP,Artigo 485,economia,231,22,3.6,U199,14,desktop,nao,especialista,,47,3,917,negativo,sim,conteudo_ruim,ativo,
TST-00486,09/06/2025,A61,Curitiba,SP,Artigo 486,tecnlogia,445,42,4.0,U143,21,tablet,nao,phd,sim,14,3,943,positivo,nao,conteudo_ruim,ativo,
TST-00487,29/09/2025,A99,Curitiba,PR,Artigo 487,saude,432,1,2.5,U367,52,tablet,sim,mestre,,49,1,454,neutro,nao,fake,procesado,
TST-00488,2025-05-28,A30,Uberlândia,MG,Artigo 488,política,255,83,3.0,U199,6,desktop,sim,,,35,7,153,negativo,nao,sem_interesse,removido,
TST-00489,data_invalida,A53,Uberlândia,GO,Artigo 489,ciencia,93,5,3.2,U271,30,tablet,sim,especialista,sim,19,0,643,positivo,sim,sem_interesse,removido,
TST-00490,2025-05-14,A157,Curitiba,sp,Artigo 490,saude,491,59,5,U347,69,tablet,nao,especialista,,44,7,339,negativo,sim,,procesado,
TST-00491,2025-01-28,A22,Curitiba,PR,Artigo 491,política,196,52,3.8,U188,37,mobile,nao,,nao,23,4,245,neutro,sim,fake,procesado,
TST-00492,data_invalida,A34,São Paulo,GO,Artigo 492,tecnlogia,315,40,4.4,U486,100,mobile,nao,,,1,1,374,negativo,sim,,ativo,
