registro_id,data_matricula,data_cancelamento,idade,plano,frequencia_semanal,tempo_permanencia_meses,horario_entrada,dia_semana,tempo_treino_min,equipamento,uso_equipamento_min,capacidade_max,status_aluno,observacao
LIFT-00568,data_invalida,2025-04-07,29,anual,2,5,14,quinta,77,esteira,19,100,procesado,
LIFT-00569,2024-01-09,2024-12-03,68,mensal,4,9,17,quarta,70,bike,35,100,,
LIFT-00570,2024-02-16,2024-10-19,40,mensal,1,3,12,sábado,77,supino,33,100,procesado,
LIFT-00571,2024-06-05,,52,mensal,0,8,6,domingo,67,leg_press,14,100,ativo,
LIFT-00572,2024-10-19,,69,anual,0,6,17,quarta,58,bike,5,100,cancelado,
LIFT-00573,data_invalida,,43,mensal,2,15,16,terça,62,NA,30,100,cancelado,
LIFT-00574,2024-05-20,,51,mensal,5,8,7,sábado,69,halteres,13,100,procesado,
LIFT-00575,2025-04-20,2024-09-24,17,mensal,4,4,12,quinta,69,crossfit,31,100,,
LIFT-00576,2024-03-28,2024-04-14,27,mensal,3,5,21,sexta,47,supino,24,100,cancelado,
LIFT-00577,2024-08-10,,52,mensal,3,10,13,segunda,70,bike,24,100,ativo,
LIFT-00578,2025-01-09,2024-09-19,70,anual,0,5,20,quinta,73,supino,5,100,,
LIFT-00579,2025-01-17,07-01-2024,28,mensal,3,6,23,terça,61,halteres,5,100,ativo,
LIFT-00580,2025-01-25,,,anual,4,13,20,quarta,62,crossfit,26,100,,
LIFT-00581,2024-06-11,04-14-2024,55,anual,1,1,22,sábado,87,esteira,5,100,cancelado,
LIFT-00582,2024-03-09,2025-04-26,38,mensal,5,1,9,terça,37,,12,100,cancelado,
LIFT-00583,2024-01-29,,30,mensal,3,6,9,quarta,42,NA,5,100,ativo,
LIFT-00584,2024-04-28,,26,mensal,2,6,9,domingo,89,leg_press,5,100,,
LIFT-00585,2024-07-16,25/06/2024,46,mensal,4,5,11,domingo,78,leg_press,41,100,cancelado,
LIFT-00586,2024-08-23,,60,mensal,4,1,8,quinta,56,halteres,7,100,,
LIFT-00587,12/03/2024,2025-01-23,42,mensal,3,6,9,quinta,69,NA,36,100,ativo,
LIFT-00588,2024-05-23,,53,mensal,3,1,19,quarta,47,halteres,23,100,procesado,
LIFT-00589,2024-05-13,2024-04-02,25,mensal,3,5,18,segunda,86,supino,27,100,cancelado,
LIFT-00590,2024-08-10,17/01/2024,51,anual,3,8,8,domingo,67,bike,48,100,,
LIFT-00591,2025-04-06,2024-10-27,,anual,1,4,8,quarta,90,crossfit,30,100,procesado,
LIFT-00592,data_invalida,,49,mensal,0,9,8,quinta,70,esteira,25,100,cancelado,
LIFT-00593,2024-08-07,2025-01-01,52,mensal,3,9,21,segunda,64,NA,5,100,cancelado,
LIFT-00594,10/04/2025,,20,mensal,3,8,22,domingo,77,leg_press,7,100,procesado,
LIFT-00595,2025-04-16,,49,anual,2,14,21,terça,73,esteira,5,100,ativo,
LIFT-00596,18/02/2025,,36,mensal,4,6,10,terça,78,halteres,47,100,cancelado,
LIFT-00597,2024-01-09,,60,mensal,4,1,10,quarta,44,supino,41,100,procesado,
LIFT-00598,2024-09-11,,69,mensal,0,3,14,terça,94,crossfit,26,100,ativo,
LIFT-00599,03-07-2024,2024-04-21,21,mensal,2,3,21,sexta,10,esteira,23,100,cancelado,
LIFT-00600,01/07/2024,2024-02-07,61,mensal,3,7,19,terça,54,bike,35,100,procesado,
LIFT-00601,2025-01-09,,67,mensal,1,8,23,sábado,83,esteira,41,100,,
LIFT-00602,2025-04-16,23/03/2024,50,mensal,6,4,7,quarta,45,leg_press,39,100,procesado,
LIFT-00603,2024-12-13,,53,mensal,3,1,8,segunda,31,NA,34,100,cancelado,
LIFT-00604,2024-06-02,2025-05-11,18,mensal,4,14,6,sábado,59,esteira,9,100,procesado,
LIFT-00605,2024-06-19,12-20-2024,56,anual,3,6,23,sábado,116,supino,5,100,,
LIFT-00606,08-22-2024,,54,anual,1,13,21,quarta,57,halteres,5,100,procesado,
LIFT-00607,2025-01-18,2025-04-23,55,mensal,2,1,19,segunda,91,supino,29,100,cancelado,
LIFT-00608,02/10/2024,,51,anual,1,9,16,domingo,46,supino,30,100,ativo,
LIFT-00609,2025-03-24,,44,mensal,0,13,19,quarta,40,halteres,16,100,,
LIFT-00610,2024-11-12,2025-05-01,24,mensal,1,2,13,quinta,47,esteira,40,100,,
LIFT-00611,2024-07-04,,49,mensal,0,3,16,quarta,89,NA,5,100,procesado,
LIFT-00612,2024-02-03,2025-02-02,68,anual,0,9,7,quarta,96,crossfit,5,100,cancelado,
LIFT-00613,2025-04-03,,62,mensal,3,1,9,sexta,58,bike,35,100,,
LIFT-00614,2025-02-22,,30,mensal,8,5,7,segunda,87,NA,24,100,cancelado,
LIFT-00615,2024-12-25,,20,mensal,3,7,19,sábado,55,crossfit,7,100,cancelado,
LIFT-00616,2025-02-05,2024-04-24,57,anual,2,4,18,sábado,54,esteira,7,100,procesado,
LIFT-00617,2024-04-06,2024-08-12,49,mensal,2,8,14,domingo,81,,11,100,cancelado,
LIFT-00618,22/09/2024,08/02/2025,70,anual,1,7,15,domingo,76,crossfit,5,100,procesado,
LIFT-00619,2024-04-10,2025-04-24,59,anual,0,3,15,sábado,47,halteres,19,100,cancelado,
LIFT-00620,2024-09-24,2024-08-12,24,mensal,6,8,18,domingo,38,bike,28,100,cancelado,
LIFT-00621,2024-01-04,2025-02-22,33,anual,2,8,12,quarta,40,,5,100,procesado,
LIFT-00622,2024-10-08,,21,anual,3,10,10,sexta,55,,35,100,,
LIFT-00623,2024-04-30,2025-01-14,19,anual,3,8,19,domingo,73,supino,22,100,,
LIFT-00624,2024-07-26,,17,mensal,1,1,14,segunda,88,bike,33,100,procesado,
LIFT-00625,2024-12-03,2024-09-27,26,mensal,0,4,10,domingo,65,NA,31,100,,
LIFT-00626,2024-06-06,2025-01-24,46,anual,0,3,18,sexta,75,supino,19,100,cancelado,
LIFT-00627,2025-03-28,,35,anual,2,10,13,sexta,85,bike,49,100,ativo,
LIFT-00628,11-19-2024,,56,mensal,0,4,22,domingo,66,esteira,10,100,ativo,
LIFT-00629,2024-12-04,,17,mensal,5,3,8,quarta,88,bike,30,100,procesado,
LIFT-00630,2024-12-12,,21,mensal,4,13,14,terça,48,bike,39,100,,
LIFT-00631,2024-02-02,2024-08-05,64,mensal,2,1,20,segunda,59,supino,18,100,procesado,
LIFT-00632,2024-02-28,22/02/2024,50,mensal,4,6,13,sábado,51,supino,5,100,ativo,
LIFT-00633,2024-07-20,,16,mensal,2,11,15,terça,75,bike,7,100,,
LIFT-00634,data_invalida,2025-04-03,65,anual,3,4,8,segunda,82,,11,100,cancelado,
LIFT-00635,2024-06-19,19/02/2024,,mensal,5,1,13,quarta,82,halteres,19,100,ativo,
LIFT-00636,2024-04-18,2025-04-16,65,mensal,1,10,16,quarta,69,halteres,18,100,procesado,
LIFT-00637,2025-03-19,2024-06-09,33,mensal,4,4,12,quarta,10,NA,5,100,cancelado,
LIFT-00638,2024-05-01,,47,mensal,3,3,23,quinta,73,supino,21,100,procesado,
LIFT-00639,10-07-2024,,36,mensal,3,6,18,sábado,53,leg_press,6,100,ativo,
LIFT-00640,2024-11-24,2025-02-22,,anual,5,8,21,domingo,45,,21,100,,
LIFT-00641,2025-05-11,,64,mensal,2,5,6,domingo,50,supino,5,100,ativo,
LIFT-00642,2024-04-08,2024-07-20,57,mensal,5,8,15,quarta,72,crossfit,25,100,procesado,
LIFT-00643,2024-10-28,data_invalida,42,mensal,3,8,5,quinta,41,halteres,47,100,cancelado,
LIFT-00644,2025-04-22,2024-01-16,50,mensal,2,8,14,sábado,49,leg_press,10,100,ativo,
LIFT-00645,2025-03-05,2024-10-08,18,mensal,7,12,14,quinta,83,NA,9,100,procesado,
LIFT-00646,data_invalida,2025-05-01,17,anual,3,1,14,terça,58,leg_press,5,100,cancelado,
LIFT-00647,2024-01-26,2025-01-24,18,anual,5,5,20,terça,84,NA,26,100,cancelado,
LIFT-00648,2025-03-24,2025-01-08,49,anual,3,11,22,quarta,64,,17,100,ativo,
LIFT-00649,2024-05-04,,34,mensal,4,13,10,quinta,54,crossfit,32,100,procesado,
LIFT-00650,18/11/2024,,64,anual,7,10,9,segunda,60,supino,16,100,,
LIFT-00651,2024-05-18,2025-02-01,60,mensal,3,2,20,sexta,48,leg_press,18,100,ativo,
LIFT-00652,2025-01-19,2025-02-19,49,anual,0,3,15,quarta,47,esteira,28,100,procesado,
LIFT-00653,2024-04-08,,38,mensal,0,10,17,sábado,42,supino,12,100,cancelado,
LIFT-00654,22/11/2024,,20,mensal,6,5,12,sexta,56,esteira,5,100,cancelado,
LIFT-00655,2024-11-10,21/01/2025,66,anual,3,1,11,segunda,69,crossfit,44,100,procesado,
LIFT-00656,01-18-2024,2024-08-17,36,mensal,2,7,15,quarta,76,crossfit,5,100,,
LIFT-00657,2024-05-19,2024-03-01,43,mensal,4,1,7,quarta,86,,28,100,cancelado,
LIFT-00658,04-15-2025,,23,anual,1,7,23,sexta,79,supino,5,100,ativo,
LIFT-00659,08/11/2024,,,mensal,1,5,23,segunda,100,bike,5,100,,
LIFT-00660,2024-12-05,,57,mensal,2,1,14,quarta,43,NA,24,100,ativo,
LIFT-00661,2024-03-26,2024-03-03,,mensal,1,1,18,terça,46,bike,18,100,ativo,
LIFT-00662,data_invalida,,22,mensal,1,1,19,terça,93,halteres,5,100,,
LIFT-00663,02-10-2024,2024-04-05,34,mensal,2,5,16,quinta,90,,15,100,procesado,
LIFT-00664,2024-05-26,,34,mensal,2,11,13,quinta,57,leg_press,47,100,cancelado,
LIFT-00665,2024-07-05,2024-11-05,41,anual,2,10,19,domingo,47,NA,12,100,,
LIFT-00666,2024-03-16,,33,mensal,0,3,7,quarta,58,bike,31,100,,
LIFT-00667,2024-09-03,data_invalida,29,anual,2,11,12,terça,24,NA,5,100,procesado,
LIFT-00668,2024-06-09,,58,anual,2,6,5,terça,51,NA,15,100,ativo,
LIFT-00669,2024-05-12,2024-10-02,55,mensal,4,13,13,sábado,49,,22,100,,
LIFT-00670,2025-01-19,,67,mensal,4,4,14,sábado,68,bike,5,100,ativo,
LIFT-00671,2024-07-07,,18,mensal,3,5,19,sexta,104,halteres,52,100,,
LIFT-00672,2024-02-08,,68,anual,2,10,22,quarta,41,supino,7,100,procesado,
LIFT-00673,08/05/2024,2024-12-30,19,anual,5,8,19,segunda,25,bike,5,100,,
LIFT-00674,2024-11-26,,23,anual,1,1,16,sexta,65,,18,100,ativo,
LIFT-00675,data_invalida,,23,mensal,4,5,6,sexta,47,esteira,24,100,,
LIFT-00676,2024-10-30,,38,mensal,2,4,13,quarta,38,bike,21,100,,
LIFT-00677,2024-08-11,,23,mensal,8,1,17,segunda,19,bike,5,100,,
LIFT-00678,data_invalida,2025-03-12,39,mensal,2,8,22,quarta,27,supino,5,100,,
LIFT-00679,2024-05-01,2025-02-27,23,mensal,6,9,19,quinta,44,bike,34,100,procesado,
LIFT-00680,2024-11-06,2025-01-23,20,mensal,3,8,12,sexta,41,,32,100,procesado,
LIFT-00681,2024-06-02,2024-10-17,41,anual,5,10,23,quarta,90,,26,100,,
LIFT-00682,2024-09-13,,32,anual,0,1,17,quinta,63,halteres,31,100,,
LIFT-00683,2024-10-07,,55,mensal,2,9,23,sexta,69,leg_press,54,100,cancelado,
LIFT-00684,2025-01-07,2024-03-06,49,mensal,0,12,6,terça,63,leg_press,5,100,,
LIFT-00685,2024-01-20,2024-08-10,61,anual,2,1,20,quarta,76,crossfit,13,100,,
LIFT-00686,2024-12-19,11/05/2024,65,mensal,8,7,23,domingo,67,leg_press,19,100,ativo,
LIFT-00687,2024-10-27,,47,anual,0,1,10,sábado,56,bike,12,100,ativo,
LIFT-00688,2024-12-13,,27,mensal,3,9,21,domingo,63,NA,5,100,ativo,
LIFT-00689,30/09/2024,2024-10-15,30,anual,3,5,11,sexta,55,halteres,37,100,procesado,
LIFT-00690,2024-02-07,2024-07-26,62,mensal,4,4,15,quinta,99,halteres,5,100,,
LIFT-00691,2024-07-16,2024-02-23,51,mensal,4,10,19,segunda,51,supino,28,100,procesado,
LIFT-00692,23/10/2024,,,anual,4,3,19,quarta,76,esteira,48,100,,
LIFT-00693,2024-01-26,,54,mensal,3,2,10,sexta,25,leg_press,22,100,procesado,
LIFT-00694,19/03/2025,2024-07-07,39,anual,1,2,13,quinta,80,crossfit,8,100,cancelado,
LIFT-00695,data_invalida,,64,anual,4,5,17,terça,50,leg_press,9,100,,
LIFT-00696,2024-12-31,2024-02-17,60,mensal,4,4,17,terça,62,bike,38,100,,
LIFT-00697,2024-12-02,2025-02-26,49,mensal,6,6,8,sábado,44,esteira,5,100,procesado,
LIFT-00698,2025-04-21,,37,anual,2,8,14,sábado,69,halteres,5,100,,
LIFT-00699,2024-05-05,2024-12-16,20,mensal,2,6,13,quinta,36,NA,20,100,procesado,
LIFT-00700,2024-02-01,,64,anual,3,1,18,terça,82,bike,36,100,cancelado,
LIFT-00701,12/11/2024,2024-03-01,63,mensal,5,5,19,domingo,64,NA,30,100,cancelado,
LIFT-00702,2024-07-06,2024-07-15,65,mensal,4,6,21,domingo,79,halteres,55,100,,
LIFT-00703,07/02/2025,03-10-2024,68,mensal,5,1,22,quarta,21,bike,5,100,ativo,
LIFT-00704,2024-08-02,,33,mensal,4,8,13,domingo,58,esteira,11,100,,
LIFT-00705,2024-11-03,,63,anual,0,5,14,terça,28,,33,100,,
LIFT-00706,2024-03-26,12/02/2025,50,anual,1,3,14,domingo,89,leg_press,5,100,cancelado,
LIFT-00707,2025-01-16,,35,mensal,5,8,15,terça,37,bike,27,100,ativo,
LIFT-00708,2024-08-12,2025-04-30,43,anual,4,6,17,terça,116,esteira,32,100,procesado,
LIFT-00709,25/10/2024,2024-02-06,37,mensal,2,4,23,quarta,33,,20,100,,
LIFT-00710,2024-12-11,2024-04-04,50,mensal,4,4,13,quinta,67,supino,24,100,cancelado,
LIFT-00711,07-12-2024,21/03/2025,,mensal,0,4,11,sábado,63,supino,12,100,,
LIFT-00712,2025-03-14,01/06/2024,24,mensal,3,4,19,quarta,60,halteres,7,100,cancelado,
LIFT-00713,01/02/2024,2024-09-18,35,anual,3,1,8,quarta,13,crossfit,5,100,cancelado,
LIFT-00714,2025-03-21,,36,mensal,6,4,21,sábado,87,NA,11,100,cancelado,
LIFT-00715,data_invalida,,34,mensal,4,18,23,quarta,75,NA,5,100,procesado,
LIFT-00716,2025-03-10,,45,anual,3,3,7,quinta,34,bike,6,100,procesado,
LIFT-00717,2024-01-16,05/10/2024,,mensal,1,11,21,terça,57,,15,100,procesado,
LIFT-00718,2024-03-29,,24,anual,0,14,12,domingo,62,crossfit,17,100,cancelado,
LIFT-00719,02-08-2024,,27,mensal,1,8,19,terça,100,,5,100,ativo,
LIFT-00720,2024-03-13,,33,mensal,6,2,18,quarta,93,halteres,5,100,cancelado,
LIFT-00721,2025-01-09,,65,mensal,3,7,22,sexta,36,halteres,5,100,,
LIFT-00722,13/12/2024,2024-01-28,64,mensal,6,3,15,quarta,102,,44,100,,
LIFT-00723,2024-11-26,11/04/2024,30,mensal,2,5,19,sábado,76,NA,19,100,procesado,
LIFT-00724,2024-02-12,,55,anual,1,8,12,domingo,86,NA,5,100,cancelado,
LIFT-00725,2024-08-07,2025-04-23,42,mensal,2,5,19,terça,24,supino,55,100,procesado,
LIFT-00726,2024-05-25,2025-01-10,27,mensal,4,8,11,quinta,39,leg_press,18,100,cancelado,
LIFT-00727,2024-08-25,2024-05-04,17,mensal,4,12,10,sexta,87,supino,38,100,procesado,
LIFT-00728,2024-07-08,15/01/2024,16,mensal,0,4,19,segunda,78,halteres,18,100,procesado,
LIFT-00729,2024-05-23,,59,mensal,4,8,20,domingo,95,crossfit,44,100,,
LIFT-00730,25/02/2025,2024-06-21,55,mensal,3,3,16,domingo,52,,30,100,cancelado,
LIFT-00731,15/05/2025,2024-04-04,69,anual,1,1,13,quarta,49,leg_press,16,100,procesado,
LIFT-00732,2024-07-13,2025-05-03,54,mensal,2,8,10,sábado,76,crossfit,33,100,cancelado,
LIFT-00733,22/12/2024,2024-07-22,36,mensal,1,6,7,quinta,52,supino,6,100,cancelado,
LIFT-00734,03-23-2024,03-07-2024,50,anual,1,6,10,sábado,89,,29,100,cancelado,
LIFT-00735,20/12/2024,,61,mensal,7,3,8,quarta,45,bike,12,100,,
LIFT-00736,09-29-2024,,29,mensal,2,14,15,terça,59,bike,55,100,procesado,
LIFT-00737,11/06/2024,2024-12-10,58,mensal,5,5,5,quinta,30,esteira,22,100,,
LIFT-00738,2024-04-13,,51,anual,0,1,19,segunda,43,bike,5,100,ativo,
LIFT-00739,2024-09-04,2024-07-09,36,mensal,3,5,11,domingo,36,supino,17,100,,
LIFT-00740,02-22-2024,,46,mensal,6,4,17,quarta,44,halteres,10,100,cancelado,
LIFT-00741,data_invalida,,35,mensal,1,6,8,domingo,80,bike,7,100,,
LIFT-00742,06-12-2024,2024-10-23,24,mensal,5,7,19,domingo,46,esteira,12,100,procesado,
LIFT-00743,2024-06-15,,,mensal,6,8,23,terça,60,leg_press,43,100,ativo,
LIFT-00744,2024-01-13,,50,anual,0,1,23,quarta,44,halteres,34,100,ativo,
LIFT-00745,2024-06-11,01-07-2024,68,mensal,2,3,20,segunda,25,esteira,37,100,cancelado,
LIFT-00746,data_invalida,2025-02-12,19,mensal,3,4,20,segunda,75,crossfit,43,100,cancelado,
LIFT-00747,05-27-2024,,26,mensal,2,9,12,terça,45,halteres,5,100,ativo,
LIFT-00748,2024-06-30,2024-02-17,16,mensal,0,6,5,sexta,70,leg_press,11,100,,
LIFT-00749,2024-04-12,,57,mensal,3,6,20,quinta,75,leg_press,5,100,cancelado,
LIFT-00750,2024-12-09,2025-05-13,41,mensal,4,10,18,terça,76,bike,5,100,,
LIFT-00751,data_invalida,2024-12-14,68,mensal,2,5,8,quinta,35,leg_press,27,100,,
LIFT-00752,2024-04-17,2025-01-09,45,mensal,4,10,12,quarta,70,esteira,16,100,cancelado,
LIFT-00753,2024-11-26,,68,anual,1,6,20,sexta,78,leg_press,16,100,cancelado,
LIFT-00754,09-19-2024,2025-02-19,43,mensal,2,5,23,quinta,29,halteres,22,100,procesado,
LIFT-00755,2025-05-12,,47,anual,2,5,23,quarta,40,crossfit,5,100,,
LIFT-00756,2024-06-30,2024-09-03,33,mensal,4,6,16,segunda,92,crossfit,23,100,ativo,
LIFT-00757,2024-07-12,2024-08-08,38,mensal,4,6,17,domingo,74,crossfit,5,100,,
LIFT-00758,01-24-2024,,39,anual,0,9,15,domingo,29,crossfit,46,100,procesado,
LIFT-00759,2025-03-18,,46,mensal,4,5,8,sexta,82,esteira,8,100,cancelado,
LIFT-00760,2025-01-17,,56,mensal,5,8,9,quinta,35,supino,13,100,,
LIFT-00761,data_invalida,,44,mensal,0,7,18,domingo,69,esteira,39,100,procesado,
LIFT-00762,2024-07-26,,46,mensal,0,8,6,segunda,74,bike,8,100,procesado,
LIFT-00763,2024-02-02,,51,mensal,2,10,12,sexta,74,halteres,5,100,ativo,
LIFT-00764,data_invalida,,58,mensal,9,1,19,sábado,60,,10,100,cancelado,
LIFT-00765,10/08/2024,26/12/2024,51,mensal,2,1,12,quarta,93,crossfit,31,100,,
LIFT-00766,2025-01-25,2024-12-12,45,anual,5,5,11,segunda,32,supino,52,100,,
LIFT-00767,2025-03-01,,16,anual,4,8,13,segunda,59,supino,5,100,procesado,
LIFT-00768,2024-08-10,,52,mensal,3,3,8,domingo,92,,24,100,cancelado,
LIFT-00769,2024-10-09,2025-03-21,23,mensal,6,8,8,segunda,54,bike,20,100,procesado,
LIFT-00770,2025-03-18,,66,mensal,0,9,6,domingo,58,esteira,21,100,cancelado,
LIFT-00771,2024-01-11,,39,anual,0,4,10,sexta,78,leg_press,5,100,,
LIFT-00772,2024-04-28,2025-01-14,42,mensal,4,7,22,sábado,71,crossfit,27,100,procesado,
LIFT-00773,2024-12-22,2024-01-06,54,anual,3,4,8,domingo,75,NA,5,100,,
LIFT-00774,07/12/2024,08-08-2024,42,anual,4,4,21,sexta,56,NA,25,100,cancelado,
LIFT-00775,2024-01-30,2024-04-02,70,mensal,2,3,20,quinta,85,esteira,44,100,procesado,
LIFT-00776,data_invalida,2024-10-01,58,mensal,2,7,16,quarta,49,esteira,41,100,procesado,
LIFT-00777,2024-03-03,,23,anual,3,10,17,sexta,69,NA,19,100,ativo,
LIFT-00778,29/03/2024,2024-02-22,37,anual,2,3,22,sexta,90,supino,39,100,ativo,
LIFT-00779,2024-12-12,,53,anual,3,4,12,quarta,100,esteira,23,100,cancelado,
LIFT-00780,2024-01-25,,27,mensal,3,9,11,terça,94,halteres,36,100,cancelado,
LIFT-00781,2025-02-23,2024-12-02,70,anual,8,1,9,sexta,38,halteres,24,100,ativo,
LIFT-00782,2024-03-08,2025-03-23,30,mensal,1,3,13,segunda,33,leg_press,26,100,procesado,
LIFT-00783,data_invalida,,25,mensal,3,5,5,quinta,74,bike,5,100,,
LIFT-00784,2024-09-30,,40,mensal,0,6,11,domingo,60,bike,23,100,cancelado,
LIFT-00785,2025-02-21,,68,anual,2,13,18,segunda,54,crossfit,18,100,procesado,
LIFT-00786,2024-02-05,2024-09-20,16,mensal,1,3,13,sábado,10,NA,9,100,,
LIFT-00787,2024-04-17,,44,anual,6,6,17,domingo,70,supino,5,100,procesado,
LIFT-00788,08-25-2024,,39,anual,5,1,15,terça,85,esteira,37,100,cancelado,
LIFT-00789,2024-07-19,,32,mensal,2,4,22,quarta,96,halteres,17,100,procesado,
LIFT-00790,data_invalida,2024-05-09,64,mensal,5,1,12,segunda,54,supino,14,100,cancelado,
LIFT-00791,2024-01-12,,49,mensal,0,5,7,quinta,42,bike,17,100,procesado,
LIFT-00792,11-22-2024,23/02/2024,64,mensal,1,7,5,quinta,68,bike,38,100,cancelado,
LIFT-00793,2024-01-04,,27,anual,0,6,14,sexta,46,supino,13,100,procesado,
LIFT-00794,2024-07-28,,16,mensal,3,6,6,quarta,87,crossfit,6,100,cancelado,
LIFT-00795,06/03/2025,,36,mensal,5,8,5,segunda,48,NA,41,100,ativo,
LIFT-00796,2024-08-21,,27,anual,4,5,15,quarta,76,,12,100,procesado,
LIFT-00797,2025-03-22,2025-01-24,42,mensal,2,4,5,quinta,73,leg_press,19,100,,
LIFT-00798,2025-01-21,2024-01-08,54,mensal,1,6,9,quinta,59,leg_press,43,100,ativo,
LIFT-00799,2025-02-18,2024-12-22,70,mensal,2,9,22,quarta,55,NA,26,100,,
LIFT-00800,04-24-2025,2024-03-15,22,mensal,5,7,13,segunda,57,esteira,22,100,ativo,
LIFT-00801,2024-12-10,,21,mensal,6,10,15,quinta,93,leg_press,42,100,ativo,
LIFT-00802,2024-09-14,09-05-2024,69,mensal,6,2,22,quinta,72,supino,5,100,,
LIFT-00803,2024-01-04,,21,mensal,5,12,16,quarta,76,bike,14,100,,
LIFT-00804,2024-02-28,,52,anual,3,1,19,terça,86,crossfit,37,100,cancelado,
LIFT-00805,2025-01-11,2024-06-04,24,mensal,2,8,20,sexta,69,leg_press,46,100,cancelado,
LIFT-00806,2024-03-29,14/08/2024,28,mensal,0,3,14,sábado,65,crossfit,5,100,procesado,
LIFT-00807,05/12/2024,,34,anual,1,8,10,terça,49,leg_press,28,100,ativo,
LIFT-00808,2025-03-18,2024-10-08,65,anual,0,1,21,sábado,53,supino,34,100,cancelado,
LIFT-00809,2025-01-17,04/04/2025,39,mensal,1,14,13,segunda,55,NA,34,100,,
LIFT-00810,2025-01-08,,38,mensal,4,3,11,quarta,50,esteira,5,100,ativo,
LIFT-00811,12-29-2024,2025-02-24,39,mensal,3,3,13,sábado,74,supino,19,100,ativo,
LIFT-00812,2024-06-01,,30,mensal,4,6,19,segunda,92,,24,100,cancelado,
LIFT-00813,2025-03-30,,20,mensal,4,3,10,segunda,53,NA,39,100,ativo,
LIFT-00814,2025-03-27,,59,mensal,0,9,16,sábado,56,esteira,10,100,procesado,
LIFT-00815,2025-03-28,,70,mensal,2,3,6,sexta,71,bike,20,100,procesado,
LIFT-00816,2025-04-02,,,anual,4,2,11,quinta,62,,14,100,ativo,
LIFT-00817,2025-04-30,2024-07-01,24,mensal,2,10,23,segunda,32,esteira,5,100,cancelado,
LIFT-00818,2024-09-13,04-01-2025,53,mensal,0,6,17,segunda,48,supino,11,100,ativo,
LIFT-00819,02-19-2024,,17,mensal,2,12,18,quinta,61,NA,18,100,ativo,
LIFT-00820,2024-11-14,2024-03-13,52,mensal,6,7,5,terça,54,bike,11,100,ativo,
LIFT-00821,26/09/2024,,16,mensal,1,1,22,segunda,83,bike,22,100,ativo,
LIFT-00822,2024-10-23,,62,mensal,2,3,16,domingo,76,supino,34,100,procesado,
LIFT-00823,05-05-2024,2024-09-18,53,mensal,5,1,15,domingo,50,crossfit,31,100,ativo,
LIFT-00824,02-27-2025,2024-09-17,70,mensal,4,7,22,quinta,68,bike,5,100,,
LIFT-00825,05-28-2024,06-09-2024,36,mensal,6,2,23,quarta,77,crossfit,32,100,cancelado,
LIFT-00826,2025-03-30,,30,mensal,1,6,12,terça,38,crossfit,46,100,,
LIFT-00827,2024-10-23,,22,mensal,2,9,15,terça,64,,17,100,,
LIFT-00828,2024-10-16,,,anual,4,5,5,quarta,49,crossfit,16,100,procesado,
LIFT-00829,data_invalida,2024-03-27,67,mensal,3,9,15,domingo,36,leg_press,28,100,ativo,
LIFT-00830,07-20-2024,2024-11-26,18,anual,2,7,21,quarta,95,crossfit,5,100,procesado,
LIFT-00831,2025-02-21,,32,mensal,4,4,11,sábado,46,supino,10,100,procesado,
LIFT-00832,2024-10-19,,25,anual,5,4,23,sábado,61,esteira,19,100,,
LIFT-00833,2025-01-28,,58,mensal,1,1,5,segunda,77,crossfit,38,100,ativo,
LIFT-00834,2024-01-22,21/04/2024,38,mensal,5,4,10,quinta,74,leg_press,5,100,procesado,
LIFT-00835,2025-05-03,,58,anual,1,1,18,segunda,41,leg_press,30,100,cancelado,
LIFT-00836,07/01/2025,,52,mensal,0,15,6,segunda,95,supino,23,100,ativo,
LIFT-00837,2024-05-13,2025-01-29,38,anual,6,10,21,sexta,73,leg_press,25,100,ativo,
LIFT-00838,2024-08-04,,61,anual,0,4,9,segunda,88,supino,15,100,procesado,
LIFT-00839,2025-05-15,data_invalida,52,mensal,2,5,21,quarta,98,halteres,25,100,procesado,
LIFT-00840,2025-05-09,2024-06-17,41,mensal,2,10,11,sexta,87,esteira,15,100,cancelado,
LIFT-00841,08/03/2024,,65,anual,0,4,9,domingo,44,halteres,54,100,cancelado,
LIFT-00842,2024-10-03,,21,mensal,1,1,8,segunda,72,supino,7,100,procesado,
LIFT-00843,2024-02-11,,23,mensal,3,1,22,terça,53,halteres,13,100,cancelado,
LIFT-00844,2024-07-07,2024-04-11,60,mensal,3,3,23,sexta,64,,32,100,procesado,
LIFT-00845,2024-03-24,21/02/2025,20,anual,5,7,15,segunda,56,halteres,46,100,cancelado,
LIFT-00846,2024-03-01,,,mensal,1,1,15,quinta,41,NA,5,100,cancelado,
LIFT-00847,2024-01-21,08-26-2024,43,mensal,5,9,13,sábado,56,,31,100,cancelado,
LIFT-00848,2025-04-18,2024-04-02,23,mensal,3,8,8,domingo,48,NA,16,100,ativo,
LIFT-00849,2024-11-02,2024-05-29,44,mensal,0,1,22,quarta,49,leg_press,45,100,,
LIFT-00850,2024-11-02,,32,mensal,3,7,23,terça,57,leg_press,23,100,procesado,
LIFT-00851,data_invalida,2024-02-09,41,anual,3,4,5,segunda,46,bike,5,100,cancelado,
LIFT-00852,2024-08-02,,,mensal,1,9,8,quarta,43,bike,20,100,,
LIFT-00853,03-13-2024,,43,mensal,3,6,23,sexta,44,NA,33,100,procesado,
