pedido_id,cliente_id,data_pedido,cidade,uf,regiao,latitude,longitude,canal_venda,categoria_produto,produto,quantidade,preco_unitario,preco_concorrente,desconto_pct,valor_total,forma_pagamento,cupom_promocional,pedido_delivery,distancia_km,tempo_entrega_min,status_delivery,avaliacao_delivery,participa_fidelidade,compras_ultimos_90d,dias_desde_ultima_compra,nps_cliente,status_pedido,observacao
PED-00516,CLI-0310,data_invalida,São Paulo,SP,Sudeste,-23.50,-46.59,loja_fisica,medicamento,Ibuprofeno 400mg,1,33.36,30.56,0.00,33.36,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,nao,1,91,8,concluido,produto sem estoque
PED-00517,CLI-0020,2025-01-05,São Paulo,SP,Sudeste,-23.47,-46.62,delivery,vitamina_suplemento,Whey Protein,1,90.40,76.91,15.00,76.84,cartao_credito,delivery_gratis,sim,1.55,26,entrgue,5.00,nao,8,87,2,concluido,cliente reclamou do atraso
PED-00518,CLI-0093,2025-01-01,Uberaba,MG,Sudeste,-19.77,NA,delivery,medicamento,Loratadina 10mg,1,13.13,12.00,0.00,13.13,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,,5,concluido,
PED-00519,CLI-0193,2025-01-18,Ribeirão Preto,SP,Sudeste,-45.00,-47.75,loja_fisica,vitamina_suplemento,Vitamina C,4,NA,103.86,NA,,dinheiro,sem_promocao,nao,,,nao_aplicavel,,sim,3,18,7,concluido,
PED-00520,CLI-0307,2025-07-18,Ribeirão Preto,SP,Sudeste,-21.18,-47.81,app,beleza,Protetor Solar FPS50,1,93.47,95.46,0.00,93.47,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,7,62,5,concluido,
PED-00521,CLI-0402,2025-05-16,São Paulo,SP,Sudeste,-23.49,"-46,62",delivery,vitamina_suplemento,Whey Protein,4,170.85,,0.00,0.00,pix,sem_promocao,sim,5.35,42,canceldo,3.50,nao,,130,5,cancelado,possivel duplicata
PED-00522,CLI-0300,13/12/2025,Goiânia,GO,Centro-Oeste,0.00,-49.29,app,medicamento,Paracetamol 750mg,1,35.58,40.08,0.00,35.58,dinheiro,sem_promocao,sim,22.00,119,entregue,1.00,nao,6,107,3,concluido,
PED-00523,CLI-0119,10/03/2025,Belo Horizonte,MG,Sudeste,-19.91,-43.99,loja fisica,higiene,Fio Dental,1,35.82,"31,25",0.00,NA,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,77,7,concluido,
PED-00524,CLI-0255,2025-12-11,Uberaba,mg,Sudeste,-19.80,-47.92,app,medicamento,Dipirona 500mg,1,56.37,62.75,15.00,47.92,cartao_debito,cupom_10,nao,,,nao_aplicavel,,sim,2,23,8,concluido,
PED-00525,CLI-0367,2025-10-11,Uberlândia,MG,Sudeste,-18.88,-48.25,site,infantil,Fralda M,4,49.75,50.68,0.00,199.02,cartao_debito,sem_promocao,sim,7.23,42,entrgue,"4,40",sim,7,50,8,concluido,
PED-00526,CLI-0122,data_invalida,Uberaba,MG,Sudeste,-19.67,-47.97,delivery,medicamento,Dipirona 500mg,1,37.54,35.68,0.00,37.54,dinheiro,sem promocao,sim,5.61,42,entregue,4.60,nao,NA,77,3,concluido,
PED-00527,CLI-0271,2025-02-12,Uberaba,MG,Sudeste,-19.76,-48.00,loja_fisica,vitamina_suplemento,Multivitaminico,1,"125,81",134.53,,119.52,credito,cashback,nao,,,nao_aplicavel,,nao,1,100,7,cancelado,
PED-00528,CLI-0094,2025-11-25,Uberaba,MG,Sudeste,-19.68,-47.89,app,medicamneto,Omeprazol 20mg,1,"70,29",70.07,0.00,70.29,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,S,4,91,4,concluido,preco divergente
PED-00529,CLI-0285,2025-02-07,Uberlândia,mg,Sudeste,-18.93,-48.20,delivery,infantil,Shampoo Infantil,1,72.43,79.89,25.00,54.32,cartao_credito,cashback,nao,,,nao_aplicavel,,sim,10,123,6,concluido,
PED-00530,CLI-0389,29/07/2025,Uberlândia,MG,Sudeste,-18.92,"-48,27",site,higiene,Sabonete Liquido,1,46.36,38.13,0.00,46.36,pix,sem_promocao,nao,,,nao_aplicavel,,sim,NA,135,10,concluido,produto sem estoque
PED-00531,CLI-0172,15/09/2025,Uberlândia,MG,Sudeste,-18.89,-48.22,loja_fisica,higiene,Desodorante,1,20.37,20.45,15.00,,pix,delivery_gratis,nao,,,nao_aplicavel,,nao,1,90,8,concluido,
PED-00532,CLI-0415,12/06/2025,Ribeirão Preto,SP,Sudeste,NA,-47.84,loja_fisica,medicamento,Loratadina 10mg,1,32.00,30.61,"5,00",30.40,pix,leve_3_pague_2,nao,,,nao_aplicavel,,nao,1,83,10,concluido,
PED-00533,CLI-0205,04-15-2025,Uberaba,MG,Sudeste,-19.67,-47.89,loja_fisica,vitamina_suplemento,Vitamina C,1,76.71,"72,11","15,00",65.21,pix,leve_3_pague_2,nao,,,nao_aplicavel,,nao,5,88,6,concluido,preco divergente
PED-00534,CLI-0175,2025-02-13,Goiânia,GO,Centro-Oeste,-16.62,-49.32,loja_fisica,higiene,Fio Dental,NA,41.69,45.67,NA,141.74,cartao_credito,cupom_10,nao,,,nao_aplicavel,,sim,5,22,10,concluido,cupom nao aplicado
PED-00535,CLI-0223,2025-05-22,Curitiba,PR,Sul,-25.46,-49.23,loja_fisica,medicamento,Soro Fisiologico,1,19.92,19.36,0.00,19.92,pix,sem_promocao,nao,,,nao_aplicavel,,sim,8,149,5,concluido,
PED-00536,CLI-0069,2025-11-26,Belo Horizonte,MG,Sudeste,-19.98,-44.01,app,medicamento,Dipirona 500mg,1,38.48,42.56,0.00,38.48,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,124,7,concluido,possivel duplicata
PED-00537,CLI-0228,2025-03-21,Salvador,BA,Nordeste,-12.98,-38.43,loja_fisica,medicamento,Loratadina 10mg,4,50.08,53.68,0.00,200.32,boleto,sem_promocao,nao,,,nao_aplicavel,,nao,1,35,6,concluido,cupom nao aplicado
PED-00538,CLI-0349,19/01/2025,São Paulo,SP,Sudeste,-23.52,-46.61,loja_fisica,medicamento,Dipirona 500mg,5,46.38,52.04,0.00,231.88,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,211,10,concluido,preco divergente
PED-00539,CLI-0396,data_invalida,Uberaba,MG,Sudeste,-19.71,-47.92,loja_fisica,medicamento,Paracetamol 750mg,4,19.05,17.00,"0,00",76.21,pix,sem_promocao,nao,,,nao_aplicavel,,sim,4,16,6,concluido,
PED-00540,CLI-0056,06/03/2025,Ribeirão Preto,SP,Sudeste,-21.12,-47.81,loja_fisica,medicamento,Omeprazol 20mg,1,72.11,62.80,0.00,72.11,cartao_credito,sem promocao,nao,,,nao_aplicavel,,nao,8,139,10,concluido,
PED-00541,CLI-0042,2025-12-20,Uberlândia,MG,Sudeste,-18.97,"-48,32",loja_fisica,vitamina_suplemento,Vitamina D,1,71.64,65.15,0.00,71.64,cartao_credito,sem promocao,nao,,,nao_aplicavel,,nao,6,42,9,concluido,
PED-00542,CLI-0206,2025-09-13,Goiânia,GO,Centro-Oeste,-16.69,-49.21,site,higiene,Shampoo Anticaspa,1,NA,30.36,0.00,32.13,cartao_credito,sem_promocao,sim,8.10,NA,entregue,3.70,nao,1,140,8,concluido,preco divergente
PED-00543,CLI-0090,2025-03-02,RIBEIRÃO PRETO,SP,Sudeste,-21.23,-47.83,loja_fisica,bem_estar,Alcool Gel,3,174.44,152.63,10.00,470.99,pix,cupom_10,nao,,,nao_aplicavel,,sim,1,177,7,concluido,
PED-00544,CLI-0297,2025-01-25,Goiânia,GO,Centro-Oeste,-16.65,NA,loja,vitamina_suplemento,Vitamina D,2,113.56,114.30,0.00,"227,12",cartao_debito,sem promocao,nao,,,nao_aplicavel,,nao,1,87,4,concluido,
PED-00545,CLI-0120,2025-02-01,São Paulo,SP,Sudeste,-23.56,-46.58,loja_fisica,medicamento,Soro Fisiologico,1,"26,75",NA,25.00,20.06,dinheiro,cupom_10,nao,,,nao_aplicavel,,sim,6,120,8,concluido,
PED-00546,CLI-0149,04/07/2025,Uberlândia,MG,Sudeste,-18.97,-48.35,app,higiene,Absorvente,4,26.85,26.08,0.00,107.40,pix,sem_promocao,nao,,,nao_aplicavel,,nao,4,87,7,concluido,
PED-00547,CLI-0382,,Brasília,DF,Centro-Oeste,-15.74,-47.95,delivery,higiene,Desodorante,1,28.26,30.01,"0,00",28.26,cartao_credito,sem_promocao,sim,,48,entregue,4.70,sim,10,17,10,concluido,
PED-00548,CLI-0403,2025-06-24,Uberlândia,MG,Sudeste,"-18,89",-48.36,loja_fisica,higiene,Fio Dental,1,22.51,NA,"5,00",21.38,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,11,64,9,concluido,
PED-00549,CLI-0368,2025-12-14,Belém,PA,Norte,-1.47,-48.49,loja_fisica,bem_estar,Teste Glicemia,1,,163.40,20.00,157.32,dinheiro,leve_3_pague_2,nao,,,nao_aplicavel,,sim,5,106,10,concluido,
PED-00550,CLI-0251,2025-09-27,Ribeirão Preto,sp,Sudeste,-21.26,-47.89,loja_fisica,medicamento,Soro Fisiologico,1,30.68,32.54,0.00,30.68,pix,sem_promocao,nao,,,nao_aplicavel,,nao,4,69,5,concluido,preco divergente
PED-00551,CLI-0118,2025-05-02,UBERABA,MG,Sudeste,-19.83,-47.86,loja_fisica,higiene,Desodorante,1,32.68,30.30,-5,"29,41",cartao_credito,cashback,nao,,,nao_aplicavel,,nao,1,155,6,concluido,cliente reclamou do atraso
PED-00552,CLI-0228,2025-02-22,Recife,PE,Nordeste,-8.10,-34.88,loja_fisica,medicamento,Paracetamol 750mg,1,72.63,64.46,0.00,"72,63",cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,184,2,concluido,
PED-00553,CLI-0244,2025-11-22,Belo Horizonte,MG,Sudeste,,-43.94,loja_fisica,medicamento,Ibuprofeno 400mg,NA,50.19,56.80,0.00,50.19,cartao credito,sem_promocao,nao,,,nao_aplicavel,,S,1,134,7,concluido,
PED-00554,CLI-0239,2025-11-03,Uberaba,MG,Sudeste,-19.81,-47.98,loja_fisica,medicamento,Dipirona 500mg,1,47.89,40.81,"0,00",47.89,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,212,5,concluido,
PED-00555,CLI-0361,2025-02-12,Belo Horizonte,MG,Sudeste,-19.89,-43.87,delivery,higiene,Desodorante,3,,7.71,15.00,20.28,cartao_credito,cupom_10,sim,"0,65",18,entrgue,5.00,sim,2,76,3,concluido,
PED-00556,CLI-0247,2025-09-20,Uberaba,MG,Sudeste,"-19,71",-47.91,loja_fisica,vitamina_suplemento,Vitamina D,1,153.22,136.49,0.00,153.22,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,1,118,9,concluido,cliente reclamou do atraso
PED-00557,CLI-0120,,Manaus,AM,Norte,NA,-60.02,site,higiene,Absorvente,1,20.12,18.70,0.00,20.12,cartao_credito,sem_promocao,sim,3.89,26,entregue,5.00,sim,8,124,7,concluido,preco divergente
PED-00558,CLI-0022,2025-10-02,Belo Horizonte,MG,Sudeste,-19.98,-43.95,loja_fisica,vitamina_suplemento,Vitamina C,1,45.37,43.53,0.00,45.37,pix,sem_promocao,nao,,,nao_aplicavel,,não,2,155,7,concluido,cliente reclamou do atraso
PED-00559,CLI-0306,2025-07-17,São Paulo,SP,Sudeste,-23.60,NA,loja_fisica,infantil,Pomada Assadura,2,"93,19",NA,0.00,186.38,pix,sem_promocao,nao,,,nao_aplicavel,,sim,1,120,5,concluido,
PED-00560,CLI-0214,2025-10-27,Ribeirão Preto,SP,Sudeste,,-47.77,delivery,higiene,Absorvente,1,11.96,11.57,0.00,"0,00",cartao_credito,sem_promocao,sim,1.57,13,cancelado,"4,50",nao,2,143,8,cancelado,
PED-00561,CLI-0382,2025-02-25,Ribeirão Preto,SP,Sudeste,"-21,15",-47.81,delivery,higiene,Shampoo Anticaspa,NA,39.32,44.24,12.00,34.60,pix,cashback,sim,NA,21,entregue,5.00,sim,6,150,NA,concluido,
PED-00562,CLI-0085,2025-12-21,Uberlândia,MG,Sudeste,-18.84,-48.29,loja_fisica,remedio,Omeprazol 20mg,1,14.68,15.01,"0,00",14.68,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,40,4,concluido,
PED-00563,CLI-0156,13/10/2025,Ribeirão Preto,sp,Sudeste,-21.17,-47.77,loja,higiene,Absorvente,,10.98,11.86,120,9.66,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,1,68,10,concluido,
PED-00564,CLI-0144,03-05-2025,Belo Horizonte,MG,Sudeste,"-19,85",NA,delivery,vitamina_suplemento,Colageno,3,126.96,133.61,0.00,"380,87",cartao_debito,sem_promocao,sim,5.75,38,entregue,5.00,nao,,224,7,concluido,possivel duplicata
PED-00565,CLI-0136,2025-03-20,Salvador,BA,Nordeste,-12.93,-38.46,loja_fisica,medicamento,Ibuprofeno 400mg,1,52.31,,15.00,NA,cartao_credito,cashback,nao,,,nao_aplicavel,,sim,1,191,7,concluido,cupom nao aplicado
PED-00566,CLI-0397,2025-04-26,Ribeirão Preto,SP,Sudeste,-21.16,NA,loja,medicamento,Dipirona 500mg,NA,,34.43,15.00,28.92,pix,delivery_gratis,nao,,,nao_aplicavel,,sim,5,132,5,concluido,
PED-00567,CLI-0119,2025-01-13,Uberaba,MG,Sudeste,"-19,74",-47.90,loja fisica,vitamina_suplemento,Vitamina C,1,175.62,167.77,0.00,175.62,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,200,5,concluido,
PED-00568,CLI-0339,21/03/2025,Belo Horizonte,MG,Sudeste,-19.96,,delivery,medicamento,Loratadina 10mg,1,41.19,38.37,0.00,41.19,cartao credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,190,4,concluido,
PED-00569,CLI-0244,2025-07-21,Brasília,DF,Centro-Oeste,-15.74,-47.87,delivery,medicamento,Ibuprofeno 400mg,1,NA,24.89,12.00,19.34,cartao_credito,cupom_10,sim,,48,entregue,5.00,sim,12,138,4,concluido,
PED-00570,CLI-0064,,Uberaba,MG,Sudeste,-19.82,-47.90,delivey,higiene,Fio Dental,5,,36.95,0.00,184.88,cartao_credito,sem_promocao,sim,4.42,42,entregue,4.60,S,9,119,8,concluido,
PED-00571,CLI-0326,2025-05-05,Goiânia,GO,Centro-Oeste,-16.67,-49.33,loja_fisica,vitamina_suplemento,Whey Protein,1,138.80,120.03,10.00,124.92,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,nao,8,26,8,concluido,
PED-00572,CLI-0246,2025-06-20,São Paulo,SP,Sudeste,"-23,52",-46.71,loja_fisica,higiene,Desodorante,1,39.39,NA,"20,00",31.51,cartao_credito,cupom_10,nao,,,nao_aplicavel,,não,2,91,6,cancelado,
PED-00573,CLI-0218,2025-03-16,Ribeirão Preto,SP,Sudeste,-21.12,-47.84,site,medicamneto,Omeprazol 20mg,1,38.25,42.65,NA,38.25,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,121,4,concluido,
PED-00574,CLI-0279,2025-08-07,Goiânia,GO,Centro-Oeste,-16.65,,loja_fisica,medicamento,Soro Fisiologico,4,"44,50",36.81,-5,178.00,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,8,17,3,concluido,
PED-00575,CLI-0073,08/04/2025,Uberlândia,MG,Sudeste,-18.94,-48.33,loja fisica,higiene,Shampoo Anticaspa,1,49.10,49.29,20.00,39.28,cartao_credito,cashback,nao,,,nao_aplicavel,,nao,5,,5,concluido,
PED-00576,CLI-0362,2025-01-02,Belo Horizonte,MG,Sudeste,"-19,95",-43.92,loja_fisica,medicamneto,Soro Fisiologico,1,27.81,26.44,0.00,27.81,pix,sem_promocao,nao,,,nao_aplicavel,,nao,7,49,8,concluido,
PED-00577,CLI-0304,2025-04-03,Fortaleza,CE,Nordeste,-3.76,-38.58,delivery,medicamento,Omeprazol 20mg,1,55.18,54.63,,55.18,cartao_credito,sem_promocao,sim,1.53,33,entregue,"4,80",nao,8,110,9,concluido,produto sem estoque
PED-00578,CLI-0195,2025-07-02,Curitiba,pr,Sul,-25.37,-49.34,loja_fisica,infantil,Fralda P,5,106.71,NA,10.00,480.20,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,5,96,4,concluido,
PED-00579,CLI-0315,2025-12-13,Manaus,AM,Norte,-3.15,-60.04,loja_fisica,medicamento,Paracetamol 750mg,1,44.25,49.92,0.00,44.25,dinheiro,sem_promocao,nao,,,nao_aplicavel,,nao,5,26,7,concluido,
PED-00580,CLI-0334,29/04/2025,Uberaba,MG,Sudeste,-19.71,-48.00,loja_fisica,higiene,Creme Dental,1,24.02,21.69,0.00,24.02,pix,sem_promocao,nao,,,nao_aplicavel,,nao,3,156,3,concluido,
PED-00581,CLI-0121,2025-08-27,Uberaba,MG,Sudeste,-19.67,"-47,91",delivery,medicamento,Soro Fisiologico,2,"66,97",65.46,0.00,133.94,dinheiro,sem_promocao,sim,1.10,22,entregue,5.00,sim,4,150,8,concluido,
PED-00582,CLI-0201,2025-07-30,Uberlândia,MG,Sudeste,-18.88,-90.00,loja,medicamento,Paracetamol 750mg,1,24.85,22.56,"0,00","24,85",cartao_debito,sem_promocao,nao,,,nao_aplicavel,,nao,1,71,8,concluido,
PED-00583,CLI-0371,2025-09-13,Uberaba,MG,Sudeste,"-19,81",-47.95,loja_fisica,beleza,Creme Anti-idade,1,47.72,45.39,"20,00",38.18,cartao_credito,cashback,nao,,,nao_aplicavel,,N,3,105,3,concluido,
PED-00584,CLI-0302,23/08/2025,Uberaba,MG,Sudeste,-19.82,-47.92,loja_fisica,medicamento,Ibuprofeno 400mg,1,,,10.00,35.88,pix,cupom_10,nao,,,nao_aplicavel,,sim,9,18,6,concluido,produto sem estoque
PED-00585,CLI-0150,2025-12-21,Uberaba,MG,Sudeste,-19.68,NA,loja_fisica,medicamento,Paracetamol 750mg,1,"63,65",63.94,0.00,63.65,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,211,5,concluido,
PED-00586,CLI-0076,2025-11-11,BELO HORIZONTE,MG,Sudeste,-19.92,-43.88,loja_fisica,infantil,Fralda P,,23.64,23.91,0.00,NA,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,6,18,6,concluido,
PED-00587,CLI-0011,11/07/2025,Uberaba,MG,Sudeste,-19.71,-47.86,loja_fisica,remedio,Soro Fisiologico,1,26.09,26.04,999,26.09,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,2,179,9,concluido,
PED-00588,CLI-0042,07-10-2025,Salvador,BA,Nordeste,-13.04,-38.49,loja_fisica,medicamento,Soro Fisiologico,1,31.32,32.52,0.00,31.32,boleto,sem_promocao,nao,,,nao_aplicavel,,nao,1,203,7,concluido,
PED-00589,CLI-0380,2025-12-15,Belo Horizonte,MG,Sudeste,-19.95,-43.96,loja_fisica,beleza,Creme Anti-idade,2,,43.95,15.00,68.05,pix,cupom_10,nao,,,nao_aplicavel,,não,8,,3,concluido,
PED-00590,CLI-0359,04-18-2025,Belo Horizonte,MG,Sudeste,-19.96,-43.96,loja_fisica,higiene,Absorvente,1,18.69,16.02,"5,00",17.75,cartao_credito,cupom_10,nao,,,nao_aplicavel,,sim,8,18,6,concluido,
PED-00591,CLI-0033,2025-06-19,Uberaba,MG,Sudeste,-19.77,"-47,86",loja_fisica,higiene,Shampoo Anticaspa,1,46.49,50.98,10.00,"41,84",cartao_credito,cupom_10,nao,,,nao_aplicavel,,sim,8,120,6,concluido,cliente reclamou do atraso
PED-00592,CLI-0370,2025-06-19,Goiânia,GO,Centro-Oeste,-16.67,-49.25,app,higiene,Desodorante,1,,16.61,0.00,19.38,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,12,54,10,concluido,
PED-00593,CLI-0028,2025-12-26,Uberaba,MG,Sudeste,-19.67,"-47,95",delivery,vitamina_suplemento,Multivitaminico,2,89.93,98.67,,170.86,cartao credito,cashback,sim,0.99,24,entregue,5.00,sim,,143,8,concluido,
PED-00594,CLI-0162,2025-03-26,Belo Horizonte,MG,Sudeste,-19.93,-43.90,app,medicamento,Omeprazol 20mg,1,44.92,NA,"0,00",44.92,pix,sem_promocao,nao,,,nao_aplicavel,,sim,6,99,10,concluido,possivel duplicata
PED-00595,CLI-0116,04/09/2025,Belo Horizonte,MG,Sudeste,-19.85,-43.93,delivery,infantil,Fralda M,1,31.25,30.25,0.00,31.25,cartao_debito,sem_promocao,sim,1.48,44,entregue,NA,sim,4,20,8,concluido,
PED-00596,CLI-0359,2025-01-12,Uberaba,MG,Sudeste,-19.80,-47.96,app,bem_estar,Alcool Gel,1,,89.81,0.00,80.86,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,12,115,7,concluido,
PED-00597,CLI-0083,2025-02-06,Goiânia,GO,Centro-Oeste,NA,-49.23,loja_fisica,medicamneto,Soro Fisiologico,3,,27.82,0.00,80.97,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,188,5,concluido,
PED-00598,CLI-0236,2025-04-22,Curitiba,PR,Sul,-25.35,-49.35,loja_fisica,beleza,Protetor Solar FPS50,1,49.24,48.11,0.00,NA,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,1,112,10,concluido,preco divergente
PED-00599,CLI-0192,2025-07-07,São Paulo,SP,Sudeste,-23.58,-46.69,delivey,medicamento,Soro Fisiologico,1,70.51,75.30,0.00,70.51,cartao_debito,sem_promocao,sim,0.85,26,entrgue,5.00,nao,7,81,7,concluido,
PED-00600,CLI-0079,26/10/2025,Uberaba,MG,Sudeste,-19.77,-47.89,loja_fisica,medicamento,Loratadina 10mg,1,,61.57,0.00,55.40,pix,sem_promocao,nao,,,nao_aplicavel,,nao,4,22,6,concluido,
PED-00601,CLI-0415,2025-10-31,Brasília,DF,Centro-Oeste,-15.76,-47.88,loja_fisica,infantil,Fralda P,2,83.45,83.87,12.00,146.87,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,3,146,4,concluido,possivel duplicata
PED-00602,CLI-0266,2025-04-16,Curitiba,PR,Sul,-25.39,-49.31,loja_fisica,medicamento,Dipirona 500mg,2,59.15,66.64,0.00,118.30,pix,sem promocao,nao,,,nao_aplicavel,,sim,4,14,5,concluido,
PED-00603,CLI-0354,24/05/2025,Uberaba,MG,Sudeste,-19.76,0.00,loja_fisica,medicamento,Ibuprofeno 400mg,1,48.01,54.53,0.00,48.01,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,2,27,5,concluido,
PED-00604,CLI-0399,2025-07-02,Ribeirão Preto,SP,Sudeste,-21.12,-47.87,delivery,medicamento,Ibuprofeno 400mg,,66.31,74.82,20.00,53.05,cartao_credito,leve_3_pague_2,nao,,,nao_aplicavel,,nao,4,138,10,concluido,cliente reclamou do atraso
PED-00605,CLI-0160,03/07/2025,Uberlândia,mg,Sudeste,-18.85,"-48,26",loja_fisica,higiene,Sabonete Liquido,NA,11.97,10.49,0.00,11.97,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,7,17,6,concluido,
PED-00606,CLI-0308,data_invalida,Salvador,BA,Nordeste,-13.05,-38.54,loja_fisica,beleza,Esmalte,1,85.83,70.57,0.00,85.83,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,6,35,6,concluido,
PED-00607,CLI-0129,2025-02-28,São Paulo,SP,Sudeste,-23.54,"-46,65",loja_fisica,bem_estar,Mascara Facial,1,172.92,157.01,120,172.92,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,3,121,9,concluido,
PED-00608,CLI-0283,2025-11-28,Belém,PA,Norte,-1.39,-48.43,app,vitamina_suplemento,Vitamina D,3,69.11,61.85,15.00,"176,22",pix,cupom_10,nao,,,nao_aplicavel,,nao,1,72,7,concluido,possivel duplicata
PED-00609,CLI-0346,2025-12-28,Uberlândia,MG,Sudeste,-18.91,-48.34,loja_fisica,bem_estar,Mascara Facial,3,181.22,185.71,0.00,543.67,pix,sem promocao,nao,,,nao_aplicavel,,sim,4,91,5,concluido,possivel duplicata
PED-00610,CLI-0375,2025-02-22,Uberaba,MG,Sudeste,-19.78,-47.95,loja_fisica,medicamento,Soro Fisiologico,3,NA,13.41,0.00,"36,13",cartao_credito,sem_promocao,nao,,,nao_aplicavel,,sim,6,139,4,concluido,
PED-00611,CLI-0389,2025-08-09,Uberaba,MG,Sudeste,-19.73,-47.91,loja_fisica,medicamento,Dipirona 500mg,1,56.17,47.19,0.00,56.17,pix,sem_promocao,nao,,,nao_aplicavel,,sim,5,27,7,concluido,
PED-00612,CLI-0203,2025-06-05,Ribeirão Preto,SP,Sudeste,-21.21,-47.87,loja_fisica,beleza,Creme Anti-idade,1,33.48,30.52,12.00,29.46,cartao_credito,delivery_gratis,nao,,,nao_aplicavel,,nao,2,120,7,concluido,
PED-00613,CLI-0332,2025-01-17,Uberaba,MG,Sudeste,NA,-47.96,loja_fisica,medicamento,Paracetamol 750mg,5,58.48,56.05,0.00,292.42,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,1,150,5,concluido,preco divergente
PED-00614,CLI-0018,28/04/2025,Goiânia,GO,Centro-Oeste,-16.74,-49.29,loja_fisica,higiene,Sabonete Liquido,1,42.20,36.53,"0,00",42.20,pix,sem_promocao,nao,,,nao_aplicavel,,nao,1,145,7,concluido,
PED-00615,CLI-0318,,Belém,PA,Norte,-1.47,-48.46,loja_fisica,higiene,Fio Dental,1,21.74,22.68,15.00,NA,pix,cupom_10,nao,,,nao_aplicavel,,nao,4,7,6,concluido,
PED-00616,CLI-0115,2025-07-05,São Paulo,SP,Sudeste,"-23,55",-46.59,site,vitamina_suplemento,Whey Protein,2,"160,93",164.81,15.00,273.58,cartao_credito,cupom_10,nao,,,nao_aplicavel,,nao,5,120,4,concluido,
PED-00617,CLI-0252,2025-10-12,São Paulo,SP,Sudeste,-23.53,-46.61,loja_fisica,bem_estar,Mascara Facial,1,149.80,126.41,0.00,149.80,cartao_credito,sem_promocao,nao,,999,nao_aplicavel,,nao,1,44,7,concluido,
PED-00618,CLI-0315,2025-03-20,Ribeirão Preto,SP,Sudeste,-21.19,-47.78,loja_fisica,beleza,Agua Micelar,1,96.22,99.36,0.00,NA,cartao_credito,sem_promocao,nao,,,nao_aplicavel,,nao,10,23,6,cancelado,
PED-00619,CLI-0047,2025-10-21,Brasília,DF,Centro-Oeste,-15.75,,loja_fisica,beleza,Hidratante Facial,1,"111,43",,15.00,94.72,dinheiro,cupom_10,nao,,,nao_aplicavel,,nao,10,138,8,concluido,
PED-00620,CLI-0154,2025-01-17,Uberlândia,MG,Sudeste,-18.97,-48.34,loja_fisica,vitamina_suplemento,Vitamina D,5,76.17,71.76,0.00,380.84,pix,sem_promocao,nao,,,nao_aplicavel,,nao,2,122,6,concluido,
PED-00621,CLI-0301,06/10/2025,Uberaba,MG,Sudeste,"-19,78",-47.92,loja_fisica,medicamento,Ibuprofeno 400mg,1,55.91,59.56,0.00,55.91,dinheiro,sem_promocao,nao,,,nao_aplicavel,,sim,9,49,,concluido,
PED-00622,CLI-0401,2025-09-10,Manaus,AM,Norte,-3.11,-60.02,delivery,medicamento,Loratadina 10mg,1,8.52,7.43,,6.82,dinheiro,delivery_gratis,nao,,,nao_aplicavel,,nao,,4,7,concluido,
PED-00623,CLI-0031,2025-02-24,Uberlândia,MG,Sudeste,-18.93,-48.24,loja_fisica,medicamento,Dipirona 500mg,1,69.52,57.73,0.00,69.52,cartao_debito,sem_promocao,nao,,,nao_aplicavel,,sim,5,94,2,concluido,
