registro_id,data_leitura,cidade,uf,usuario_id,livro,subgenero,classificacao_indicativa,idade_usuario,capitulo,avaliacao_capitulo,comentario,tempo_leitura_min,avaliacao_obra,tags,interacao,escritor_id,qualidade_texto_score,aderencia_genero,status_avaliacao,observacao
RP-00339,2025-10-23,Curitiba,GO,U229,Sombras Eternas,darkromance,livre,27,30,1.0,ruim,80,3.0,adulto,comentou,E62,2.5,7.6,procesado,
RP-00340,2025-06-29,São Paulo,MG,U127,A Santa Que Me Condena,fantasia sombria,14,13,27,4.9,,52,1.2,juvenil,avaliou,E99,7.6,3.4,valido,
RP-00341,07/05/2025,São Paulo,mg,U391,Reino das Runas,darkromance,,39,6,NA,,102,2.8,adulto,comentou,E77,9.7,7.1,procesado,
RP-00342,2025-03-12,Uberaba,GO,U47,Reino das Runas,darkromance,18,37,11,4.4,NA,46,2.5,adulto,avaliou,E66,5.4,4.9,,
RP-00343,2025-10-10,Curitiba,mg,U278,Reino das Runas,fantasia sombria,,19,29,NA,NA,12,3.3,adulto,curtiu,E33,8.0,1.1,,
RP-00344,2025-06-20,Uberaba,MG,U200,Reino das Runas,fantasia sombria,livre,28,26,4.4,muito bom,8,2.6,sombrio,avaliou,E53,2.6,8.5,valido,
RP-00345,2025-01-11,Curitiba,mg,U2,Reino das Runas,fantasia sombria,18,12,16,NA,NA,3,3.0,romance,avaliou,E16,9.6,5.3,valido,
RP-00346,2025-09-05,Goiânia,mg,U224,Im(pureza),infanto_juvenil,,38,13,NA,,108,2.8,aventura,,E28,2.0,7.4,valido,
RP-00347,16/02/2025,Uberaba,SP,U135,Im(pureza),fantasia_sombria,livre,36,26,NA,NA,65,1.5,romance,comentou,E12,7.7,6.4,,
RP-00348,2025-01-23,Uberaba,SP,U24,Im(pureza),fantasia sombria,18,25,27,,,99,4.4,magia,curtiu,E54,9.9,4.4,,
RP-00349,2025-06-07,São Paulo,SP,U225,Reino das Runas,dark_romance,,25,3,,ruim,83,4.6,romance,,E12,1.4,1.4,procesado,
RP-00350,2025-01-08,Uberaba,PR,U62,Im(pureza),darkromance,livre,33,2,NA,ruim,42,4.8,romance,avaliou,E47,2.0,9.8,valido,
RP-00351,2025-07-26,Uberaba,SP,U115,Sombras Eternas,fantasia_sombria,18,14,26,,muito bom,109,4.4,juvenil,comentou,E69,2.5,6.6,procesado,
RP-00352,2025-03-12,Goiânia,PR,U190,A Santa Que Me Condena,dark_romance,14,36,12,,NA,7,4.4,romance,curtiu,E48,6.9,9.5,valido,
RP-00353,01/01/2025,Curitiba,SP,U252,Im(pureza),darkromance,,20,30,,ruim,83,3.4,juvenil,avaliou,E44,2.0,6.7,,
RP-00354,2025-07-22,Uberaba,MG,U358,Reino das Runas,fantasia sombria,18,33,10,1.4,muito bom,55,2.1,juvenil,comentou,E89,3.3,5.7,valido,
RP-00355,2025-08-06,Curitiba,GO,U35,A Santa Que Me Condena,dark_romance,14,20,3,NA,,13,3.6,adulto,,E14,8.3,5.2,,
RP-00356,2025-02-08,Curitiba,GO,U375,Im(pureza),fantasia_sombria,livre,14,12,3.6,NA,29,4.0,adulto,comentou,E66,5.7,2.5,procesado,
RP-00357,2025-08-09,Uberaba,MG,U311,A Santa Que Me Condena,fantasia sombria,14,27,15,NA,NA,28,4.9,magia,curtiu,E48,9.1,2.7,,
RP-00358,2025-10-09,São Paulo,mg,U237,Reino das Runas,fantasia sombria,livre,24,10,NA,muito bom,102,3.6,aventura,avaliou,E97,5.4,3.6,valido,
RP-00359,2025-02-15,Uberaba,mg,U343,Sombras Eternas,dark_romance,,33,1,NA,ruim,34,3.7,magia,comentou,E28,7.4,5.0,procesado,
RP-00360,2025-02-14,Goiânia,GO,U283,Reino das Runas,darkromance,,15,27,,,22,2.8,magia,comentou,E37,7.4,9.7,valido,
RP-00361,2025-09-19,Curitiba,PR,U243,A Santa Que Me Condena,dark_romance,18,34,24,4.5,ruim,59,3.3,romance,curtiu,E47,9.2,4.0,procesado,
RP-00362,2025-06-26,São Paulo,SP,U271,Sombras Eternas,fantasia sombria,,14,7,NA,muito bom,102,3.3,romance,avaliou,E33,5.7,6.9,,
RP-00363,01-03-2025,Curitiba,PR,U383,Reino das Runas,fantasia_sombria,livre,18,24,,,45,4.2,magia,curtiu,E60,1.4,4.8,,
RP-00364,07/01/2025,Goiânia,mg,U46,Im(pureza),fantasia sombria,,26,5,3.6,ruim,99,2.5,adulto,avaliou,E16,2.2,7.6,,
RP-00365,2025-05-15,Goiânia,GO,U231,A Santa Que Me Condena,darkromance,livre,16,29,NA,ruim,22,3.4,aventura,comentou,E12,5.4,1.8,,
RP-00366,2025-10-17,Goiânia,PR,U211,Reino das Runas,fantasia sombria,livre,34,23,,muito bom,96,3.5,romance,,E23,4.2,1.6,,
RP-00367,19/04/2025,Uberaba,mg,U57,A Santa Que Me Condena,darkromance,14,34,21,3.8,,62,4.4,juvenil,curtiu,E94,2.8,3.5,procesado,
RP-00368,2025-01-23,Uberaba,MG,U142,Im(pureza),fantasia sombria,livre,39,28,NA,,16,1.5,adulto,avaliou,E68,3.7,1.3,valido,
RP-00369,2025-03-11,São Paulo,mg,U367,Im(pureza),dark_romance,livre,32,28,NA,ruim,29,4.8,sombrio,avaliou,E23,7.5,3.7,,
RP-00370,2025-01-05,São Paulo,SP,U371,A Santa Que Me Condena,darkromance,,23,2,NA,NA,11,1.8,aventura,comentou,E43,9.8,1.1,valido,
RP-00371,2025-10-22,Curitiba,PR,U143,A Santa Que Me Condena,darkromance,18,25,30,,ruim,42,3.9,adulto,curtiu,E6,9.6,7.9,valido,
RP-00372,06-27-2025,Uberaba,MG,U100,Sombras Eternas,darkromance,18,17,16,,muito bom,104,4.0,adulto,curtiu,E16,7.6,5.5,valido,
RP-00373,2025-07-22,Goiânia,GO,U134,A Santa Que Me Condena,darkromance,,21,19,4.0,,83,1.7,aventura,avaliou,E55,9.8,2.9,,
RP-00374,data_invalida,São Paulo,GO,U185,A Santa Que Me Condena,fantasia sombria,14,39,12,,,57,4.7,magia,,E10,9.7,2.8,,
RP-00375,04-16-2025,Goiânia,mg,U395,Reino das Runas,darkromance,18,34,2,NA,,29,1.4,juvenil,avaliou,E74,7.9,1.3,valido,
RP-00376,data_invalida,Goiânia,GO,U244,Im(pureza),fantasia sombria,18,19,9,NA,NA,39,1.3,magia,comentou,E2,6.4,9.9,,
RP-00377,2025-04-27,Curitiba,SP,U118,Sombras Eternas,fantasia_sombria,14,16,27,2.0,NA,12,2.7,adulto,avaliou,E40,2.6,1.9,,
RP-00378,2025-04-21,São Paulo,mg,U249,A Santa Que Me Condena,fantasia sombria,livre,15,27,4.7,ruim,104,3.5,romance,comentou,E56,3.5,8.1,,
RP-00379,06-14-2025,Uberaba,mg,U147,Im(pureza),dark_romance,18,39,27,,NA,35,4.0,magia,curtiu,E40,1.1,9.6,procesado,
RP-00380,06-05-2025,Curitiba,PR,U324,Reino das Runas,infanto_juvenil,livre,18,15,,NA,19,2.2,magia,curtiu,E59,5.8,3.4,,
RP-00381,2025-02-25,Curitiba,PR,U301,Reino das Runas,fantasia sombria,livre,17,7,NA,NA,82,2.9,aventura,curtiu,E23,9.0,9.0,,
RP-00382,03/06/2025,São Paulo,mg,U286,A Santa Que Me Condena,fantasia sombria,18,18,24,1.1,NA,19,4.3,romance,,E14,3.9,5.3,valido,
RP-00383,2025-07-26,Curitiba,GO,U261,A Santa Que Me Condena,darkromance,18,31,24,NA,muito bom,7,2.0,juvenil,curtiu,E47,4.0,5.6,valido,
RP-00384,2025-02-21,Curitiba,GO,U362,Sombras Eternas,dark_romance,livre,31,12,NA,muito bom,56,3.0,romance,curtiu,E36,4.9,9.7,procesado,
RP-00385,2025-02-24,Uberaba,GO,U104,A Santa Que Me Condena,fantasia,14,21,15,NA,NA,27,4.6,aventura,curtiu,E26,3.6,3.0,procesado,
RP-00386,2025-03-24,São Paulo,GO,U353,Im(pureza),darkromance,18,28,5,,ruim,47,2.1,magia,comentou,E44,9.2,4.7,,
RP-00387,2025-07-13,Uberaba,mg,U272,Reino das Runas,fantasia sombria,,13,5,4.1,,79,3.4,sombrio,,E40,7.3,2.8,,
RP-00388,2025-06-27,São Paulo,mg,U213,Im(pureza),fantasia,livre,17,2,,NA,7,2.4,juvenil,avaliou,E28,8.9,7.6,valido,
RP-00389,2025-03-22,Uberaba,MG,U97,A Santa Que Me Condena,fantasia sombria,14,34,27,NA,muito bom,35,3.2,sombrio,,E4,9.5,6.3,,
RP-00390,2025-02-08,São Paulo,GO,U266,A Santa Que Me Condena,fantasia sombria,18,29,23,NA,,30,3.7,aventura,comentou,E89,5.6,6.5,procesado,
RP-00391,2025-02-16,São Paulo,mg,U96,Sombras Eternas,fantasia sombria,18,26,24,,,7,1.8,magia,comentou,E4,8.2,3.8,procesado,
RP-00392,2025-01-17,Goiânia,PR,U397,Reino das Runas,darkromance,,33,20,,ruim,103,1.0,sombrio,avaliou,E59,3.2,7.7,valido,
RP-00393,2025-03-22,Uberaba,MG,U119,Im(pureza),darkromance,18,30,27,,,27,3.4,magia,curtiu,E69,7.8,4.2,,
RP-00394,2025-06-22,Goiânia,PR,U315,Im(pureza),darkromance,livre,35,7,,ruim,9,2.3,aventura,avaliou,E29,6.5,2.0,valido,
RP-00395,2025-05-29,Curitiba,SP,U373,Reino das Runas,darkromance,livre,36,26,,,10,3.1,magia,curtiu,E31,5.6,2.2,,
RP-00396,2025-06-04,Uberaba,GO,U176,A Santa Que Me Condena,darkromance,,35,16,3.1,,39,3.3,magia,comentou,E76,6.4,7.4,valido,
RP-00397,18/02/2025,São Paulo,PR,U132,Reino das Runas,fantasia sombria,18,12,20,,ruim,78,4.5,romance,,E14,8.7,8.4,procesado,
RP-00398,2025-01-08,Uberaba,PR,U196,A Santa Que Me Condena,darkromance,livre,31,8,1.9,muito bom,101,4.4,sombrio,,E47,2.8,7.8,procesado,
RP-00399,2025-06-05,Goiânia,GO,U136,Sombras Eternas,dark_romance,,21,7,,NA,112,4.7,magia,,E93,4.6,8.7,procesado,
RP-00400,2025-09-18,São Paulo,MG,U220,Im(pureza),fantasia sombria,livre,40,21,NA,,2,3.1,adulto,avaliou,E33,7.8,8.8,valido,
RP-00401,2025-06-26,Curitiba,MG,U229,Reino das Runas,fantasia_sombria,18,25,1,4.4,muito bom,63,5.0,romance,curtiu,E47,5.2,6.5,procesado,
RP-00402,2025-01-25,São Paulo,mg,U71,A Santa Que Me Condena,darkromance,18,30,30,NA,muito bom,16,3.9,aventura,avaliou,E79,3.4,7.4,procesado,
RP-00403,2025-10-08,São Paulo,PR,U130,A Santa Que Me Condena,infanto_juvenil,14,31,17,1.9,,46,3.4,sombrio,comentou,E51,1.6,9.8,valido,
RP-00404,2025-03-01,Curitiba,GO,U110,Sombras Eternas,fantasia sombria,livre,22,8,NA,,24,1.6,juvenil,,E15,4.0,4.3,procesado,
RP-00405,2025-05-10,Uberaba,GO,U164,Reino das Runas,darkromance,livre,29,5,,ruim,24,2.0,juvenil,curtiu,E92,4.6,9.2,,
RP-00406,2025-08-15,Goiânia,GO,U97,Sombras Eternas,fantasia sombria,18,22,10,NA,NA,61,4.5,sombrio,curtiu,E55,6.8,2.6,,
RP-00407,2025-08-13,São Paulo,SP,U107,Reino das Runas,darkromance,livre,18,17,NA,NA,9,4.5,aventura,curtiu,E47,9.2,6.5,procesado,
RP-00408,data_invalida,Uberaba,PR,U334,A Santa Que Me Condena,dark_romance,14,12,15,,,55,4.4,romance,avaliou,E78,2.0,6.0,,
RP-00409,2025-08-25,Uberaba,SP,U385,A Santa Que Me Condena,darkromance,,21,16,,ruim,13,3.8,aventura,avaliou,E62,1.8,9.4,,
RP-00410,2025-09-02,Curitiba,SP,U98,Sombras Eternas,fantasia sombria,livre,18,17,,muito bom,23,4.2,romance,,E9,2.7,9.1,valido,
RP-00411,2025-07-20,Curitiba,PR,U222,A Santa Que Me Condena,infanto_juvenil,14,35,16,2.7,,52,2.4,juvenil,curtiu,E20,7.0,9.4,procesado,
RP-00412,2025-01-18,Goiânia,PR,U349,Sombras Eternas,fantasia sombria,14,30,8,NA,NA,42,1.6,magia,curtiu,E37,5.1,3.9,,
RP-00413,data_invalida,São Paulo,GO,U356,Reino das Runas,fantasia sombria,,32,18,3.8,muito bom,71,1.3,juvenil,comentou,E59,4.6,5.5,valido,
RP-00414,2025-08-28,Goiânia,mg,U179,Sombras Eternas,fantasia sombria,14,20,5,,muito bom,36,4.4,adulto,comentou,E11,6.6,1.7,,
RP-00415,04/09/2025,Goiânia,SP,U191,Im(pureza),darkromance,18,25,19,,NA,37,3.5,romance,curtiu,E47,3.5,3.8,,
RP-00416,08-25-2025,São Paulo,MG,U213,Sombras Eternas,darkromance,,34,30,,NA,119,3.2,juvenil,avaliou,E93,7.7,6.5,procesado,
RP-00417,2025-02-09,São Paulo,PR,U279,Im(pureza),dark_romance,18,29,22,2.0,NA,106,4.2,adulto,curtiu,E33,4.0,3.2,valido,
RP-00418,2025-08-16,Uberaba,PR,U88,Im(pureza),dark_romance,18,30,7,NA,muito bom,89,3.6,juvenil,,E64,4.6,8.2,valido,
RP-00419,data_invalida,Curitiba,GO,U193,Reino das Runas,fantasia sombria,livre,37,8,NA,ruim,2,2.5,aventura,,E58,5.7,2.5,,
RP-00420,2025-03-06,Uberaba,GO,U30,A Santa Que Me Condena,fantasia,livre,19,6,3.4,ruim,42,1.6,sombrio,avaliou,E42,4.7,9.1,,
RP-00421,2025-05-22,Uberaba,GO,U364,Sombras Eternas,darkromance,,25,20,NA,,27,4.6,magia,,E64,3.4,2.9,valido,
RP-00422,08-12-2025,São Paulo,PR,U13,Im(pureza),fantasia sombria,,18,26,,NA,9,2.2,juvenil,avaliou,E38,4.0,2.3,,
RP-00423,14/06/2025,Uberaba,mg,U32,A Santa Que Me Condena,fantasia sombria,18,34,10,,muito bom,89,1.3,aventura,curtiu,E98,8.4,2.4,,
RP-00424,2025-10-28,Goiânia,PR,U120,A Santa Que Me Condena,darkromance,14,21,9,,muito bom,51,2.0,adulto,,E22,1.4,4.1,procesado,
RP-00425,2025-09-15,Curitiba,PR,U93,A Santa Que Me Condena,fantasia sombria,14,37,22,,,10,4.0,juvenil,curtiu,E21,6.2,5.3,valido,
RP-00426,2025-04-15,Uberaba,SP,U223,Sombras Eternas,fantasia sombria,18,14,4,,NA,8,1.4,aventura,comentou,E44,5.6,8.8,,
RP-00427,2025-04-08,Goiânia,SP,U124,A Santa Que Me Condena,fantasia sombria,18,27,5,3.8,NA,57,4.5,aventura,avaliou,E17,2.8,8.1,procesado,
RP-00428,2025-10-28,São Paulo,PR,U15,Im(pureza),darkromance,14,33,24,1.3,muito bom,75,1.6,juvenil,avaliou,E79,1.1,9.0,,
RP-00429,2025-06-19,Goiânia,GO,U109,Reino das Runas,darkromance,14,40,21,NA,ruim,47,2.0,magia,,E6,1.8,2.0,,
RP-00430,2025-06-25,Goiânia,PR,U321,Sombras Eternas,darkromance,livre,33,4,,,97,1.5,aventura,curtiu,E64,2.1,8.2,valido,
RP-00431,2025-08-03,Curitiba,mg,U178,Im(pureza),fantasia sombria,livre,14,20,,NA,110,4.0,magia,avaliou,E27,9.5,9.5,procesado,
RP-00432,2025-09-12,Goiânia,GO,U304,Im(pureza),fantasia sombria,14,12,2,NA,muito bom,72,1.5,magia,,E100,8.3,4.4,procesado,
RP-00433,2025-01-06,Goiânia,GO,U251,Im(pureza),darkromance,14,22,7,NA,NA,91,3.7,magia,,E20,6.6,5.2,valido,
RP-00434,2025-04-30,Uberaba,GO,U119,Sombras Eternas,darkromance,,35,5,3.0,NA,107,4.7,romance,,E42,6.7,3.0,procesado,
RP-00435,2025-04-10,Curitiba,GO,U212,A Santa Que Me Condena,infanto_juvenil,14,24,16,1.4,muito bom,107,1.8,magia,,E57,2.8,5.1,,
RP-00436,07-11-2025,Uberaba,mg,U122,A Santa Que Me Condena,fantasia sombria,18,32,12,NA,muito bom,106,4.3,magia,,E23,7.0,3.7,,
RP-00437,01-12-2025,São Paulo,mg,U29,Im(pureza),darkromance,livre,38,7,,,26,3.3,magia,,E38,8.5,7.2,,
RP-00438,2025-09-30,São Paulo,SP,U355,Im(pureza),fantasia_sombria,18,19,3,NA,muito bom,11,3.3,sombrio,,E44,1.1,3.3,,
RP-00439,2025-03-24,São Paulo,SP,U352,Im(pureza),darkromance,18,24,8,,muito bom,103,2.2,sombrio,,E24,8.4,2.4,procesado,
RP-00440,12/07/2025,Curitiba,MG,U156,A Santa Que Me Condena,fantasia sombria,livre,36,6,,ruim,94,1.5,juvenil,,E52,4.5,1.8,valido,
RP-00441,2025-05-21,Goiânia,SP,U295,Im(pureza),fantasia sombria,livre,32,14,4.3,NA,11,2.4,magia,,E23,3.0,4.4,procesado,
RP-00442,2025-08-31,Curitiba,SP,U70,A Santa Que Me Condena,infanto_juvenil,18,35,3,,NA,91,1.6,juvenil,avaliou,E17,3.4,2.5,valido,
RP-00443,2025-03-09,Uberaba,SP,U149,Reino das Runas,fantasia sombria,18,22,25,NA,muito bom,97,3.7,aventura,curtiu,E9,9.0,9.0,,
RP-00444,2025-01-27,Goiânia,GO,U257,Im(pureza),darkromance,,23,1,2.3,muito bom,14,3.1,romance,,E36,5.9,7.9,procesado,
RP-00445,data_invalida,Curitiba,MG,U365,Sombras Eternas,infanto_juvenil,livre,12,21,NA,muito bom,34,5.0,romance,,E4,4.8,9.9,,
RP-00446,28/01/2025,Goiânia,SP,U197,Sombras Eternas,fantasia sombria,14,16,7,NA,muito bom,68,3.3,adulto,avaliou,E83,5.0,9.6,valido,
RP-00447,18/08/2025,Uberaba,PR,U298,Im(pureza),fantasia sombria,livre,18,6,,muito bom,108,2.2,romance,,E76,1.9,5.5,procesado,
RP-00448,2025-01-08,São Paulo,GO,U357,A Santa Que Me Condena,fantasia sombria,18,15,9,NA,muito bom,16,2.2,sombrio,avaliou,E46,7.1,7.1,,
RP-00449,2025-05-11,Curitiba,SP,U135,Im(pureza),infanto_juvenil,18,21,21,4.4,,93,1.5,romance,curtiu,E87,2.0,3.8,,
RP-00450,2025-07-26,Uberaba,mg,U384,Sombras Eternas,fantasia sombria,livre,30,20,NA,NA,2,4.2,adulto,curtiu,E33,4.1,6.2,,
RP-00451,25/05/2025,Goiânia,GO,U244,A Santa Que Me Condena,fantasia sombria,,18,11,NA,muito bom,82,2.8,adulto,curtiu,E46,3.7,4.0,,
RP-00452,2025-09-27,Uberaba,GO,U288,Sombras Eternas,fantasia sombria,14,22,26,4.0,,63,4.0,adulto,avaliou,E42,9.4,5.8,procesado,
RP-00453,data_invalida,São Paulo,SP,U143,Sombras Eternas,darkromance,14,17,5,,NA,2,3.4,juvenil,avaliou,E64,1.2,3.7,procesado,
RP-00454,2025-09-23,Curitiba,MG,U247,A Santa Que Me Condena,darkromance,,34,6,,ruim,57,4.5,magia,,E98,1.6,7.4,valido,
RP-00455,2025-05-11,Curitiba,GO,U163,Im(pureza),darkromance,livre,29,9,,,57,2.4,juvenil,comentou,E68,3.6,3.5,procesado,
RP-00456,2025-05-23,São Paulo,SP,U221,Im(pureza),fantasia,,21,13,NA,,87,3.0,juvenil,avaliou,E3,1.8,5.4,valido,
RP-00457,2025-04-13,Goiânia,MG,U166,A Santa Que Me Condena,fantasia sombria,,15,23,,ruim,115,3.9,aventura,avaliou,E40,1.8,9.7,procesado,
RP-00458,11/04/2025,Curitiba,mg,U312,Reino das Runas,fantasia,,28,13,,NA,30,3.0,sombrio,comentou,E42,5.6,6.9,,
RP-00459,data_invalida,Uberaba,SP,U352,Sombras Eternas,darkromance,,26,30,NA,muito bom,20,4.9,sombrio,,E71,2.7,5.6,valido,
RP-00460,2025-06-03,Uberaba,mg,U196,Sombras Eternas,darkromance,livre,39,11,NA,,118,2.4,juvenil,,E93,7.3,4.0,procesado,
RP-00461,2025-04-07,São Paulo,GO,U12,Reino das Runas,fantasia sombria,livre,24,9,,NA,110,2.8,romance,,E29,2.4,3.0,valido,
RP-00462,2025-09-22,Uberaba,PR,U329,Sombras Eternas,fantasia sombria,14,38,27,,ruim,113,1.2,juvenil,,E60,3.6,2.5,,
RP-00463,2025-07-22,Uberaba,SP,U139,Reino das Runas,fantasia sombria,livre,12,25,,ruim,8,1.8,aventura,,E21,1.3,7.8,,
RP-00464,2025-01-02,Uberaba,SP,U2,Reino das Runas,fantasia sombria,livre,19,9,,,107,5.0,romance,curtiu,E79,6.2,1.0,valido,
RP-00465,data_invalida,São Paulo,PR,U296,Im(pureza),fantasia sombria,livre,30,8,,muito bom,24,4.6,aventura,curtiu,E53,4.3,6.0,valido,
RP-00466,05/03/2025,Curitiba,MG,U314,Sombras Eternas,darkromance,,28,30,,muito bom,90,2.0,adulto,curtiu,E58,5.7,9.2,valido,
RP-00467,2025-06-07,São Paulo,MG,U258,Reino das Runas,fantasia sombria,livre,17,18,4.4,NA,29,2.9,romance,,E6,4.7,6.0,procesado,
RP-00468,2025-03-02,Uberaba,PR,U366,A Santa Que Me Condena,darkromance,livre,26,20,3.5,NA,42,3.5,romance,,E79,4.3,4.4,,
RP-00469,2025-01-07,Uberaba,SP,U285,Im(pureza),fantasia,livre,13,22,,ruim,3,2.8,sombrio,,E39,8.2,3.7,procesado,
RP-00470,2025-03-14,Curitiba,mg,U183,Reino das Runas,infanto_juvenil,livre,13,7,1.0,muito bom,62,1.5,aventura,avaliou,E48,3.7,7.3,,
RP-00471,2025-01-10,São Paulo,PR,U307,Reino das Runas,fantasia,livre,29,9,NA,NA,100,2.0,romance,comentou,E3,5.1,3.6,,
RP-00472,2025-06-26,Goiânia,GO,U342,Im(pureza),fantasia_sombria,livre,33,9,,ruim,27,1.3,adulto,curtiu,E22,2.3,7.2,valido,
RP-00473,2025-01-11,Uberaba,SP,U67,Im(pureza),infanto_juvenil,,40,27,NA,,84,2.1,adulto,comentou,E94,9.3,3.3,procesado,
RP-00474,2025-07-18,Goiânia,PR,U314,Reino das Runas,fantasia_sombria,18,20,29,,NA,107,1.2,juvenil,comentou,E81,3.1,8.0,valido,
RP-00475,2025-08-04,Curitiba,MG,U305,Sombras Eternas,fantasia sombria,,28,20,4.9,muito bom,42,1.2,sombrio,,E57,6.5,4.2,valido,
RP-00476,05-19-2025,Curitiba,SP,U369,A Santa Que Me Condena,darkromance,14,20,1,3.7,NA,44,3.2,juvenil,,E23,7.8,3.7,valido,
RP-00477,2025-06-27,São Paulo,SP,U398,A Santa Que Me Condena,fantasia_sombria,14,33,16,NA,ruim,3,2.6,adulto,curtiu,E30,6.8,1.1,procesado,
RP-00478,2025-05-09,Uberaba,mg,U81,A Santa Que Me Condena,fantasia sombria,livre,20,6,2.7,muito bom,44,4.6,aventura,curtiu,E16,7.7,6.2,,
RP-00479,2025-04-16,Goiânia,mg,U56,Reino das Runas,dark_romance,livre,31,20,,muito bom,101,4.1,sombrio,,E13,7.3,4.2,valido,
RP-00480,2025-04-30,Curitiba,MG,U314,Reino das Runas,fantasia sombria,14,25,14,,muito bom,117,4.1,sombrio,comentou,E25,6.3,7.3,procesado,
RP-00481,2025-08-11,São Paulo,GO,U69,Reino das Runas,darkromance,18,25,16,4.3,,35,4.7,aventura,curtiu,E41,1.7,5.6,procesado,
RP-00482,2025-02-08,Uberaba,mg,U164,Reino das Runas,fantasia sombria,14,29,12,,muito bom,49,3.8,romance,,E40,9.4,6.5,procesado,
RP-00483,data_invalida,Curitiba,MG,U377,A Santa Que Me Condena,darkromance,14,35,3,1.1,NA,112,1.4,sombrio,avaliou,E58,1.3,5.1,valido,
RP-00484,2025-06-02,Uberaba,GO,U253,Sombras Eternas,darkromance,18,30,9,4.0,ruim,17,1.6,magia,,E60,1.3,1.2,procesado,
RP-00485,2025-08-31,Uberaba,mg,U74,Reino das Runas,fantasia,livre,40,24,NA,,21,2.0,juvenil,curtiu,E1,1.2,8.4,,
RP-00486,05-27-2025,Uberaba,MG,U135,Reino das Runas,darkromance,,26,4,,ruim,19,2.2,juvenil,comentou,E84,1.3,1.9,,
RP-00487,2025-09-12,Curitiba,MG,U130,Im(pureza),fantasia sombria,livre,26,20,NA,NA,21,1.2,sombrio,comentou,E70,6.6,3.6,,
RP-00488,04-20-2025,São Paulo,GO,U208,A Santa Que Me Condena,darkromance,,36,30,,muito bom,76,2.0,juvenil,avaliou,E32,6.6,1.7,,
RP-00489,2025-07-01,Curitiba,MG,U334,Reino das Runas,infanto_juvenil,livre,40,2,NA,ruim,35,2.8,adulto,avaliou,E80,7.8,4.1,,
RP-00490,2025-04-25,São Paulo,PR,U237,Sombras Eternas,darkromance,14,30,5,NA,ruim,105,1.4,magia,,E43,6.1,1.5,procesado,
RP-00491,2025-02-24,Curitiba,PR,U158,Reino das Runas,fantasia,livre,20,13,,,14,3.0,sombrio,curtiu,E58,1.0,8.7,procesado,
RP-00492,2025-07-18,Uberaba,SP,U184,Sombras Eternas,fantasia sombria,18,25,12,4.9,NA,67,2.8,adulto,curtiu,E43,5.3,7.0,,
RP-00493,2025-04-27,São Paulo,MG,U202,A Santa Que Me Condena,fantasia_sombria,livre,12,18,,muito bom,104,2.5,adulto,comentou,E9,3.1,9.4,valido,
RP-00494,2025-01-17,Curitiba,PR,U394,A Santa Que Me Condena,fantasia sombria,18,24,14,,muito bom,73,1.0,aventura,curtiu,E96,8.9,6.5,,
RP-00495,2025-05-01,Uberaba,mg,U190,Reino das Runas,fantasia sombria,,16,20,NA,ruim,46,2.0,juvenil,curtiu,E90,1.3,5.2,valido,
RP-00496,2025-04-24,Goiânia,mg,U334,Sombras Eternas,fantasia sombria,18,12,15,1.9,NA,96,2.6,romance,comentou,E51,2.0,2.3,valido,
RP-00497,2025-09-05,Curitiba,GO,U25,A Santa Que Me Condena,fantasia sombria,18,15,27,,,63,4.2,juvenil,comentou,E61,2.2,9.5,procesado,
RP-00498,2025-05-22,Goiânia,SP,U279,Im(pureza),dark_romance,14,23,13,3.5,ruim,31,2.3,romance,avaliou,E55,5.6,3.5,valido,
RP-00499,2025-06-06,Uberaba,SP,U216,A Santa Que Me Condena,dark_romance,,28,26,,ruim,75,1.4,aventura,comentou,E66,2.7,2.6,valido,
RP-00500,2025-01-18,Curitiba,SP,U125,A Santa Que Me Condena,darkromance,18,23,17,,muito bom,36,4.4,magia,comentou,E39,4.9,1.7,procesado,
RP-00501,2025-03-13,Goiânia,PR,U399,A Santa Que Me Condena,darkromance,18,12,8,NA,ruim,65,1.9,adulto,avaliou,E25,6.2,4.2,valido,
RP-00502,2025-04-18,Curitiba,SP,U1,Im(pureza),darkromance,livre,24,26,,ruim,19,3.3,adulto,,E18,6.1,8.7,procesado,
RP-00503,01/02/2025,Uberaba,MG,U5,Im(pureza),fantasia,14,28,27,NA,muito bom,85,3.7,sombrio,comentou,E43,4.1,1.6,valido,
RP-00504,2025-02-03,Goiânia,mg,U279,Sombras Eternas,darkromance,14,13,26,NA,,103,1.2,juvenil,curtiu,E57,2.1,1.1,procesado,
RP-00505,2025-09-10,São Paulo,GO,U22,Reino das Runas,darkromance,,27,23,4.7,NA,86,3.8,sombrio,curtiu,E79,3.1,1.1,valido,
RP-00506,2025-08-18,Curitiba,GO,U49,Reino das Runas,darkromance,livre,21,19,,ruim,117,2.1,adulto,comentou,E98,5.0,9.2,,
RP-00507,2025-10-27,Uberaba,mg,U88,Im(pureza),fantasia,18,13,25,,ruim,36,2.0,aventura,comentou,E37,3.5,8.6,procesado,
RP-00508,2025-08-28,Uberaba,mg,U331,Im(pureza),fantasia sombria,18,30,15,NA,NA,116,4.9,aventura,comentou,E40,4.2,3.1,,
RP-00509,2025-04-18,Uberaba,mg,U121,Sombras Eternas,darkromance,18,13,30,4.8,,93,2.1,magia,avaliou,E77,4.5,6.2,valido,
