registro_id,data_evento,cidade,uf,cliente_id,categoria,produto,preco,frete,etapa_funil,tempo_carrinho_seg,pagamento,dispositivo,origem,comprou,devolucao,motivo_devolucao,tempo_devolucao_dias,avaliacao,frequencia_compra,dias_desde_ultima_compra,cashback,status,observacao
VIT-00315,2025-07-17,Salvador,ba,C306,roupaa,produto_143,67.83,74.98,carrinhu,1943,cartao,mobile,ads,nao,nao,qualidade,21,3.8,9,12,nao,,
VIT-00316,08-30-2025,Uberlândia,mg,C333,roupaa,produto_37,"644,47",27.54,carrinhu,1823,boleto,desktop,organico,nao,nao,,25,4.4,1,105,nao,procesado,
VIT-00317,20/08/2025,São Paulo,sp,C31,lifestyle,produto_18,202.9,40.26,compra,1917,,desktop,email,sim,nao,cor,26,2.9,1,51,sim,,
VIT-00318,2025-09-25,Curitiba,PR,C82,calcado,produto_43,653.27,60.55,carrinhu,1498,,desktop,organico,nao,nao,tamanho,28,3.4,7,26,sim,ok,
VIT-00319,2025-02-25,São Paulo,SP,C312,acessorio,produto_68,480.94,4.26,carrinhu,1585,,desktop,email,nao,nao,tamanho,1,1.9,10,41,sim,,
VIT-00320,2025-07-16,Uberlândia,MG,C127,roupaa,produto_123,"336,97",74.35,visualizou,1522,,desktop,email,sim,sim,,21,3.4,3,59,sim,ok,
VIT-00321,2025-03-17,Curitiba,PR,C274,calcado,produto_61,134.43,79.69,carrinhu,1138,,desktop,ads,sim,sim,qualidade,23,4.9,4,97,sim,,
VIT-00322,2025-01-01,Salvador,BA,C398,acessorio,produto_137,"291,38",38.21,pagamento,463,,mobile,email,nao,nao,,28,4.6,6,53,nao,procesado,
VIT-00323,14/05/2025,Salvador,ba,C185,calcado,produto_187,88.7,52.74,compra,1509,,mobile,organico,sim,nao,,21,4.6,0,10,nao,ok,
VIT-00324,08-05-2025,Salvador,ba,C366,calcado,produto_93,576.9,29.86,carrinhu,1218,cartao,desktop,organico,sim,nao,tamanho,27,4.0,7,25,nao,ok,
VIT-00325,17/06/2025,Curitiba,pr,C83,calcado,produto_101,558.85,22.4,carrinhu,632,boleto,mobile,email,nao,nao,qualidade,4,1.3,0,40,sim,,
VIT-00326,2025-06-30,São Paulo,SP,C93,roupa,produto_72,290.15,43.03,carrinhu,714,pix,mobile,email,nao,nao,qualidade,27,3.0,10,13,sim,,
VIT-00327,2025-02-28,Uberlândia,MG,C283,roupaa,produto_93,685.23,51.52,pagamento,1457,cartao,desktop,email,sim,nao,,10,4.8,5,86,sim,ok,
VIT-00328,2025-01-06,São Paulo,SP,C47,roupaa,produto_103,99.56,42.43,carrinhu,829,pix,mobile,ads,sim,sim,cor,5,2.8,8,33,sim,procesado,
VIT-00329,05-04-2025,São Paulo,SP,C150,roupaa,produto_109,192.9,9.8,carrinhu,1983,pix,desktop,ads,sim,sim,qualidade,23,3.5,3,106,nao,,
VIT-00330,30/03/2025,Uberlândia,mg,C500,roupa,produto_55,161.66,46.6,carrinhu,1529,pix,mobile,ads,nao,nao,qualidade,7,1.2,10,56,nao,,
VIT-00331,2025-03-30,Salvador,BA,C439,calcado,produto_51,273.12,7.08,carrinhu,1798,pix,mobile,email,nao,nao,qualidade,23,4.8,6,78,sim,procesado,
VIT-00332,2025-09-25,Salvador,BA,C144,lifestyle,produto_185,134.39,26.95,carrinho,643,boleto,mobile,email,sim,nao,qualidade,15,4.5,0,34,nao,,
VIT-00333,2025-08-26,Uberlândia,mg,C343,roupaa,produto_131,615.96,24.6,pagamento,1949,cartao,desktop,organico,sim,nao,qualidade,27,2.6,5,76,nao,procesado,
VIT-00334,2025-08-01,Salvador,ba,C500,roupaa,produto_20,313.18,34.82,carrinhu,594,pix,mobile,ads,sim,sim,cor,3,1.5,10,70,sim,,
VIT-00335,2025-01-25,São Paulo,sp,C408,calcado,produto_13,178.35,54.29,carrinhu,1561,pix,desktop,ads,sim,nao,,11,1.8,1,31,sim,procesado,
VIT-00336,2025-10-08,Uberlândia,mg,C378,roupaa,produto_120,"257,89",46.03,carrinhu,1026,pix,desktop,organico,nao,nao,,10,1.9,0,41,nao,procesado,
VIT-00337,2025-03-12,Uberlândia,mg,C31,roupaa,produto_70,347.45,24.36,carrinhu,1710,pix,desktop,email,sim,nao,,13,2.9,5,102,sim,,
VIT-00338,2025-03-20,Salvador,BA,C233,roupaa,produto_12,"225,67",46.19,visualizou,1657,cartao,mobile,ads,nao,nao,,11,4.0,1,55,sim,ok,
VIT-00339,2025-05-23,Uberlândia,MG,C3,roupaa,produto_12,764.83,13.68,carrinhu,27,cartao,desktop,ads,nao,nao,qualidade,16,2.3,3,25,nao,ok,
VIT-00340,16/05/2025,Curitiba,PR,C224,roupa,produto_51,337.23,73.21,carrinhu,1133,pix,desktop,organico,sim,sim,,11,2.6,7,58,sim,procesado,
VIT-00341,2025-03-29,Uberlândia,MG,C293,acessorio,produto_99,468.96,12.68,visualizou,139,boleto,mobile,ads,nao,nao,cor,17,1.3,4,92,nao,procesado,
VIT-00342,2025-10-11,Salvador,BA,C26,roupaa,produto_193,470.02,58.79,carrinho,1923,,mobile,ads,sim,nao,,28,2.0,4,47,sim,ok,
VIT-00343,2025-10-12,Salvador,ba,C385,roupaa,produto_102,465.49,51.82,carrinho,292,cartao,mobile,ads,nao,nao,tamanho,14,1.7,8,73,nao,ok,
VIT-00344,05-23-2025,Curitiba,PR,C378,roupaa,produto_83,419.49,78.63,carrinhu,1279,,desktop,organico,sim,nao,,8,2.7,6,24,nao,ok,
VIT-00345,2025-08-24,Uberlândia,mg,C367,roupaa,produto_79,"728,68",4.6,visualizou,1132,,mobile,organico,sim,nao,cor,8,3.0,4,75,nao,,
VIT-00346,2025-04-15,Uberlândia,mg,C66,roupaa,produto_135,"298,9",65.61,carrinhu,475,cartao,desktop,organico,nao,nao,qualidade,24,4.7,8,90,nao,,
VIT-00347,04-07-2025,Salvador,BA,C272,roupaa,produto_56,763.13,7.83,carrinhu,715,cartao,mobile,organico,nao,nao,qualidade,28,5.0,7,117,nao,ok,
VIT-00348,20/10/2025,Curitiba,PR,C307,roupaa,produto_2,752.68,18.4,pagamento,315,boleto,desktop,email,nao,nao,tamanho,30,2.3,0,14,nao,procesado,
VIT-00349,2025-06-25,Curitiba,pr,C242,roupaa,produto_114,626.23,58.96,carrinhu,277,,desktop,organico,sim,nao,tamanho,25,1.9,8,72,sim,,
VIT-00350,2025-07-10,Uberlândia,MG,C390,acessorio,produto_175,356.53,48.42,carrinhu,1483,cartao,desktop,organico,sim,nao,cor,9,1.7,8,3,sim,ok,
VIT-00351,2025-09-13,Uberlândia,mg,C81,roupaa,produto_144,148.4,56.93,carrinhu,164,pix,mobile,ads,nao,nao,cor,16,2.0,4,31,sim,,
VIT-00352,27/05/2025,Curitiba,pr,C376,roupaa,produto_9,251.61,0.57,compra,392,pix,mobile,email,sim,nao,qualidade,22,1.3,6,29,nao,ok,
VIT-00353,12/09/2025,São Paulo,sp,C25,roupaa,produto_22,324.1,69.76,visualizou,1800,cartao,desktop,ads,sim,nao,tamanho,3,1.8,9,7,sim,,
VIT-00354,07-09-2025,Curitiba,pr,C373,roupaa,produto_103,279.42,42.37,carrinhu,1763,,desktop,email,nao,nao,,15,4.6,3,56,nao,,
VIT-00355,27/05/2025,Salvador,ba,C362,calcado,produto_111,193.27,53.36,visualizou,1722,,desktop,email,nao,nao,,9,1.9,9,85,sim,ok,
VIT-00356,04/09/2025,São Paulo,SP,C281,calcado,produto_110,489.43,20.22,pagamento,1716,pix,desktop,ads,sim,nao,qualidade,13,2.9,5,6,nao,procesado,
VIT-00357,2025-07-01,São Paulo,sp,C177,acessorio,produto_106,262.26,35.12,visualizou,1664,boleto,mobile,organico,sim,nao,qualidade,3,4.3,2,105,nao,procesado,
VIT-00358,28/10/2025,Salvador,ba,C281,acessorio,produto_98,325.3,32.07,pagamento,1416,boleto,desktop,organico,sim,nao,,19,4.2,1,68,nao,ok,
VIT-00359,2025-03-14,Curitiba,PR,C100,roupaa,produto_165,"758,92",46.68,visualizou,1645,pix,desktop,ads,nao,nao,qualidade,21,4.1,0,86,sim,,
VIT-00360,2025-05-31,Salvador,BA,C450,acessorio,produto_38,364.14,19.29,carrinhu,706,boleto,desktop,organico,nao,nao,qualidade,18,4.0,4,47,nao,procesado,
VIT-00361,data_invalida,São Paulo,SP,C321,roupaa,produto_169,625.89,55.9,carrinhu,181,boleto,mobile,email,nao,nao,tamanho,29,2.0,4,67,sim,,
VIT-00362,19/08/2025,Uberlândia,mg,C253,roupaa,produto_199,89.97,56.12,carrinho,432,cartao,desktop,ads,sim,sim,qualidade,12,2.7,8,4,nao,procesado,
VIT-00363,2025-04-04,Uberlândia,MG,C70,roupaa,produto_194,436.3,41.21,carrinhu,1338,cartao,mobile,organico,sim,sim,cor,26,4.4,1,30,sim,,
VIT-00364,05/04/2025,São Paulo,SP,C270,calcado,produto_134,388.01,18.5,carrinhu,650,pix,mobile,email,sim,sim,tamanho,27,3.9,0,113,nao,ok,
VIT-00365,2025-08-04,São Paulo,sp,C389,calcado,produto_56,527.53,64.11,carrinhu,1149,,mobile,ads,nao,nao,cor,18,4.4,9,99,sim,,
VIT-00366,2025-05-31,São Paulo,SP,C141,roupaa,produto_117,547.2,41.99,pagamento,480,,mobile,email,nao,nao,tamanho,1,4.5,9,73,nao,procesado,
VIT-00367,01/10/2025,São Paulo,sp,C344,roupa,produto_196,692.25,37.75,carrinhu,466,pix,mobile,ads,nao,nao,qualidade,24,3.6,0,0,sim,procesado,
VIT-00368,31/08/2025,São Paulo,sp,C494,acessorio,produto_160,660.16,7.56,carrinhu,1444,pix,desktop,ads,sim,nao,cor,6,4.9,0,4,nao,,
VIT-00369,data_invalida,São Paulo,sp,C439,roupa,produto_127,466.12,74.8,carrinho,1806,cartao,mobile,email,sim,sim,tamanho,25,1.1,8,4,sim,procesado,
VIT-00370,2025-02-13,São Paulo,SP,C210,roupaa,produto_17,105.66,15.82,carrinhu,1131,,desktop,email,sim,nao,tamanho,26,1.6,0,78,sim,procesado,
VIT-00371,2025-01-08,São Paulo,SP,C327,roupaa,produto_193,633.83,73.85,pagamento,315,pix,mobile,organico,nao,nao,tamanho,25,4.9,7,79,nao,procesado,
VIT-00372,2025-05-09,Uberlândia,mg,C141,acessorio,produto_62,401.04,31.54,carrinhu,1179,,desktop,organico,sim,nao,qualidade,3,1.8,7,28,sim,ok,
VIT-00373,2025-04-13,Uberlândia,mg,C66,roupa,produto_106,"143,67",70.12,visualizou,1717,cartao,desktop,organico,sim,nao,tamanho,19,2.9,8,35,nao,ok,
VIT-00374,2025-08-16,Curitiba,PR,C104,acessorio,produto_30,671.06,50.2,carrinhu,351,pix,desktop,ads,sim,sim,cor,27,1.5,9,63,nao,,
VIT-00375,2025-04-08,Curitiba,PR,C235,lifestyle,produto_131,709.96,1.89,carrinhu,1723,cartao,desktop,organico,sim,sim,,20,2.1,5,4,sim,ok,
VIT-00376,2025-07-26,São Paulo,sp,C49,calcado,produto_157,95.33,36.37,visualizou,1255,pix,mobile,ads,nao,nao,cor,10,1.3,6,29,sim,procesado,
VIT-00377,2025-01-01,Curitiba,pr,C299,calcado,produto_11,654.96,31.78,carrinhu,1426,boleto,desktop,organico,sim,nao,cor,25,1.9,8,35,sim,ok,
VIT-00378,2025-01-19,Curitiba,pr,C486,roupaa,produto_132,71.18,15.83,visualizou,1541,boleto,mobile,ads,sim,nao,tamanho,22,4.0,8,10,nao,procesado,
VIT-00379,2025-10-08,Curitiba,pr,C110,roupa,produto_117,530.47,12.22,pagamento,731,,desktop,ads,nao,nao,cor,12,2.9,6,12,nao,procesado,
VIT-00380,2025-02-03,Curitiba,PR,C471,acessorio,produto_171,484.09,75.93,carrinhu,640,boleto,desktop,email,nao,nao,cor,1,3.5,5,13,nao,ok,
VIT-00381,2025-05-05,Salvador,ba,C365,lifestyle,produto_108,615.15,71.06,carrinhu,1607,boleto,mobile,ads,nao,nao,,30,2.5,3,55,sim,ok,
VIT-00382,14/10/2025,Uberlândia,mg,C292,calcado,produto_139,435.94,31.76,carrinho,1915,pix,mobile,organico,sim,nao,qualidade,26,2.7,3,21,sim,,
VIT-00383,03-05-2025,Curitiba,PR,C379,calcado,produto_40,740.57,39.42,carrinho,1484,boleto,mobile,organico,sim,nao,,14,4.2,7,114,sim,ok,
VIT-00384,2025-03-16,São Paulo,sp,C178,calcado,produto_116,756.34,62.91,carrinhu,303,boleto,desktop,email,sim,nao,,17,2.1,2,111,sim,procesado,
VIT-00385,2025-05-20,Salvador,ba,C294,roupaa,produto_5,463.53,72.28,visualizou,847,pix,desktop,ads,nao,nao,tamanho,9,2.6,9,117,sim,,
VIT-00386,2025-10-27,São Paulo,SP,C38,acessorio,produto_72,267.48,24.81,compra,1597,cartao,desktop,organico,sim,sim,tamanho,21,3.3,2,31,nao,procesado,
VIT-00387,2025-04-29,Uberlândia,MG,C369,roupaa,produto_199,"95,88",10.65,carrinhu,384,pix,mobile,email,sim,nao,,13,3.7,7,6,nao,,
VIT-00388,2025-08-19,São Paulo,sp,C263,roupaa,produto_149,"475,66",18.42,visualizou,1459,cartao,mobile,ads,nao,nao,,23,2.8,0,9,sim,procesado,
VIT-00389,2025-08-13,Salvador,ba,C160,calcado,produto_72,479.54,38.79,pagamento,1884,boleto,desktop,email,sim,nao,cor,27,1.1,0,46,sim,,
VIT-00390,2025-10-23,São Paulo,sp,C357,lifestyle,produto_82,"724,66",54.89,compra,522,cartao,mobile,ads,sim,nao,,26,2.0,6,101,sim,procesado,
VIT-00391,2025-07-25,Uberlândia,mg,C441,roupa,produto_5,"771,57",24.87,carrinhu,503,,desktop,ads,nao,nao,qualidade,5,2.6,5,75,sim,procesado,
VIT-00392,04-02-2025,Curitiba,PR,C467,roupa,produto_112,798.84,45.0,carrinhu,1809,,desktop,email,sim,sim,,6,3.3,2,22,nao,,
VIT-00393,2025-06-28,Salvador,ba,C223,calcado,produto_119,449.44,65.21,compra,1679,boleto,desktop,email,sim,nao,cor,13,2.0,6,119,nao,procesado,
VIT-00394,2025-05-18,São Paulo,SP,C49,roupaa,produto_7,611.13,63.81,visualizou,420,,desktop,organico,sim,nao,qualidade,4,1.4,10,66,nao,ok,
VIT-00395,2025-07-18,Uberlândia,MG,C115,calcado,produto_50,"383,52",3.62,compra,1002,pix,mobile,organico,sim,sim,qualidade,8,3.6,1,44,nao,,
VIT-00396,2025-10-01,Salvador,ba,C159,roupa,produto_76,355.46,0.95,compra,607,cartao,mobile,organico,sim,nao,qualidade,29,3.6,4,101,sim,procesado,
VIT-00397,02/03/2025,Uberlândia,MG,C343,acessorio,produto_193,701.98,42.97,carrinhu,1853,boleto,mobile,organico,sim,nao,tamanho,6,4.9,8,63,nao,,
VIT-00398,2025-02-18,Uberlândia,MG,C347,roupa,produto_157,80.29,23.28,carrinhu,905,cartao,desktop,email,nao,nao,cor,29,3.6,7,14,sim,procesado,
VIT-00399,2025-09-16,Salvador,BA,C320,lifestyle,produto_163,64.38,67.32,carrinhu,1265,boleto,desktop,organico,sim,sim,cor,12,4.5,6,106,nao,ok,
VIT-00400,2025-03-28,Salvador,BA,C473,roupaa,produto_166,"91,72",52.06,compra,292,cartao,mobile,email,sim,nao,qualidade,16,1.6,1,110,nao,procesado,
VIT-00401,2025-06-13,Salvador,BA,C473,calcado,produto_153,502.94,5.03,carrinhu,537,,desktop,email,sim,nao,cor,21,4.2,9,49,nao,ok,
VIT-00402,2025-08-10,Salvador,ba,C329,calcado,produto_69,"423,69",29.38,carrinhu,40,,desktop,ads,sim,nao,,25,4.0,10,18,sim,,
VIT-00403,2025-01-01,Salvador,ba,C234,roupaa,produto_100,280.74,14.34,carrinhu,850,boleto,mobile,organico,sim,nao,qualidade,30,1.9,4,8,sim,,
VIT-00404,2025-08-30,Salvador,BA,C311,calcado,produto_41,761.91,2.27,compra,329,boleto,desktop,ads,sim,sim,,17,1.5,3,17,sim,,
VIT-00405,2025-05-15,Uberlândia,MG,C46,calcado,produto_109,724.61,68.07,carrinhu,1442,pix,mobile,email,sim,nao,qualidade,9,4.0,5,43,sim,procesado,
VIT-00406,2025-03-23,Curitiba,pr,C15,calcado,produto_187,647.13,25.78,compra,463,boleto,desktop,ads,sim,nao,qualidade,7,2.7,4,112,nao,procesado,
VIT-00407,2025-04-24,Curitiba,PR,C117,roupaa,produto_56,102.96,68.7,pagamento,457,pix,mobile,ads,sim,nao,,25,3.8,0,108,sim,ok,
VIT-00408,30/05/2025,Salvador,BA,C325,roupaa,produto_44,417.34,52.21,carrinho,478,,desktop,email,sim,nao,tamanho,22,2.8,1,96,sim,,
VIT-00409,2025-02-07,Curitiba,PR,C273,calcado,produto_8,412.06,79.92,carrinhu,921,pix,desktop,ads,sim,nao,tamanho,4,3.1,6,77,sim,procesado,
VIT-00410,29/04/2025,São Paulo,sp,C286,acessorio,produto_82,"78,89",2.35,carrinhu,1806,pix,mobile,ads,sim,nao,,19,2.9,6,26,nao,ok,
VIT-00411,2025-03-15,São Paulo,SP,C287,roupa,produto_197,"235,46",44.63,pagamento,1784,,desktop,ads,sim,nao,qualidade,26,2.3,2,30,nao,,
VIT-00412,2025-09-04,Uberlândia,mg,C221,roupaa,produto_25,"267,3",8.26,carrinhu,90,pix,mobile,email,sim,nao,cor,16,4.2,6,25,nao,procesado,
VIT-00413,2025-01-25,Curitiba,pr,C192,calcado,produto_57,"169,17",20.69,carrinhu,816,,mobile,ads,sim,nao,qualidade,5,3.6,4,81,sim,procesado,
VIT-00414,29/07/2025,Uberlândia,mg,C116,lifestyle,produto_45,"78,28",55.56,carrinhu,1235,,desktop,email,nao,nao,,20,1.2,9,3,sim,,
VIT-00415,2025-09-19,São Paulo,SP,C310,roupa,produto_17,133.83,2.28,visualizou,723,cartao,mobile,email,sim,sim,cor,30,4.6,10,82,sim,ok,
VIT-00416,2025-04-08,Salvador,BA,C464,roupaa,produto_40,"672,04",2.92,carrinho,1732,cartao,mobile,ads,nao,nao,qualidade,26,4.5,7,18,nao,ok,
VIT-00417,2025-10-13,Uberlândia,mg,C423,lifestyle,produto_46,521.19,60.47,carrinho,1409,boleto,mobile,ads,sim,nao,tamanho,27,4.3,0,113,sim,procesado,
VIT-00418,2025-08-20,Uberlândia,mg,C202,roupaa,produto_135,235.91,60.16,carrinho,1051,,mobile,ads,nao,nao,,20,1.7,2,85,nao,ok,
VIT-00419,08/05/2025,Uberlândia,mg,C290,roupaa,produto_167,343.76,29.85,compra,927,pix,desktop,email,sim,sim,qualidade,3,1.7,0,79,nao,procesado,
VIT-00420,2025-08-04,Salvador,BA,C348,roupaa,produto_37,344.81,40.8,carrinho,54,,mobile,email,sim,nao,tamanho,1,2.3,6,3,nao,procesado,
VIT-00421,2025-04-22,Curitiba,pr,C263,roupaa,produto_56,799.15,19.96,visualizou,1875,pix,mobile,organico,nao,nao,cor,8,2.4,0,105,sim,procesado,
VIT-00422,27/10/2025,São Paulo,sp,C418,roupaa,produto_101,589.9,66.14,compra,1879,cartao,desktop,email,sim,nao,cor,13,1.5,6,104,nao,procesado,
VIT-00423,17/01/2025,Curitiba,PR,C89,calcado,produto_76,318.91,79.1,carrinhu,1075,boleto,mobile,email,sim,nao,cor,3,1.2,1,42,sim,ok,
VIT-00424,01/07/2025,Salvador,ba,C90,roupaa,produto_197,602.41,67.54,carrinhu,1498,,desktop,organico,sim,sim,,3,1.2,9,7,sim,procesado,
VIT-00425,data_invalida,Salvador,ba,C482,roupaa,produto_48,481.96,1.86,pagamento,1116,pix,mobile,email,nao,nao,tamanho,10,1.8,10,44,nao,ok,
VIT-00426,2025-08-21,Salvador,ba,C160,acessorio,produto_114,680.23,59.49,carrinhu,55,boleto,mobile,email,sim,nao,qualidade,27,3.5,3,19,sim,,
VIT-00427,2025-08-10,São Paulo,SP,C136,roupaa,produto_186,"445,89",79.99,compra,1480,pix,mobile,email,sim,nao,,20,1.5,1,13,nao,ok,
VIT-00428,22/06/2025,Uberlândia,mg,C432,roupaa,produto_194,192.75,21.17,carrinhu,1348,cartao,desktop,ads,sim,nao,tamanho,19,1.8,10,40,sim,ok,
VIT-00429,2025-01-19,Curitiba,pr,C384,roupaa,produto_10,"797,77",44.23,compra,315,pix,desktop,ads,sim,nao,tamanho,12,4.2,10,81,sim,procesado,
VIT-00430,2025-08-02,Salvador,BA,C265,roupaa,produto_68,538.48,36.85,carrinhu,1408,,mobile,email,nao,nao,qualidade,29,4.1,2,104,sim,ok,
VIT-00431,2025-04-07,Curitiba,PR,C79,calcado,produto_101,536.28,9.06,carrinhu,1702,boleto,desktop,organico,sim,sim,qualidade,4,4.7,3,104,nao,ok,
VIT-00432,2025-09-21,São Paulo,SP,C167,roupaa,produto_184,474.1,18.01,carrinhu,1823,pix,desktop,organico,nao,nao,qualidade,26,4.1,10,20,sim,,
VIT-00433,2025-09-27,Curitiba,pr,C341,roupaa,produto_164,583.87,53.51,carrinhu,315,pix,desktop,ads,sim,sim,cor,18,4.7,1,63,nao,,
VIT-00434,2025-04-14,São Paulo,sp,C429,roupaa,produto_16,680.41,3.15,carrinhu,586,boleto,mobile,organico,sim,nao,,21,1.2,7,109,nao,,
VIT-00435,2025-04-12,São Paulo,SP,C95,roupaa,produto_12,701.0,25.06,pagamento,1991,boleto,desktop,ads,nao,nao,,10,2.8,2,88,sim,procesado,
VIT-00436,03-21-2025,Curitiba,PR,C178,roupaa,produto_145,758.27,25.56,pagamento,1853,cartao,desktop,organico,nao,nao,cor,22,4.6,6,91,nao,procesado,
VIT-00437,2025-05-30,Salvador,ba,C400,roupaa,produto_124,172.92,26.88,carrinhu,1301,pix,desktop,email,nao,nao,tamanho,10,4.1,8,49,sim,,
VIT-00438,12/05/2025,Salvador,ba,C493,roupa,produto_162,789.72,35.68,carrinhu,307,,desktop,email,sim,nao,qualidade,30,3.5,8,31,sim,ok,
VIT-00439,2025-03-12,Curitiba,pr,C397,roupa,produto_154,218.18,72.81,visualizou,311,cartao,desktop,email,sim,nao,cor,28,4.3,0,3,sim,,
VIT-00440,2025-10-15,Curitiba,PR,C29,roupa,produto_40,311.41,39.52,carrinhu,1075,,desktop,organico,nao,nao,,12,2.0,9,84,nao,,
VIT-00441,2025-05-20,Uberlândia,MG,C417,roupaa,produto_160,795.48,2.02,carrinhu,410,boleto,mobile,ads,sim,sim,,10,3.3,3,78,sim,ok,
VIT-00442,2025-03-17,Salvador,ba,C415,acessorio,produto_109,336.39,28.3,carrinho,161,,mobile,ads,sim,nao,,4,1.9,0,25,sim,,
VIT-00443,2025-07-09,Salvador,BA,C312,roupaa,produto_81,794.81,32.46,carrinhu,1788,pix,desktop,ads,nao,nao,tamanho,19,3.5,5,80,nao,procesado,
VIT-00444,2025-10-28,Salvador,ba,C230,roupaa,produto_151,241.41,42.91,visualizou,781,boleto,mobile,email,sim,nao,cor,4,3.0,1,76,sim,ok,
VIT-00445,2025-04-23,São Paulo,sp,C32,roupaa,produto_20,762.79,70.75,carrinhu,560,cartao,desktop,email,nao,nao,qualidade,12,3.2,5,4,sim,procesado,
VIT-00446,2025-01-06,Salvador,ba,C91,roupaa,produto_50,585.56,39.7,carrinhu,416,cartao,desktop,ads,nao,nao,cor,4,1.1,9,107,nao,procesado,
VIT-00447,2025-01-25,São Paulo,sp,C162,roupaa,produto_110,379.28,58.82,pagamento,357,pix,desktop,ads,sim,sim,qualidade,1,1.8,1,116,sim,,
VIT-00448,2025-09-04,São Paulo,SP,C325,roupaa,produto_190,588.94,45.37,visualizou,865,cartao,mobile,organico,sim,nao,tamanho,16,3.1,4,118,sim,ok,
VIT-00449,2025-09-20,Uberlândia,mg,C229,roupaa,produto_132,"359,33",67.4,compra,241,pix,desktop,email,sim,nao,,17,3.0,0,71,nao,procesado,
VIT-00450,2025-02-08,Uberlândia,mg,C493,roupa,produto_183,"744,02",35.74,carrinhu,1967,cartao,desktop,ads,sim,nao,cor,15,4.2,7,48,sim,,
VIT-00451,2025-04-26,Salvador,BA,C85,roupaa,produto_144,746.27,14.37,carrinhu,896,cartao,desktop,email,sim,nao,tamanho,5,3.4,0,101,sim,,
VIT-00452,2025-04-03,Salvador,ba,C82,roupaa,produto_25,667.17,6.24,compra,1395,,mobile,email,sim,nao,tamanho,4,3.8,9,78,nao,,
VIT-00453,2025-10-10,Salvador,ba,C440,roupaa,produto_87,"128,56",14.56,carrinhu,1788,cartao,desktop,ads,nao,nao,cor,1,2.7,3,108,nao,procesado,
VIT-00454,2025-03-24,São Paulo,SP,C110,roupaa,produto_55,168.9,9.81,carrinhu,1409,cartao,mobile,organico,sim,nao,tamanho,23,2.8,0,118,sim,procesado,
VIT-00455,2025-03-19,Uberlândia,mg,C46,roupaa,produto_150,751.49,79.61,carrinhu,154,cartao,mobile,ads,sim,nao,,1,4.1,3,53,nao,,
VIT-00456,2025-01-20,Uberlândia,MG,C338,roupaa,produto_62,526.5,1.04,visualizou,1245,pix,desktop,organico,sim,nao,cor,3,3.4,1,23,nao,procesado,
VIT-00457,2025-09-09,Salvador,ba,C46,lifestyle,produto_7,290.57,64.62,visualizou,1565,cartao,mobile,organico,sim,nao,,21,1.6,8,103,nao,,
VIT-00458,01-20-2025,São Paulo,SP,C440,roupa,produto_164,200.95,31.57,carrinhu,895,boleto,mobile,email,nao,nao,qualidade,18,1.9,4,26,nao,,
VIT-00459,2025-10-17,Curitiba,PR,C332,roupaa,produto_195,437.33,21.96,compra,1435,pix,desktop,email,sim,nao,tamanho,21,4.0,7,63,nao,,
VIT-00460,25/02/2025,Curitiba,PR,C270,roupaa,produto_20,160.2,60.95,visualizou,1554,,desktop,email,nao,nao,tamanho,17,4.8,7,94,sim,procesado,
VIT-00461,02-17-2025,São Paulo,SP,C190,roupa,produto_186,"491,7",60.07,carrinhu,406,,mobile,email,nao,nao,tamanho,9,4.2,3,80,nao,procesado,
VIT-00462,2025-02-03,São Paulo,SP,C451,roupaa,produto_147,"281,75",48.76,pagamento,136,boleto,desktop,organico,nao,nao,cor,4,1.1,0,87,nao,,
VIT-00463,2025-08-03,Curitiba,pr,C122,acessorio,produto_56,629.91,77.52,visualizou,688,pix,desktop,ads,sim,nao,,13,4.3,4,109,nao,ok,
VIT-00464,2025-10-17,Curitiba,PR,C106,roupaa,produto_155,53.61,31.14,visualizou,1634,pix,mobile,organico,nao,nao,qualidade,17,1.3,4,97,sim,,
VIT-00465,2025-08-06,São Paulo,sp,C133,acessorio,produto_128,149.08,40.44,pagamento,1388,boleto,mobile,organico,nao,nao,,17,2.4,8,67,sim,procesado,
VIT-00466,2025-09-27,Curitiba,pr,C469,roupaa,produto_21,"153,96",29.03,carrinhu,719,boleto,desktop,email,sim,nao,,21,1.3,9,32,sim,procesado,
VIT-00467,18/05/2025,Salvador,BA,C153,roupaa,produto_118,640.57,75.96,carrinhu,1000,cartao,desktop,ads,nao,nao,,3,2.8,7,36,sim,ok,
VIT-00468,2025-04-30,Salvador,BA,C31,roupaa,produto_16,726.76,45.3,carrinho,1635,cartao,mobile,email,nao,nao,tamanho,28,1.8,4,95,sim,procesado,
VIT-00469,2025-07-23,Salvador,BA,C74,calcado,produto_142,606.54,5.12,carrinhu,1911,boleto,mobile,ads,nao,nao,qualidade,20,4.4,0,60,nao,procesado,
VIT-00470,2025-07-11,Uberlândia,MG,C116,roupaa,produto_188,"571,8",23.55,pagamento,954,,mobile,email,sim,nao,,11,1.4,2,72,sim,procesado,
VIT-00471,2025-10-01,Curitiba,PR,C293,acessorio,produto_96,766.28,74.21,carrinhu,1900,,desktop,organico,nao,nao,,2,2.6,4,101,sim,,
VIT-00472,25/10/2025,Curitiba,pr,C47,roupaa,produto_156,595.95,45.69,visualizou,836,cartao,desktop,ads,nao,nao,qualidade,24,4.1,7,30,nao,,
