registro_id,data_pedido,cidade,uf,canal,tipo_pedido,cliente_id,frequencia_cliente_mes,dias_desde_ultimo_pedido,ticket_medio,prato,categoria_prato,quantidade_produzida,quantidade_vendida,custo_prato,preco_prato,tempo_entrega_min,avaliacao,dia_semana,hora,clima,promocao_ativa,status_pedido,observacao
SAB-00324,2025-10-22,São Paulo,sp,local,delivery,C18,2,28,24.26,arroz,massa,43,13,22.08,59.42,34,2.1,sabado,19,sol,,finalizado,
SAB-00325,2025-01-23,São Paulo,SP,ifood,delivery,C167,0,35,67.39,carne_assada,massa,27,4,29.05,51.75,59,4.3,segunda,21,sol,sim,cancelado,
SAB-00326,2025-04-12,São Paulo,sp,app,delivery,C183,9,55,"42,49",frango_grelhado,vegetariano,75,19,9.4,22.73,59,1.4,domingo,14,nublado,nao,cancelado,
SAB-00327,03/10/2025,São Paulo,SP,app,local,C300,2,49,68.67,salada,vegetariano,43,42,8.47,23.28,63,1.3,segunda,19,chuva,,,
SAB-00328,2025-01-08,São Paulo,sp,ifood,local,C275,6,16,72.03,arroz,acompanhamento,100,24,15.53,29.72,86,4.0,terça,16,chuva,sim,cancelado,
SAB-00329,08-15-2025,São Paulo,SP,ifood,local,C395,0,29,62.55,arroz,vegetariano,95,88,5.24,12.93,34,3.9,quarta,15,nublado,sim,cancelado,
SAB-00330,2025-08-26,São Paulo,sp,ifood,local,C340,6,28,"59,22",salada,acompanhamento,25,19,7.14,21.11,15,4.9,sabado,12,nublado,,cancelado,
SAB-00331,2025-06-14,São Paulo,sp,ifood,local,C373,8,46,"71,08",salada,proteina,108,100,26.86,74.06,30,5.0,segunda,20,nublado,sim,finalizado,
SAB-00332,2025-02-04,São Paulo,sp,app,delivery,C344,6,58,22.28,carne_assada,acompanhamento,26,25,17.13,42.22,19,2.8,segunda,18,sol,nao,cancelado,
SAB-00333,2025-01-01,São Paulo,SP,ifood,local,C474,4,46,58.51,carne_assada,massa,116,11,18.14,32.05,79,3.7,terça,22,nublado,nao,finalizado,
SAB-00334,2025-06-15,São Paulo,SP,app,delivery,C372,6,24,"34,12",arroz,proteina,83,66,22.8,44.67,57,4.2,terça,19,nublado,sim,finalizado,
SAB-00335,17/04/2025,São Paulo,sp,ifood,local,C232,10,28,37.0,lasanha,acompanhamento,27,7,7.51,15.21,27,3.4,domingo,21,chuva,sim,finalizado,
SAB-00336,2025-02-23,São Paulo,sp,app,delivery,C317,8,33,59.34,carne_assada,vegetariano,73,21,6.29,12.72,59,3.1,quinta,15,nublado,,procesado,
SAB-00337,2025-01-16,São Paulo,SP,ifood,local,C143,1,50,"41,99",lasanha,acompanhamento,37,31,7.81,18.51,28,2.4,sexta,20,nublado,sim,procesado,
SAB-00338,2025-10-19,São Paulo,sp,local,local,C282,3,0,"20,7",lasanha,proteina,113,9,14.96,23.5,23,2.2,sabado,20,nublado,sim,procesado,
SAB-00339,2025-08-31,São Paulo,sp,ifood,delivery,C405,6,55,51.46,feijao,proteina,69,57,25.67,72.22,58,3.6,terça,13,nublado,nao,finalizado,
SAB-00340,2025-05-10,São Paulo,SP,app,delivery,C219,12,8,62.35,salada,acompanhamento,41,7,29.53,59.06,63,1.0,domingo,15,nublado,,cancelado,
SAB-00341,2025-01-16,São Paulo,sp,ifood,local,C413,8,28,72.83,frango_grelhado,proteina,10,7,18.32,47.38,53,3.6,sexta,14,sol,,finalizado,
SAB-00342,2025-03-09,São Paulo,SP,ifood,local,C140,7,55,75.71,salada,acompanhamento,72,36,29.24,79.58,53,2.6,quinta,14,sol,,,
SAB-00343,2025-02-08,São Paulo,SP,ifood,local,C102,6,45,37.27,lasanha,vegetariano,31,12,17.15,46.91,69,1.1,terça,22,nublado,,cancelado,
SAB-00344,2025-02-03,São Paulo,sp,app,delivery,C150,2,56,39.33,frango_grelhado,acompanhamento,100,54,14.71,27.94,48,1.5,sabado,21,chuva,,procesado,
SAB-00345,2025-06-17,São Paulo,sp,app,delivery,C119,8,40,44.39,frango_grelhado,acompanhamento,95,14,18.73,51.0,50,1.2,segunda,13,nublado,sim,finalizado,
SAB-00346,29/08/2025,São Paulo,SP,app,local,C175,6,36,77.54,arroz,vegetariano,19,6,21.78,39.71,62,4.3,sexta,15,sol,nao,cancelado,
SAB-00347,2025-09-13,São Paulo,SP,local,local,C210,1,16,58.64,salada,proteina,90,39,22.12,52.34,81,1.0,domingo,15,nublado,,,
SAB-00348,08-14-2025,São Paulo,sp,ifood,local,C465,10,5,26.83,salada,massa,109,78,7.93,18.03,25,2.4,segunda,12,nublado,,,
SAB-00349,2025-04-22,São Paulo,SP,ifood,delivery,C8,2,57,74.76,feijao,proteina,66,44,14.82,30.55,78,2.4,quarta,12,nublado,,finalizado,
SAB-00350,05-17-2025,São Paulo,SP,local,delivery,C487,7,5,56.13,frango_grelhado,proteina,100,4,13.42,37.96,49,4.1,sexta,15,chuva,,procesado,
SAB-00351,2025-02-24,São Paulo,SP,app,delivery,C243,6,28,32.08,lasanha,acompanhamento,60,36,24.45,64.68,37,3.6,quinta,16,chuva,nao,procesado,
SAB-00352,2025-04-01,São Paulo,SP,app,delivery,C277,6,26,"31,33",salada,vegetariano,97,34,21.84,59.77,31,1.1,terça,15,chuva,,,
SAB-00353,2025-02-21,São Paulo,sp,ifood,local,C301,7,21,76.74,feijao,massa,17,4,21.12,38.05,68,2.8,terça,21,chuva,nao,,
SAB-00354,09/10/2025,São Paulo,SP,app,delivery,C340,2,28,"53,68",carne_assada,massa,36,16,9.24,15.05,56,4.8,quinta,20,sol,nao,,
SAB-00355,2025-05-20,São Paulo,SP,app,local,C117,4,49,72.43,lasanha,proteina,96,87,21.68,55.07,21,2.6,quinta,17,chuva,,finalizado,
SAB-00356,2025-10-22,São Paulo,SP,ifood,delivery,C404,3,59,38.96,lasanha,proteina,100,39,15.78,43.35,27,3.1,sexta,16,chuva,nao,,
SAB-00357,2025-07-03,São Paulo,sp,ifood,local,C175,6,26,"24,8",salada,vegetariano,109,77,17.8,32.55,88,3.5,domingo,22,chuva,,procesado,
SAB-00358,2025-07-12,São Paulo,SP,app,local,C199,11,12,44.05,frango_grelhado,proteina,40,16,5.25,8.48,62,4.0,quarta,12,chuva,,cancelado,
SAB-00359,03/05/2025,São Paulo,sp,ifood,local,C152,4,38,50.84,lasanha,massa,114,14,12.91,24.45,36,1.2,domingo,13,chuva,,,
SAB-00360,data_invalida,São Paulo,sp,ifood,local,C93,3,17,31.73,salada,vegetariano,113,57,7.59,17.73,16,3.3,domingo,19,nublado,sim,,
SAB-00361,2025-08-04,São Paulo,sp,ifood,local,C265,3,24,46.91,carne_assada,acompanhamento,97,62,13.06,33.05,85,1.0,quarta,18,sol,,procesado,
SAB-00362,2025-07-22,São Paulo,SP,local,local,C319,0,11,75.28,salada,acompanhamento,72,22,8.21,14.14,61,3.8,domingo,19,sol,sim,procesado,
SAB-00363,2025-04-08,São Paulo,sp,app,local,C341,0,22,29.72,feijao,vegetariano,57,1,6.58,15.69,43,4.0,sabado,14,sol,nao,finalizado,
SAB-00364,09-28-2025,São Paulo,sp,app,delivery,C427,5,15,61.25,lasanha,vegetariano,118,99,12.3,36.07,11,4.8,sabado,19,sol,sim,cancelado,
SAB-00365,2025-01-23,São Paulo,sp,ifood,delivery,C433,0,43,28.82,feijao,proteina,95,75,24.01,46.2,86,4.2,quarta,19,nublado,nao,finalizado,
SAB-00366,2025-01-18,São Paulo,sp,app,local,C160,5,4,44.53,feijao,acompanhamento,75,74,19.9,37.95,20,4.1,terça,21,chuva,sim,finalizado,
SAB-00367,2025-08-11,São Paulo,SP,local,delivery,C213,11,59,36.21,frango_grelhado,acompanhamento,108,24,20.22,60.29,53,3.7,terça,14,sol,sim,procesado,
SAB-00368,2025-07-02,São Paulo,SP,ifood,delivery,C78,7,15,"48,29",lasanha,acompanhamento,81,43,12.52,29.05,13,4.5,segunda,13,chuva,nao,cancelado,
SAB-00369,2025-05-05,São Paulo,SP,ifood,local,C72,3,53,55.87,frango_grelhado,acompanhamento,19,11,10.33,29.38,26,4.1,sabado,18,nublado,nao,procesado,
SAB-00370,2025-02-06,São Paulo,SP,app,local,C264,1,59,37.02,salada,massa,80,36,14.21,34.2,39,1.7,quinta,12,sol,,cancelado,
SAB-00371,2025-02-24,São Paulo,SP,ifood,delivery,C325,8,21,73.26,salada,massa,75,2,20.71,57.49,89,1.9,sabado,20,nublado,nao,,
SAB-00372,01-27-2025,São Paulo,sp,ifood,local,C76,5,6,40.57,lasanha,acompanhamento,108,14,29.68,47.34,65,2.1,terça,17,chuva,sim,cancelado,
SAB-00373,01-12-2025,São Paulo,sp,app,local,C345,7,33,55.66,lasanha,proteina,20,6,16.55,28.65,55,4.0,sexta,13,chuva,nao,finalizado,
SAB-00374,05-26-2025,São Paulo,sp,app,delivery,C400,3,10,50.43,salada,vegetariano,32,9,28.0,80.36,89,3.8,domingo,11,sol,nao,finalizado,
SAB-00375,2025-04-02,São Paulo,sp,local,delivery,C89,5,23,29.98,carne_assada,proteina,23,18,12.31,28.57,20,1.2,segunda,21,sol,,finalizado,
SAB-00376,2025-10-10,São Paulo,sp,ifood,delivery,C183,1,29,49.85,lasanha,massa,116,36,29.31,78.84,75,2.4,sabado,18,sol,,finalizado,
SAB-00377,2025-10-15,São Paulo,sp,ifood,local,C11,4,6,"54,71",carne_assada,massa,17,7,17.96,34.84,84,1.5,sexta,21,chuva,sim,cancelado,
SAB-00378,25/01/2025,São Paulo,sp,local,delivery,C169,8,7,32.18,arroz,proteina,25,3,22.5,53.9,47,5.0,quarta,14,chuva,,cancelado,
SAB-00379,2025-08-26,São Paulo,sp,app,delivery,C338,4,55,66.59,salada,massa,82,0,6.24,15.68,32,2.0,domingo,14,nublado,sim,finalizado,
SAB-00380,2025-06-23,São Paulo,sp,ifood,local,C10,4,52,71.88,feijao,acompanhamento,25,2,7.09,13.2,38,3.3,terça,13,chuva,sim,,
SAB-00381,2025-04-24,São Paulo,SP,app,local,C420,1,29,"79,97",frango_grelhado,acompanhamento,114,20,25.73,50.03,49,2.6,sabado,10,sol,sim,finalizado,
SAB-00382,2025-06-11,São Paulo,sp,ifood,local,C190,8,13,48.5,arroz,massa,16,14,8.87,16.2,45,4.6,sabado,16,chuva,nao,finalizado,
SAB-00383,2025-08-02,São Paulo,SP,ifood,local,C319,5,43,"37,31",salada,massa,36,35,10.59,21.63,48,1.4,sabado,15,nublado,nao,finalizado,
SAB-00384,2025-02-15,São Paulo,SP,ifood,local,C400,0,33,"29,49",lasanha,vegetariano,76,30,10.36,25.99,76,4.5,quarta,15,nublado,sim,procesado,
SAB-00385,2025-03-10,São Paulo,SP,ifood,delivery,C434,1,52,"34,14",frango_grelhado,massa,49,36,26.03,48.42,38,2.4,segunda,20,nublado,,procesado,
SAB-00386,2025-06-15,São Paulo,SP,app,delivery,C48,5,28,71.3,feijao,acompanhamento,54,44,13.23,38.6,40,4.7,terça,10,sol,sim,procesado,
SAB-00387,2025-01-03,São Paulo,SP,ifood,delivery,C195,2,23,71.93,carne_assada,massa,106,67,24.89,50.93,17,1.7,domingo,21,chuva,nao,,
SAB-00388,2025-10-10,São Paulo,SP,ifood,local,C177,4,30,47.33,feijao,massa,34,8,18.91,30.29,52,1.2,sabado,20,nublado,,finalizado,
SAB-00389,2025-10-14,São Paulo,SP,app,delivery,C486,6,24,49.76,lasanha,proteina,111,108,17.47,37.55,74,1.2,domingo,12,sol,,cancelado,
SAB-00390,2025-05-29,São Paulo,sp,ifood,local,C180,9,27,79.03,frango_grelhado,massa,64,43,25.09,59.11,67,3.3,quarta,11,nublado,nao,finalizado,
SAB-00391,2025-09-16,São Paulo,SP,ifood,local,C11,7,7,73.63,feijao,vegetariano,80,59,22.33,45.89,66,2.4,terça,19,chuva,,finalizado,
SAB-00392,2025-04-01,São Paulo,SP,local,local,C300,4,16,58.42,lasanha,acompanhamento,64,64,6.0,10.78,66,2.7,quarta,18,nublado,,finalizado,
SAB-00393,2025-04-07,São Paulo,sp,app,delivery,C201,3,27,"38,22",frango_grelhado,proteina,74,31,10.22,24.04,14,2.4,quarta,11,chuva,,procesado,
SAB-00394,2025-02-25,São Paulo,sp,app,local,C189,3,18,38.24,carne_assada,acompanhamento,10,8,12.82,33.82,72,3.1,sexta,12,sol,nao,cancelado,
SAB-00395,2025-01-03,São Paulo,sp,ifood,local,C205,5,0,48.98,arroz,vegetariano,13,0,14.16,32.08,41,2.9,domingo,18,chuva,sim,procesado,
SAB-00396,2025-03-03,São Paulo,SP,ifood,local,C296,11,58,58.24,feijao,acompanhamento,19,18,13.76,27.36,33,3.4,quarta,12,chuva,sim,procesado,
SAB-00397,2025-01-28,São Paulo,SP,local,local,C32,5,1,77.74,carne_assada,proteina,24,8,24.52,68.52,68,1.9,sabado,14,sol,nao,,
SAB-00398,2025-01-20,São Paulo,sp,ifood,local,C275,2,8,40.91,frango_grelhado,vegetariano,69,27,8.97,22.4,65,1.5,segunda,19,chuva,,procesado,
SAB-00399,12/02/2025,São Paulo,sp,ifood,delivery,C224,4,4,"52,93",frango_grelhado,acompanhamento,39,15,7.59,12.58,61,4.6,quinta,13,chuva,nao,,
SAB-00400,2025-06-27,São Paulo,SP,local,local,C365,4,46,"51,97",carne_assada,massa,114,80,14.99,36.72,85,2.0,segunda,19,nublado,,,
SAB-00401,2025-05-24,São Paulo,sp,ifood,local,C491,1,24,69.4,feijao,acompanhamento,10,1,28.36,43.77,31,3.3,sabado,19,sol,nao,procesado,
SAB-00402,24/03/2025,São Paulo,SP,ifood,delivery,C270,4,56,29.58,feijao,proteina,111,34,26.31,65.74,34,2.3,terça,13,sol,nao,,
SAB-00403,2025-03-18,São Paulo,sp,app,delivery,C78,4,18,58.87,frango_grelhado,massa,63,33,14.83,26.29,28,2.7,quarta,14,nublado,nao,finalizado,
SAB-00404,2025-02-05,São Paulo,sp,ifood,local,C449,5,26,29.56,arroz,vegetariano,58,7,22.47,56.91,77,4.3,quarta,13,chuva,nao,,
SAB-00405,2025-01-04,São Paulo,sp,ifood,local,C403,5,26,24.01,feijao,massa,102,38,26.74,51.8,79,2.4,sexta,11,nublado,sim,cancelado,
SAB-00406,01/04/2025,São Paulo,SP,app,delivery,C368,12,12,"43,53",feijao,acompanhamento,51,11,29.34,75.93,74,2.6,sexta,10,sol,nao,cancelado,
SAB-00407,09/09/2025,São Paulo,sp,app,delivery,C182,2,27,"51,11",arroz,proteina,57,13,15.82,39.01,90,2.9,quinta,22,chuva,,finalizado,
SAB-00408,2025-02-12,São Paulo,SP,app,local,C353,0,52,73.58,carne_assada,vegetariano,46,17,14.63,32.85,44,3.5,sabado,14,sol,nao,procesado,
SAB-00409,2025-08-15,São Paulo,sp,ifood,local,C437,9,13,68.02,frango_grelhado,proteina,59,47,28.19,79.81,58,1.3,domingo,18,nublado,nao,,
SAB-00410,2025-09-20,São Paulo,SP,local,delivery,C314,7,15,"54,53",lasanha,proteina,23,19,8.61,25.46,32,1.2,segunda,19,sol,,procesado,
SAB-00411,05-17-2025,São Paulo,sp,ifood,delivery,C155,7,51,53.89,lasanha,acompanhamento,10,4,18.13,29.05,41,2.9,domingo,10,sol,nao,finalizado,
SAB-00412,02-10-2025,São Paulo,SP,app,delivery,C227,6,22,64.39,arroz,massa,36,16,25.01,73.73,20,2.7,domingo,20,sol,,finalizado,
SAB-00413,2025-09-10,São Paulo,SP,ifood,delivery,C481,1,36,"36,44",feijao,vegetariano,91,79,24.9,49.3,27,2.6,domingo,20,sol,nao,,
SAB-00414,2025-01-27,São Paulo,SP,local,local,C433,6,39,"65,62",lasanha,massa,69,63,26.64,58.11,15,2.0,quarta,10,sol,,procesado,
SAB-00415,08-24-2025,São Paulo,sp,app,delivery,C2,3,44,"27,57",arroz,proteina,43,35,13.92,29.4,43,2.8,sexta,16,sol,sim,,
SAB-00416,2025-05-13,São Paulo,sp,local,local,C151,8,25,"69,28",frango_grelhado,acompanhamento,85,23,24.25,49.63,23,4.7,sabado,18,chuva,nao,cancelado,
SAB-00417,10-28-2025,São Paulo,SP,ifood,delivery,C125,10,27,56.79,carne_assada,proteina,65,25,16.73,40.9,48,4.7,sabado,22,sol,,procesado,
SAB-00418,2025-02-01,São Paulo,SP,ifood,delivery,C240,4,20,54.01,carne_assada,vegetariano,30,9,25.39,47.2,50,2.0,terça,20,chuva,nao,finalizado,
SAB-00419,2025-05-06,São Paulo,sp,ifood,local,C426,0,38,"48,53",carne_assada,vegetariano,69,10,14.71,26.67,85,4.2,sexta,20,sol,nao,finalizado,
SAB-00420,2025-09-30,São Paulo,sp,app,local,C214,7,33,64.43,carne_assada,vegetariano,30,4,29.43,81.71,23,3.1,sexta,16,sol,,,
SAB-00421,10-12-2025,São Paulo,SP,app,local,C207,3,22,42.55,arroz,proteina,104,100,22.47,61.37,78,2.3,sexta,15,sol,,finalizado,
SAB-00422,2025-02-13,São Paulo,sp,local,delivery,C396,4,51,35.59,lasanha,acompanhamento,118,20,29.78,62.2,30,1.6,quarta,12,sol,sim,,
SAB-00423,09/07/2025,São Paulo,SP,app,local,C474,4,38,57.29,arroz,massa,78,77,12.94,27.71,17,2.0,domingo,17,chuva,,cancelado,
SAB-00424,05/09/2025,São Paulo,SP,ifood,local,C52,3,58,73.15,feijao,acompanhamento,23,20,14.19,24.02,72,3.3,domingo,13,nublado,,cancelado,
SAB-00425,2025-10-10,São Paulo,SP,app,local,C91,5,37,37.32,frango_grelhado,proteina,95,84,10.01,15.09,76,1.7,quinta,13,nublado,sim,finalizado,
SAB-00426,2025-10-28,São Paulo,SP,app,delivery,C328,5,14,69.92,feijao,vegetariano,56,27,10.87,21.31,59,2.3,segunda,21,chuva,nao,cancelado,
SAB-00427,2025-05-20,São Paulo,SP,local,delivery,C173,8,30,"66,11",carne_assada,vegetariano,35,15,27.35,51.82,11,1.2,quarta,10,chuva,sim,procesado,
SAB-00428,2025-07-24,São Paulo,sp,app,local,C430,4,44,32.84,lasanha,massa,30,6,6.66,17.2,14,4.3,quarta,19,nublado,nao,cancelado,
SAB-00429,2025-01-12,São Paulo,sp,ifood,delivery,C437,3,30,64.01,lasanha,massa,42,14,14.4,29.4,39,4.5,terça,13,sol,nao,procesado,
SAB-00430,2025-04-05,São Paulo,sp,local,delivery,C138,11,57,63.1,feijao,acompanhamento,103,81,10.23,21.88,60,4.4,segunda,22,nublado,sim,finalizado,
SAB-00431,data_invalida,São Paulo,sp,app,delivery,C329,0,44,41.79,frango_grelhado,vegetariano,106,106,26.8,42.99,23,4.2,quinta,11,chuva,sim,finalizado,
SAB-00432,08-17-2025,São Paulo,sp,ifood,delivery,C181,3,11,24.08,carne_assada,vegetariano,89,11,16.63,27.6,43,1.8,quinta,10,chuva,sim,,
SAB-00433,2025-08-17,São Paulo,sp,ifood,local,C322,2,8,48.83,carne_assada,acompanhamento,51,25,18.05,42.65,88,4.5,terça,19,sol,nao,cancelado,
SAB-00434,03/06/2025,São Paulo,SP,local,delivery,C156,6,56,35.69,arroz,proteina,81,11,22.29,51.0,40,2.6,sexta,22,nublado,nao,cancelado,
SAB-00435,27/01/2025,São Paulo,SP,ifood,local,C371,2,50,24.67,lasanha,proteina,55,55,17.22,38.37,69,4.8,domingo,15,nublado,sim,,
SAB-00436,2025-08-18,São Paulo,sp,ifood,local,C74,7,52,55.9,arroz,proteina,53,33,29.35,82.55,81,3.6,domingo,17,sol,nao,procesado,
SAB-00437,2025-08-17,São Paulo,SP,app,delivery,C483,0,53,76.01,carne_assada,acompanhamento,76,39,16.97,38.55,70,2.3,domingo,20,chuva,sim,finalizado,
SAB-00438,2025-07-18,São Paulo,sp,app,local,C386,1,49,27.4,feijao,acompanhamento,91,87,14.04,37.72,21,4.3,terça,20,chuva,nao,finalizado,
SAB-00439,2025-10-02,São Paulo,sp,app,local,C186,3,19,79.52,frango_grelhado,acompanhamento,26,1,8.72,21.75,35,1.7,domingo,21,nublado,nao,cancelado,
SAB-00440,data_invalida,São Paulo,SP,app,local,C358,0,41,78.68,carne_assada,acompanhamento,80,10,25.44,50.73,41,2.8,domingo,22,nublado,sim,procesado,
SAB-00441,2025-03-09,São Paulo,SP,ifood,delivery,C34,5,49,"47,03",feijao,massa,108,77,23.74,60.96,19,4.3,terça,20,chuva,,cancelado,
SAB-00442,2025-03-04,São Paulo,sp,ifood,local,C33,4,41,22.83,lasanha,vegetariano,106,28,26.83,40.31,58,4.3,quinta,22,sol,,procesado,
SAB-00443,2025-05-13,São Paulo,SP,ifood,delivery,C405,9,10,66.29,carne_assada,massa,98,33,28.11,44.72,65,1.5,segunda,19,chuva,,cancelado,
SAB-00444,2025-09-27,São Paulo,SP,local,delivery,C364,5,55,21.15,lasanha,massa,93,3,24.24,65.18,77,3.6,domingo,16,sol,nao,finalizado,
SAB-00445,2025-03-28,São Paulo,sp,app,local,C239,3,58,68.16,carne_assada,acompanhamento,14,7,24.96,56.39,30,1.2,quarta,14,chuva,sim,,
SAB-00446,2025-07-02,São Paulo,SP,app,delivery,C472,1,4,41.82,arroz,acompanhamento,74,63,12.84,34.81,10,2.0,sexta,11,nublado,,procesado,
SAB-00447,30/09/2025,São Paulo,sp,app,delivery,C21,2,57,58.0,carne_assada,acompanhamento,65,8,27.48,74.78,19,3.6,sexta,13,chuva,,procesado,
SAB-00448,2025-02-25,São Paulo,sp,ifood,delivery,C292,3,1,59.79,salada,proteina,87,32,21.92,46.57,35,2.1,domingo,11,nublado,sim,cancelado,
SAB-00449,data_invalida,São Paulo,sp,app,delivery,C36,2,55,"64,34",feijao,acompanhamento,33,30,24.65,71.59,90,1.8,terça,18,nublado,,finalizado,
SAB-00450,data_invalida,São Paulo,SP,local,local,C216,1,57,66.4,lasanha,acompanhamento,113,77,24.42,44.65,64,1.2,sexta,11,chuva,,finalizado,
SAB-00451,11/02/2025,São Paulo,SP,app,delivery,C464,6,60,"34,21",carne_assada,vegetariano,45,17,29.87,45.83,37,3.5,quarta,19,nublado,,finalizado,
SAB-00452,2025-02-25,São Paulo,sp,local,delivery,C469,8,37,51.67,feijao,vegetariano,102,5,25.55,42.02,18,4.1,sexta,13,sol,,procesado,
SAB-00453,2025-05-21,São Paulo,sp,ifood,delivery,C340,4,12,77.69,lasanha,massa,38,16,6.61,13.09,89,2.3,domingo,14,sol,nao,cancelado,
SAB-00454,data_invalida,São Paulo,SP,local,local,C129,12,16,51.66,arroz,proteina,17,13,7.18,17.68,45,2.4,quinta,17,nublado,sim,finalizado,
SAB-00455,2025-05-02,São Paulo,SP,local,delivery,C254,11,3,74.75,feijao,proteina,94,69,15.59,33.9,15,2.2,terça,20,nublado,nao,procesado,
SAB-00456,2025-06-21,São Paulo,SP,app,local,C146,0,38,78.4,lasanha,massa,76,63,6.73,13.86,32,1.5,terça,15,nublado,nao,finalizado,
SAB-00457,2025-10-12,São Paulo,SP,ifood,delivery,C90,1,35,22.57,feijao,vegetariano,20,17,29.79,58.83,38,2.5,domingo,21,sol,sim,,
SAB-00458,data_invalida,São Paulo,sp,ifood,delivery,C225,4,52,20.99,lasanha,acompanhamento,108,107,14.13,21.39,29,4.8,domingo,16,chuva,nao,procesado,
SAB-00459,2025-06-15,São Paulo,SP,ifood,local,C141,4,12,42.73,carne_assada,acompanhamento,103,13,8.99,19.6,39,4.3,sexta,19,sol,,,
SAB-00460,2025-05-23,São Paulo,sp,ifood,delivery,C44,7,45,78.18,carne_assada,proteina,30,11,17.4,29.65,46,3.0,segunda,12,sol,nao,cancelado,
SAB-00461,data_invalida,São Paulo,SP,ifood,delivery,C427,2,19,40.58,lasanha,acompanhamento,83,51,15.39,23.81,43,1.5,quinta,20,sol,nao,cancelado,
SAB-00462,2025-06-13,São Paulo,sp,ifood,local,C273,8,11,30.17,frango_grelhado,acompanhamento,51,36,28.86,64.11,60,2.6,segunda,15,sol,,,
SAB-00463,2025-04-06,São Paulo,SP,ifood,local,C429,4,58,56.91,frango_grelhado,vegetariano,114,43,14.28,41.42,23,1.9,segunda,13,sol,sim,,
SAB-00464,2025-02-19,São Paulo,SP,local,local,C318,1,42,71.79,feijao,massa,25,14,12.39,33.23,22,2.7,domingo,19,nublado,,cancelado,
SAB-00465,2025-04-09,São Paulo,sp,ifood,local,C380,4,36,71.25,salada,vegetariano,61,13,18.17,45.76,75,4.4,quarta,10,nublado,,procesado,
SAB-00466,2025-02-09,São Paulo,SP,app,delivery,C316,6,12,64.43,frango_grelhado,massa,90,89,20.39,42.92,47,2.6,domingo,16,chuva,nao,cancelado,
SAB-00467,2025-10-07,São Paulo,sp,local,delivery,C113,4,47,"35,28",carne_assada,acompanhamento,42,23,22.54,35.97,83,2.0,quinta,11,sol,,cancelado,
SAB-00468,2025-08-23,São Paulo,sp,ifood,delivery,C451,4,25,57.0,arroz,vegetariano,72,21,29.29,44.56,68,3.7,sabado,13,sol,,procesado,
SAB-00469,2025-04-15,São Paulo,sp,ifood,delivery,C474,1,44,"44,78",lasanha,acompanhamento,44,4,6.7,11.04,26,1.4,quarta,14,chuva,nao,cancelado,
SAB-00470,2025-08-07,São Paulo,sp,ifood,local,C54,10,18,"42,2",salada,acompanhamento,74,19,19.9,51.44,10,3.2,segunda,13,nublado,,cancelado,
SAB-00471,2025-03-23,São Paulo,SP,ifood,local,C358,3,34,"34,22",feijao,proteina,32,28,5.96,13.14,47,3.7,quarta,12,sol,,,
SAB-00472,2025-05-15,São Paulo,SP,ifood,delivery,C325,3,32,66.81,salada,massa,80,57,11.06,31.65,50,3.9,sexta,21,chuva,sim,cancelado,
SAB-00473,2025-02-25,São Paulo,sp,app,local,C417,1,1,"27,98",feijao,acompanhamento,83,55,29.11,55.86,67,2.6,sabado,18,sol,,finalizado,
SAB-00474,05-18-2025,São Paulo,sp,app,delivery,C64,5,15,52.85,feijao,massa,83,79,12.07,33.16,32,1.8,sabado,18,nublado,sim,cancelado,
SAB-00475,29/09/2025,São Paulo,sp,ifood,delivery,C297,5,8,56.82,salada,acompanhamento,92,39,12.67,31.19,13,1.8,quinta,20,sol,,cancelado,
SAB-00476,2025-09-10,São Paulo,SP,ifood,delivery,C324,5,5,46.23,arroz,vegetariano,118,11,5.54,8.52,64,4.9,segunda,13,chuva,,cancelado,
SAB-00477,2025-02-08,São Paulo,SP,ifood,local,C237,5,5,78.29,salada,massa,99,4,5.5,8.91,74,3.3,quarta,10,sol,sim,,
SAB-00478,2025-05-06,São Paulo,sp,ifood,local,C98,7,43,"77,28",arroz,proteina,109,57,12.2,33.7,54,2.4,terça,19,sol,nao,procesado,
SAB-00479,04-24-2025,São Paulo,SP,app,local,C321,10,28,59.37,carne_assada,proteina,72,2,17.51,34.65,85,4.3,sexta,15,chuva,,cancelado,
SAB-00480,2025-01-08,São Paulo,SP,ifood,local,C497,11,25,43.29,salada,massa,66,13,9.27,26.28,81,1.6,sabado,17,sol,sim,finalizado,
SAB-00481,2025-02-20,São Paulo,SP,app,local,C180,5,15,41.81,feijao,massa,104,3,27.0,66.1,20,3.8,domingo,11,sol,nao,cancelado,
SAB-00482,2025-10-12,São Paulo,SP,ifood,delivery,C83,4,19,58.63,salada,vegetariano,52,51,6.9,20.19,35,3.3,domingo,18,chuva,nao,cancelado,
SAB-00483,03-24-2025,São Paulo,sp,app,local,C146,6,29,28.43,feijao,acompanhamento,61,21,6.87,18.66,54,4.8,sexta,16,nublado,nao,finalizado,
SAB-00484,2025-09-17,São Paulo,SP,ifood,delivery,C434,6,46,35.53,carne_assada,acompanhamento,65,32,22.49,34.33,90,1.4,quinta,20,sol,nao,cancelado,
SAB-00485,2025-09-01,São Paulo,SP,ifood,local,C58,8,51,39.93,lasanha,proteina,85,79,11.34,29.11,12,1.3,segunda,20,nublado,,cancelado,
