registro_id,data,ativo,setor,preco,volume,pl,roe,dy,volatilidade,perfil_usuario,rentabilidade_usuario,benchmark_ibov,taxa_operacao,recomendacao_ia,status_operacao,observacao
INV-00390,2025-04-20,WEGE3,energia,113.75,115333,34.92,19.69,5.87,0.65,conservador,-18.11,6.72,3.02,compra,executado,
INV-00391,2025-01-24,WEGE3,industria,147.21,326830,25.48,27.3,3.99,1.55,moderado,-15.36,2.71,1.16,manter,executado,
INV-00392,2025-08-31,ABEV3,mineracao,"132,32",230144,23.93,29.85,5.13,4.71,conservador,-3.38,3.1,1.22,venda,cancelado,
INV-00393,2025-05-24,MGLU3,mineracao,"29,68",34167,7.37,7.76,1.67,1.62,conservador,16.54,2.43,2.48,manter,executado,
INV-00394,2025-03-21,MGLU3,energia,50.62,284875,19.89,25.11,5.54,4.49,conservador,-19.01,12.58,1.17,vend,procesado,
INV-00395,2025-02-25,BBDC4,banco,29.92,434301,27.04,26.68,6.68,3.17,conservador,17.7,2.89,3.7,manter,procesado,
INV-00396,2025-01-06,WEGE3,energia,88.48,476843,6.73,13.85,1.78,2.59,conservador,-8.38,8.85,4.79,manter,procesado,
INV-00397,2025-02-08,BBDC4,energia,101.96,321240,31.97,23.41,3.8,1.02,moderado,10.29,-1.54,4.75,venda,procesado,
INV-00398,2025-05-11,WEGE3,mineracao,125.32,210057,23.73,18.71,3.01,0.96,moderado,-4.42,-2.08,3.27,compra,pendente,
INV-00399,2025-04-28,PETR4,banco,184.01,150415,15.33,17.25,8.58,0.86,conservador,20.14,-0.4,3.02,compra,executado,
INV-00400,2025-10-11,PETR4,banco,22.04,243791,24.54,23.31,9.0,3.83,conservador,2.29,9.32,0.13,venda,pendente,
INV-00401,data_invalida,VALE3,banco,101.4,442351,38.85,5.34,9.32,4.55,conservador,-3.81,-1.36,4.31,comprar,procesado,
INV-00402,2025-06-24,PETR4,banco,63.31,248915,5.54,6.53,5.0,2.64,conservador,-19.33,-8.23,1.21,comprar,executado,
INV-00403,2025-04-08,VALE3,varejo,"57,32",215036,9.09,8.86,7.35,4.31,agressivo,21.74,-9.46,3.51,compra,executado,
INV-00404,2025-08-08,MGLU3,energia,143.71,296978,39.41,28.24,2.8,1.1,conservador,15.61,6.16,0.18,venda,executado,
INV-00405,2025-04-25,ABEV3,energia,21.06,375054,14.62,12.15,5.3,0.66,conservador,-4.09,12.18,0.31,comprar,executado,
INV-00406,05-17-2025,BBDC4,varejo,177.72,452362,25.36,27.89,2.81,0.83,conservador,22.06,9.96,1.23,compra,pendente,
INV-00407,2025-03-15,VALE3,industria,143.03,175955,20.38,14.19,1.75,1.86,agressivo,-17.32,14.62,4.28,manter,procesado,
INV-00408,2025-09-13,ITUB4,banco,"58,71",423808,27.56,15.87,8.16,4.12,agressivo,-17.25,-1.44,0.98,manter,executado,
INV-00409,data_invalida,ITUB4,varejo,98.7,195522,17.6,7.38,9.6,4.24,agressivo,20.83,-0.05,1.73,comprar,executado,
INV-00410,2025-05-29,WEGE3,energia,95.32,429061,36.33,13.14,3.75,2.86,moderado,-9.27,8.37,4.31,vend,cancelado,
INV-00411,2025-08-11,ABEV3,energia,"198,15",428890,11.1,27.35,4.43,2.59,agressivo,-0.85,-9.3,3.68,manter,cancelado,
INV-00412,2025-10-27,ABEV3,varejo,33.34,64020,11.81,7.29,5.31,1.02,conservador,11.22,-7.24,4.28,manter,procesado,
INV-00413,2025-06-08,PETR4,industria,186.07,142016,12.65,12.72,9.34,4.47,conservador,24.28,-8.2,1.58,comprar,cancelado,
INV-00414,2025-08-07,MGLU3,mineracao,70.18,195689,29.86,7.96,8.31,2.63,conservador,2.87,-4.8,2.62,vend,executado,
INV-00415,2025-04-29,VALE3,energia,26.0,215707,26.64,28.52,1.02,2.61,moderado,-12.73,-6.52,0.46,vend,pendente,
INV-00416,2025-06-21,PETR4,varejo,124.05,13261,13.66,23.63,8.83,4.75,conservador,1.93,7.87,2.24,compra,pendente,
INV-00417,2025-08-07,PETR4,industria,149.67,400149,38.13,21.11,1.94,3.86,conservador,15.96,-6.05,1.32,compra,cancelado,
INV-00418,2025-05-01,MGLU3,mineracao,"31,1",167006,5.81,8.25,9.52,2.8,conservador,3.86,9.35,4.77,venda,executado,
INV-00419,2025-07-08,BBDC4,varejo,"42,18",74857,16.91,9.34,8.38,4.83,conservador,18.75,-6.32,4.33,comprar,cancelado,
INV-00420,2025-05-29,PETR4,energia,"11,52",363578,14.06,25.34,2.2,2.76,moderado,1.86,2.18,3.61,vend,pendente,
INV-00421,2025-08-21,ABEV3,varejo,8.96,55412,38.45,20.91,3.19,1.51,moderado,9.4,2.93,2.26,comprar,pendente,
INV-00422,08-11-2025,PETR4,varejo,"94,82",229403,28.0,14.11,4.75,4.88,conservador,-1.6,14.34,3.54,comprar,cancelado,
INV-00423,28/10/2025,ITUB4,varejo,176.96,216142,31.26,11.76,2.89,4.38,agressivo,-13.05,12.43,3.04,manter,procesado,
INV-00424,2025-07-09,VALE3,banco,122.74,378793,18.77,20.04,8.72,1.83,agressivo,24.5,-3.85,4.04,compra,procesado,
INV-00425,2025-09-17,ITUB4,industria,"137,31",383011,31.49,18.66,9.49,3.18,conservador,8.68,10.08,2.84,comprar,pendente,
INV-00426,2025-09-06,ABEV3,mineracao,99.2,470970,27.46,6.83,8.91,4.14,agressivo,3.45,-9.25,1.42,manter,executado,
INV-00427,2025-08-02,VALE3,banco,23.57,12013,9.67,27.18,6.09,3.11,moderado,6.93,-1.5,0.7,vend,pendente,
INV-00428,2025-05-12,WEGE3,varejo,69.0,274565,5.22,6.01,2.41,2.43,conservador,8.21,4.94,4.02,compra,procesado,
INV-00429,2025-03-04,WEGE3,energia,"61,15",94636,18.52,18.02,6.42,1.97,conservador,1.17,10.84,1.62,manter,cancelado,
INV-00430,2025-01-20,PETR4,varejo,135.82,183080,37.19,5.96,4.99,2.82,conservador,21.56,6.86,2.45,venda,cancelado,
INV-00431,2025-10-12,ITUB4,mineracao,186.08,19994,37.07,23.68,4.71,4.83,moderado,23.13,-3.74,4.75,vend,executado,
INV-00432,2025-06-20,BBDC4,banco,104.53,453850,36.89,26.39,4.91,4.76,agressivo,-19.32,7.78,0.35,compra,pendente,
INV-00433,09-24-2025,WEGE3,industria,110.2,409009,35.0,10.14,5.24,0.71,moderado,-2.17,0.33,1.15,compra,executado,
INV-00434,2025-03-15,PETR4,banco,"148,95",20855,33.62,23.54,3.57,2.72,moderado,-3.96,-1.07,2.46,manter,pendente,
INV-00435,2025-09-12,BBDC4,varejo,29.36,263401,5.17,21.57,1.55,1.3,agressivo,21.61,-2.5,2.01,comprar,executado,
INV-00436,2025-08-06,MGLU3,energia,153.94,48397,9.64,21.2,0.62,4.2,moderado,-10.66,-1.01,2.03,comprar,procesado,
INV-00437,2025-02-03,ABEV3,industria,121.87,65380,27.23,17.44,1.56,3.39,conservador,21.76,13.26,4.3,manter,procesado,
INV-00438,2025-09-13,VALE3,varejo,"24,12",254830,28.24,9.88,3.48,1.64,conservador,-12.79,10.07,0.96,venda,cancelado,
INV-00439,2025-08-12,ITUB4,energia,"67,36",242832,31.67,27.03,8.66,1.67,moderado,1.66,7.19,3.04,venda,pendente,
INV-00440,06-10-2025,MGLU3,energia,145.96,49781,30.43,20.41,8.61,3.25,conservador,-17.02,4.7,0.12,venda,procesado,
INV-00441,15/07/2025,VALE3,banco,15.72,481536,32.43,5.48,1.0,3.74,moderado,6.86,-2.13,1.05,manter,procesado,
INV-00442,2025-02-22,VALE3,varejo,166.73,103401,39.91,21.65,3.98,1.21,conservador,14.31,8.95,2.82,vend,pendente,
INV-00443,2025-07-30,WEGE3,banco,73.88,374411,39.5,9.86,0.93,2.01,conservador,2.38,10.89,2.6,compra,cancelado,
INV-00444,21/06/2025,PETR4,varejo,138.09,70340,18.84,28.69,9.32,1.87,conservador,6.12,14.27,4.47,manter,procesado,
INV-00445,2025-03-23,WEGE3,varejo,37.89,349132,11.9,28.28,9.87,2.4,moderado,-17.49,-1.86,3.89,comprar,pendente,
INV-00446,2025-04-03,ITUB4,varejo,17.88,132336,39.16,19.74,2.32,3.45,conservador,-18.11,-0.92,0.49,venda,pendente,
INV-00447,2025-10-24,ABEV3,banco,168.01,497834,21.85,13.46,2.54,3.38,conservador,-4.78,-3.68,1.4,comprar,procesado,
INV-00448,2025-07-13,PETR4,mineracao,167.54,25495,5.46,27.69,7.04,3.79,conservador,-8.39,1.58,2.32,comprar,cancelado,
INV-00449,02/01/2025,ABEV3,banco,"114,6",481706,39.63,22.79,1.67,1.54,agressivo,1.91,8.82,0.42,vend,procesado,
INV-00450,08/06/2025,WEGE3,banco,"47,59",401833,37.62,22.21,4.41,4.38,moderado,-1.94,-8.99,2.19,comprar,cancelado,
INV-00451,2025-06-19,MGLU3,varejo,"172,76",299167,35.24,17.26,1.18,4.09,conservador,15.7,3.47,3.03,manter,procesado,
INV-00452,2025-02-08,PETR4,mineracao,"155,52",60168,27.51,9.3,2.68,2.69,moderado,14.82,7.08,1.82,venda,executado,
INV-00453,2025-01-30,ABEV3,industria,48.98,72300,18.38,28.13,4.87,4.68,moderado,-13.97,-3.63,2.41,venda,pendente,
INV-00454,2025-04-11,WEGE3,industria,"179,67",340173,11.95,28.14,5.01,4.91,conservador,2.0,-7.36,0.82,manter,cancelado,
INV-00455,2025-02-16,ABEV3,energia,69.88,416548,24.33,18.74,7.78,1.91,agressivo,-8.56,8.64,4.58,venda,procesado,
INV-00456,2025-02-06,PETR4,mineracao,65.62,233925,35.54,5.81,6.49,4.36,conservador,-10.67,3.63,4.86,comprar,cancelado,
INV-00457,2025-05-16,WEGE3,mineracao,36.81,231558,7.62,21.28,6.59,1.09,conservador,-15.46,12.92,1.28,comprar,pendente,
INV-00458,2025-01-02,ABEV3,banco,"156,36",450743,5.64,22.44,5.67,0.82,conservador,20.95,-5.08,1.87,manter,executado,
INV-00459,2025-01-13,VALE3,industria,178.36,451115,23.76,24.78,4.98,2.36,moderado,-1.26,1.41,3.56,comprar,cancelado,
INV-00460,data_invalida,WEGE3,banco,41.19,200086,13.43,23.96,9.38,4.06,moderado,-11.66,3.86,0.88,manter,pendente,
INV-00461,14/03/2025,ITUB4,mineracao,138.06,186623,23.45,21.54,8.37,1.02,conservador,-7.48,-2.32,4.71,manter,pendente,
INV-00462,data_invalida,PETR4,banco,48.16,296369,28.81,27.77,4.99,4.71,conservador,-0.87,0.55,3.07,venda,executado,
INV-00463,2025-09-07,MGLU3,energia,192.38,469529,17.06,9.41,3.05,4.35,conservador,-0.65,3.06,1.41,vend,procesado,
INV-00464,08-13-2025,ITUB4,industria,90.99,101249,5.08,5.14,7.28,1.62,conservador,17.16,-9.44,4.31,compra,executado,
INV-00465,07-19-2025,MGLU3,varejo,10.6,274635,34.39,12.29,9.35,0.58,moderado,7.23,3.47,1.95,manter,procesado,
INV-00466,2025-03-16,VALE3,energia,64.59,254659,7.4,27.81,0.76,4.3,conservador,-2.68,4.9,3.53,comprar,procesado,
INV-00467,2025-10-23,ABEV3,varejo,150.76,180556,22.46,10.01,5.02,2.54,moderado,23.88,6.13,3.27,compra,pendente,
INV-00468,2025-04-03,VALE3,industria,45.88,311877,20.39,19.16,7.09,2.34,agressivo,9.09,-4.85,3.38,venda,procesado,
INV-00469,09-18-2025,ABEV3,energia,191.15,415756,28.78,13.34,9.47,0.96,conservador,19.39,13.89,0.73,compra,procesado,
INV-00470,2025-04-12,MGLU3,energia,198.53,242272,27.23,29.34,8.02,2.65,conservador,-6.12,-5.16,4.56,compra,executado,
INV-00471,2025-01-11,WEGE3,industria,109.42,229083,27.38,5.71,5.37,4.51,conservador,21.95,6.21,4.81,vend,pendente,
INV-00472,26/08/2025,ABEV3,industria,"115,2",113032,16.83,16.53,7.81,3.06,conservador,14.36,-1.75,0.98,manter,executado,
INV-00473,2025-08-25,BBDC4,energia,191.31,247748,16.9,25.94,1.94,0.52,agressivo,-8.27,-3.2,3.18,compra,cancelado,
INV-00474,06-04-2025,ITUB4,industria,129.85,284904,12.29,11.05,7.76,2.78,conservador,-11.61,8.49,0.97,compra,pendente,
INV-00475,2025-09-15,BBDC4,energia,40.52,208807,38.11,11.85,7.09,3.06,agressivo,-8.64,-2.46,2.63,vend,executado,
INV-00476,2025-09-09,BBDC4,energia,47.44,414441,20.91,9.86,3.77,3.08,conservador,14.33,1.06,2.81,vend,procesado,
INV-00477,2025-10-04,BBDC4,energia,"192,09",15588,8.67,13.56,3.02,3.53,conservador,14.74,7.95,1.83,venda,procesado,
INV-00478,2025-10-01,MGLU3,banco,179.99,488794,31.86,11.09,1.53,1.44,agressivo,-0.83,-1.9,5.0,vend,cancelado,
INV-00479,2025-04-26,VALE3,banco,122.44,143222,7.54,9.43,3.8,3.28,conservador,-19.78,10.59,3.95,manter,cancelado,
INV-00480,04-16-2025,PETR4,varejo,21.59,492462,13.2,9.57,4.81,2.45,conservador,-16.67,-2.72,4.23,compra,pendente,
INV-00481,19/04/2025,PETR4,energia,198.35,393388,25.56,18.89,1.09,3.24,conservador,-6.65,10.8,0.63,comprar,cancelado,
INV-00482,data_invalida,MGLU3,industria,"97,96",38639,29.84,8.62,4.12,3.64,agressivo,-8.7,-1.52,3.32,vend,cancelado,
INV-00483,2025-07-29,MGLU3,banco,135.54,375552,15.15,15.08,0.84,2.95,conservador,2.33,-4.27,3.22,comprar,procesado,
INV-00484,2025-07-18,BBDC4,energia,181.25,142030,23.87,16.89,3.11,0.62,agressivo,5.78,7.95,2.45,manter,cancelado,
INV-00485,2025-08-12,BBDC4,mineracao,"42,07",42340,34.25,22.37,1.81,3.26,conservador,-11.21,-7.11,4.44,compra,pendente,
INV-00486,2025-02-06,WEGE3,varejo,"184,21",498450,24.87,6.73,2.67,3.85,agressivo,22.12,7.99,3.87,manter,procesado,
INV-00487,2025-05-23,WEGE3,banco,44.44,167018,9.78,24.47,4.44,4.12,conservador,-11.14,1.63,0.09,comprar,procesado,
INV-00488,06-16-2025,WEGE3,banco,151.5,9505,13.61,14.66,4.13,4.09,conservador,-2.08,-1.95,4.98,comprar,cancelado,
INV-00489,2025-01-28,VALE3,banco,"120,52",231552,17.96,21.31,2.92,2.84,conservador,-12.68,10.06,2.3,comprar,pendente,
INV-00490,2025-02-12,WEGE3,banco,88.8,392622,10.92,24.86,1.83,3.78,agressivo,19.58,5.77,3.88,manter,executado,
INV-00491,2025-07-07,MGLU3,varejo,137.36,41250,9.16,19.78,6.07,3.13,agressivo,15.84,-0.75,2.94,vend,executado,
INV-00492,data_invalida,ITUB4,mineracao,"74,5",20180,27.95,17.2,4.92,4.25,conservador,-18.46,-1.34,2.57,compra,cancelado,
INV-00493,05-21-2025,PETR4,varejo,187.24,494939,14.29,5.8,6.35,1.89,agressivo,5.71,-4.9,1.15,venda,procesado,
INV-00494,07-20-2025,BBDC4,mineracao,63.13,38121,25.48,8.78,5.79,3.59,moderado,8.01,-5.61,2.88,manter,procesado,
INV-00495,2025-08-09,PETR4,mineracao,124.59,445067,14.18,9.42,2.44,4.3,conservador,-16.4,-4.88,2.38,comprar,executado,
INV-00496,2025-02-10,PETR4,mineracao,147.88,374362,16.84,19.66,2.36,1.99,conservador,11.86,-0.61,2.1,manter,procesado,
INV-00497,02-04-2025,BBDC4,banco,93.97,188196,36.77,8.27,0.69,4.36,agressivo,4.07,-2.66,2.65,compra,executado,
INV-00498,2025-01-09,BBDC4,industria,"158,51",235750,38.64,18.91,2.21,1.98,conservador,9.8,-4.35,0.99,compra,procesado,
INV-00499,04-06-2025,ABEV3,banco,75.07,79852,22.19,28.49,7.53,4.59,moderado,6.34,14.83,4.8,vend,pendente,
INV-00500,2025-02-04,ABEV3,banco,139.37,397188,9.07,19.35,1.08,4.67,conservador,5.74,-2.59,0.62,venda,procesado,
INV-00501,09-27-2025,VALE3,energia,113.72,294929,34.32,22.03,3.7,3.63,conservador,-18.72,-7.32,2.32,manter,procesado,
INV-00502,2025-01-20,BBDC4,industria,"18,19",168346,13.29,14.46,0.63,5.0,conservador,-10.18,2.0,4.73,vend,cancelado,
INV-00503,2025-01-17,PETR4,mineracao,"11,69",411717,19.86,21.09,9.78,3.31,conservador,14.55,-1.86,0.5,manter,cancelado,
INV-00504,2025-04-06,BBDC4,mineracao,"30,08",444631,7.06,5.41,4.56,1.88,conservador,18.97,1.24,2.34,vend,pendente,
INV-00505,2025-05-03,PETR4,banco,"32,03",398374,20.83,9.13,9.6,4.74,agressivo,-4.08,0.81,2.88,comprar,executado,
INV-00506,2025-07-14,ITUB4,industria,"10,41",325037,8.03,27.38,2.6,1.0,conservador,14.01,-8.27,3.95,manter,procesado,
INV-00507,01-02-2025,VALE3,energia,145.69,475797,32.98,8.05,9.61,1.95,agressivo,-5.24,-8.69,3.44,comprar,cancelado,
INV-00508,2025-07-25,VALE3,energia,54.05,377683,15.33,28.96,9.69,4.47,conservador,-15.85,14.54,3.8,comprar,cancelado,
INV-00509,01-12-2025,WEGE3,industria,131.73,457954,33.72,12.69,5.44,0.56,moderado,19.94,10.23,2.03,comprar,pendente,
INV-00510,data_invalida,ABEV3,mineracao,148.8,227943,18.96,15.17,7.59,3.36,agressivo,-11.74,-5.06,0.29,venda,procesado,
INV-00511,data_invalida,BBDC4,industria,154.55,405067,10.65,29.34,1.34,3.76,conservador,-13.24,2.93,0.18,manter,executado,
INV-00512,2025-05-13,PETR4,industria,196.25,19324,7.41,10.25,7.3,1.41,conservador,-12.13,0.36,0.66,venda,pendente,
INV-00513,07/05/2025,WEGE3,energia,64.15,221700,33.88,8.72,3.74,2.59,agressivo,-13.85,8.0,1.02,manter,procesado,
INV-00514,2025-01-13,VALE3,energia,155.62,55021,15.77,20.84,7.41,3.45,conservador,8.2,-5.1,2.95,manter,pendente,
INV-00515,2025-05-05,WEGE3,banco,186.27,391590,17.54,23.93,8.03,4.8,conservador,7.96,3.39,2.49,vend,cancelado,
INV-00516,2025-08-03,ITUB4,banco,"110,82",400736,14.68,16.57,0.05,4.76,conservador,-12.08,-9.33,4.14,compra,pendente,
INV-00517,2025-09-28,ITUB4,industria,91.64,303536,16.85,25.51,7.73,1.09,moderado,19.99,-2.67,4.19,venda,executado,
INV-00518,01-04-2025,PETR4,mineracao,23.16,463774,10.64,13.46,6.61,0.94,conservador,-2.76,10.44,0.22,manter,executado,
INV-00519,2025-06-29,MGLU3,energia,62.5,452850,37.51,6.16,6.43,1.41,conservador,15.37,-1.13,3.09,comprar,pendente,
INV-00520,2025-01-24,PETR4,banco,"87,75",383184,11.71,18.98,3.5,4.03,moderado,13.44,-9.39,4.76,venda,cancelado,
INV-00521,2025-04-23,ITUB4,varejo,86.39,267977,33.3,18.79,2.18,2.97,agressivo,21.29,-3.93,4.27,manter,procesado,
INV-00522,2025-06-29,MGLU3,mineracao,20.78,161998,17.11,18.85,5.33,3.06,moderado,4.86,1.98,3.29,comprar,executado,
INV-00523,2025-06-13,BBDC4,energia,"6,93",100160,18.4,14.34,5.53,0.83,conservador,12.25,-2.24,4.91,manter,cancelado,
INV-00524,2025-05-10,MGLU3,industria,97.45,194086,31.84,10.39,6.93,2.58,conservador,4.85,0.68,1.46,compra,executado,
INV-00525,2025-07-22,BBDC4,mineracao,20.03,343337,17.24,27.48,0.56,4.34,agressivo,15.02,-6.02,2.17,manter,cancelado,
INV-00526,2025-03-08,BBDC4,banco,179.53,1108,18.5,21.81,1.17,2.65,conservador,-14.0,2.03,1.99,venda,cancelado,
INV-00527,03-21-2025,ABEV3,energia,"109,13",347498,5.27,20.38,1.79,3.15,moderado,-13.85,9.49,0.23,manter,cancelado,
INV-00528,27/05/2025,ITUB4,mineracao,64.97,331988,18.7,27.05,2.21,3.85,conservador,20.95,4.32,2.82,comprar,procesado,
INV-00529,2025-05-25,ABEV3,mineracao,"169,02",377827,20.91,11.93,6.85,0.51,agressivo,22.76,4.41,4.77,vend,procesado,
INV-00530,01-08-2025,BBDC4,banco,124.33,95514,10.87,7.93,2.71,5.0,conservador,-13.01,-7.88,2.89,vend,pendente,
INV-00531,08-24-2025,VALE3,mineracao,173.56,363800,6.05,20.3,9.85,3.72,conservador,-6.08,-9.29,1.67,venda,pendente,
INV-00532,data_invalida,PETR4,mineracao,102.32,476753,19.91,29.8,8.9,3.12,moderado,1.92,10.39,4.66,vend,cancelado,
INV-00533,2025-03-05,BBDC4,banco,46.44,214791,14.33,11.04,8.92,4.89,conservador,-15.75,1.62,4.91,manter,cancelado,
INV-00534,03-25-2025,MGLU3,energia,198.44,188377,29.76,6.75,1.28,1.52,moderado,0.84,-4.62,4.43,manter,procesado,
INV-00535,2025-07-26,PETR4,industria,20.96,16743,36.96,23.55,1.38,1.16,agressivo,-4.43,-2.86,3.58,compra,cancelado,
INV-00536,2025-04-30,MGLU3,banco,93.26,436271,16.5,16.23,9.68,0.92,agressivo,8.21,-0.0,4.09,vend,procesado,
INV-00537,2025-08-07,ABEV3,varejo,144.02,94464,38.66,18.05,3.02,0.67,moderado,12.95,12.93,4.73,comprar,procesado,
INV-00538,06-20-2025,VALE3,mineracao,168.56,381828,8.83,9.75,1.56,2.15,moderado,4.09,9.15,4.19,vend,cancelado,
INV-00539,2025-04-18,PETR4,energia,21.24,101413,35.64,6.51,4.43,4.06,moderado,14.71,11.09,2.05,vend,procesado,
INV-00540,27/03/2025,ABEV3,varejo,51.03,316155,12.33,27.31,2.29,3.57,conservador,-19.93,5.46,3.91,compra,procesado,
INV-00541,10-09-2025,WEGE3,industria,109.21,186888,10.3,11.18,6.17,2.04,moderado,-3.17,13.51,3.07,manter,executado,
INV-00542,09-10-2025,ITUB4,banco,35.07,179229,24.73,25.28,7.38,2.21,conservador,4.15,-5.21,2.64,compra,procesado,
INV-00543,2025-10-11,VALE3,industria,194.65,201587,38.4,15.72,4.84,2.54,agressivo,-16.06,-9.29,1.29,manter,executado,
INV-00544,2025-07-02,ABEV3,energia,74.66,108030,9.7,23.05,9.51,3.45,moderado,13.46,-7.77,0.87,manter,executado,
INV-00545,2025-09-26,VALE3,energia,66.1,214101,11.61,23.11,2.24,2.52,moderado,8.26,-5.05,3.09,manter,procesado,
INV-00546,02-04-2025,ITUB4,mineracao,188.78,496998,11.21,27.44,0.08,3.18,conservador,-3.59,-4.15,4.81,compra,cancelado,
INV-00547,data_invalida,ABEV3,mineracao,160.76,304247,21.79,15.71,6.59,0.53,agressivo,0.62,3.89,3.88,comprar,executado,
INV-00548,2025-06-28,ABEV3,mineracao,136.08,10365,13.45,20.08,7.85,1.73,conservador,-2.1,8.53,4.22,manter,cancelado,
INV-00549,07-22-2025,VALE3,banco,89.09,160119,32.14,11.34,3.35,1.75,moderado,3.28,-0.0,3.36,venda,cancelado,
INV-00550,2025-04-06,BBDC4,mineracao,25.13,32530,5.09,17.71,1.61,1.57,agressivo,-9.67,6.57,2.78,compra,cancelado,
INV-00551,2025-10-14,ITUB4,varejo,165.8,353566,5.37,9.89,1.22,4.9,agressivo,24.0,4.61,4.69,vend,executado,
INV-00552,2025-10-02,MGLU3,varejo,90.48,238479,31.27,13.16,9.57,4.94,moderado,5.59,14.18,4.01,compra,cancelado,
INV-00553,2025-09-08,ITUB4,banco,98.93,378424,7.3,25.8,2.5,3.47,moderado,6.17,10.56,2.75,manter,cancelado,
INV-00554,2025-07-19,ABEV3,varejo,"91,26",361268,13.07,7.29,7.56,0.54,agressivo,7.6,-0.62,3.3,vend,executado,
INV-00555,2025-05-04,WEGE3,energia,35.36,35234,25.96,9.74,1.35,1.55,agressivo,11.4,-4.74,0.86,vend,pendente,
INV-00556,2025-03-24,ITUB4,varejo,105.06,91600,29.95,8.98,8.35,1.33,moderado,1.65,-3.85,4.06,venda,cancelado,
INV-00557,data_invalida,WEGE3,banco,"78,14",423475,22.49,20.78,9.6,3.22,conservador,-9.76,-7.91,1.59,comprar,pendente,
INV-00558,2025-01-11,PETR4,varejo,186.14,290048,19.06,28.66,0.9,1.0,moderado,20.6,-4.02,0.74,manter,cancelado,
INV-00559,03-22-2025,MGLU3,industria,197.88,124482,17.38,27.05,6.98,3.92,conservador,-4.01,1.29,0.51,comprar,procesado,
INV-00560,2025-01-02,BBDC4,industria,98.17,156378,14.69,28.04,1.47,2.95,conservador,-5.33,10.31,3.23,manter,executado,
INV-00561,2025-06-24,VALE3,industria,94.57,229723,38.79,18.36,9.95,4.79,conservador,-0.19,-0.2,0.8,compra,executado,
INV-00562,2025-10-28,WEGE3,mineracao,"17,5",266220,29.76,18.72,6.04,1.19,conservador,6.28,3.2,1.42,compra,procesado,
INV-00563,04-18-2025,WEGE3,mineracao,11.22,433875,38.35,14.76,8.94,0.9,conservador,-11.6,6.22,1.04,compra,cancelado,
INV-00564,2025-07-18,PETR4,varejo,158.11,471069,5.96,22.3,9.15,1.24,moderado,-5.44,-0.39,0.5,compra,pendente,
INV-00565,2025-10-16,BBDC4,varejo,24.79,419816,7.03,24.52,2.61,3.83,agressivo,7.61,-4.68,4.69,comprar,executado,
INV-00566,2025-09-21,VALE3,banco,"37,37",417130,22.52,24.06,0.71,3.02,conservador,0.2,6.27,0.41,vend,executado,
INV-00567,2025-01-20,BBDC4,varejo,105.75,386870,27.07,16.9,0.39,1.62,conservador,9.54,-6.66,0.43,comprar,pendente,
INV-00568,2025-05-27,PETR4,banco,89.15,253691,24.07,16.06,3.62,3.01,conservador,24.35,8.91,4.87,vend,procesado,
INV-00569,2025-07-17,ITUB4,industria,67.12,371465,23.92,20.84,9.92,1.53,moderado,2.96,-9.44,0.44,venda,pendente,
INV-00570,2025-08-20,ITUB4,mineracao,118.2,442435,25.81,11.09,9.04,4.33,conservador,-1.57,2.88,2.13,venda,pendente,
INV-00571,2025-07-16,VALE3,mineracao,"170,87",191993,20.83,27.02,1.22,1.79,moderado,-3.96,12.41,3.66,manter,cancelado,
INV-00572,2025-07-30,ABEV3,varejo,179.07,399686,9.89,26.41,1.13,4.95,moderado,-15.58,-9.73,0.46,comprar,pendente,
INV-00573,2025-09-05,ITUB4,energia,28.29,441231,13.74,9.93,7.53,4.77,conservador,0.98,2.1,2.65,vend,cancelado,
INV-00574,10-13-2025,MGLU3,varejo,22.56,182482,28.03,24.05,5.0,3.63,moderado,17.7,0.94,0.92,manter,procesado,
INV-00575,2025-09-06,PETR4,energia,82.44,263741,35.95,13.41,5.04,3.56,moderado,-11.74,-9.97,3.84,venda,executado,
INV-00576,2025-02-03,PETR4,industria,"34,81",487174,38.31,27.09,6.39,2.04,conservador,4.9,11.94,0.13,venda,procesado,
INV-00577,12/03/2025,BBDC4,varejo,110.18,37936,30.1,11.35,4.23,4.28,conservador,4.9,0.62,3.41,comprar,executado,
INV-00578,06-17-2025,ITUB4,energia,69.6,195304,12.73,24.25,9.33,1.25,moderado,-9.92,7.27,0.86,compra,cancelado,
INV-00579,2025-07-31,VALE3,mineracao,"45,62",260454,21.63,22.69,3.81,4.01,conservador,23.22,-1.43,1.23,manter,cancelado,
INV-00580,data_invalida,VALE3,energia,74.66,393408,27.06,22.72,4.26,4.59,conservador,-15.41,-2.09,3.57,venda,pendente,
INV-00581,2025-08-21,BBDC4,varejo,29.9,403628,32.46,17.96,2.57,4.93,conservador,-18.89,-6.6,1.26,comprar,pendente,
INV-00582,2025-10-01,WEGE3,banco,89.7,468504,9.68,22.03,2.76,3.94,agressivo,21.93,-9.33,3.15,venda,pendente,
INV-00583,2025-05-31,WEGE3,energia,129.16,300799,34.81,18.14,7.87,1.69,moderado,6.54,3.01,4.45,manter,cancelado,
INV-00584,data_invalida,BBDC4,industria,158.91,213830,5.88,15.36,0.23,2.19,moderado,22.81,-9.55,0.0,venda,procesado,
INV-00585,2025-03-13,BBDC4,industria,182.36,189136,7.54,11.51,7.25,1.86,moderado,15.22,5.3,0.6,vend,pendente,
