registro_id,data_ocorrencia,cidade,uf,bairro,latitude,longitude,canal_registro,tipo_ocorrencia,tempo_espera_min,tempo_preenchimento_bo_min,atendentes_disponiveis,turno,status_inquerito,tempo_resolucao_dias,bo_online_iniciado,bo_online_concluido,abandono_formulario,avaliacao_atendimento,chamados_190,bo_registrados,prioridade_triagem,status_registro,observacao
DD-00309,2025-03-06,Curitiba,PR,Centro,-25.47754,-49.302788,presencial,outros,83,14,1,tarde,concluido,43,sim,sim,nao,4.1,32,19,media,procesado,
DD-00310,2025-01-31,Uberaba,MG,Industrial,"-19,807696","-47,987354",presencial,fraude_online,62,8,4,tarde,,27,nao,nao,nao,4.95,25,10,alta,validado,
DD-00311,2025-06-14,Salvador,BA,Industrial,-12.958995,-38.467367,app,ameaca,6,9,4,madrugada,em_andamento,15,sim,sim,nao,3.74,14,12,media,,
DD-00312,2025-10-23,Goiânia,GO,Industrial,-16.662554,-49.230813,presencial,fraude on-line,18,19,6,noite,,30,sim,nao,sim,4.82,60,51,media,procesado,
DD-00313,2025-04-25,Salvador,BA,Planalto,-12.946018,-38.490374,presencial,fraude_online,16,21,3,tarde,procesado,9,sim,sim,nao,2.91,33,26,media,pendente,
DD-00314,2025-05-20,Goiânia,GO,Santa Maria,-16.607606,-49.299228,presencial,outros,52,26,3,noite,em_andamento,57,sim,nao,sim,"3,53",21,14,baixa,procesado,
DD-00315,2025-05-19,Curitiba,PR,Jardim America,-25.500088,-49.201206,presencial,furto,51,31,1,manha,,16,sim,sim,nao,"4,03",24,10,media,,
DD-00316,2025-05-12,Uberaba,MG,Universitario,-19.790311,-47.959976,totem,perda_doc,23,25,6,manha,em_andamento,69,sim,sim,nao,4.11,21,8,baixa,pendente,
DD-00317,2025-10-08,são paulo,SP,Universitario,-23.626774,-46.596202,site,furto,1,10,4,manha,em_andamento,50,sim,nao,sim,4.54,69,33,baixa,cancelado,
DD-00318,2025-10-23,São Paulo,SP,Jardim America,-23.625744,-46.670495,presencial,fraude_online,61,36,4,manha,procesado,26,sim,nao,sim,2.39,28,16,media,cancelado,
DD-00319,2025-02-01,Salvador,BA,Universitario,-13.004473,-38.484227,site,roubo_celular,0,9,3,manha,procesado,9,nao,nao,nao,3.44,7,3,urgente,pendente,
DD-00320,2025-10-22,Uberaba,MG,Santa Maria,-19.668123,-47.91054,site,perda_documento,0,16,4,noite,,92,sim,sim,nao,3.73,34,16,alta,validado,
DD-00321,12/05/2025,Curitiba,PR,Morumbi,-25.491406,-49.200668,totem,perda_documento,24,6,6,manha,procesado,59,nao,nao,nao,3.6,15,12,baixa,validado,
DD-00322,2025-08-25,São Paulo,SP,Santa Maria,-23.510749,-46.701373,presencial,fraude_online,50,19,5,manha,em_andamento,8,sim,sim,nao,3.81,17,14,baixa,procesado,
DD-00323,2025-10-15,Goiânia,GO,Industrial,"-16,64778",-49.32598,app,furto,2,24,2,noite,arquivado,0,nao,nao,nao,4.09,35,21,baixa,pendente,
DD-00324,2025-06-30,Uberlândia,MG,Morumbi,-18.889384,-48.271082,presencial,outros,32,26,5,tarde,arquivado,83,sim,sim,nao,1.76,37,20,baixa,procesado,
DD-00325,01-11-2025,belo horizonte,MG,Boa Vista,-19.894112,-43.86635,presencial,fraude_online,122,19,8,tarde,em_andamento,7,sim,sim,nao,3.63,0,0,baixa,,
DD-00326,2025-10-13,campinas,SP,Industrial,-22.829285,-47.119123,presencial,outros,21,33,2,manha,procesado,22,sim,sim,nao,2.89,36,29,media,procesado,
DD-00327,2025-09-23,Campinas,SP,Industrial,-22.889978,"-47,046654",site,fraude_online,4,28,1,tarde,procesado,0,sim,nao,sim,2.79,17,8,baixa,,
DD-00328,2025-06-01,Belo Horizonte,MG,Planalto,-19.976816,-43.898723,presencial,furto,33,28,5,manha,em_andamento,54,sim,sim,nao,"4,5",44,39,baixa,procesado,
DD-00329,2025-03-14,Uberaba,MG,Boa Vista,-19.82624,"-47,928979",site,furto,12,25,2,tarde,concluido,33,nao,nao,nao,4.39,32,11,media,,
DD-00330,2025-09-21,uberlândia,MG,Jardim America,"-18,95229",-48.268753,site,fraude_online,9,17,1,tarde,,43,sim,sim,nao,5,6,3,baixa,pendente,
DD-00331,24/06/2025,São Paulo,SP,Universitario,-23.52139,-46.664561,presencial,perda_documento,57,25,5,manha,,59,sim,sim,nao,3.9,4,2,alta,pendente,
DD-00332,2025-08-21,Curitiba,PR,Industrial,"-25,349756",-49.233434,presencial,ameaca,66,24,5,manha,,61,sim,sim,nao,2.44,13,9,baixa,cancelado,
DD-00333,2025-10-02,Curitiba,PR,Morumbi,-25.438844,-49.197036,presencial,roubo_celular,7,9,2,tarde,arquivado,67,sim,sim,nao,1.47,16,13,media,validado,
DD-00334,2025-10-02,Uberaba,MG,Industrial,-19.803911,-48.003384,app,perda_documento,0,20,1,manha,arquivado,0,nao,nao,nao,4.85,0,0,baixa,validado,
DD-00335,10-06-2025,São Paulo,SP,Santa Maria,-23.594408,"-46,6218",presencial,roubo_celular,36,21,2,tarde,concluido,0,nao,nao,nao,1.83,40,29,baixa,,
DD-00336,03-03-2025,Uberaba,MG,Universitario,-19.730207,-47.882959,presencial,fraude_online,92,15,3,tarde,em_andamento,38,nao,nao,nao,3.68,9,5,media,,
DD-00337,2025-01-05,Uberaba,MG,Boa Vista,"-19,727426",-47.994783,site,fraude_online,7,19,2,manha,em_andamento,66,sim,sim,nao,2.71,15,12,baixa,pendente,
DD-00338,2025-03-18,Goiânia,GO,Morumbi,-16.616459,"-49,227813",site,fraude_online,18,25,3,manha,procesado,21,sim,sim,nao,3.91,17,11,alta,,
DD-00339,2025-10-28,Belo Horizonte,MG,Morumbi,-19.942015,-43.973225,app,fraude_online,0,23,2,tarde,em_andamento,55,sim,sim,nao,5,29,11,media,cancelado,
DD-00340,2025-03-14,Campinas,SP,Jardim America,-22.953319,-46.982263,presencial,ameaca,84,24,6,noite,aberto,82,nao,nao,nao,4.63,30,24,baixa,procesado,
DD-00341,2025-08-01,São Paulo,SP,Universitario,-23.591891,-46.578031,site,perda_documento,13,21,5,tarde,,99,nao,nao,nao,3.01,37,22,media,validado,
DD-00342,2025-06-28,Uberaba,MG,Jardim America,"-19,779197",-47.906258,site,furto,17,34,6,noite,procesado,65,sim,sim,nao,1.14,0,0,alta,validado,
DD-00343,2025-01-08,Salvador,BA,Morumbi,-13.035429,-38.422835,presencial,furto,72,31,4,noite,arquivado,0,nao,nao,nao,4.34,33,22,baixa,cancelado,
DD-00344,09-11-2025,Goiânia,GO,Industrial,-16.700373,-49.200144,presencial,furto,0,32,4,manha,procesado,0,nao,nao,nao,4.38,29,25,baixa,,
DD-00345,2025-01-13,Campinas,SP,Industrial,-22.956558,-47.099252,presencial,ameaca,24,52,3,manha,,15,sim,sim,nao,5,44,19,media,pendente,
DD-00346,2025-07-09,Campinas,SP,Planalto,-22.868542,-47.086987,presencial,furto,58,20,7,noite,aberto,39,nao,nao,nao,3.66,44,35,baixa,,
DD-00347,2025-02-18,Belo Horizonte,MG,Santa Maria,"-19,861532",-43.922494,site,roubo celular,5,35,3,tarde,concluido,7,sim,sim,nao,3.86,16,13,alta,validado,
DD-00348,2025-05-12,goiânia,GO,Boa Vista,"-16,729566",-49.300005,app,fraude_online,6,28,5,madrugada,arquivado,79,sim,sim,nao,3.59,6,4,baixa,validado,
DD-00349,2025-02-22,Salvador,BA,Boa Vista,"-13,044858",-38.436385,site,furto,13,7,4,manha,em_andamento,86,nao,nao,nao,4.74,25,8,baixa,procesado,
DD-00350,31/05/2025,Campinas,SP,Boa Vista,-22.925813,-47.009499,site,fraude_online,17,12,1,tarde,procesado,0,sim,nao,sim,5,7,3,baixa,pendente,
DD-00351,22/06/2025,São Paulo,SP,Universitario,-23.476984,-46.606942,presencial,furto,62,31,7,manha,concluido,0,sim,sim,nao,2.48,27,24,baixa,,
DD-00352,2025-05-17,São Paulo,SP,Jardim America,-23.566017,-46.655709,presencial,fraude_online,24,16,5,noite,concluido,32,sim,sim,nao,"4,24",46,22,alta,,
DD-00353,2025-04-29,Curitiba,PR,Morumbi,-25.430685,-49.25886,presencial,roubo_celular,,2,2,manha,concluido,47,nao,nao,nao,"3,73",16,14,baixa,validado,
DD-00354,2025-07-13,São Paulo,SP,Centro,-23.583175,-46.594075,presencial,furto,11,26,6,tarde,arquivado,35,sim,sim,nao,"3,89",12,5,alta,,
DD-00355,2025-02-01,Uberlândia,MG,Universitario,"-18,952648",-48.234109,presencial,ameaca,95,23,4,manha,procesado,0,nao,nao,nao,"4,38",2,0,baixa,validado,
DD-00356,2025-07-02,Campinas,SP,Planalto,-22.93693,-47.085633,presencial,roubo_celular,68,18,1,noite,procesado,35,sim,sim,nao,4.43,34,20,media,,
DD-00357,10/01/2025,Uberlândia,MG,Industrial,-18.947383,-48.310737,site,roubo_celular,20,23,1,noite,,21,sim,sim,nao,4.17,27,24,baixa,procesado,
DD-00358,2025-08-29,Uberaba,MG,Santa Maria,"-19,81387",-47.909263,app,ameaca,6,15,1,noite,em_andamento,10,sim,sim,nao,2.65,13,8,media,validado,
DD-00359,2025-10-05,Uberlândia,MG,Centro,"-18,937332",-48.214558,site,perda_documento,15,18,3,madrugada,concluido,82,nao,nao,nao,"2,12",52,19,baixa,validado,
DD-00360,2025-08-03,Salvador,ba,Universitario,-12.936742,-38.496295,app,roubo_celular,,26,5,noite,procesado,0,sim,nao,sim,4.67,38,13,media,procesado,
DD-00361,2025-06-02,São Paulo,SP,Jardim America,-23.580497,-46.638402,site,roubo celular,16,17,2,tarde,,31,sim,sim,nao,3.0,30,22,baixa,cancelado,
DD-00362,06/10/2025,Salvador,BA,Centro,-12.937882,-38.467022,totem,furto,79,11,7,tarde,aberto,49,sim,sim,nao,3.08,32,12,baixa,cancelado,
DD-00363,2025-10-03,Uberlândia,MG,Industrial,-18.923603,-48.246572,presencial,roubo_celular,39,12,4,manha,arquivado,52,nao,nao,nao,3.66,31,11,media,,
DD-00364,data_invalida,Belo Horizonte,MG,Santa Maria,-19.908607,-43.933524,presencial,furto,47,29,2,manha,em_andamento,0,sim,sim,nao,2.31,17,11,media,,
DD-00365,2025-08-30,Uberlândia,MG,Santa Maria,-18.857866,-48.222208,site,outros,2,20,4,tarde,concluido,49,nao,nao,nao,3.2,23,13,baixa,cancelado,
DD-00366,2025-07-07,São Paulo,SP,Santa Maria,-23.579689,-46.62985,site,furto,5,7,3,noite,em_andamento,1,nao,nao,nao,4.56,79,46,baixa,pendente,
DD-00367,2025-09-18,Salvador,BA,Universitario,-13.024845,"-38,541513",presencial,perda_documento,18,17,7,noite,aberto,76,nao,nao,nao,2.09,51,26,media,,
DD-00368,2025-06-29,São Paulo,SP,Centro,-23.498359,-46.662651,presencial,furto,44,23,4,noite,em_andamento,71,nao,nao,nao,3.88,13,10,baixa,validado,
DD-00369,2025-08-16,Curitiba,PR,Boa Vista,-25.470782,-49.327382,presencial,outros,58,25,5,manha,aberto,84,sim,nao,sim,5,41,34,baixa,procesado,
DD-00370,2025-08-08,Salvador,BA,Industrial,-13.030116,-38.463307,presencial,ameaca,17,37,2,madrugada,,29,sim,sim,nao,4.03,0,0,baixa,,
DD-00371,2025-05-18,Curitiba,PR,Centro,-25.434901,-49.199409,presencial,furto,86,26,2,tarde,aberto,53,sim,sim,nao,5,32,13,baixa,validado,
DD-00372,2025-01-21,uberaba,MG,Morumbi,-19.805591,-47.922762,presencial,furto,60,23,2,manha,procesado,104,sim,sim,nao,2.8,0,0,alta,pendente,
DD-00373,2025-10-25,São Paulo,SP,Morumbi,-23.582257,-46.684889,site,furto,0,24,5,noite,aberto,29,sim,sim,nao,"2,42",25,16,alta,pendente,
DD-00374,2025-02-24,Salvador,BA,Universitario,"-12,97371",-38.525047,presencial,fraude_online,42,18,4,tarde,,54,nao,nao,nao,5,8,3,media,validado,
DD-00375,2025-03-22,Salvador,BA,Jardim America,-12.907673,-38.498689,presencial,furto,66,21,5,manha,aberto,85,nao,nao,nao,5,27,10,media,validado,
DD-00376,2025-05-25,Uberaba,MG,Planalto,-19.679168,-48.015146,site,perda_documento,0,16,2,noite,concluido,56,nao,nao,nao,2.91,21,15,baixa,pendente,
DD-00377,2025-01-30,campinas,SP,Planalto,"-22,847293",-47.085501,app,fraude_online,13,40,1,tarde,procesado,24,sim,sim,nao,"2,02",11,4,baixa,,
DD-00378,2025-06-07,São Paulo,SP,Universitario,-23.564059,-46.705094,site,furto,,25,5,manha,concluido,0,sim,sim,nao,3.41,14,9,media,validado,
DD-00379,2025-10-11,Campinas,SP,Industrial,"-22,979589",-47.006663,app,fraude_online,17,10,2,manha,arquivado,52,sim,sim,nao,4.54,40,31,media,cancelado,
DD-00380,15/05/2025,São Paulo,sp,Santa Maria,-23.624295,-46.669881,presencial,roubo_celular,51,29,5,noite,em_andamento,82,sim,nao,sim,1.95,19,15,baixa,procesado,
DD-00381,2025-08-26,Uberlândia,MG,Morumbi,"-18,946483",-48.217712,presencial,outros,53,13,4,tarde,em_andamento,55,sim,sim,nao,1.13,29,11,baixa,procesado,
DD-00382,2025-04-18,Salvador,BA,Morumbi,-12.922473,-38.498702,presencial,perda_documento,47,21,3,tarde,arquivado,94,sim,sim,nao,4.39,10,7,media,validado,
DD-00383,2025-09-16,Campinas,SP,Jardim America,-22.960778,"-47,112662",site,furto,16,2,3,tarde,concluido,110,nao,nao,nao,"4,09",18,14,baixa,validado,
DD-00384,2025-06-11,Uberlândia,MG,Boa Vista,-18.946198,-48.226504,presencial,fraude_online,64,4,3,tarde,em_andamento,75,sim,nao,sim,4.3,39,17,baixa,,
DD-00385,2025-04-09,Goiânia,GO,Industrial,-16.673392,-49.319974,presencial,fraude_online,71,12,3,manha,,0,sim,nao,sim,2.12,11,9,baixa,validado,
DD-00386,2025-02-17,Curitiba,PR,Santa Maria,-25.48974,-49.240106,presencial,furto,2,31,3,tarde,em_andamento,0,nao,nao,nao,"3,61",10,4,baixa,procesado,
DD-00387,2025-07-27,Uberaba,MG,Jardim America,-19.751967,-47.972929,site,fraude_online,9,24,4,madrugada,,55,sim,nao,sim,3.67,0,0,baixa,cancelado,
DD-00388,2025-02-11,Curitiba,PR,Planalto,-25.479558,"-49,275256",presencial,fraude_online,39,22,3,tarde,em_andamento,0,sim,sim,nao,2.47,31,26,baixa,,
DD-00389,2025-03-05,Salvador,BA,Boa Vista,"-13,055342","-38,505039",site,outros,12,15,1,tarde,procesado,4,sim,sim,nao,"3,12",54,32,alta,,
DD-00390,2025-05-12,Belo Horizonte,MG,Santa Maria,-19.875542,-43.950836,site,fraude_online,1,10,3,tarde,aberto,0,nao,nao,nao,5,10,7,baixa,procesado,
DD-00391,2025-08-23,Salvador,BA,Santa Maria,-12.985194,-38.52427,site,fraude_online,7,25,6,madrugada,aberto,60,sim,sim,nao,"3,03",32,28,baixa,procesado,
DD-00392,06-11-2025,Goiânia,GO,Morumbi,-16.610749,-49.323189,presencial,furto,56,35,2,noite,concluido,37,sim,sim,nao,5,37,28,alta,,
DD-00393,02-06-2025,salvador,ba,Santa Maria,-12.916001,-38.52928,app,roubo_celular,20,19,2,noite,aberto,34,nao,nao,nao,"3,03",10,4,alta,cancelado,
DD-00394,2025-04-27,Uberlândia,MG,Santa Maria,-18.969929,-48.223507,site,roubo_celular,13,29,3,tarde,em_andamento,0,sim,sim,nao,3.84,32,23,baixa,,
DD-00395,2025-02-04,são paulo,SP,Planalto,-23.587716,-46.643707,site,ameaca,13,2,4,noite,procesado,39,sim,sim,nao,1.86,12,8,baixa,pendente,
DD-00396,2025-04-08,Campinas,SP,Santa Maria,-22.948692,"-47,055764",presencial,roubo_celular,51,30,3,tarde,concluido,21,sim,sim,nao,3.82,0,0,media,validado,
DD-00397,2025-07-19,Curitiba,PR,Santa Maria,-25.499262,-49.293903,site,outros,5,25,6,tarde,em_andamento,50,sim,nao,sim,4.22,27,22,baixa,pendente,
DD-00398,2025-09-04,Goiânia,GO,Boa Vista,-16.697816,-49.257185,presencial,perda_documento,20,23,3,tarde,aberto,98,nao,nao,nao,"2,53",40,18,alta,pendente,
DD-00399,2025-06-02,Curitiba,PR,Boa Vista,-25.508314,-49.223345,presencial,fraude_online,24,5,3,manha,concluido,15,nao,nao,nao,2.7,28,11,baixa,procesado,
DD-00400,2025-03-29,Belo Horizonte,MG,Santa Maria,-19.859275,-43.995713,presencial,furto,8,22,4,manha,aberto,43,nao,nao,nao,2.15,24,16,baixa,procesado,
DD-00401,2025-03-29,Campinas,SP,Jardim America,-22.974845,-47.129394,site,furto,,29,1,madrugada,procesado,4,sim,sim,nao,2.36,31,13,baixa,cancelado,
DD-00402,2025-02-10,Curitiba,PR,Jardim America,-25.414687,-49.279955,presencial,fraude_online,39,22,4,noite,,74,sim,nao,sim,"2,29",11,5,baixa,pendente,
DD-00403,2025-08-21,São Paulo,SP,Universitario,-23.533661,-46.601879,app,fraude_online,26,17,3,tarde,procesado,16,sim,nao,sim,3.27,0,0,media,,
DD-00404,01/01/2025,Salvador,BA,Centro,-12.964687,-38.550235,app,furto,0,13,6,tarde,arquivado,33,sim,sim,nao,3.97,36,18,baixa,,
DD-00405,2025-08-24,campinas,SP,Planalto,-22.962661,-47.107571,site,perda_documento,6,19,4,tarde,aberto,125,nao,nao,nao,3.57,23,17,media,cancelado,
DD-00406,2025-07-18,São Paulo,SP,Centro,-23.557409,-46.562542,presencial,furto,68,27,4,noite,arquivado,17,nao,nao,nao,4.74,27,23,baixa,validado,
DD-00407,2025-04-26,São Paulo,SP,Centro,-23.482291,"-46,57718",site,furto,0,24,2,madrugada,procesado,0,sim,sim,nao,4.03,27,10,baixa,pendente,
DD-00408,2025-01-15,Curitiba,PR,Industrial,-25.468431,-49.246301,presencial,roubo_celular,50,16,5,tarde,em_andamento,24,sim,sim,nao,"4,18",61,46,baixa,validado,
DD-00409,2025-03-24,Curitiba,PR,Santa Maria,-25.374374,-49.350317,presencial,ameaca,72,22,1,noite,concluido,76,sim,sim,nao,"3,67",41,31,baixa,,
DD-00410,16/02/2025,Salvador,BA,Boa Vista,-13.055734,"-38,481666",presencial,roubo_celular,33,33,4,tarde,em_andamento,30,nao,nao,nao,4.45,50,26,media,,
DD-00411,2025-08-16,Uberaba,MG,Boa Vista,"-19,791505","-47,959557",presencial,furto,27,27,3,noite,procesado,117,sim,sim,nao,5,53,40,baixa,,
DD-00412,2025-05-10,curitiba,PR,Centro,-25.355141,-49.275845,presencial,ameaca,5,5,1,tarde,aberto,55,nao,nao,nao,0.44,13,7,media,cancelado,
DD-00413,2025-10-18,São Paulo,SP,Universitario,-23.506961,-46.712552,presencial,outros,0,30,2,noite,arquivado,0,nao,nao,nao,2.81,23,17,media,procesado,
DD-00414,02/04/2025,Belo Horizonte,MG,Santa Maria,"-19,984065",-43.99433,site,furto,0,30,4,manha,procesado,2,sim,nao,sim,3.1,0,0,alta,pendente,
DD-00415,2025-03-06,Uberlândia,MG,Boa Vista,-18.969274,-48.331896,site,furto,9,24,3,madrugada,em_andamento,39,nao,nao,nao,4.72,4,1,media,pendente,
DD-00416,10-25-2025,belo horizonte,MG,Planalto,"-19,931431",-43.875843,site,ameaca,19,35,2,noite,procesado,85,sim,nao,sim,2.95,0,0,media,procesado,
DD-00417,2025-09-23,Goiânia,GO,Jardim America,-16.634755,-49.187112,presencial,furto,0,18,1,noite,arquivado,0,sim,sim,nao,3.26,4,2,media,pendente,
DD-00418,2025-07-08,São Paulo,SP,Jardim America,-23.584834,-46.673781,app,perda_documento,19,18,7,tarde,procesado,15,nao,nao,nao,4.42,33,29,media,cancelado,
DD-00419,2025-04-26,Uberaba,MG,Planalto,-19.776683,-47.920266,presencial,roubo_celular,0,26,5,manha,,123,nao,nao,nao,"3,07",10,7,baixa,validado,
DD-00420,2025-10-01,Salvador,BA,Industrial,-13.05203,"-38,50987",app,furto,14,31,3,noite,procesado,41,sim,sim,nao,2.57,24,13,media,validado,
DD-00421,2025-01-16,Uberlândia,MG,Centro,-18.95254,-48.253049,site,perda_documento,23,26,1,tarde,procesado,44,sim,sim,nao,4.87,57,32,media,validado,
DD-00422,2025-07-09,Belo Horizonte,MG,Centro,-19.936655,-43.924566,app,outros,3,16,3,tarde,aberto,54,sim,sim,nao,3.29,46,28,alta,cancelado,
DD-00423,2025-03-29,Salvador,BA,Boa Vista,-12.978128,-38.441837,site,ameaca,5,38,6,tarde,procesado,0,sim,sim,nao,3.28,26,12,baixa,procesado,
DD-00424,2025-04-30,Curitiba,PR,Morumbi,"-25,427787",-49.30319,presencial,ameaca,29,5,6,tarde,em_andamento,63,sim,sim,nao,"4,13",32,28,alta,pendente,
DD-00425,2025-05-06,Goiânia,GO,Santa Maria,-16.686655,-49.280692,presencial,fraude_online,83,6,4,tarde,arquivado,68,nao,nao,nao,"4,33",31,14,baixa,pendente,
DD-00426,2025-08-06,Curitiba,PR,Santa Maria,-25.411723,-49.289694,site,fraude_online,12,16,1,noite,em_andamento,78,nao,nao,nao,4.69,83,68,baixa,cancelado,
DD-00427,2025-06-17,são paulo,SP,Jardim America,-23.53005,-46.673564,app,fraude_online,17,39,1,tarde,,82,nao,nao,nao,4.95,3,1,media,pendente,
DD-00428,2025-01-28,Goiânia,GO,Santa Maria,-16.76163,-49.278524,app,outros,0,16,2,madrugada,em_andamento,54,sim,sim,nao,2.84,4,3,media,pendente,
DD-00429,2025-08-20,Goiânia,GO,Planalto,-16.721534,-49.205682,presencial,furto,44,24,3,madrugada,arquivado,36,nao,nao,nao,3.06,7,4,baixa,,
DD-00430,07-06-2025,Campinas,SP,Santa Maria,-22.853689,-47.051006,site,furto,0,38,7,noite,arquivado,78,nao,nao,nao,2.83,16,12,media,procesado,
DD-00431,2025-03-15,Uberaba,MG,Jardim America,"-19,787185",-47.966667,totem,furto,38,23,4,manha,em_andamento,0,nao,nao,nao,3.88,26,14,baixa,pendente,
DD-00432,2025-08-31,São Paulo,SP,Industrial,-23.496911,"-46,627202",presencial,furto,,32,2,tarde,arquivado,24,sim,sim,nao,3.51,80,39,baixa,,
DD-00433,2025-07-08,Campinas,SP,Jardim America,-22.92445,"-47,002473",site,fraude_online,1,29,5,tarde,arquivado,90,nao,nao,nao,3.01,12,4,media,procesado,
DD-00434,2025-05-06,Goiânia,GO,Jardim America,-16.754081,-49.265264,presencial,furto,64,4,4,noite,arquivado,0,sim,sim,nao,3.27,0,0,baixa,pendente,
DD-00435,2025-06-21,Campinas,SP,Industrial,-22.975537,-47.055814,app,furto,18,41,4,tarde,em_andamento,17,sim,sim,nao,"4,64",29,16,media,validado,
DD-00436,2025-04-10,Belo Horizonte,MG,Planalto,-19.975602,-43.93242,presencial,perda_documento,65,29,1,manha,aberto,57,sim,nao,sim,2.93,11,4,baixa,procesado,
DD-00437,2025-04-01,Uberaba,MG,Planalto,"-19,69306",-47.887491,site,fraude_online,4,20,5,manha,arquivado,2,sim,sim,nao,3.47,0,0,baixa,procesado,
DD-00438,31/03/2025,Goiânia,GO,Planalto,-16.675633,-49.263143,presencial,fraude_online,17,15,7,noite,procesado,44,nao,nao,nao,3.64,15,7,baixa,,
DD-00439,2025-06-08,Belo Horizonte,MG,Universitario,"-19,937564","-44,002144",site,ameaca,14,25,1,manha,arquivado,0,sim,sim,nao,2.29,48,22,baixa,procesado,
DD-00440,2025-10-20,Goiânia,GO,Planalto,-16.705378,"-49,276069",presencial,fraude_online,44,25,3,manha,procesado,83,sim,sim,nao,2.95,41,26,media,procesado,
DD-00441,07/09/2025,Salvador,BA,Morumbi,-12.972365,-38.543818,site,fraude_online,10,18,5,tarde,aberto,131,sim,sim,nao,5,54,43,baixa,procesado,
DD-00442,2025-04-03,Uberaba,MG,Planalto,-19.718738,-47.922335,presencial,roubo_celular,67,28,2,tarde,,69,sim,nao,sim,3.23,40,21,baixa,procesado,
DD-00443,2025-05-02,Salvador,BA,Morumbi,-12.911493,"-38,474597",presencial,furto,91,22,4,noite,em_andamento,1,sim,sim,nao,1.61,14,10,baixa,pendente,
DD-00444,2025-01-23,Curitiba,PR,Industrial,-25.489672,-49.212645,presencial,fraude_online,115,30,1,noite,concluido,44,sim,sim,nao,2.97,0,0,alta,,
DD-00445,2025-07-11,salvador,BA,Jardim America,"-13,056756",-38.57698,site,roubo_celular,1,12,5,noite,arquivado,0,sim,sim,nao,2.9,18,8,baixa,cancelado,
DD-00446,2025-10-14,Curitiba,PR,Centro,-25.424884,-49.308556,site,furto,19,23,6,manha,aberto,28,sim,sim,nao,3.95,12,5,baixa,validado,
DD-00447,2025-06-04,Uberaba,MG,Centro,-19.706926,"-47,931514",presencial,roubo_celular,28,26,4,tarde,aberto,35,sim,sim,nao,3.56,29,21,media,pendente,
DD-00448,2025-02-19,Uberaba,MG,Universitario,-19.737585,-47.864512,site,fraude_online,11,17,2,manha,concluido,96,nao,nao,nao,4.25,40,15,baixa,cancelado,
DD-00449,10/02/2025,Salvador,ba,Universitario,-12.982465,-38.527122,presencial,fraude_online,8,36,3,manha,em_andamento,82,nao,nao,nao,2.38,36,20,media,,
DD-00450,2025-02-19,Uberaba,MG,Boa Vista,-19.789961,-48.00759,site,roubo_celular,15,17,7,tarde,em_andamento,33,sim,nao,sim,1.73,59,25,baixa,,
DD-00451,data_invalida,Campinas,SP,Santa Maria,-22.902409,-47.071082,presencial,roubo_celular,27,18,2,manha,arquivado,14,nao,nao,nao,1.75,4,3,media,cancelado,
DD-00452,03-28-2025,Uberlândia,MG,Morumbi,"-18,892511",-48.349308,presencial,furto,0,13,5,noite,,43,sim,sim,nao,2.45,17,6,media,pendente,
DD-00453,2025-01-27,Campinas,SP,Boa Vista,"-22,834923",-47.071713,presencial,fraude_online,127,21,2,manha,concluido,35,nao,nao,nao,3.66,6,4,media,,
DD-00454,15/08/2025,São Paulo,SP,Morumbi,"-23,578727","-46,706734",presencial,furto,35,36,5,tarde,em_andamento,46,sim,sim,nao,3.23,16,9,baixa,cancelado,
DD-00455,2025-08-29,Uberlândia,MG,Santa Maria,-18.849597,-48.261298,site,furto,,25,5,noite,,40,nao,nao,nao,3.99,29,15,alta,pendente,
DD-00456,2025-06-18,salvador,BA,Santa Maria,-12.954105,-38.4473,app,ameaca,0,28,2,manha,aberto,61,sim,nao,sim,5,7,3,urgente,procesado,
DD-00457,2025-04-19,Uberlândia,mg,Universitario,-18.965876,-48.20382,presencial,fraude_online,79,22,6,manha,aberto,85,sim,sim,nao,4.49,18,12,baixa,,
DD-00458,2025-08-09,salvador,BA,Santa Maria,-12.992219,-38.510457,presencial,fraude_online,86,41,6,tarde,aberto,0,sim,nao,sim,3.79,20,11,baixa,,
DD-00459,2025-03-29,Salvador,BA,Planalto,"-13,047001",-38.483978,site,roubo_celular,5,22,1,madrugada,em_andamento,9,nao,nao,nao,"2,78",27,22,baixa,procesado,
DD-00460,2025-07-19,Campinas,SP,Universitario,-22.935438,-47.104317,app,fraude_online,7,6,4,manha,concluido,0,nao,nao,nao,1.43,25,14,media,cancelado,
DD-00461,23/09/2025,Campinas,SP,Santa Maria,-22.835499,-47.037703,presencial,ameaca,65,27,5,tarde,aberto,62,sim,sim,nao,3.91,42,34,media,procesado,
DD-00462,2025-03-24,Campinas,SP,Santa Maria,-22.9411,-46.992825,site,fraude on-line,17,37,1,tarde,concluido,35,nao,nao,nao,5,25,21,media,cancelado,
DD-00463,2025-06-20,Uberlândia,MG,Planalto,"-18,955657",-48.197672,app,fraude_online,21,16,3,madrugada,em_andamento,71,nao,nao,nao,5,30,14,urgente,validado,
DD-00464,2025-05-25,Belo Horizonte,MG,Universitario,-19.896875,-43.877129,presencial,perda_documento,43,25,4,madrugada,aberto,0,nao,nao,nao,5,2,1,baixa,procesado,
