registro_id,data_pedido,cidade,uf,cliente_id,tipo_pedido,sabor_pizza,categoria,ingrediente_principal,quantidade_ingrediente_g,validade_ingrediente,ingrediente_vencido,desperdicio_g,valor_pedido,tempo_preparo_min,tempo_entrega_min,dia_semana,hora_pedido,promocao,pedido_cancelado,motivo_cancelamento,tempo_cancelamento_min,avaliacao_cliente,forma_pagamento,status,observacao
BM-00293,2025-06-18,Uberlândia,MG,C255,balcao,mussarelaa,doce,bacon,633,2025-05-14,sim,161,117.22,15,39,sexta,20,,nao,,12,1.1,cartao,,
BM-00294,2025-04-21,Franca,mg,C367,balcao,calabreza,doce,bacon,689,2025-02-01,nao,56,"55,37",26,52,sexta,22,nenhuma,nao,,29,4.5,dinheiro,cancelado,
BM-00295,2025-05-06,Uberaba,SP,C260,online,calabresa,especial,queijo,61,2025-05-06,nao,7,99.88,5,24,sabado,18,cupom,nao,,8,2.0,cartao,finalizado,
BM-00296,2025-03-02,Uberlândia,MG,C212,delivery,calabreza,doce,bacon,538,data_invalida,nao,185,105.04,36,34,segunda,22,nenhuma,nao,,22,3.0,dinheiro,procesado,
BM-00297,2025-02-14,Uberaba,SP,C496,balcao,calabreza,doce,molho,93,2025-10-11,sim,148,"92,9",11,57,terça,19,combo,nao,,24,4.0,dinheiro,,
BM-00298,2025-08-18,Uberaba,SP,C133,delivery,mussarelaa,tradicional,queijo,735,data_invalida,nao,148,94.88,23,10,sabado,21,,nao,,26,1.6,pix,procesado,
BM-00299,data_invalida,Uberlândia,MG,C94,delivery,mussarelaa,tradicional,quejio,450,2025-08-20,sim,127,62.83,24,51,sexta,20,,nao,,30,4.3,cartao,procesado,
BM-00300,2025-06-28,Franca,SP,C320,online,frango_catupiry,tradicional,catupiry,110,2025-01-16,nao,84,139.76,17,21,segunda,23,nenhuma,sim,cliente_desistiu,33,1.1,dinheiro,cancelado,
BM-00301,07/08/2025,Uberaba,SP,C46,balcao,chocolate,doce,molho,672,2025-02-13,sim,195,56.03,12,24,quarta,19,nenhuma,nao,,8,3.9,pix,,
BM-00302,2025-08-20,São Paulo,mg,C129,online,frango_catupiry,especial,quejio,618,2025-01-20,sim,44,110.21,15,42,segunda,17,nenhuma,nao,,36,2.5,pix,,
BM-00303,2025-05-15,Uberaba,MG,C385,online,mussarelaa,tradicional,queijo,721,2025-04-20,nao,45,87.43,11,15,sabado,17,cupom,nao,,2,2.9,dinheiro,cancelado,
BM-00304,2025-09-21,São Paulo,MG,C233,balcao,mussarelaa,especial,queijo,783,2025-10-06,sim,127,"125,36",18,39,terça,19,cupom,nao,,40,2.7,pix,procesado,
BM-00305,2025-04-02,São Paulo,mg,C45,delivery,mussarelaa,tradicional,calabresa,673,2025-10-12,nao,179,68.86,5,40,quinta,19,nenhuma,nao,,28,2.7,pix,cancelado,
BM-00306,2025-04-03,Franca,SP,C2,delivery,calabreza,especial,bacon,737,2025-06-11,nao,131,41.94,28,46,quarta,17,cupom,nao,,14,4.2,pix,,
BM-00307,2025-08-09,São Paulo,mg,C286,delivery,calabresa,doce,calabresa,215,2025-06-15,sim,160,97.96,16,37,terça,20,,nao,,3,1.1,pix,finalizado,
BM-00308,08-24-2025,Uberaba,MG,C240,balcao,calabreza,tradicional,catupiry,210,2025-01-11,nao,161,78.22,5,45,quinta,21,nenhuma,nao,,13,4.9,dinheiro,cancelado,
BM-00309,2025-09-08,Uberaba,SP,C375,balcao,calabresa,tradicional,queijo,770,03-15-2025,nao,18,112.15,15,46,segunda,17,,nao,,7,1.8,cartao,cancelado,
BM-00310,09-26-2025,Uberaba,SP,C148,online,calabreza,doce,calabresa,618,2025-10-17,nao,86,68.76,24,33,terça,17,combo,nao,,18,3.4,dinheiro,,
BM-00311,2025-10-14,São Paulo,mg,C9,delivery,calabreza,doce,quejio,490,2025-02-18,sim,76,"124,39",18,32,quinta,21,,nao,,37,1.3,pix,cancelado,
BM-00312,2025-08-16,Uberlândia,mg,C30,balcao,frango_catupiry,doce,quejio,421,2025-01-10,sim,51,69.1,14,10,terça,17,,sim,demora,8,2.2,pix,finalizado,
BM-00313,08-12-2025,Franca,SP,C476,online,calabreza,tradicional,molho,224,23/07/2025,nao,92,86.3,13,29,terça,18,nenhuma,nao,,2,3.7,cartao,finalizado,
BM-00314,2025-02-07,Uberlândia,mg,C236,online,calabreza,tradicional,quejio,133,27/08/2025,nao,0,41.46,17,30,segunda,23,,nao,,5,4.6,pix,cancelado,
BM-00315,2025-03-11,São Paulo,mg,C451,delivery,calabreza,tradicional,quejio,330,2025-05-25,sim,217,75.68,26,42,segunda,19,combo,nao,,3,4.7,cartao,cancelado,
BM-00316,2025-09-18,São Paulo,SP,C43,delivery,mussarela,doce,quejio,218,09-18-2025,nao,75,"72,41",25,11,terça,20,combo,sim,erro_pedido,35,1.2,dinheiro,finalizado,
BM-00317,2025-01-01,Uberlândia,SP,C3,online,calabresa,doce,calabresa,373,2025-06-01,sim,258,69.32,26,58,terça,19,combo,nao,,40,2.1,dinheiro,finalizado,
BM-00318,2025-08-06,São Paulo,mg,C467,online,especial,doce,quejio,721,01/03/2025,sim,117,"68,24",11,28,domingo,22,cupom,nao,,23,3.4,dinheiro,,
BM-00319,2025-07-07,Franca,MG,C296,delivery,calabreza,especial,quejio,88,03-14-2025,sim,175,"44,91",14,31,sexta,20,cupom,nao,,37,5.0,cartao,cancelado,
BM-00320,09-13-2025,Uberlândia,MG,C128,online,mussarelaa,doce,quejio,378,2025-02-09,sim,147,94.77,13,17,quarta,21,nenhuma,nao,,37,2.8,cartao,,
BM-00321,2025-09-25,Uberaba,mg,C354,online,mussarelaa,especial,calabresa,358,2025-05-14,sim,147,77.94,10,28,sexta,22,combo,sim,demora,15,2.7,cartao,finalizado,
BM-00322,12/04/2025,Uberlândia,mg,C347,delivery,frango_catupiry,doce,queijo,113,2025-09-17,nao,181,121.5,20,59,quinta,17,combo,nao,,36,4.0,dinheiro,,
BM-00323,2025-06-04,São Paulo,MG,C138,online,calabreza,especial,calabresa,222,data_invalida,nao,199,45.73,14,58,quinta,21,,nao,,20,3.5,cartao,procesado,
BM-00324,2025-01-11,Uberlândia,MG,C278,balcao,calabreza,doce,calabresa,724,2025-01-17,nao,51,104.01,28,51,segunda,19,cupom,nao,,21,4.9,dinheiro,,
BM-00325,2025-01-08,Uberaba,mg,C121,delivery,calabresa,doce,molho,519,2025-09-18,nao,27,65.38,15,10,domingo,21,,nao,,36,1.5,dinheiro,cancelado,
BM-00326,2025-05-10,São Paulo,SP,C483,balcao,mussarelaa,tradicional,calabresa,243,2025-04-29,sim,0,89.46,21,16,terça,18,combo,nao,,10,2.8,cartao,finalizado,
BM-00327,30/06/2025,Uberaba,MG,C458,delivery,calabreza,especial,quejio,474,2025-04-07,nao,195,98.57,11,33,sabado,18,combo,nao,,15,1.8,dinheiro,cancelado,
BM-00328,2025-07-04,Uberaba,mg,C438,delivery,frango_catupiry,especial,quejio,297,2025-05-25,nao,22,77.07,31,25,quarta,19,cupom,nao,,40,2.3,pix,finalizado,
BM-00329,2025-08-10,Uberaba,mg,C108,delivery,calabreza,doce,queijo,696,31/03/2025,nao,77,"96,55",20,30,quarta,17,,sim,erro_pedido,7,3.6,pix,cancelado,
BM-00330,2025-07-17,Uberlândia,MG,C90,balcao,mussarelaa,especial,quejio,368,01/02/2025,sim,90,93.86,5,42,segunda,21,combo,nao,,9,1.4,cartao,finalizado,
BM-00331,2025-07-20,Uberaba,SP,C216,delivery,calabreza,tradicional,quejio,547,2025-05-22,sim,55,"71,64",24,56,sabado,23,nenhuma,nao,,24,1.3,dinheiro,cancelado,
BM-00332,2025-08-08,Uberlândia,MG,C196,online,mussarelaa,especial,quejio,76,data_invalida,nao,36,119.94,13,43,quarta,21,cupom,nao,,28,4.1,cartao,procesado,
BM-00333,2025-09-11,São Paulo,mg,C359,online,mussarelaa,tradicional,quejio,140,2025-10-03,sim,59,37.45,19,10,quarta,22,,nao,,39,2.2,cartao,,
BM-00334,2025-10-28,São Paulo,SP,C368,online,especial,doce,catupiry,434,2025-03-01,sim,0,85.64,23,25,quarta,17,combo,nao,,31,2.8,pix,cancelado,
BM-00335,08/01/2025,Uberlândia,MG,C377,balcao,calabreza,especial,quejio,189,2025-02-15,sim,128,50.48,28,81,domingo,20,combo,nao,,16,2.8,pix,procesado,
BM-00336,2025-09-12,Uberaba,SP,C191,delivery,chocolate,doce,calabresa,275,25/02/2025,sim,48,77.22,6,10,sexta,20,combo,nao,,23,3.7,dinheiro,finalizado,
BM-00337,09-18-2025,São Paulo,SP,C263,balcao,mussarelaa,especial,bacon,514,04/06/2025,nao,116,87.34,23,27,quinta,18,combo,nao,,12,2.6,pix,cancelado,
BM-00338,2025-07-19,Uberaba,mg,C320,balcao,mussarela,doce,queijo,548,2025-08-20,nao,362,90.97,19,20,domingo,20,nenhuma,nao,,38,4.1,dinheiro,finalizado,
BM-00339,27/03/2025,Uberlândia,SP,C195,balcao,mussarelaa,especial,molho,512,2025-08-14,nao,215,60.17,7,33,sexta,22,combo,nao,,17,3.1,dinheiro,cancelado,
BM-00340,data_invalida,São Paulo,MG,C251,online,mussarela,tradicional,quejio,797,2025-08-18,sim,119,91.26,12,50,sexta,17,combo,nao,,17,2.8,cartao,cancelado,
BM-00341,2025-07-23,Franca,mg,C368,balcao,calabresa,tradicional,queijo,708,2025-06-10,sim,93,"119,95",15,37,segunda,22,combo,nao,,19,3.5,dinheiro,cancelado,
BM-00342,2025-07-14,Franca,MG,C327,balcao,especial,tradicional,molho,476,2025-10-12,nao,78,95.4,16,40,domingo,19,cupom,nao,,6,4.7,dinheiro,procesado,
BM-00343,2025-08-31,Uberaba,SP,C354,balcao,mussarelaa,especial,molho,705,09/10/2025,nao,214,78.77,13,46,segunda,20,combo,nao,,3,4.9,dinheiro,finalizado,
BM-00344,2025-06-11,São Paulo,SP,C353,balcao,portuguesa,tradicional,quejio,774,2025-05-14,nao,203,"83,36",9,21,sabado,22,nenhuma,nao,,8,3.0,cartao,procesado,
BM-00345,2025-02-06,São Paulo,mg,C350,online,mussarelaa,doce,calabresa,688,2025-04-02,nao,134,111.33,24,41,segunda,19,cupom,nao,,40,4.3,dinheiro,finalizado,
BM-00346,2025-05-19,Uberlândia,SP,C6,online,mussarelaa,tradicional,bacon,75,01-06-2025,nao,163,110.83,16,22,quinta,22,nenhuma,nao,,26,3.5,cartao,finalizado,
BM-00347,2025-06-01,Uberlândia,mg,C186,delivery,mussarelaa,especial,quejio,442,2025-10-01,sim,78,"97,45",28,40,domingo,22,cupom,nao,,25,3.2,pix,finalizado,
BM-00348,2025-09-10,Uberaba,mg,C282,online,mussarelaa,doce,queijo,460,2025-04-29,nao,239,135.14,5,21,segunda,18,,nao,,32,1.2,dinheiro,finalizado,
BM-00349,2025-05-29,Uberaba,mg,C261,online,portuguesa,tradicional,queijo,797,2025-09-16,nao,182,67.36,18,53,sexta,17,cupom,nao,,27,2.7,pix,finalizado,
BM-00350,2025-03-01,Uberaba,mg,C185,balcao,mussarelaa,tradicional,quejio,466,2025-06-16,nao,20,"76,94",28,19,sexta,20,combo,nao,,33,2.5,cartao,procesado,
BM-00351,2025-02-24,Uberlândia,MG,C226,balcao,especial,tradicional,quejio,214,data_invalida,sim,114,122.02,19,70,sabado,21,cupom,nao,,8,1.2,pix,cancelado,
BM-00352,2025-03-24,Uberaba,MG,C486,delivery,mussarelaa,especial,quejio,675,06/04/2025,nao,117,74.03,34,10,segunda,23,nenhuma,nao,,33,2.7,pix,procesado,
BM-00353,2025-01-24,São Paulo,MG,C458,online,calabreza,tradicional,quejio,629,data_invalida,sim,10,136.35,27,53,segunda,19,nenhuma,nao,,5,2.7,pix,procesado,
BM-00354,2025-01-10,São Paulo,SP,C341,online,calabreza,especial,queijo,722,10-25-2025,sim,39,59.92,16,18,segunda,19,combo,nao,,10,2.3,pix,finalizado,
BM-00355,2025-04-15,Franca,mg,C139,delivery,calabreza,tradicional,calabresa,176,2025-05-09,nao,23,46.89,15,32,sexta,17,cupom,nao,,38,3.6,cartao,finalizado,
BM-00356,2025-05-07,Uberaba,MG,C340,balcao,portuguesa,doce,catupiry,733,2025-04-06,sim,256,80.25,8,29,sexta,22,,nao,,4,2.5,pix,procesado,
BM-00357,2025-10-21,Franca,SP,C80,online,mussarelaa,tradicional,quejio,729,2025-01-22,sim,183,105.82,28,63,quinta,17,,nao,,15,1.8,dinheiro,,
BM-00358,2025-04-24,São Paulo,mg,C478,balcao,calabreza,especial,quejio,270,02-06-2025,nao,157,35.51,5,32,sabado,20,cupom,nao,,9,1.8,dinheiro,finalizado,
BM-00359,2025-04-06,Uberlândia,MG,C302,online,mussarelaa,doce,quejio,688,05-20-2025,nao,19,37.86,19,52,segunda,21,combo,nao,,8,3.8,cartao,cancelado,
BM-00360,2025-02-07,Uberlândia,SP,C470,balcao,mussarelaa,doce,calabresa,617,2025-10-23,sim,129,76.74,20,53,domingo,22,,nao,,28,1.6,pix,,
BM-00361,2025-02-20,Uberlândia,MG,C459,online,calabreza,tradicional,catupiry,649,08-11-2025,sim,138,"136,66",19,10,domingo,18,cupom,nao,,24,4.9,dinheiro,,
BM-00362,31/03/2025,Franca,mg,C151,balcao,calabresa,tradicional,quejio,354,2025-02-22,sim,109,"113,58",20,42,sabado,19,cupom,nao,,19,4.3,cartao,cancelado,
BM-00363,2025-07-16,Franca,MG,C490,balcao,portuguesa,tradicional,quejio,220,data_invalida,sim,185,73.29,14,39,sexta,21,,nao,,17,1.2,cartao,,
BM-00364,data_invalida,Franca,mg,C272,delivery,calabreza,doce,catupiry,631,2025-03-27,sim,246,45.55,17,28,quarta,19,nenhuma,nao,,11,3.2,cartao,procesado,
BM-00365,2025-02-04,Uberlândia,MG,C79,delivery,mussarelaa,doce,molho,272,2025-05-10,sim,52,97.33,20,42,quinta,22,combo,nao,,10,4.9,pix,finalizado,
BM-00366,29/01/2025,Uberaba,mg,C442,delivery,calabreza,doce,catupiry,636,09/08/2025,nao,169,65.73,16,57,sabado,22,,sim,demora,3,1.8,pix,cancelado,
BM-00367,2025-10-07,Uberlândia,mg,C486,online,portuguesa,especial,quejio,510,2025-02-14,nao,223,120.15,5,49,sexta,22,,nao,,37,1.3,pix,,
BM-00368,2025-02-25,Franca,MG,C125,delivery,frango_catupiry,doce,queijo,527,2025-04-24,nao,92,136.87,23,16,sexta,20,nenhuma,nao,,4,4.2,dinheiro,cancelado,
BM-00369,2025-05-23,Franca,MG,C357,online,calabreza,especial,calabresa,783,2025-06-09,nao,35,"98,37",22,41,domingo,20,,nao,,24,4.1,dinheiro,cancelado,
BM-00370,2025-02-03,Uberaba,mg,C315,online,calabreza,tradicional,quejio,426,2025-05-09,sim,136,138.65,20,61,sabado,20,,nao,,11,2.4,pix,,
BM-00371,2025-07-31,Franca,mg,C107,online,frango_catupiry,doce,calabresa,751,2025-08-22,sim,268,44.63,9,56,sabado,17,combo,sim,cliente_desistiu,13,1.4,pix,finalizado,
BM-00372,2025-01-17,Uberaba,mg,C294,balcao,calabresa,especial,molho,144,2025-04-01,sim,223,36.42,17,44,quarta,22,combo,nao,,38,1.9,pix,cancelado,
BM-00373,data_invalida,Uberlândia,MG,C20,delivery,mussarela,tradicional,molho,395,2025-04-10,sim,73,133.24,10,49,sabado,23,cupom,nao,,34,4.0,pix,cancelado,
BM-00374,2025-02-20,Uberlândia,mg,C11,online,mussarelaa,tradicional,bacon,161,2025-05-20,nao,210,45.05,15,52,sexta,20,,nao,,7,4.0,cartao,finalizado,
BM-00375,2025-05-19,Uberaba,mg,C484,online,calabreza,tradicional,queijo,296,2025-08-21,sim,14,93.96,18,44,quinta,23,nenhuma,nao,,36,3.9,cartao,finalizado,
BM-00376,2025-10-10,São Paulo,MG,C123,balcao,mussarelaa,doce,queijo,251,2025-07-29,sim,0,54.71,12,19,segunda,23,cupom,nao,,36,3.0,dinheiro,finalizado,
BM-00377,2025-09-28,Franca,MG,C158,delivery,calabresa,especial,quejio,142,2025-01-28,nao,104,109.3,8,49,quarta,19,combo,nao,,3,1.9,cartao,,
BM-00378,2025-08-20,Uberaba,SP,C62,balcao,mussarelaa,doce,calabresa,704,data_invalida,nao,179,116.38,31,53,sabado,18,combo,sim,erro_pedido,2,1.5,pix,finalizado,
BM-00379,2025-04-22,Uberaba,MG,C318,online,mussarelaa,doce,quejio,391,07-30-2025,nao,197,81.66,21,38,quarta,20,,nao,,9,1.3,dinheiro,finalizado,
BM-00380,2025-08-15,Franca,MG,C181,delivery,chocolate,tradicional,quejio,716,2025-08-15,nao,72,"120,49",11,40,quarta,21,combo,nao,,3,4.4,dinheiro,,
BM-00381,2025-03-02,Uberaba,mg,C442,delivery,calabreza,tradicional,quejio,509,2025-04-11,sim,131,85.05,15,10,quarta,21,combo,nao,,23,3.4,pix,procesado,
BM-00382,01-11-2025,Uberlândia,SP,C204,balcao,calabreza,especial,catupiry,244,2025-09-22,sim,147,55.55,37,25,sabado,18,nenhuma,sim,,21,4.4,pix,finalizado,
BM-00383,14/02/2025,Uberlândia,MG,C12,delivery,calabreza,doce,quejio,63,2025-09-01,sim,342,100.16,13,46,sabado,21,cupom,nao,,23,2.0,cartao,finalizado,
BM-00384,2025-09-21,Uberlândia,mg,C460,balcao,calabresa,doce,quejio,130,data_invalida,nao,119,129.61,10,47,terça,21,,nao,,9,4.0,pix,procesado,
BM-00385,05-05-2025,Uberlândia,SP,C235,online,mussarelaa,doce,quejio,766,06-19-2025,sim,145,111.44,32,36,quarta,17,cupom,nao,,32,2.1,dinheiro,procesado,
BM-00386,2025-10-04,Uberlândia,SP,C176,balcao,portuguesa,doce,calabresa,703,2025-10-01,sim,6,50.88,17,30,sexta,19,cupom,nao,,33,1.1,cartao,cancelado,
BM-00387,2025-09-02,Uberlândia,MG,C362,balcao,calabresa,doce,quejio,300,2025-01-10,nao,200,98.22,5,24,domingo,23,nenhuma,nao,,14,2.8,dinheiro,cancelado,
BM-00388,2025-04-17,Franca,MG,C425,delivery,calabreza,doce,quejio,60,2025-04-16,sim,193,"46,7",14,10,segunda,17,cupom,nao,,15,1.3,pix,finalizado,
BM-00389,2025-06-12,Uberaba,SP,C144,delivery,mussarelaa,tradicional,quejio,399,data_invalida,nao,149,116.86,17,41,sabado,17,combo,nao,,6,3.2,pix,finalizado,
BM-00390,2025-05-20,Uberaba,SP,C461,balcao,mussarelaa,doce,quejio,265,2025-05-26,sim,142,99.75,27,67,quinta,21,cupom,nao,,2,4.4,cartao,procesado,
BM-00391,2025-10-02,Uberaba,SP,C316,balcao,calabreza,especial,quejio,261,2025-10-28,sim,161,138.25,16,10,sexta,21,cupom,nao,,32,1.9,cartao,procesado,
BM-00392,10/08/2025,Uberaba,MG,C244,delivery,mussarelaa,especial,catupiry,289,29/03/2025,nao,156,"54,5",22,29,sexta,17,combo,nao,,38,3.7,cartao,procesado,
BM-00393,2025-03-30,Uberlândia,mg,C448,online,calabreza,doce,quejio,349,10-24-2025,nao,155,"128,26",25,33,sabado,21,nenhuma,nao,,20,2.2,cartao,finalizado,
BM-00394,2025-04-09,Uberaba,mg,C340,online,frango_catupiry,especial,quejio,88,2025-06-16,sim,145,74.98,16,57,quarta,22,nenhuma,nao,,9,3.6,pix,,
BM-00395,2025-03-04,Franca,mg,C8,online,calabreza,doce,quejio,657,2025-07-18,nao,0,45.39,11,18,domingo,18,combo,nao,,12,5.0,dinheiro,finalizado,
BM-00396,2025-05-06,Uberlândia,SP,C292,delivery,calabreza,especial,quejio,401,2025-02-07,sim,162,90.72,22,53,domingo,19,,nao,,8,4.3,cartao,,
BM-00397,2025-06-06,São Paulo,MG,C235,delivery,calabreza,doce,queijo,748,05-03-2025,sim,119,63.48,18,65,segunda,23,,nao,,8,1.9,pix,cancelado,
BM-00398,2025-09-20,São Paulo,SP,C482,balcao,calabreza,tradicional,quejio,424,02/07/2025,nao,181,68.07,19,36,quinta,21,,nao,,24,4.7,pix,,
BM-00399,2025-09-05,Franca,mg,C391,online,calabresa,tradicional,quejio,117,2025-08-13,sim,241,115.14,17,36,quarta,17,combo,nao,,12,3.2,dinheiro,procesado,
BM-00400,2025-02-06,Uberaba,MG,C252,delivery,calabreza,especial,catupiry,238,2025-05-13,nao,64,112.12,20,37,sabado,19,nenhuma,nao,,24,3.0,dinheiro,,
BM-00401,2025-06-04,São Paulo,mg,C376,online,calabreza,doce,molho,396,2025-05-28,sim,147,63.44,13,45,terça,21,combo,nao,,17,2.1,dinheiro,finalizado,
BM-00402,2025-02-10,Franca,mg,C185,online,mussarelaa,doce,quejio,483,2025-02-10,sim,53,127.37,10,37,segunda,21,nenhuma,nao,,10,1.9,dinheiro,procesado,
BM-00403,2025-01-24,Uberaba,MG,C266,online,especial,doce,quejio,117,2025-09-17,nao,140,47.83,30,29,terça,17,cupom,sim,demora,36,1.2,pix,,
BM-00404,2025-07-24,Uberlândia,mg,C299,delivery,frango_catupiry,doce,quejio,221,2025-10-04,nao,82,"84,51",17,35,segunda,18,,nao,,21,1.8,pix,cancelado,
BM-00405,data_invalida,Uberlândia,SP,C177,balcao,mussarelaa,especial,quejio,535,2025-09-28,sim,0,137.5,10,40,sexta,21,combo,nao,,32,3.1,cartao,procesado,
BM-00406,2025-01-12,Uberaba,MG,C181,delivery,calabreza,tradicional,queijo,727,2025-02-09,sim,96,36.55,36,40,segunda,19,nenhuma,nao,,17,1.5,pix,cancelado,
BM-00407,2025-05-14,Franca,SP,C104,delivery,mussarelaa,tradicional,quejio,735,07-08-2025,sim,113,"124,05",23,45,domingo,20,combo,nao,,36,2.1,dinheiro,,
BM-00408,16/05/2025,Franca,MG,C125,balcao,calabreza,tradicional,quejio,595,19/10/2025,sim,0,63.1,9,49,sexta,21,,nao,,36,3.6,cartao,procesado,
BM-00409,2025-07-13,Uberlândia,mg,C297,online,frango_catupiry,tradicional,quejio,676,05-10-2025,nao,26,119.43,20,35,quarta,18,cupom,nao,,37,2.9,cartao,finalizado,
BM-00410,2025-07-17,Uberaba,mg,C218,balcao,frango_catupiry,tradicional,molho,72,2025-09-18,sim,16,122.1,19,40,quarta,20,nenhuma,nao,,12,1.9,cartao,cancelado,
BM-00411,2025-04-20,São Paulo,SP,C79,balcao,mussarela,especial,quejio,70,02/07/2025,sim,14,97.28,20,15,sabado,23,combo,nao,,20,2.6,cartao,cancelado,
BM-00412,2025-06-16,Uberaba,SP,C468,online,mussarela,especial,bacon,595,26/01/2025,nao,2,36.48,11,13,quarta,17,nenhuma,nao,,9,1.2,dinheiro,procesado,
BM-00413,01-10-2025,Franca,MG,C106,balcao,calabreza,tradicional,queijo,302,2025-02-11,sim,171,133.99,22,10,sexta,19,nenhuma,nao,,27,2.5,cartao,,
BM-00414,2025-10-13,Franca,SP,C351,online,calabreza,especial,quejio,764,2025-03-20,sim,158,61.91,10,66,domingo,17,cupom,nao,,3,2.8,cartao,,
BM-00415,2025-10-09,Uberlândia,SP,C241,balcao,mussarelaa,doce,queijo,491,2025-03-03,sim,70,47.59,19,52,domingo,20,nenhuma,nao,,2,3.5,pix,finalizado,
BM-00416,2025-02-21,São Paulo,SP,C454,balcao,calabreza,tradicional,bacon,465,2025-02-03,nao,5,71.49,14,24,domingo,20,cupom,nao,,40,2.0,pix,procesado,
BM-00417,data_invalida,Uberaba,SP,C488,balcao,mussarelaa,especial,queijo,187,2025-09-01,sim,180,"104,05",24,12,segunda,19,nenhuma,nao,,4,3.2,cartao,finalizado,
BM-00418,2025-07-11,Uberlândia,SP,C388,delivery,especial,tradicional,quejio,326,2025-10-28,sim,67,107.44,9,41,sexta,22,,nao,,7,2.2,pix,finalizado,
BM-00419,2025-04-24,São Paulo,mg,C359,balcao,calabreza,especial,queijo,349,2025-07-09,nao,199,36.24,19,38,terça,19,,nao,,27,2.4,cartao,finalizado,
BM-00420,2025-04-17,Uberlândia,SP,C126,delivery,chocolate,tradicional,quejio,372,16/02/2025,nao,98,83.74,20,29,sexta,19,combo,nao,,4,1.5,dinheiro,cancelado,
BM-00421,2025-10-11,Uberlândia,SP,C120,delivery,mussarelaa,doce,quejio,577,06/02/2025,sim,103,"89,48",11,36,domingo,18,combo,nao,,3,2.4,dinheiro,,
BM-00422,2025-06-04,Uberlândia,mg,C117,balcao,mussarelaa,especial,quejio,466,2025-01-26,nao,145,74.28,16,31,segunda,18,nenhuma,nao,,21,2.3,cartao,,
BM-00423,19/04/2025,São Paulo,SP,C129,balcao,calabreza,especial,molho,495,2025-09-01,nao,223,"78,75",15,60,quarta,18,nenhuma,sim,demora,28,4.6,cartao,,
BM-00424,2025-08-05,Uberaba,MG,C404,online,calabreza,especial,catupiry,702,2025-04-21,sim,217,131.87,27,24,quinta,22,cupom,nao,,17,4.2,pix,cancelado,
BM-00425,2025-07-19,Uberaba,SP,C209,online,frango_catupiry,doce,quejio,381,2025-04-06,nao,52,119.26,19,22,quarta,21,combo,sim,erro_pedido,25,4.2,dinheiro,cancelado,
BM-00426,2025-09-04,Uberlândia,MG,C479,online,calabreza,tradicional,quejio,503,2025-04-27,sim,85,67.64,31,47,sexta,23,,nao,,8,3.2,cartao,,
BM-00427,2025-03-05,Uberlândia,MG,C213,online,mussarelaa,doce,quejio,622,08-31-2025,sim,116,82.65,11,54,sabado,23,,sim,erro_pedido,26,4.1,dinheiro,finalizado,
BM-00428,18/03/2025,Uberaba,MG,C179,balcao,mussarelaa,doce,calabresa,272,2025-02-26,sim,110,"90,42",20,36,quinta,18,cupom,nao,,33,3.9,pix,procesado,
BM-00429,2025-09-30,Uberlândia,mg,C300,delivery,mussarelaa,especial,calabresa,705,2025-06-21,nao,112,114.76,6,48,sabado,19,combo,nao,,33,3.8,pix,finalizado,
BM-00430,28/09/2025,São Paulo,mg,C72,online,mussarelaa,doce,molho,243,2025-09-20,sim,97,71.49,16,46,terça,22,nenhuma,nao,,11,3.9,cartao,procesado,
BM-00431,02-11-2025,Franca,SP,C362,balcao,calabreza,tradicional,quejio,403,10-26-2025,nao,0,98.35,18,50,sexta,20,,nao,,40,3.8,dinheiro,,
BM-00432,03-17-2025,Uberlândia,mg,C420,online,calabresa,doce,quejio,189,2025-09-05,sim,130,36.02,29,19,quinta,23,combo,nao,,13,2.5,pix,,
BM-00433,2025-01-30,Uberaba,MG,C424,balcao,calabreza,doce,quejio,526,2025-09-11,sim,36,37.5,9,14,sabado,17,cupom,nao,,3,3.0,pix,cancelado,
BM-00434,2025-04-07,São Paulo,SP,C175,delivery,mussarelaa,doce,queijo,101,2025-07-29,nao,62,128.83,12,54,segunda,17,cupom,sim,erro_pedido,23,4.4,pix,procesado,
BM-00435,2025-09-17,Uberlândia,mg,C364,balcao,mussarela,tradicional,queijo,370,2025-09-26,sim,145,"54,7",12,17,terça,18,combo,nao,,31,2.3,dinheiro,cancelado,
BM-00436,2025-04-22,São Paulo,MG,C224,online,calabreza,doce,quejio,484,2025-04-07,nao,91,"131,7",14,32,quinta,17,,nao,,26,3.3,cartao,cancelado,
BM-00437,2025-09-14,Uberlândia,mg,C124,online,mussarelaa,tradicional,quejio,169,26/02/2025,nao,208,63.71,19,41,terça,18,combo,nao,,1,4.5,pix,finalizado,
BM-00438,2025-07-25,São Paulo,MG,C478,balcao,mussarelaa,especial,queijo,154,2025-08-17,nao,331,46.99,14,34,quarta,17,,nao,,27,2.9,cartao,finalizado,
BM-00439,28/04/2025,Uberaba,SP,C8,online,calabreza,tradicional,queijo,510,2025-01-03,sim,161,59.41,14,43,segunda,21,,nao,,20,4.4,pix,cancelado,
BM-00440,18/04/2025,São Paulo,mg,C227,balcao,mussarelaa,especial,queijo,290,2025-01-11,sim,16,68.09,12,30,segunda,23,combo,nao,,37,2.7,cartao,cancelado,
