registro_id,data_pedido,cidade,uf,cliente_id,loja_id,canal,categoria_principal,quantidade_itens,produtos_indisponiveis,funcionarios_disponiveis,volume_pedidos_simultaneos,horario_pedido,periodo_pico,tipo_produto,tempo_separacao_min,tempo_entrega_estimado_min,tempo_entrega_real_min,valor_pedido,cupom_utilizado,avaliacao_cliente,cancelado,motivo_cancelamento,frequencia_compra_mes,dias_desde_ultima_compra,status_pedido,observacao
FM-00319,2025-06-15,Campinas,SP,C539,L50,app,mercearia,1,0,1,0,19,sim,perecivel,3,45,56,74.11,,3.6,nao,,7,73,procesado,
FM-00320,05-10-2025,Uberlândia,MG,C213,L23,web,hortifruti,3,2,2,0,11,sim,perecivel,4,35,69,185.68,,2.1,nao,,0,25,cancelado,
FM-00321,04-04-2025,Campinas,SP,C528,L10,app,conveniencia,18,1,3,8,9,nao,nao_perecivel,,30,10,184.41,sim,5,nao,,11,22,entregue,
FM-00322,2025-08-26,Salvador,BA,C259,L59,app,limpeza,16,1,2,20,7,nao,perecivel,37,35,31,"165,28",nao,3.7,nao,,3,1,cancelado,
FM-00323,29/04/2025,campinas,SP,C438,L10,app,conveniencia,2,0,5,22,15,nao,nao_perecivel,6,40,46,71.32,sim,4.8,sim,cliente_desistiu,6,50,em_rota,
FM-00324,data_invalida,Curitiba,PR,C141,L30,app,horti fruti,1,0,3,8,16,nao,perecivel,3,35,55,15,,5,nao,,1,20,cancelado,
FM-00325,2025-10-14,Salvador,BA,C446,L41,app,hortifruti,27,0,3,5,11,sim,perecivel,,35,22,92.15,sim,5,nao,,0,31,procesado,
FM-00326,2025-01-24,Uberaba,MG,C418,L14,app,bebidas,18,1,4,0,22,nao,nao_perecivel,36,50,44,151.4,,"3,3",sim,cliente_desistiu,2,23,,
FM-00327,2025-08-13,São Paulo,SP,C146,L42,web,conveniencia,9,0,6,0,19,sim,nao_perecivel,9,30,87,"147,64",sim,4.7,sim,cliente_desistiu,8,88,entregue,
FM-00328,2025-03-01,Uberaba,MG,C453,L4,app,hortifruti,3,3,2,29,21,nao,nao_perecivel,12,40,29,120.81,sim,5.0,nao,,5,74,em_rota,
FM-00329,2025-04-15,Uberlândia,MG,C172,L52,app,limpeza,17,0,3,24,8,nao,perecivel,45,30,40,109.17,nao,"2,8",nao,,4,2,em_rota,
FM-00330,2025-07-02,Uberlândia,MG,C326,L10,app,conveniencia,12,1,1,2,8,nao,nao_perecivel,19,30,23,235.48,,5,nao,,3,27,cancelado,
FM-00331,2025-04-06,Curitiba,PR,C445,L16,web,mercearia,27,0,2,0,20,sim,nao_perecivel,64,30,10,15,sim,"3,3",nao,,9,17,procesado,
FM-00332,07-12-2025,Goiânia,GO,C49,L11,app,limpeza,16,2,4,14,13,nao,nao_perecivel,37,35,15,205.67,,3.2,nao,,8,87,,
FM-00333,2025-09-10,São Paulo,SP,C50,L50,app,hortifruti,11,0,2,7,14,nao,nao_perecivel,27,45,21,62.98,,3.6,sim,cliente_desistiu,8,50,,
FM-00334,2025-09-17,Curitiba,PR,C168,L4,app,conveniencia,21,0,2,34,20,sim,nao perecivel,56,30,10,106.88,nao,5,nao,,2,10,entregue,
FM-00335,2025-05-29,Goiânia,GO,C197,L44,app,bebidas,8,0,3,16,11,sim,perecivel,19,35,28,81.12,sim,3.7,nao,,3,37,procesado,
FM-00336,2025-10-23,curitiba,PR,C526,L60,app,limpeza,4,0,4,8,12,sim,perecivel,5,30,64,72.1,sim,"2,6",sim,cliente_desistiu,3,29,cancelado,
FM-00337,2025-04-07,Campinas,SP,C470,L53,web,bebidas,6,2,2,31,21,nao,nao_perecivel,21,35,44,148.24,sim,3.2,nao,,5,3,procesado,
FM-00338,08-01-2025,Goiânia,GO,C170,L53,app,hortifruti,15,1,1,19,22,nao,nao_perecivel,34,40,54,112.27,,"4,3",nao,,3,70,procesado,
FM-00339,2025-09-25,Uberlândia,MG,C388,L33,app,mercearia,24,0,5,7,11,sim,perecivel,49,50,45,47.3,,"4,2",nao,,0,57,em_rota,
FM-00340,2025-08-12,Campinas,SP,C485,L29,app,hortifruti,14,0,5,14,7,nao,nao_perecivel,35,50,67,252.06,nao,4.2,nao,,1,47,cancelado,
FM-00341,2025-03-15,Goiânia,GO,C41,L40,app,mercearia,6,3,3,25,19,sim,nao_perecivel,19,50,55,"91,64",,2.9,nao,,11,24,entregue,
FM-00342,2025-03-27,uberaba,MG,C427,L55,app,mercearia,13,1,6,0,17,nao,nao_perecivel,23,45,40,94.55,nao,4.3,nao,,0,25,,
FM-00343,2025-06-26,Curitiba,PR,C193,L32,app,limpeza,14,2,8,33,23,nao,perecivel,,30,10,216.58,sim,3.8,nao,,0,1,cancelado,
FM-00344,08/07/2025,Goiânia,GO,C472,L47,app,bebidas,15,1,3,19,15,nao,perecivel,24,30,53,156.24,sim,3.4,nao,,4,77,entregue,
FM-00345,2025-07-04,Uberaba,MG,C202,L41,app,conveniencia,12,0,6,17,21,nao,nao_perecivel,,35,32,"147,45",,3.3,nao,,0,25,em_rota,
FM-00346,04-26-2025,salvador,ba,C81,L29,app,mercearia,1,5,3,18,8,nao,nao_perecivel,5,45,49,176.73,sim,4.3,nao,,6,77,cancelado,
FM-00347,2025-09-06,São Paulo,SP,C187,L17,web,limpeza,7,3,5,0,19,sim,perecivel,3,40,55,167.59,,3.2,nao,,2,33,procesado,
FM-00348,2025-06-07,São Paulo,SP,C495,L60,web,limpeza,16,0,7,24,17,nao,nao_perecivel,53,30,16,69.64,,3.8,nao,,0,55,,
FM-00349,2025-08-10,Uberaba,MG,C236,L58,app,mercearia,8,0,1,27,20,sim,nao_perecivel,25,35,24,56.93,nao,2.7,nao,,5,27,em_rota,
FM-00350,07-23-2025,São Paulo,SP,C2,L59,app,limpeza,15,1,6,6,16,nao,nao_perecivel,30,40,68,"112,92",nao,1.8,nao,,2,76,cancelado,
FM-00351,2025-03-07,curitiba,PR,C124,L44,web,limpeza,13,1,2,12,16,nao,perecivel,25,40,53,55.33,sim,"1,8",nao,,8,74,entregue,
FM-00352,10-02-2025,São Paulo,SP,C59,L10,app,horti fruti,17,3,6,5,19,sim,perecivel,16,35,52,"214,14",nao,2.7,sim,atraso,0,62,cancelado,
FM-00353,06-16-2025,Salvador,BA,C281,L39,app,bebidas,8,5,3,9,11,sim,perecivel,15,50,70,76.99,sim,"3,4",sim,atraso,1,67,em_rota,
FM-00354,06-24-2025,campinas,SP,C530,L27,web,hortifruti,4,2,4,38,19,sim,nao_perecivel,23,30,59,105.18,sim,2.3,nao,,0,46,,
FM-00355,2025-04-06,Uberlândia,MG,C339,L41,app,hortifruti,17,0,3,33,19,sim,nao_perecivel,52,45,16,181.84,nao,4.0,nao,,8,7,em_rota,
FM-00356,2025-07-25,Goiânia,GO,C15,L29,app,mercearia,21,1,2,15,15,nao,nao_perecivel,59,30,28,118.72,sim,5,nao,,5,57,procesado,
FM-00357,2025-08-09,Uberlândia,MG,C498,L16,app,mercearia,17,1,3,24,19,sim,nao_perecivel,46,30,36,149.5,,1.4,sim,produto_indisponivel,1,46,,
FM-00358,data_invalida,Goiânia,GO,C102,L49,app,limpeza,15,3,1,9,10,nao,nao_perecivel,25,40,64,87.01,sim,3.0,sim,produto_indisponivel,1,1,em_rota,
FM-00359,22/04/2025,Curitiba,pr,C195,L19,app,conveniencia,21,0,6,24,7,nao,nao_perecivel,49,50,65,92.17,nao,1,nao,,4,23,cancelado,
FM-00360,2025-09-22,Uberaba,mg,C96,L21,web,hortifruti,23,2,5,0,16,nao,perecivel,32,45,29,"17,61",sim,3.6,nao,,0,76,entregue,
FM-00361,2025-04-29,Goiânia,GO,C382,L9,app,bebidas,2,2,6,21,23,nao,nao perecivel,9,50,77,102.05,sim,"2,7",nao,,2,48,entregue,
FM-00362,2025-10-16,Uberaba,MG,C180,L41,app,bebidas,18,1,3,7,7,nao,nao_perecivel,41,30,16,"149,03",nao,4.0,nao,,2,74,cancelado,
FM-00363,2025-07-13,Uberlândia,MG,C282,L15,web,bebidas,17,2,3,25,10,nao,perecivel,,35,49,51.4,,4.2,nao,,0,40,em_rota,
FM-00364,2025-05-13,Curitiba,pr,C158,L38,app,limpeza,3,1,1,11,22,nao,nao_perecivel,10,35,19,256.44,sim,4.7,nao,,5,90,cancelado,
FM-00365,2025-09-30,Goiânia,GO,C148,L56,web,conveniencia,13,0,4,25,16,nao,nao_perecivel,27,50,66,"104,3",nao,3.9,nao,,3,86,cancelado,
FM-00366,2025-03-21,uberaba,MG,C439,L42,web,bebidas,24,0,3,7,15,nao,nao_perecivel,57,40,29,117.92,sim,"3,5",nao,,3,45,cancelado,
FM-00367,data_invalida,Campinas,SP,C206,L2,app,bebidas,15,0,4,9,16,nao,perecivel,30,35,23,111.29,,4.5,nao,,5,65,procesado,
FM-00368,2025-04-17,Goiânia,GO,C205,L11,app,bebidas,2,0,5,21,8,nao,perecivel,13,40,21,61.61,nao,4.4,nao,,6,65,procesado,
FM-00369,2025-10-10,Curitiba,PR,C8,L14,app,limpeza,13,1,3,26,21,nao,nao_perecivel,32,35,21,15,nao,2.6,nao,,5,39,procesado,
FM-00370,2025-06-13,Uberaba,MG,C42,L48,app,limpeza,15,2,2,29,18,sim,nao_perecivel,32,50,79,"178,57",nao,"3,4",nao,,0,45,procesado,
FM-00371,2025-02-04,Salvador,BA,C76,L47,app,hortifruti,3,1,6,23,15,nao,perecivel,9,35,11,163.06,,3.8,nao,,0,58,,
FM-00372,2025-04-02,Salvador,BA,C503,L2,app,limpeza,16,0,5,23,18,sim,perecivel,47,45,78,145.34,,3.6,sim,atraso,4,5,entregue,
FM-00373,2025-02-17,Salvador,BA,C95,L16,app,limpeza,3,0,5,29,20,sim,nao_perecivel,15,40,72,84.41,,"2,0",nao,,3,6,cancelado,
FM-00374,2025-09-24,São Paulo,SP,C332,L16,app,limpeza,11,0,5,0,17,nao,nao_perecivel,12,35,23,131.64,nao,4.4,sim,valor_frete,3,30,cancelado,
FM-00375,2025-08-04,são paulo,sp,C143,L58,web,bebidas,5,3,5,10,7,nao,perecivel,3,50,37,92.95,sim,4.9,nao,,7,60,cancelado,
FM-00376,2025-06-23,Uberlândia,MG,C548,L33,web,mercearia,22,0,5,36,19,sim,nao_perecivel,43,45,58,39.64,nao,3.7,nao,,0,62,cancelado,
FM-00377,2025-03-06,São Paulo,SP,C44,L8,app,bebidas,10,0,2,10,16,nao,perecivel,20,45,28,15,,4.7,nao,,0,32,,
FM-00378,2025-02-20,Curitiba,PR,C34,L29,app,mercearia,12,0,6,23,19,sim,perecivel,21,40,34,113.37,nao,4.6,nao,,10,31,entregue,
FM-00379,2025-08-25,Salvador,BA,C515,L47,web,limpeza,11,0,4,9,22,nao,perecivel,18,45,47,160.33,nao,3.3,nao,,0,74,entregue,
FM-00380,2025-04-09,Uberaba,MG,C2,L29,app,limpeza,17,0,5,5,11,sim,nao_perecivel,18,30,26,142.1,sim,5,nao,,6,50,cancelado,
FM-00381,2025-03-04,Campinas,SP,C78,L30,app,hortifruti,25,2,3,18,11,sim,nao_perecivel,48,50,29,78.71,nao,5,nao,,0,86,entregue,
FM-00382,2025-04-23,Goiânia,GO,C402,L35,app,mercearia,21,0,1,9,23,nao,perecivel,47,50,52,53.22,nao,1.2,nao,,0,41,entregue,
FM-00383,2025-06-03,Curitiba,PR,C362,L14,web,limpeza,20,1,4,27,20,sim,perecivel,42,35,31,107.19,,4.0,nao,,0,60,entregue,
FM-00384,2025-01-30,São Paulo,SP,C295,L52,app,horti fruti,9,2,1,10,17,nao,nao_perecivel,27,50,57,15,nao,2.5,nao,,5,71,cancelado,
FM-00385,2025-07-31,Uberaba,MG,C424,L2,app,limpeza,19,2,8,27,9,nao,nao_perecivel,53,35,19,"58,66",nao,5,nao,,6,84,cancelado,
FM-00386,2025-07-12,São Paulo,SP,C71,L45,app,bebidas,7,1,4,22,17,nao,nao_perecivel,24,40,67,27.41,,2.9,nao,,0,6,em_rota,
FM-00387,2025-08-29,Salvador,BA,C18,L35,app,bebidas,8,2,3,0,16,nao,nao_perecivel,7,40,33,119.73,,5,sim,erro_pagamento,12,70,procesado,
FM-00388,2025-04-26,Uberlândia,MG,C441,L27,app,mercearia,16,1,2,19,10,nao,nao_perecivel,50,50,58,120.02,nao,"1,3",nao,,1,50,em_rota,
FM-00389,2025-06-01,Uberlândia,mg,C156,L49,app,hortifruti,15,1,7,25,17,nao,perecivel,,35,10,83.74,sim,"4,0",nao,,3,28,procesado,
FM-00390,2025-03-21,Campinas,sp,C457,L48,app,limpeza,1,1,2,28,9,nao,nao_perecivel,17,40,50,199.05,,"2,9",sim,erro_pagamento,7,36,,
FM-00391,2025-07-23,Salvador,BA,C351,L17,app,hortifruti,16,0,1,24,22,nao,nao_perecivel,54,45,57,181.96,sim,2.1,nao,,12,80,cancelado,
FM-00392,01/07/2025,Uberaba,MG,C200,L51,web,hortifruti,22,2,2,31,12,sim,nao_perecivel,59,50,69,162.35,,3.1,sim,produto_indisponivel,7,83,,
FM-00393,data_invalida,Uberaba,MG,C323,L43,app,mercearia,15,2,5,0,14,nao,nao_perecivel,11,30,40,"165,01",nao,2.3,nao,,1,88,em_rota,
FM-00394,10/10/2025,Uberaba,MG,C217,L5,app,mercearia,25,0,6,40,12,sim,perecivel,46,50,62,183.52,nao,2.9,nao,,0,77,procesado,
FM-00395,2025-03-18,Campinas,SP,C220,L40,app,limpeza,11,2,4,34,14,nao,nao_perecivel,32,45,20,73.07,sim,2.4,sim,erro_pagamento,10,28,cancelado,
FM-00396,2025-04-27,Uberlândia,MG,C130,L53,app,limpeza,23,0,3,6,12,sim,perecivel,52,35,65,178.29,,4.3,nao,,2,74,procesado,
FM-00397,2025-10-01,Uberaba,MG,C428,L46,app,limpeza,17,2,4,17,20,sim,nao_perecivel,30,45,42,143.8,,3.8,nao,,14,25,em_rota,
FM-00398,2025-07-02,São Paulo,SP,C459,L28,app,limpeza,13,3,6,7,13,nao,perecivel,27,30,41,"33,99",sim,2.9,nao,,0,90,cancelado,
FM-00399,2025-03-07,Goiânia,GO,C79,L30,app,mercearia,7,0,4,35,14,nao,perecivel,34,35,10,163.15,,3.1,nao,,4,17,em_rota,
FM-00400,2025-01-08,Salvador,BA,C475,L19,app,bebidas,16,2,1,39,10,nao,nao_perecivel,59,30,19,159.69,nao,4.8,nao,,6,13,em_rota,
FM-00401,2025-07-12,Goiânia,GO,C307,L53,web,conveniencia,3,0,6,0,14,nao,nao_perecivel,3,50,77,229.62,sim,3.2,nao,,8,2,em_rota,
FM-00402,2025-02-05,São Paulo,sp,C312,L37,app,limpeza,15,2,7,26,10,nao,perecivel,36,50,56,77.08,,3.7,nao,,3,29,em_rota,
FM-00403,2025-09-08,São Paulo,SP,C454,L18,app,hortifruti,11,2,7,15,20,sim,nao_perecivel,18,40,19,32.35,sim,3.3,nao,,7,47,,
FM-00404,2025-09-16,São Paulo,SP,C183,L7,app,conveniencia,24,1,1,12,18,sim,nao_perecivel,32,45,54,63.41,sim,1.6,sim,atraso,5,51,cancelado,
FM-00405,2025-04-26,Campinas,SP,C518,L59,app,conveniência,4,3,6,32,7,nao,nao_perecivel,23,40,42,167.98,,3.7,nao,,2,62,procesado,
FM-00406,2025-07-22,Goiânia,go,C493,L14,web,bebidas,27,0,4,1,11,sim,nao_perecivel,32,30,75,"154,6",sim,1.9,sim,cliente_desistiu,5,3,cancelado,
FM-00407,2025-01-25,Campinas,SP,C142,L43,app,limpeza,17,0,4,14,13,nao,perecivel,35,35,29,227.27,nao,5,nao,,4,25,procesado,
FM-00408,2025-06-15,salvador,BA,C20,L53,app,mercearia,22,0,6,15,16,nao,perecivel,45,40,66,101.78,nao,5,nao,,4,15,cancelado,
FM-00409,2025-08-21,Curitiba,PR,C218,L57,app,hortifruti,16,0,4,20,9,nao,nao_perecivel,32,50,72,121.98,,"1,9",nao,,4,8,entregue,
FM-00410,2025-02-19,campinas,SP,C535,L13,app,mercearia,16,0,1,23,13,nao,perecivel,37,40,64,218.57,sim,"4,4",sim,produto_indisponivel,2,65,procesado,
FM-00411,2025-04-04,salvador,BA,C550,L42,web,mercearia,17,2,5,12,16,nao,nao_perecivel,35,40,30,"135,47",,"4,6",nao,,5,51,procesado,
FM-00412,2025-09-14,Uberlândia,MG,C70,L60,app,hortifruti,8,0,3,13,10,nao,nao_perecivel,14,45,47,180.92,nao,3.1,nao,,11,36,em_rota,
FM-00413,10-21-2025,Goiânia,GO,C502,L49,app,horti fruti,20,2,5,3,10,nao,perecivel,34,40,32,"73,61",sim,4.5,nao,,10,43,cancelado,
FM-00414,12/07/2025,Uberlândia,MG,C496,L52,app,hortifruti,6,4,1,36,11,sim,perecivel,29,30,56,80.45,nao,3.2,nao,,4,1,procesado,
FM-00415,2025-02-06,São Paulo,SP,C445,L34,app,conveniencia,10,0,1,20,17,nao,perecivel,25,30,20,66.81,sim,4.1,nao,,3,9,em_rota,
FM-00416,2025-01-17,campinas,SP,C114,L26,app,mercearia,16,3,6,9,9,nao,nao_perecivel,,50,61,148.98,,2.5,nao,,7,6,cancelado,
FM-00417,2025-01-30,Uberaba,MG,C132,L59,app,bebidas,12,2,5,0,16,nao,perecivel,17,30,10,27.46,,"4,9",nao,,2,66,em_rota,
FM-00418,2025-05-08,Salvador,BA,C254,L16,app,limpeza,23,0,3,5,21,nao,nao_perecivel,25,50,63,191.79,,3.4,nao,,4,66,procesado,
FM-00419,2025-03-30,Uberlândia,MG,C333,L51,web,hortifruti,12,3,4,32,8,nao,nao_perecivel,34,30,37,76.21,,1.7,nao,,4,48,procesado,
FM-00420,data_invalida,Uberaba,MG,C503,L28,web,bebidas,14,2,4,20,15,nao,nao perecivel,26,50,70,210.78,,4.2,nao,,0,11,entregue,
FM-00421,2025-04-11,Salvador,BA,C104,L55,app,hortifruti,9,2,4,13,22,nao,nao_perecivel,14,50,46,83.08,nao,"3,5",nao,,6,81,entregue,
FM-00422,2025-02-16,Curitiba,PR,C200,L14,app,bebidas,5,1,7,12,18,sim,perecivel,3,35,60,187.37,nao,4.8,nao,,0,54,,
FM-00423,2025-06-13,Campinas,SP,C472,L29,web,bebidas,21,0,4,0,9,nao,nao_perecivel,36,40,24,149.51,nao,4.4,nao,,2,67,procesado,
FM-00424,2025-06-01,campinas,SP,C90,L20,app,limpeza,13,2,3,31,13,nao,nao_perecivel,34,40,34,15,nao,3.3,nao,,7,52,,
FM-00425,2025-09-13,Uberlândia,MG,C21,L56,app,conveniencia,15,2,3,18,23,nao,perecivel,27,45,40,122.09,,5,nao,,9,0,entregue,
FM-00426,07-18-2025,Campinas,SP,C229,L50,app,hortifruti,10,0,3,32,21,nao,nao perecivel,28,40,74,142.66,nao,4.0,sim,atraso,0,19,,
FM-00427,data_invalida,Curitiba,PR,C309,L47,app,mercearia,24,3,1,11,13,nao,nao_perecivel,53,30,31,105.36,sim,4.3,nao,,7,4,entregue,
FM-00428,2025-06-05,São Paulo,SP,C358,L26,app,mercearia,11,1,3,31,23,nao,nao_perecivel,34,50,38,103.85,nao,3.0,nao,,0,78,procesado,
FM-00429,2025-09-07,Uberaba,MG,C257,L2,app,limpeza,19,2,6,22,16,nao,nao_perecivel,54,50,61,50.42,sim,2.8,nao,,4,31,entregue,
FM-00430,2025-04-06,uberaba,MG,C74,L54,web,limpeza,7,2,3,0,19,sim,nao_perecivel,7,30,10,95.85,nao,4.0,nao,,4,80,procesado,
FM-00431,2025-04-13,São Paulo,SP,C451,L44,app,mercearia,12,0,5,4,11,sim,nao_perecivel,20,40,68,30.19,nao,1.8,nao,,6,51,em_rota,
FM-00432,2025-03-23,Campinas,SP,C174,L40,app,hortifruti,20,0,4,23,7,nao,nao_perecivel,58,35,25,120.0,sim,4.3,nao,,12,36,cancelado,
FM-00433,2025-05-10,Uberaba,MG,C502,L38,app,conveniencia,7,3,3,13,7,nao,perecivel,8,35,31,132.32,nao,3.6,nao,,4,2,procesado,
FM-00434,2025-10-20,Uberlândia,mg,C274,L15,app,bebidas,21,0,3,12,8,nao,perecivel,44,35,33,83.7,sim,4.0,nao,,0,87,procesado,
FM-00435,06-25-2025,São Paulo,SP,C146,L3,web,conveniencia,3,1,4,48,19,sim,nao_perecivel,33,30,36,15,,"2,8",nao,,0,19,procesado,
FM-00436,2025-01-11,Uberlândia,MG,C115,L16,app,limpeza,11,1,4,18,15,nao,perecivel,,30,34,"154,32",sim,2.3,nao,,2,46,entregue,
FM-00437,2025-09-08,Uberlândia,MG,C378,L48,web,bebidas,12,1,4,17,16,nao,perecivel,25,35,10,121.22,sim,5,nao,,0,21,entregue,
FM-00438,2025-09-29,Salvador,BA,C12,L40,app,bebidas,18,1,5,19,10,nao,nao_perecivel,33,50,86,"37,87",sim,5,sim,valor_frete,2,86,cancelado,
FM-00439,2025-09-30,Campinas,SP,C115,L53,app,mercearia,22,4,6,28,18,sim,nao_perecivel,61,50,84,180.62,,4.5,nao,,5,42,entregue,
FM-00440,05-12-2025,Uberlândia,MG,C479,L29,app,bebidas,15,2,4,12,20,sim,perecivel,41,35,10,"68,0",nao,2.5,nao,,3,42,entregue,
FM-00441,2025-02-01,Salvador,BA,C486,L10,app,conveniencia,10,0,4,7,9,nao,perecivel,14,45,47,99.34,,4.2,sim,cliente_desistiu,0,1,em_rota,
FM-00442,2025-06-21,Salvador,BA,C4,L19,app,hortifruti,23,0,4,31,8,nao,nao_perecivel,64,35,38,15,nao,2.7,nao,,8,48,cancelado,
FM-00443,2025-06-15,Salvador,BA,C465,L52,app,mercearia,9,1,2,10,9,nao,perecivel,28,50,61,189.94,sim,2.4,nao,,0,32,procesado,
FM-00444,30/08/2025,Uberaba,MG,C525,L31,web,bebidas,18,0,2,38,16,nao,nao_perecivel,58,50,59,108.3,nao,3.8,nao,,1,46,procesado,
FM-00445,04/01/2025,Salvador,BA,C500,L5,app,horti fruti,18,1,7,20,13,nao,nao_perecivel,41,35,10,57.58,sim,5,nao,,7,78,entregue,
FM-00446,2025-05-29,São Paulo,SP,C255,L25,app,bebidas,17,1,4,13,17,nao,perecivel,24,35,49,155.54,sim,"2,5",nao,,9,30,procesado,
FM-00447,2025-10-27,Goiânia,GO,C371,L42,web,mercearia,1,1,6,21,20,sim,perecivel,6,35,45,22.59,sim,"4,4",nao,,6,64,procesado,
FM-00448,2025-09-23,Uberaba,MG,C446,L37,app,mercearia,10,3,1,10,14,nao,perecivel,23,50,79,"188,17",sim,3.7,sim,produto_indisponivel,2,67,entregue,
FM-00449,2025-08-06,Campinas,SP,C509,L7,app,conveniencia,21,3,2,32,13,nao,perecivel,66,45,35,173.77,nao,"4,1",nao,,1,22,em_rota,
FM-00450,2025-05-17,Goiânia,GO,C441,L35,app,bebidas,4,0,1,15,19,sim,nao_perecivel,13,30,72,47.48,,3.5,nao,,4,43,em_rota,
FM-00451,30/03/2025,Uberaba,mg,C429,L13,app,hortifruti,16,0,7,5,15,nao,perecivel,29,45,50,103.91,sim,3.8,nao,,3,0,,
FM-00452,09/01/2025,Curitiba,PR,C83,L15,app,mercearia,14,0,2,12,17,nao,nao_perecivel,28,45,22,36.18,,2.8,nao,,3,47,em_rota,
FM-00453,2025-05-11,Curitiba,PR,C43,L20,app,hortifruti,10,0,3,13,22,nao,nao_perecivel,32,35,34,203.75,sim,3.3,nao,,5,3,em_rota,
FM-00454,2025-09-24,Curitiba,PR,C527,L27,app,limpeza,20,3,4,0,7,nao,nao_perecivel,21,50,42,187.19,nao,4.4,nao,,0,8,procesado,
FM-00455,2025-08-30,Curitiba,PR,C265,L3,app,conveniencia,11,2,5,15,7,nao,nao_perecivel,23,40,58,207.08,sim,"1,5",nao,,8,51,,
FM-00456,2025-04-17,Campinas,sp,C94,L48,app,bebidas,9,1,3,5,11,sim,nao_perecivel,22,35,54,15,sim,3.4,nao,,0,40,em_rota,
FM-00457,2025-09-28,campinas,SP,C46,L29,web,bebidas,13,2,6,34,16,nao,nao_perecivel,,35,10,92.44,sim,"3,5",nao,,7,48,entregue,
FM-00458,2025-07-26,Salvador,BA,C333,L6,app,bebidas,18,1,6,26,20,sim,perecivel,36,30,50,123.18,nao,2.1,nao,,1,27,entregue,
FM-00459,2025-03-21,Salvador,BA,C62,L35,app,mercearia,23,1,1,14,14,nao,perecivel,,35,38,"212,82",,1,nao,,5,8,procesado,
FM-00460,12/02/2025,Uberaba,MG,C169,L56,app,horti fruti,6,0,5,0,9,nao,nao_perecivel,3,50,54,121.2,,2.6,nao,,11,68,em_rota,
FM-00461,2025-01-03,Uberaba,MG,C270,L49,app,hortifruti,8,2,5,16,12,sim,perecivel,10,40,49,200.5,nao,4.7,nao,,11,9,cancelado,
FM-00462,2025-08-29,Salvador,BA,C534,L12,app,conveniência,13,2,7,9,17,nao,nao_perecivel,13,35,45,202.96,nao,1.3,nao,,8,31,em_rota,
FM-00463,02/05/2025,Uberaba,MG,C98,L24,app,limpeza,19,1,1,15,7,nao,nao_perecivel,48,50,37,135.85,nao,3.8,nao,,7,89,em_rota,
FM-00464,2025-10-28,curitiba,PR,C148,L5,app,hortifruti,19,0,4,32,21,nao,nao_perecivel,53,50,62,55.48,nao,3.5,nao,,0,42,cancelado,
FM-00465,2025-04-09,São Paulo,SP,C288,L13,app,mercearia,10,2,4,34,22,nao,perecivel,41,45,40,104.43,nao,4.0,nao,,1,30,procesado,
FM-00466,2025-02-09,São Paulo,sp,C393,L58,app,mercearia,4,0,2,1,10,nao,nao_perecivel,5,50,52,15,,"2,5",nao,,3,18,,
FM-00467,2025-10-10,Goiânia,GO,C527,L55,app,mercearia,9,3,3,42,14,nao,nao_perecivel,35,30,45,132.79,,1.8,sim,cliente_desistiu,6,56,procesado,
FM-00468,2025-05-03,Uberlândia,MG,C440,L7,app,limpeza,12,0,3,14,9,nao,perecivel,23,30,34,128.91,,2.5,nao,,3,79,,
FM-00469,2025-10-16,Salvador,BA,C68,L33,web,limpeza,6,2,7,14,8,nao,nao perecivel,8,40,82,102.65,sim,1.2,sim,cliente_desistiu,9,74,em_rota,
FM-00470,05/08/2025,Campinas,SP,C129,L8,app,limpeza,3,1,2,23,11,sim,nao_perecivel,13,50,66,209.77,sim,3.0,nao,,1,29,em_rota,
FM-00471,2025-08-20,Uberaba,MG,C381,L45,app,conveniencia,7,0,1,13,17,nao,nao_perecivel,18,45,35,121.22,sim,2.1,nao,,0,41,cancelado,
FM-00472,2025-03-31,Curitiba,PR,C546,L29,app,mercearia,19,0,5,10,22,nao,nao_perecivel,49,50,68,72.09,sim,2.9,nao,,1,56,cancelado,
FM-00473,2025-09-09,São Paulo,SP,C151,L41,app,horti fruti,13,2,6,35,10,nao,perecivel,31,40,14,84.47,,5,nao,,2,59,,
FM-00474,2025-05-13,Uberaba,MG,C263,L9,app,conveniencia,7,2,1,25,10,nao,perecivel,30,35,13,154.1,,4.7,nao,,9,47,em_rota,
FM-00475,2025-04-01,Goiânia,GO,C201,L49,app,hortifruti,6,0,4,7,10,nao,perecivel,9,50,70,"52,54",,"4,2",sim,erro_pagamento,7,85,,
FM-00476,2025-06-01,Curitiba,PR,C423,L48,app,hortifruti,8,0,3,2,7,nao,nao_perecivel,12,40,58,28.6,,2.0,nao,,4,17,cancelado,
FM-00477,2025-02-28,Uberlândia,MG,C8,L53,web,mercearia,8,0,1,27,17,nao,nao_perecivel,24,40,37,47.89,sim,"4,1",nao,,4,20,,
FM-00478,2025-02-14,uberaba,mg,C102,L29,web,conveniência,13,0,3,0,10,nao,perecivel,28,40,10,26.87,,4.8,nao,,2,1,cancelado,
FM-00479,2025-10-12,Goiânia,GO,C272,L29,app,conveniencia,17,0,2,20,11,sim,perecivel,45,35,32,122.65,sim,"2,6",nao,,3,90,em_rota,
