registro_id,data_pedido,cidade,uf,sku,categoria_peca,curva_abc,estoque_atual,demanda_mensal,lead_time_dias,custo_aquisicao,preco_venda,imposto_pct,custo_frete,tempo_entrega_dias,status_entrega,avaria,devolucao,margem_lucro,observacao
AUTO-00362,2025-06-24,Campinas,SP,SKU1372,correiaa,B,0,87,5,"534,93",748.48,16.06,104.38,7,,nao,sim,28.53,
AUTO-00363,2025-01-14,Uberaba,MG,SKU9516,eixo,B,107,123,14,500.21,826.84,21.03,80.99,9,entregue,sim,nao,39.5,
AUTO-00364,2025-07-19,Uberlândia,MG,SKU8822,rolamnto,C,123,29,1,563.69,691.92,10.09,83.7,14,,nao,nao,18.53,
AUTO-00365,2025-10-05,são paulo,SP,SKU8768,rolamnto,B,0,40,16,678.56,1134.13,11.15,12.89,11,atrasado,nao,nao,40.17,
AUTO-00366,04-27-2025,São Paulo,SP,SKU6576,eixo,C,23,107,5,"206,27",437.85,9.06,119.86,3,,sim,nao,52.89,
AUTO-00367,2025-08-09,Uberlândia,MG,SKU9878,correiaa,C,115,101,1,698.66,1454.35,7.17,112.61,8,entregue,nao,nao,51.96,
AUTO-00368,2025-08-01,Uberaba,MG,SKU2912,engrenagem,A,81,69,15,578.97,860.43,7.05,31.6,8,procesado,sim,sim,32.71,
AUTO-00369,09-29-2025,Uberaba,MG,SKU8905,outros,C,37,96,11,29.83,62.58,24.76,29.88,5,procesado,nao,nao,52.33,
AUTO-00370,2025-08-03,São Paulo,SP,SKU7403,correiaa,A,54,13,9,212.59,255.4,12.5,73.13,11,atrasado,nao,nao,16.76,
AUTO-00371,08-06-2025,Campinas,SP,SKU4008,rolamnto,C,70,52,8,649.37,1355.74,10.02,190.54,11,procesado,sim,nao,52.1,
AUTO-00372,01-05-2025,Campinas,SP,SKU8416,rolamnto,B,46,109,1,495.68,816.25,24.44,41.07,6,,sim,sim,39.27,
AUTO-00373,2025-05-15,Campinas,SP,SKU7972,rolamnto,C,2,147,5,208.12,394.75,23.11,105.65,6,atrasado,sim,sim,47.28,
AUTO-00374,06-17-2025,Uberlândia,MG,SKU6579,rolamnto,C,39,139,21,692.48,1279.05,15.14,64.99,11,,nao,sim,45.86,
AUTO-00375,2025-05-09,Campinas,SP,SKU1181,rolamnto,C,16,126,14,496.68,822.0,10.99,188.25,2,atrasado,sim,sim,39.58,
AUTO-00376,2025-04-08,uberaba,MG,SKU3591,rolamnto,C,117,100,6,304.53,439.8,16.67,78.9,3,atrasado,nao,nao,30.76,
AUTO-00377,data_invalida,Campinas,SP,SKU6396,correia,A,33,0,14,634.19,1442.42,13.02,166.87,1,,nao,sim,56.03,
AUTO-00378,data_invalida,são paulo,SP,SKU5697,rolamnto,A,120,78,11,97.24,151.87,19.61,40.78,5,procesado,nao,nao,35.97,
AUTO-00379,2025-06-09,Uberaba,MG,SKU3802,correiaa,B,83,77,7,172.38,272.0,24.45,54.51,8,entregue,sim,nao,36.62,
AUTO-00380,2025-01-08,Campinas,SP,SKU1976,correia,C,0,49,10,551.18,1283.4,15.04,10.62,6,atrasado,sim,sim,57.05,
AUTO-00381,data_invalida,Uberlândia,MG,SKU7026,rolamento,C,23,67,15,493.15,606.57,23.83,173.78,2,atrasado,nao,nao,18.7,
AUTO-00382,2025-01-07,Uberlândia,MG,SKU5286,correiaa,C,55,40,11,606.25,1402.04,16.49,180.48,11,entregue,nao,nao,56.76,
AUTO-00383,data_invalida,Campinas,SP,SKU9475,rolamnto,C,61,32,14,512.12,824.64,10.19,171.11,1,procesado,nao,sim,37.9,
AUTO-00384,2025-04-13,Campinas,SP,SKU5071,rolamnto,C,97,93,2,352.41,582.02,17.95,112.24,1,atrasado,sim,nao,39.45,
AUTO-00385,2025-10-21,Uberlândia,MG,SKU9264,rolamnto,A,40,36,4,536.56,725.49,6.45,129.96,3,,nao,nao,26.04,
AUTO-00386,08-21-2025,São Paulo,SP,SKU2453,correiaa,C,37,65,10,659.27,1480.92,22.19,22.55,10,atrasado,sim,nao,55.48,
AUTO-00387,2025-10-07,São Paulo,SP,SKU8528,correiaa,B,9,81,6,121.79,162.56,19.74,76.28,10,,sim,sim,25.08,
AUTO-00388,2025-01-04,Campinas,SP,SKU6214,rolamnto,C,186,103,10,599.21,795.8,21.91,162.99,6,,nao,sim,24.7,
AUTO-00389,2025-06-10,Campinas,SP,SKU2971,rolamnto,C,71,128,13,651.09,1097.79,15.21,32.44,10,procesado,sim,nao,40.69,
AUTO-00390,2025-02-26,Campinas,SP,SKU7430,rolamnto,A,108,140,11,"769,24",1428.33,6.42,40.11,2,atrasado,sim,nao,46.14,
AUTO-00391,04/07/2025,uberaba,MG,SKU5950,rolamento,C,76,107,6,414.49,834.58,17.58,105.31,2,atrasado,sim,nao,50.34,
AUTO-00392,2025-09-15,Campinas,SP,SKU9620,rolamnto,C,149,62,16,187.02,426.03,22.84,24.14,9,,nao,sim,56.1,
AUTO-00393,04-04-2025,Uberlândia,MG,SKU1710,correiaa,B,148,91,7,"151,52",320.7,18.33,164.08,7,,nao,sim,52.75,
AUTO-00394,2025-06-08,Uberlândia,MG,SKU8041,correia,C,111,132,18,"291,37",497.23,6.87,32.62,10,entregue,nao,sim,41.4,
AUTO-00395,2025-04-08,Uberlândia,MG,SKU1535,rolamnto,A,0,61,16,"713,21",1494.63,9.02,165.98,17,procesado,sim,nao,52.28,
AUTO-00396,25/03/2025,Campinas,SP,SKU4718,engrenagem,B,64,47,12,709.21,1158.18,16.85,93.61,8,procesado,nao,sim,38.77,
AUTO-00397,2025-06-06,campinas,SP,SKU5298,eixo,C,0,0,12,45.91,61.9,20.68,87.5,1,entregue,sim,sim,25.83,
AUTO-00398,2025-03-28,Campinas,SP,SKU6600,correia,B,108,106,11,536.85,1078.0,16.91,56.86,8,,nao,sim,50.2,
AUTO-00399,2025-08-23,Uberlândia,MG,SKU7055,rolamento,C,125,11,2,398.08,967.22,18.08,110.84,1,,nao,nao,58.84,
AUTO-00400,2025-10-26,Uberaba,MG,SKU7267,rolamnto,B,4,107,7,235.5,447.44,24.0,26.8,5,,nao,sim,47.37,
AUTO-00401,2025-05-04,Campinas,SP,SKU3289,rolamento,B,85,74,10,"790,45",1836.73,9.83,67.98,8,procesado,nao,nao,56.96,
AUTO-00402,2025-06-20,Campinas,SP,SKU8396,correia,C,23,131,7,734.65,866.65,10.34,171.7,7,entregue,sim,sim,15.23,
AUTO-00403,2025-01-21,Uberaba,MG,SKU5106,correia,B,23,57,12,195.08,255.11,22.38,71.68,11,procesado,sim,sim,23.53,
AUTO-00404,2025-05-12,uberlândia,MG,SKU5500,rolamnto,B,41,99,9,784.33,1588.89,13.19,33.31,10,procesado,nao,sim,50.64,
AUTO-00405,13/03/2025,Campinas,SP,SKU3747,rolamento,B,36,113,12,"302,85",653.21,23.09,118.53,6,,nao,sim,53.64,
AUTO-00406,2025-01-31,uberlândia,mg,SKU9701,rolamnto,B,84,113,4,230.63,522.69,14.3,137.5,12,,nao,nao,55.88,
AUTO-00407,2025-06-14,uberlândia,MG,SKU4316,eixo,B,88,92,13,475.66,935.46,9.92,47.44,1,atrasado,sim,nao,49.15,
AUTO-00408,2025-09-20,Campinas,sp,SKU8520,correia,C,94,85,1,453.12,567.49,15.87,123.6,9,atrasado,sim,nao,20.15,
AUTO-00409,2025-04-25,Uberlândia,MG,SKU4864,rolamnto,A,67,40,9,433.92,889.63,16.1,104.26,5,,sim,nao,51.22,
AUTO-00410,2025-08-30,São Paulo,SP,SKU4043,eixo,C,0,0,12,267.77,353.18,20.28,137.38,3,procesado,sim,sim,24.18,
AUTO-00411,2025-07-20,campinas,SP,SKU3589,correiaa,C,48,47,17,232.48,450.6,8.74,44.28,7,entregue,nao,nao,48.41,
AUTO-00412,2025-05-21,São Paulo,SP,SKU1356,eixo,A,29,101,1,"276,35",532.23,21.57,180.49,15,,sim,nao,48.08,
AUTO-00413,data_invalida,Uberlândia,MG,SKU4076,correia,C,0,35,4,47.21,59.48,24.5,32.37,3,atrasado,sim,nao,20.63,
AUTO-00414,2025-03-16,uberlândia,MG,SKU8859,correiaa,B,25,101,14,643.12,887.87,20.95,42.21,9,,nao,sim,27.57,
AUTO-00415,2025-08-28,Campinas,SP,SKU8854,correiaa,A,0,59,6,613.29,1285.67,16.38,90.94,13,entregue,sim,sim,52.3,
AUTO-00416,2025-08-08,uberlândia,MG,SKU4515,rolamnto,B,0,76,14,526.21,1040.65,15.61,180.89,11,entregue,sim,nao,49.43,
AUTO-00417,18/07/2025,Uberaba,MG,SKU4025,rolamnto,B,104,79,14,204.09,427.37,23.51,122.53,4,procesado,nao,nao,52.25,
AUTO-00418,2025-05-28,Uberlândia,MG,SKU5310,outros,A,73,145,17,354.82,742.68,14.86,129.49,10,,nao,nao,52.22,
AUTO-00419,2025-03-12,Uberlândia,MG,SKU4092,rolamento,B,0,33,12,674.1,1225.45,15.96,93.11,4,,nao,sim,44.99,
AUTO-00420,2025-10-04,Uberaba,MG,SKU3123,correiaa,A,62,34,1,"518,64",946.57,8.91,87.48,11,,sim,sim,45.21,
AUTO-00421,2025-01-21,Uberaba,MG,SKU4408,rolamento,C,110,71,13,415.02,805.14,9.18,62.36,5,,sim,nao,48.45,
AUTO-00422,2025-02-25,Uberaba,MG,SKU8002,rolamento,A,116,137,11,637.43,813.14,7.89,27.08,2,procesado,nao,nao,21.61,
AUTO-00423,2025-01-13,Uberaba,MG,SKU4245,correiaa,C,19,86,13,510.97,949.39,8.53,127.63,8,atrasado,sim,nao,46.18,
AUTO-00424,08-29-2025,Uberaba,MG,SKU1109,engrenagem,A,67,100,11,"321,22",502.31,15.86,63.35,1,,nao,nao,36.05,
AUTO-00425,data_invalida,São Paulo,SP,SKU9609,rolamnto,C,18,28,8,"483,97",929.72,18.05,123.03,9,entregue,sim,nao,47.94,
AUTO-00426,2025-01-27,São Paulo,SP,SKU8260,rolamnto,C,109,97,7,"363,07",646.74,7.08,40.1,12,entregue,sim,nao,43.86,
AUTO-00427,2025-07-05,Campinas,SP,SKU3278,rolamnto,A,162,91,13,661.52,1636.68,14.0,149.13,4,procesado,nao,nao,59.58,
AUTO-00428,2025-05-22,São Paulo,SP,SKU5077,rolamnto,C,95,103,12,619.45,1213.31,12.45,141.77,5,atrasado,nao,sim,48.95,
AUTO-00429,2025-06-09,Uberaba,MG,SKU6845,correiaa,C,44,0,9,"750,15",844.6,7.78,20.32,4,atrasado,nao,sim,11.18,
AUTO-00430,28/04/2025,Uberlândia,mg,SKU8645,rolamnto,B,43,120,13,775.82,1817.4,15.57,180.23,10,,sim,nao,57.31,
AUTO-00431,2025-07-25,São Paulo,SP,SKU2851,correia,A,41,43,13,532.03,857.79,18.88,182.03,5,entregue,sim,sim,37.98,
AUTO-00432,2025-09-04,Uberaba,MG,SKU2715,rolamnto,B,120,94,14,"614,0",724.88,14.06,76.57,3,procesado,sim,sim,15.3,
AUTO-00433,05-09-2025,Uberaba,MG,SKU3511,correiaa,A,87,138,17,89.18,185.2,9.24,199.49,13,atrasado,nao,sim,51.85,
AUTO-00434,2025-04-07,São Paulo,SP,SKU4852,engrenagem,C,51,125,7,404.24,815.51,9.24,72.69,13,entregue,sim,nao,50.43,
AUTO-00435,2025-05-19,Uberlândia,MG,SKU3819,rolamnto,A,36,54,8,"154,71",294.34,7.47,191.19,9,procesado,nao,sim,47.44,
AUTO-00436,2025-02-09,Uberaba,MG,SKU7526,engrenagem,C,125,54,9,115.44,230.62,12.96,184.54,3,entregue,sim,sim,49.94,
AUTO-00437,2025-02-17,Campinas,SP,SKU1557,correiaa,C,21,70,12,595.54,1163.31,23.8,143.91,8,atrasado,sim,sim,48.81,
AUTO-00438,2025-07-25,Campinas,sp,SKU9610,rolamento,C,75,112,6,789.86,1507.31,5.84,99.8,3,procesado,sim,sim,47.6,
AUTO-00439,2025-09-21,Uberlândia,MG,SKU4497,correiaa,C,91,84,13,305.93,564.35,8.0,96.46,10,atrasado,sim,nao,45.79,
AUTO-00440,2025-01-25,Campinas,SP,SKU7449,correia,C,8,99,8,425.08,726.2,19.65,45.88,5,atrasado,sim,nao,41.47,
AUTO-00441,2025-07-09,Uberaba,MG,SKU4657,correiaa,B,117,85,15,"387,24",609.24,18.61,176.23,2,atrasado,sim,nao,36.44,
AUTO-00442,2025-09-17,Uberlândia,MG,SKU3191,rolamnto,A,23,107,10,"227,32",504.46,15.84,183.4,9,,nao,sim,54.94,
AUTO-00443,2025-07-09,Uberlândia,MG,SKU2451,engrenagem,C,66,81,20,452.2,825.09,7.0,196.67,10,procesado,sim,nao,45.19,
AUTO-00444,07-02-2025,São Paulo,SP,SKU2080,rolamento,C,119,41,13,"734,14",941.13,19.5,180.75,7,entregue,nao,nao,21.99,
AUTO-00445,2025-06-03,São Paulo,SP,SKU5045,rolamento,A,71,115,2,"594,6",661.73,14.69,70.57,4,entregue,nao,sim,10.14,
AUTO-00446,2025-06-20,uberlândia,MG,SKU9679,correiaa,C,79,131,9,108.72,247.01,6.97,33.37,6,entregue,nao,sim,55.99,
AUTO-00447,2025-01-01,Uberlândia,mg,SKU6420,engrenagem,A,0,61,8,"331,79",744.49,21.69,23.7,10,,nao,sim,55.43,
AUTO-00448,2025-09-12,Campinas,SP,SKU7371,rolamnto,A,134,44,17,"29,33",55.8,21.45,127.21,10,entregue,sim,sim,47.44,
AUTO-00449,2025-03-24,Uberaba,MG,SKU1454,rolamnto,A,0,10,9,433.83,978.67,15.39,31.03,1,,sim,sim,55.67,
AUTO-00450,13/10/2025,São Paulo,SP,SKU1780,correiaa,B,42,62,12,528.95,594.18,24.92,117.42,12,procesado,nao,nao,10.98,
AUTO-00451,2025-10-04,São Paulo,SP,SKU6297,rolamnto,B,40,111,9,333.83,419.76,16.33,130.93,4,atrasado,sim,sim,20.47,
AUTO-00452,data_invalida,Uberlândia,mg,SKU4715,rolamnto,C,70,31,10,"400,96",810.3,13.29,102.74,6,entregue,nao,sim,50.52,
AUTO-00453,08-12-2025,São Paulo,SP,SKU4990,correiaa,C,112,77,1,"641,96",1571.35,19.38,186.59,7,atrasado,sim,nao,59.15,
AUTO-00454,03-05-2025,Uberlândia,MG,SKU7667,engrenagem,C,84,50,6,618.65,1183.75,14.31,176.46,1,,nao,sim,47.74,
AUTO-00455,2025-03-26,uberlândia,MG,SKU6879,rolamnto,C,90,37,17,203.6,293.39,7.98,164.84,15,procesado,sim,sim,30.6,
AUTO-00456,2025-10-08,São Paulo,SP,SKU5280,correiaa,B,70,44,9,180.62,362.83,11.63,10.73,7,atrasado,nao,sim,50.22,
AUTO-00457,2025-08-20,campinas,SP,SKU6643,correiaa,C,78,100,5,427.23,594.2,15.95,180.62,8,atrasado,sim,nao,28.1,
AUTO-00458,2025-01-25,São Paulo,SP,SKU3246,rolamnto,C,101,75,13,138.65,254.28,23.29,41.77,10,,nao,sim,45.47,
AUTO-00459,23/02/2025,Uberaba,MG,SKU7492,rolamnto,C,47,92,12,689.56,1314.09,15.27,97.8,8,procesado,nao,nao,47.53,
AUTO-00460,2025-10-28,Campinas,SP,SKU8893,outros,C,143,40,6,83.25,105.56,14.77,198.2,8,entregue,nao,sim,21.13,
AUTO-00461,data_invalida,Uberlândia,mg,SKU8855,rolamnto,C,74,165,5,157.14,341.22,8.42,192.05,9,,nao,nao,53.95,
AUTO-00462,2025-10-28,campinas,SP,SKU6578,rolamnto,B,60,107,8,"246,89",308.33,15.47,11.27,11,atrasado,sim,sim,19.93,
AUTO-00463,2025-07-21,Uberaba,MG,SKU1545,rolamento,A,68,8,15,375.95,771.05,14.79,68.04,6,,nao,nao,51.24,
AUTO-00464,2025-04-25,Campinas,SP,SKU3926,engrenagem,B,126,139,16,257.56,590.11,18.51,115.53,12,atrasado,nao,nao,56.35,
AUTO-00465,02-10-2025,São Paulo,SP,SKU5203,correiaa,C,56,86,6,796.99,1232.57,23.01,90.99,6,procesado,sim,sim,35.34,
AUTO-00466,2025-03-21,Uberlândia,MG,SKU8616,rolamento,C,0,168,6,"113,65",258.66,15.59,101.9,1,entregue,nao,sim,56.06,
AUTO-00467,2025-05-19,Uberlândia,MG,SKU1240,rolamnto,B,0,84,9,364.02,905.54,9.11,53.16,2,,nao,nao,59.8,
AUTO-00468,08/09/2025,Campinas,SP,SKU3302,correiaa,C,24,59,2,242.85,606.77,21.17,141.21,6,,nao,sim,59.98,
AUTO-00469,2025-08-04,Uberlândia,MG,SKU4418,correiaa,C,26,41,9,205.76,428.73,13.61,160.45,8,procesado,nao,nao,52.01,
AUTO-00470,2025-08-23,Uberlândia,MG,SKU6347,engrenagem,C,96,32,3,"75,13",158.97,19.38,144.84,7,atrasado,nao,nao,52.74,
AUTO-00471,2025-04-23,São Paulo,SP,SKU5051,rolamento,B,109,72,25,784.43,1670.5,7.0,39.15,8,,nao,sim,53.04,
AUTO-00472,2025-06-12,Campinas,SP,SKU5046,rolamnto,C,52,35,21,644.99,1586.42,15.69,128.73,8,procesado,sim,sim,59.34,
AUTO-00473,2025-03-19,Uberaba,MG,SKU4372,correia,A,70,49,10,581.86,1396.65,17.21,31.88,5,,nao,sim,58.34,
AUTO-00474,2025-03-10,Campinas,SP,SKU9761,correiaa,B,103,112,11,68.25,132.13,11.64,20.97,1,atrasado,nao,sim,48.35,
AUTO-00475,2025-07-20,Uberlândia,MG,SKU8087,correia,C,43,55,5,760.37,1770.28,14.82,167.73,6,entregue,nao,nao,57.05,
AUTO-00476,07-23-2025,Uberlândia,MG,SKU2439,correiaa,C,66,111,7,"374,99",750.38,15.17,35.27,5,procesado,sim,nao,50.03,
AUTO-00477,2025-03-26,Campinas,SP,SKU5224,correiaa,C,57,56,13,490.44,1008.17,15.42,109.78,10,atrasado,nao,sim,51.35,
AUTO-00478,2025-09-21,São Paulo,SP,SKU6216,correiaa,B,0,107,1,643.22,1079.1,22.88,13.09,1,,nao,sim,40.39,
AUTO-00479,2025-02-11,São Paulo,sp,SKU9472,rolamnto,B,0,55,18,41.49,97.94,18.95,150.74,10,procesado,sim,nao,57.64,
AUTO-00480,2025-06-02,Uberaba,MG,SKU4097,outros,A,35,77,12,"465,27",1055.48,11.68,128.63,7,procesado,sim,sim,55.92,
AUTO-00481,2025-04-29,Uberaba,MG,SKU9939,rolamento,A,35,78,7,175.13,277.3,15.4,73.85,8,atrasado,nao,nao,36.84,
AUTO-00482,29/01/2025,são paulo,SP,SKU4362,rolamento,A,59,112,5,"610,35",1121.83,14.17,29.76,9,atrasado,sim,sim,45.59,
AUTO-00483,2025-02-26,São Paulo,SP,SKU9230,correiaa,B,25,59,3,646.09,1280.24,16.55,43.63,15,atrasado,sim,nao,49.53,
AUTO-00484,2025-05-30,Uberlândia,MG,SKU2231,rolamento,C,83,19,11,"154,66",371.86,23.13,53.94,8,entregue,sim,nao,58.41,
AUTO-00485,2025-06-28,Campinas,SP,SKU7111,rolamnto,C,0,62,4,"730,9",1213.25,19.74,48.67,8,,sim,nao,39.76,
AUTO-00486,2025-04-21,Uberaba,MG,SKU2091,correia,B,45,136,18,304.74,414.43,16.01,190.11,5,atrasado,nao,sim,26.47,
AUTO-00487,2025-02-23,uberlândia,MG,SKU5897,correia,A,74,179,4,177.28,389.94,14.74,19.83,11,,sim,sim,54.54,
AUTO-00488,2025-01-25,campinas,SP,SKU4924,rolamnto,A,61,174,10,354.79,708.73,11.56,161.12,13,entregue,nao,sim,49.94,
AUTO-00489,2025-05-12,Uberaba,MG,SKU8087,rolamnto,A,21,108,11,607.85,851.86,11.06,109.89,1,atrasado,sim,sim,28.64,
AUTO-00490,2025-02-23,Uberlândia,MG,SKU7390,correiaa,A,74,49,10,128.92,259.04,20.97,188.84,2,entregue,sim,nao,50.23,
AUTO-00491,04-07-2025,Campinas,SP,SKU4039,rolamnto,B,50,62,9,213.95,502.11,10.56,181.98,2,,nao,nao,57.39,
AUTO-00492,2025-05-08,Uberaba,MG,SKU6570,correiaa,A,59,83,17,490.54,589.33,22.93,27.13,9,atrasado,sim,sim,16.76,
AUTO-00493,data_invalida,São Paulo,SP,SKU2111,correia,C,12,84,11,719.92,969.63,13.67,64.73,5,atrasado,nao,sim,25.75,
AUTO-00494,2025-04-22,São Paulo,SP,SKU1340,rolamnto,C,5,84,7,742.54,1414.07,11.89,27.68,15,atrasado,nao,sim,47.49,
AUTO-00495,2025-04-01,Campinas,SP,SKU4972,correiaa,B,56,75,1,384.43,621.58,19.76,52.94,11,procesado,sim,nao,38.15,
AUTO-00496,2025-03-03,Campinas,SP,SKU6903,correia,B,97,35,7,430.59,644.64,14.67,127.69,4,entregue,nao,nao,33.2,
AUTO-00497,30/09/2025,Uberlândia,MG,SKU1051,rolamnto,C,3,130,20,382.28,583.8,16.23,61.56,7,atrasado,sim,nao,34.52,
AUTO-00498,2025-03-20,São Paulo,SP,SKU5677,rolamento,A,130,93,10,302.03,554.52,21.45,92.6,2,procesado,nao,sim,45.53,
AUTO-00499,2025-06-11,Campinas,SP,SKU9595,rolamnto,C,71,60,23,139.06,192.78,5.72,196.09,6,,nao,sim,27.87,
AUTO-00500,05-13-2025,Uberlândia,MG,SKU3077,rolamnto,B,69,78,9,153.43,368.61,16.68,147.24,17,atrasado,nao,sim,58.38,
AUTO-00501,2025-01-23,Campinas,SP,SKU7040,correiaa,C,120,56,12,474.94,1004.12,18.13,194.93,2,entregue,nao,nao,52.7,
AUTO-00502,2025-09-19,Campinas,SP,SKU2819,engrenagem,B,151,156,14,284.26,551.35,22.47,39.15,13,,sim,nao,48.44,
AUTO-00503,2025-06-27,Uberaba,mg,SKU9786,correiaa,B,79,44,6,240.54,388.2,9.09,133.13,17,,nao,sim,38.04,
AUTO-00504,2025-10-07,Uberlândia,MG,SKU1857,correia,B,7,55,10,490.87,1100.28,14.4,12.41,3,procesado,nao,nao,55.39,
AUTO-00505,2025-03-14,Uberlândia,MG,SKU6225,rolamnto,B,108,78,13,"168,88",253.81,11.5,58.34,6,atrasado,sim,sim,33.46,
AUTO-00506,2025-10-16,Uberaba,MG,SKU3224,correia,C,0,137,6,773.76,928.76,21.24,135.79,6,atrasado,sim,sim,16.69,
AUTO-00507,2025-05-15,Uberlândia,MG,SKU9582,rolamnto,C,51,59,7,516.57,682.1,10.88,183.6,8,,nao,sim,24.27,
AUTO-00508,2025-02-11,Campinas,SP,SKU6992,engrenagem,A,0,100,12,123.2,188.86,10.52,173.65,9,,nao,nao,34.77,
AUTO-00509,2025-08-05,São Paulo,SP,SKU6317,rolamnto,C,120,0,6,252.26,509.93,15.44,60.19,11,entregue,sim,nao,50.53,
AUTO-00510,01-01-2025,São Paulo,SP,SKU5007,rolamnto,A,52,64,15,571.21,700.95,21.15,178.6,2,atrasado,nao,nao,18.51,
AUTO-00511,2025-04-05,Uberlândia,MG,SKU9674,correiaa,C,96,94,2,317.85,790.91,20.18,43.36,10,procesado,nao,sim,59.81,
AUTO-00512,2025-10-17,Uberaba,MG,SKU4541,correia,B,84,33,11,747.69,1070.02,5.65,125.58,1,,nao,nao,30.12,
AUTO-00513,2025-05-29,Uberaba,MG,SKU8757,correiaa,C,29,100,7,715.77,997.98,19.25,88.29,7,atrasado,sim,sim,28.28,
AUTO-00514,04-29-2025,São Paulo,SP,SKU1823,correiaa,C,87,40,3,58.88,131.38,22.38,53.96,4,procesado,sim,sim,55.18,
AUTO-00515,2025-01-13,São Paulo,SP,SKU4378,correiaa,B,110,0,7,735.58,867.34,19.21,70.78,2,procesado,nao,sim,15.19,
AUTO-00516,2025-10-25,São Paulo,SP,SKU2125,engrenagem,C,77,82,6,292.1,567.58,5.86,13.09,9,atrasado,sim,sim,48.54,
AUTO-00517,2025-03-13,Uberaba,MG,SKU8097,rolamento,C,101,42,17,233.4,292.36,18.16,58.59,9,procesado,sim,nao,20.17,
AUTO-00518,2025-07-19,Uberlândia,MG,SKU7069,rolamento,B,133,65,12,484.1,734.14,22.82,39.02,12,procesado,nao,sim,34.06,
AUTO-00519,data_invalida,São Paulo,SP,SKU2108,rolamnto,C,41,160,1,210.22,509.03,19.23,145.54,6,atrasado,sim,sim,58.7,
AUTO-00520,2025-09-14,Uberaba,MG,SKU1540,rolamnto,C,63,82,9,481.7,817.4,24.91,54.21,10,procesado,sim,nao,41.07,
AUTO-00521,2025-06-28,Uberaba,MG,SKU2993,correiaa,C,41,83,9,"780,87",875.2,19.05,105.4,7,procesado,sim,nao,10.78,
AUTO-00522,2025-04-24,Campinas,SP,SKU3858,rolamnto,C,147,113,10,685.77,1064.16,21.75,91.64,9,atrasado,sim,sim,35.56,
AUTO-00523,04-22-2025,Uberlândia,MG,SKU4922,rolamnto,C,67,57,7,530.89,631.73,22.91,120.87,9,procesado,sim,nao,15.96,
AUTO-00524,2025-07-07,São Paulo,SP,SKU6726,rolamnto,C,47,116,13,280.58,508.94,10.23,100.34,7,atrasado,sim,nao,44.87,
AUTO-00525,2025-10-19,Uberaba,MG,SKU3855,correiaa,A,32,148,14,45.84,66.65,15.28,11.4,1,atrasado,nao,nao,31.22,
AUTO-00526,2025-09-30,Uberaba,MG,SKU6477,rolamnto,C,49,53,1,590.18,893.43,19.61,39.67,1,,nao,nao,33.94,
AUTO-00527,2025-02-14,Uberaba,MG,SKU4692,rolamnto,A,0,70,11,631.27,1246.03,6.23,199.21,8,,sim,nao,49.34,
AUTO-00528,12/04/2025,Uberaba,MG,SKU1206,rolamento,C,20,67,12,520.4,594.34,11.15,93.01,8,procesado,sim,nao,12.44,
AUTO-00529,2025-01-22,Uberaba,MG,SKU4487,outros,C,86,191,11,44.71,84.32,16.83,114.14,10,entregue,nao,nao,46.98,
AUTO-00530,2025-05-10,Uberlândia,MG,SKU2926,rolamnto,C,0,117,19,339.59,720.38,19.56,63.84,9,procesado,nao,sim,52.86,
AUTO-00531,2025-04-01,Uberaba,MG,SKU3906,rolamnto,C,157,89,1,677.18,1432.23,8.83,90.98,5,,nao,nao,52.72,
AUTO-00532,2025-05-18,campinas,SP,SKU2262,correiaa,A,99,38,6,739.92,1472.73,23.22,184.42,7,,sim,nao,49.76,
AUTO-00533,06-11-2025,Campinas,sp,SKU2248,correiaa,C,30,91,14,"647,6",1359.98,5.59,89.81,5,atrasado,nao,sim,52.38,
AUTO-00534,2025-05-12,Uberaba,MG,SKU1125,correia,B,19,97,8,218.91,429.06,22.59,152.23,1,,sim,sim,48.98,
AUTO-00535,2025-10-11,Uberlândia,MG,SKU9508,rolamnto,B,86,50,10,757.19,1027.03,15.61,166.65,3,atrasado,nao,sim,26.27,
AUTO-00536,2025-06-11,São Paulo,SP,SKU3833,rolamnto,B,78,85,4,"736,06",1674.28,14.92,28.87,6,procesado,sim,nao,56.04,
AUTO-00537,2025-02-27,uberaba,MG,SKU2753,correiaa,C,0,67,10,260.06,567.1,22.91,133.02,15,procesado,sim,sim,54.14,
AUTO-00538,04/10/2025,Campinas,SP,SKU8824,eixo,A,10,111,10,90.48,104.66,6.45,38.99,7,atrasado,nao,sim,13.55,
AUTO-00539,2025-08-24,Campinas,SP,SKU6409,rolamnto,B,70,150,10,740.91,993.99,9.21,15.56,2,entregue,sim,sim,25.46,
AUTO-00540,2025-02-24,Campinas,SP,SKU3752,rolamento,A,32,103,4,221.53,508.53,7.98,158.18,9,procesado,nao,nao,56.44,
AUTO-00541,data_invalida,são paulo,SP,SKU9434,correia,B,57,26,9,44.64,107.41,21.27,45.76,2,procesado,sim,sim,58.44,
AUTO-00542,2025-05-24,São Paulo,SP,SKU1175,engrenagem,A,0,58,7,410.29,767.07,10.3,122.79,1,procesado,sim,sim,46.51,
AUTO-00543,2025-09-01,uberlândia,MG,SKU5766,rolamnto,C,51,75,9,579.59,869.51,17.65,94.78,12,entregue,nao,sim,33.34,
