registro_id,data_evento,cidade,uf,canal,dispositivo,categoria_produto,produto,preco_produto,valor_frete,cupom_utilizado,desconto_pct,etapa_funil,adicionou_carrinho,iniciou_pagamento,pagamento_aprovado,motivo_falha_pagamento,tempo_site_seg,quantidade_cliques,avaliacao_experiencia,origem_trafego,status_pedido,observacao
ECOM-00309,2025-10-27,Curitiba,PR,site,mobile,notebook,Notebook Office,3196.04,75.13,,20,visualizou,sim,nao,nao,,139,3,3.1,instagram,,
ECOM-00310,2025-10-12,Uberaba,MG,site,mobile,acessorios,Carregador,34.36,22.74,sim,0,pagamento,sim,sim,nao,pix_expirado,5,6,3.5,google_ads,procesado,
ECOM-00311,2025-03-01,São Paulo,SP,site,mobile,smartphone,Redmi Pro,"2787,24",38.39,,0,carrinho,sim,nao,nao,,278,6,4.8,google_ads,abandonado,
ECOM-00312,2025-10-10,Uberlândia,MG,site,mobile,fone,Earbuds,277.36,22.32,nao,0,compra,sim,sim,sim,,316,23,2.1,google_ads,,
ECOM-00313,2025-05-31,Campinas,SP,site,desktop,smartphone,Moto Plus,3341.02,"74,36",sim,20,carrinho,sim,nao,nao,,294,8,4.5,organico,falha_pagamento,
ECOM-00314,2025-02-13,Uberaba,MG,site,mobile,acessorios,Teclado,"154,23","23,09",,15,carrinho,sim,nao,nao,,173,5,4.9,google_ads,finalizado,
ECOM-00315,2025-05-02,Campinas,SP,site,desktop,acessorios,Cabo USB-C,371.69,"40,45",sim,0,carrinho,sim,nao,nao,,5,3,1.8,instagram,finalizado,
ECOM-00316,28/02/2025,Uberlândia,mg,app,mobile,fone,Fone Bluetooth,654.59,22.22,nao,15,carrinho,sim,nao,nao,,512,17,5,organico,falha_pagamento,
ECOM-00317,2025-04-28,São Paulo,SP,app,tablet,smartphone,Redmi Pro,3651.59,53.87,sim,15,visualizou,sim,nao,nao,,312,13,"4,0",email,abandonado,
ECOM-00318,2025-09-19,Goiânia,GO,site,mobile,smartphone,Moto Plus,2010.26,"16,49",,15,visualizou,nao,nao,nao,,338,7,3.7,google_ads,finalizado,
ECOM-00319,2025-07-05,Curitiba,PR,site,mobile,notebook,Notebook Gamer,8238.99,34.65,,10,compra,sim,sim,sim,,342,7,4.2,google_ads,finalizado,
ECOM-00320,2025-09-08,Campinas,SP,app,mobile,notebook,Notebook Office,6594.84,42.0,nao,0,carrinho,sim,nao,nao,,140,26,5,instagram,,
ECOM-00321,2025-09-24,Goiânia,GO,app,mobile,notebook,Ultrabook,8237.29,49.29,,0,compra,sim,sim,sim,,445,5,3.9,google_ads,falha_pagamento,
ECOM-00322,2025-06-17,Campinas,SP,site,tablet,notebook,Notebook Office,7419.93,51.64,,0,carrinho,sim,nao,nao,,196,10,4.4,organico,abandonado,
ECOM-00323,2025-06-22,São Paulo,SP,app,mobile,fone,Fone Bluetooth,"574,8",56.35,,20,carrinho,sim,nao,nao,,365,12,2.7,direto,finalizado,
ECOM-00324,2025-08-06,Uberaba,MG,site,desktop,smartwatch,Watch Pro,1375.25,19.58,nao,0,carrinho,sim,nao,nao,,80,3,5,direto,falha_pagamento,
ECOM-00325,2025-04-25,Salvador,BA,site,mobile,notebook,Notebook Office,3153.93,25.33,,20,carrinho,sim,nao,nao,,625,22,3.6,google_ads,falha_pagamento,
ECOM-00326,2025-02-25,goiânia,GO,site,mobile,fone,Earbuds,172.5,59.95,nao,0,compra,sim,sim,sim,,315,20,3.4,instagram,procesado,
ECOM-00327,2025-02-18,Campinas,SP,site,mobile,smartphone,Galaxy X,968.69,"4,01",nao,0,carrinho,sim,nao,nao,,436,20,2.7,google_ads,,
ECOM-00328,2025-04-07,São Paulo,SP,site,mobile,fone,Earbuds,128.41,42.56,nao,0,pagamento,sim,sim,nao,pix_expirado,233,7,5,google_ads,procesado,
ECOM-00329,2025-10-23,Uberlândia,MG,site,mobile,acessorios,Mouse,289.02,18.99,,5,pagto,sim,nao,nao,,558,29,2.2,organico,,
ECOM-00330,2025-05-12,Salvador,BA,site,mobile,notebook,Notebook Office,"4642,85",54.63,nao,0,visualizou,nao,nao,nao,,573,3,"2,0",google_ads,finalizado,
ECOM-00331,23/08/2025,São Paulo,SP,site,mobile,smartfone,iPhone Z,"3444,15","3,89",sim,15,pagamento,sim,sim,nao,cartao_recusado,374,10,"3,6",google_ads,finalizado,
ECOM-00332,2025-03-04,São Paulo,SP,site,desktop,smartphone,Galaxy X,2390.64,60.32,nao,20,compra,sim,sim,sim,,309,21,3.9,google_ads,abandonado,
ECOM-00333,17/06/2025,Salvador,BA,site,tablet,smartphone,Galaxy X,1039.61,"17,43",nao,20,carrinho,sim,nao,nao,,78,11,4.4,instagram,falha_pagamento,
ECOM-00334,2025-07-10,Uberlândia,MG,site,desktop,fone,Fone Bluetooth,394.59,74.19,,20,compra,sim,sim,nao,,277,14,"3,6",google_ads,,
ECOM-00335,2025-08-28,Uberaba,MG,site,mobile,acessorios,Teclado,"361,48","6,43",sim,10,pagamento,sim,sim,nao,pix_expirado,53,12,3.2,instagram,abandonado,
ECOM-00336,06/05/2025,Salvador,BA,site,desktop,notebook,Ultrabook,"5267,01",6.44,,0,visualizou,sim,nao,nao,,213,22,4.9,instagram,abandonado,
ECOM-00337,2025-10-14,Goiânia,GO,app,mobile,acessorios,Carregador,45.04,67.02,nao,20,visualizou,nao,nao,nao,,134,16,"4,9",google_ads,abandonado,
ECOM-00338,2025-07-16,Goiânia,GO,site,mobile,smartphone,Moto Plus,3327.76,6.34,sim,10,compra,sim,sim,sim,,397,15,"4,0",email,abandonado,
ECOM-00339,2025-05-08,Uberlândia,MG,site,mobile,fone,Headset Gamer,340.42,46.26,nao,5,carrinho,sim,nao,nao,,177,20,3.0,organico,falha_pagamento,
ECOM-00340,2025-09-12,Campinas,SP,app,mobile,smartphone,iPhone Z,6255.44,33.4,sim,5,carrinho,sim,nao,nao,,361,2,3.3,organico,finalizado,
ECOM-00341,04-23-2025,Uberlândia,MG,app,mobile,smartwatch,Smartwatch Fit,490.34,69.97,nao,5,pagamento,sim,sim,nao,pix_expirado,263,3,3.8,organico,falha_pagamento,
ECOM-00342,2025-02-02,são paulo,sp,site,mobile,notebook,Ultrabook,8769.39,78.16,sim,0,carrinho,sim,nao,nao,,143,5,3.9,google_ads,finalizado,
ECOM-00343,2025-07-02,Campinas,SP,site,tablet,acessorios,Mouse,314.34,18.12,,0,compra,sim,sim,sim,,419,18,2.4,instagram,falha_pagamento,
ECOM-00344,2025-01-21,Goiânia,GO,app,mobile,fone,Fone Bluetooth,474.49,73.44,,20,visualizou,nao,nao,nao,,258,14,4.2,instagram,abandonado,
ECOM-00345,2025-03-12,curitiba,PR,site,mobile,notebook,Notebook Gamer,3853.65,21.62,,20,compra,sim,sim,sim,,363,14,2.9,google_ads,falha_pagamento,
ECOM-00346,2025-05-30,Goiânia,GO,site,desktop,notebook,Ultrabook,"3842,94","43,97",sim,0,carrino,sim,nao,nao,,30,17,2.6,organico,,
ECOM-00347,29/09/2025,Uberlândia,mg,site,tablet,smartphone,iPhone Z,4917.19,"9,3",,5,visualizou,sim,nao,nao,,288,10,"3,0",direto,,
ECOM-00348,2025-02-28,Uberaba,MG,site,mobile,smartphone,Redmi Pro,"1118,42",19.1,,15,pagamento,sim,sim,nao,cartao_recusado,186,22,4.6,google_ads,abandonado,
ECOM-00349,data_invalida,Salvador,BA,app,desktop,fone,Fone Bluetooth,"550,09",50.5,,0,compra,sim,sim,sim,,272,23,"2,3",instagram,,
ECOM-00350,16/02/2025,Salvador,BA,app,mobile,smartfone,Notebook Office,4721.47,4.78,,20,pagamento,sim,sim,nao,erro_gateway,300,11,"4,4",organico,procesado,
ECOM-00351,2025-08-13,São Paulo,SP,app,desktop,fone,Fone Bluetooth,669.72,45.76,,0,compra,sim,sim,sim,,109,20,1.4,google_ads,falha_pagamento,
ECOM-00352,2025-05-09,São Paulo,SP,site,mobile,smartwatch,Smartwatch Fit,1155.45,43.46,nao,20,carrinho,sim,nao,nao,,363,16,3.2,instagram,finalizado,
ECOM-00353,22/04/2025,Goiânia,GO,site,mobile,smartfone,Moto Plus,5151.8,"73,48",,20,carrinho,sim,nao,nao,,236,6,3.3,direto,falha_pagamento,
ECOM-00354,2025-10-10,Campinas,SP,site,mobile,smartphone,Moto Plus,2826.16,22.67,nao,10,compra,sim,sim,sim,,284,2,2.9,google_ads,finalizado,
ECOM-00355,2025-08-27,Salvador,BA,app,mobile,acessorios,Mouse,136.91,42.42,,15,pagamento,sim,sim,nao,limite_insuficiente,382,11,5,direto,falha_pagamento,
ECOM-00356,06/04/2025,Campinas,SP,app,mobile,smartphone,Galaxy X,5999.18,20.82,nao,0,visualizou,nao,nao,nao,,34,14,5,google_ads,,
ECOM-00357,2025-03-19,São Paulo,SP,site,mobile,smartphone,Galaxy X,5079.54,68.23,sim,20,pagamento,sim,sim,nao,cartao_recusado,260,9,3.9,instagram,finalizado,
ECOM-00358,2025-03-31,Campinas,SP,site,mobile,smartphone,iPhone Z,3386.54,26.01,nao,15,visualizou,nao,nao,nao,,494,8,2.9,email,abandonado,
ECOM-00359,2025-04-02,Salvador,BA,app,mobile,notebook,Notebook Office,6776.24,"67,57",,15,visualizou,sim,nao,nao,,153,8,"2,1",email,procesado,
ECOM-00360,09-28-2025,Salvador,BA,site,desktop,acessorios,Cabo USB-C,258.33,42.2,nao,0,visualizou,sim,nao,nao,,620,16,4.0,organico,finalizado,
ECOM-00361,2025-03-01,Curitiba,PR,site,mobile,notebook,Notebook Office,4944.56,78.62,sim,10,carrinho,sim,nao,nao,,120,2,2.5,google_ads,falha_pagamento,
ECOM-00362,2025-08-08,Uberaba,MG,site,mobile,notebook,Notebook Gamer,7452.76,42.57,,20,pagamento,sim,sim,nao,erro_gateway,74,29,5,google_ads,abandonado,
ECOM-00363,2025-09-19,Goiânia,GO,app,desktop,fone,Headset Gamer,777.18,5.11,nao,10,carrinho,sim,nao,nao,,5,23,2.6,direto,finalizado,
ECOM-00364,2025-04-09,Uberlândia,MG,site,desktop,acessorios,Teclado,324.87,64.42,,5,compra,sim,sim,sim,,309,18,"3,0",google_ads,procesado,
ECOM-00365,2025-06-10,São Paulo,SP,site,desktop,notebook,Notebook Office,4750.91,35.36,nao,0,visualizou,sim,nao,nao,,570,23,4.6,instagram,procesado,
ECOM-00366,2025-07-23,Campinas,SP,site,mobile,notebook,Notebook Office,6777.94,17.3,nao,0,pagamento,sim,sim,nao,,332,7,4.1,organico,,
ECOM-00367,2025-05-28,Goiânia,GO,app,tablet,acessorios,Mouse,26.91,"37,16",sim,0,carrinho,sim,nao,nao,,126,1,5,google_ads,abandonado,
ECOM-00368,2025-07-01,goiânia,GO,app,mobile,smartphone,Redmi Pro,"4248,4",73.85,sim,0,visualizou,nao,nao,nao,,528,16,4.0,organico,finalizado,
ECOM-00369,2025-05-25,Campinas,SP,site,desktop,smartwatch,Watch Pro,2292.36,"51,35",sim,0,carrinho,sim,nao,nao,,431,10,4.0,instagram,procesado,
ECOM-00370,2025-08-18,são paulo,SP,site,mobile,smartphone,iPhone Z,4137.48,72.75,,0,visualizou,sim,nao,nao,,5,5,4.8,direto,,
ECOM-00371,2025-10-05,Uberlândia,mg,site,mobile,acessorios,Mouse,"95,96","74,18",,10,compra,sim,sim,sim,,5,14,3.0,instagram,falha_pagamento,
ECOM-00372,2025-03-22,Campinas,SP,app,desktop,notebook,Notebook Office,"7363,18",39.14,,20,carrinho,sim,nao,nao,,311,10,5,google_ads,,
ECOM-00373,2025-01-03,Campinas,SP,site,mobile,notebook,Notebook Office,3309.38,69.96,nao,20,visualizou,nao,nao,nao,,275,16,5,google_ads,falha_pagamento,
ECOM-00374,2025-04-20,Uberlândia,MG,app,mobile,notebook,Notebook Office,8244.72,53.96,,5,visualizou,sim,nao,nao,,83,14,2.0,email,abandonado,
ECOM-00375,2025-04-10,Uberaba,MG,site,mobile,acessorios,Carregador,104.56,"48,17",nao,0,compra,sim,sim,sim,,81,1,3.5,organico,abandonado,
ECOM-00376,2025-08-10,Campinas,SP,app,mobile,notebook,Ultrabook,3447.82,63.24,sim,5,visualizou,sim,nao,nao,,,15,2.2,instagram,procesado,
ECOM-00377,2025-03-14,São Paulo,SP,site,mobile,notebook,Notebook Gamer,3801.83,69.52,,20,pagto,sim,sim,sim,,144,10,2.8,google_ads,,
ECOM-00378,2025-03-22,Salvador,BA,app,mobile,smartphone,Moto Plus,3889.8,27.82,,0,visualizou,nao,nao,nao,,5,1,3.3,organico,,
ECOM-00379,2025-04-06,Salvador,BA,site,mobile,fone,Earbuds,"599,2",29.27,,0,carrinho,sim,nao,nao,,250,6,4.9,instagram,falha_pagamento,
ECOM-00380,2025-07-05,Goiânia,GO,site,mobile,fone,Fone Bluetooth,746.49,49.0,,0,carrinho,sim,nao,nao,,148,6,3.9,organico,falha_pagamento,
ECOM-00381,26/10/2025,São Paulo,SP,site,desktop,smartwatch,Watch Pro,829.46,1.56,,0,pagamento,sim,sim,nao,pix_expirado,187,28,1.4,google_ads,procesado,
ECOM-00382,2025-03-08,Uberaba,MG,site,mobile,smartwatch,Watch Pro,"1144,34",61.75,sim,15,pagamento,sim,sim,nao,pix_expirado,257,4,2.0,organico,,
ECOM-00383,26/06/2025,Campinas,SP,app,desktop,fone,Headset Gamer,151.06,70.18,nao,10,carrinho,sim,nao,nao,,116,3,5,organico,falha_pagamento,
ECOM-00384,2025-09-04,salvador,BA,site,mobile,notebook,Notebook Gamer,7093.74,14.07,,10,compra,sim,sim,sim,,468,22,1.7,direto,,
ECOM-00385,2025-01-09,Uberaba,MG,site,mobile,fone,Headset Gamer,"199,2","61,47",sim,15,pagamento,sim,sim,nao,limite_insuficiente,105,13,4.6,google_ads,,
ECOM-00386,2025-06-20,Curitiba,PR,app,tablet,smartphone,Moto Plus,3320.94,30.48,,10,carrinho,sim,nao,nao,,160,4,3.1,direto,abandonado,
ECOM-00387,2025-08-28,Uberlândia,MG,app,desktop,notebook,Notebook Gamer,3277.35,32.6,sim,15,pagamento,sim,sim,nao,erro_gateway,5,8,5,google_ads,procesado,
ECOM-00388,2025-08-30,Salvador,BA,app,mobile,smartphone,iPhone Z,"2742,12",36.4,,15,carrinho,sim,nao,nao,,310,3,5,direto,,
ECOM-00389,2025-08-26,salvador,BA,site,tablet,smartphone,Moto Plus,"1088,38",38.91,,0,visualizou,nao,nao,nao,,5,12,2.2,direto,finalizado,
ECOM-00390,21/06/2025,São Paulo,SP,app,mobile,fone,Headset Gamer,"796,92","40,81",nao,5,carrinho,sim,nao,nao,,336,29,4.3,instagram,procesado,
ECOM-00391,2025-08-20,Uberlândia,MG,app,mobile,fone,Fone Bluetooth,402.52,"22,5",nao,0,carrinho,sim,nao,nao,,164,17,3.6,instagram,abandonado,
ECOM-00392,2025-03-09,Goiânia,GO,site,desktop,smartphone,iPhone Z,"5550,79","74,02",nao,0,visualizou,nao,nao,nao,,48,12,2.7,direto,falha_pagamento,
ECOM-00393,05-01-2025,Goiânia,GO,site,mobile,acessorios,Cabo USB-C,232.64,35.25,,10,visualizou,sim,nao,nao,,,26,2.5,instagram,,
ECOM-00394,21/07/2025,São Paulo,SP,site,mobile,smartphone,Galaxy X,"2015,52",28.07,nao,10,compra,sim,sim,sim,,216,14,5,direto,finalizado,
ECOM-00395,2025-07-18,Campinas,SP,app,mobile,smartphone,Galaxy X,2495.61,"61,09",,0,compra,sim,sim,sim,,186,28,2.9,organico,abandonado,
ECOM-00396,2025-09-16,Goiânia,GO,site,desktop,notebook,Notebook Gamer,4783.39,8.47,,15,compra,sim,sim,sim,,138,6,3.3,email,abandonado,
ECOM-00397,2025-06-20,São Paulo,SP,site,desktop,fone,Earbuds,"220,55",43.24,sim,5,carrino,nao,nao,nao,,126,4,4.7,google_ads,,
ECOM-00398,2025-10-14,Goiânia,go,site,mobile,smartphone,Moto Plus,2992.63,"79,66",,15,visualizou,sim,nao,nao,,312,1,2.1,instagram,finalizado,
ECOM-00399,2025-05-19,Campinas,SP,site,mobile,smartphone,Galaxy X,4477.74,"4,93",,20,visualizou,sim,nao,nao,,559,10,4.0,organico,procesado,
ECOM-00400,2025-10-16,Uberlândia,MG,app,desktop,smartwatch,Smartwatch Fit,1889.34,"15,52",nao,5,visualizou,sim,nao,nao,,606,9,3.5,instagram,falha_pagamento,
ECOM-00401,2025-04-28,Salvador,BA,app,mobile,fone,Headset Gamer,265.99,"51,43",sim,15,carrinho,sim,nao,nao,,544,14,4.5,google_ads,falha_pagamento,
ECOM-00402,2025-06-27,Salvador,BA,site,mobile,smartphone,Redmi Pro,5808.64,24.91,nao,0,compra,sim,sim,sim,,403,1,3.1,organico,abandonado,
ECOM-00403,03-01-2025,Uberlândia,MG,app,mobile,acessorios,Mouse,"34,39","34,23",nao,0,pagamento,sim,sim,nao,limite_insuficiente,248,12,4.0,direto,procesado,
ECOM-00404,2025-10-15,Goiânia,GO,app,mobile,acessorios,Mouse,395.3,31.11,nao,0,visualizou,sim,nao,nao,,346,21,4.6,email,finalizado,
ECOM-00405,data_invalida,Salvador,BA,site,desktop,smartphone,iPhone Z,6214.22,69.89,,0,compra,sim,sim,sim,,165,1,3.2,google_ads,procesado,
ECOM-00406,2025-07-03,São Paulo,SP,site,mobile,smartphone,Galaxy X,"6076,91","63,6",,15,pagamento,sim,sim,nao,erro_gateway,388,11,4.9,instagram,,
ECOM-00407,2025-06-17,Curitiba,PR,app,tablet,notebook,Ultrabook,5375.78,15.58,nao,10,pagto,sim,sim,sim,,,5,5,organico,finalizado,
ECOM-00408,01-07-2025,Goiânia,GO,site,desktop,smartphone,Redmi Pro,5503.27,39.27,sim,0,visualizou,sim,nao,nao,,93,13,5,google_ads,procesado,
ECOM-00409,2025-09-13,Curitiba,PR,site,desktop,smartphone,iPhone Z,5091.42,20.69,sim,10,compra,sim,sim,sim,,198,27,3.5,google_ads,procesado,
ECOM-00410,2025-03-09,Uberaba,MG,app,mobile,smartwatch,Watch Pro,2402.4,"59,55",,5,visualizou,sim,nao,nao,,149,5,2.0,direto,finalizado,
ECOM-00411,2025-07-24,uberaba,MG,site,mobile,acessorios,Teclado,135.74,69.72,sim,0,carrinho,sim,nao,nao,,287,19,5,instagram,procesado,
ECOM-00412,18/02/2025,Curitiba,PR,site,mobile,acessorios,Cabo USB-C,210.21,71.0,,15,visualizou,nao,nao,nao,,198,35,"2,9",direto,abandonado,
ECOM-00413,06-17-2025,Salvador,ba,site,desktop,smartphone,Moto Plus,"3442,76",74.62,sim,15,visualizou,sim,nao,nao,,485,1,2.9,email,,
ECOM-00414,2025-06-22,são paulo,SP,site,mobile,notebook,Notebook Office,2139.04,59.92,,15,carrinho,sim,nao,nao,,180,3,3.3,instagram,finalizado,
ECOM-00415,2025-02-07,São Paulo,SP,site,mobile,notebook,Ultrabook,3739.31,61.3,sim,0,compra,sim,sim,nao,erro_gateway,200,18,1.9,instagram,falha_pagamento,
ECOM-00416,2025-08-06,Uberaba,MG,site,desktop,fone,Earbuds,"444,88",30.84,,10,visualizou,sim,nao,nao,,512,3,3.1,instagram,procesado,
ECOM-00417,2025-06-11,São Paulo,SP,site,mobile,smartphone,Galaxy X,3320.86,19.68,sim,0,carrinho,sim,nao,nao,,126,1,4.5,organico,finalizado,
ECOM-00418,2025-08-18,Uberlândia,MG,site,mobile,smartphone,Galaxy X,3266.02,61.72,nao,0,visualizou,nao,nao,nao,,176,15,3.6,organico,finalizado,
ECOM-00419,2025-10-09,Uberlândia,MG,site,mobile,smartwatch,Smartwatch Fit,1446.63,11.44,sim,0,pagamento,sim,sim,nao,pix_expirado,329,23,1.8,organico,procesado,
ECOM-00420,24/07/2025,São Paulo,SP,site,mobile,smartphone,Galaxy X,2603.1,14.46,sim,20,compra,sim,sim,sim,,174,1,"4,7",google_ads,finalizado,
ECOM-00421,2025-04-25,São Paulo,SP,site,desktop,smartfone,Notebook Office,9411.36,"0,88",sim,20,compra,sim,sim,sim,,5,15,2.8,organico,finalizado,
ECOM-00422,07-27-2025,Salvador,BA,site,desktop,fone,Fone Bluetooth,189.89,78.52,,0,visualizou,sim,nao,nao,,589,9,5,organico,finalizado,
ECOM-00423,2025-10-25,Campinas,SP,app,desktop,fone,Fone Bluetooth,850.7,5.38,,15,carrinho,sim,nao,nao,,313,8,3.1,organico,,
ECOM-00424,18/02/2025,Campinas,SP,site,mobile,notebook,Notebook Office,4632.88,38.25,sim,5,pagamento,sim,sim,nao,erro_gateway,345,16,3.9,instagram,falha_pagamento,
ECOM-00425,2025-07-12,Salvador,BA,app,desktop,smartphone,Galaxy X,6190.15,"75,92",nao,15,carrinho,sim,nao,nao,,131,14,"3,0",direto,,
ECOM-00426,05-28-2025,Uberaba,MG,site,desktop,fone,Headset Gamer,639.53,6.35,sim,0,carrinho,sim,nao,nao,,198,13,2.8,email,falha_pagamento,
ECOM-00427,06-09-2025,Uberaba,MG,site,mobile,smartphone,iPhone Z,2235.14,5.6,nao,10,pagamento,sim,sim,nao,,301,1,3.4,organico,finalizado,
ECOM-00428,2025-07-22,Goiânia,GO,site,mobile,notebook,Notebook Office,6011.47,51.1,,0,pagamento,sim,sim,nao,,469,1,5,google_ads,procesado,
ECOM-00429,2025-06-07,Uberaba,MG,app,mobile,smartphone,Redmi Pro,2405.49,"35,32",nao,0,pagamento,sim,sim,nao,,,6,2.4,organico,finalizado,
ECOM-00430,30/05/2025,Goiânia,GO,site,mobile,fone,Fone Bluetooth,101.24,"2,72",nao,10,carrinho,sim,nao,nao,,36,1,2.6,organico,falha_pagamento,
ECOM-00431,2025-09-06,Salvador,BA,app,mobile,smartphone,iPhone Z,4458.16,12.2,nao,0,carrinho,sim,nao,nao,,5,5,2.8,instagram,falha_pagamento,
ECOM-00432,2025-07-07,Salvador,BA,app,mobile,acessorios,Teclado,76.06,10.25,nao,0,pagamento,sim,sim,nao,cartao_recusado,7,23,3.2,instagram,,
ECOM-00433,2025-10-11,Goiânia,GO,app,mobile,fone,Headset Gamer,805.87,28.43,,0,compra,sim,sim,sim,,383,18,3.2,organico,procesado,
ECOM-00434,2025-09-10,salvador,BA,app,mobile,smartphone,iPhone Z,935.0,38.22,sim,20,pagamento,sim,sim,nao,limite_insuficiente,254,30,3.8,google_ads,falha_pagamento,
ECOM-00435,2025-08-01,Curitiba,PR,site,desktop,smartphone,iPhone Z,1148.67,"23,6",nao,20,carrinho,sim,nao,nao,,86,5,"4,4",google_ads,falha_pagamento,
ECOM-00436,2025-06-07,São Paulo,SP,app,mobile,notebook,Notebook Gamer,5459.92,17.84,sim,0,pagamento,sim,sim,nao,,328,19,3.6,google_ads,,
ECOM-00437,08-09-2025,Curitiba,PR,site,mobile,smartphone,iPhone Z,5638.47,23.49,nao,0,visualizou,sim,nao,nao,,210,17,5,google_ads,abandonado,
ECOM-00438,2025-06-28,Curitiba,PR,site,mobile,smartwatch,Watch Pro,2003.31,34.43,sim,20,compra,sim,sim,sim,,488,28,5,google_ads,abandonado,
ECOM-00439,2025-08-08,Salvador,BA,site,mobile,smartphone,Galaxy X,2483.14,"73,7",sim,0,compra,sim,sim,sim,,5,2,2.8,google_ads,finalizado,
ECOM-00440,2025-07-07,Curitiba,PR,site,mobile,smartwatch,Smartwatch Fit,2361.89,8.84,nao,20,pagamento,sim,sim,nao,pix_expirado,412,16,4.2,instagram,falha_pagamento,
ECOM-00441,2025-02-12,Curitiba,PR,app,mobile,notebook,Notebook Gamer,5808.64,17.66,,0,compra,sim,sim,sim,,256,15,1.6,organico,,
ECOM-00442,18/08/2025,Salvador,BA,site,mobile,smartphone,Redmi Pro,1401.02,4.21,sim,0,carrinho,sim,nao,nao,,357,21,4.1,google_ads,,
ECOM-00443,2025-05-24,campinas,SP,site,desktop,fone,Headset Gamer,631.71,41.58,nao,10,carrinho,sim,nao,nao,,269,19,4.0,instagram,abandonado,
ECOM-00444,2025-02-22,Curitiba,PR,site,mobile,notebook,Notebook Gamer,3287.36,54.34,,10,carrinho,sim,nao,nao,,140,11,4.0,google_ads,finalizado,
ECOM-00445,2025-09-15,Uberaba,MG,site,mobile,notebook,Notebook Gamer,6692.57,5.03,nao,5,compra,sim,sim,sim,,5,12,3.5,google_ads,procesado,
ECOM-00446,2025-02-14,Uberaba,MG,app,mobile,smartfone,Redmi Pro,6079.8,41.14,,5,compra,sim,sim,nao,erro_gateway,279,15,4.9,organico,finalizado,
ECOM-00447,2025-05-28,uberlândia,MG,site,desktop,notebook,Notebook Office,5311.44,72.3,nao,0,compra,sim,sim,nao,erro_gateway,278,14,5,organico,finalizado,
ECOM-00448,2025-08-17,Uberlândia,MG,app,mobile,fone,Earbuds,446.91,64.39,nao,0,compra,sim,sim,sim,,382,17,4.3,google_ads,procesado,
ECOM-00449,01-16-2025,São Paulo,SP,site,mobile,fone,Headset Gamer,341.94,20.47,sim,5,compra,sim,sim,sim,,489,5,4.7,direto,finalizado,
ECOM-00450,05-20-2025,São Paulo,SP,site,mobile,notebook,Ultrabook,1892.76,15.66,nao,0,pagamento,sim,sim,nao,erro_gateway,350,10,4.1,organico,,
ECOM-00451,29/04/2025,Salvador,BA,app,desktop,fone,Earbuds,"558,62",49.0,,0,pagamento,sim,sim,nao,erro_gateway,413,17,"4,0",organico,falha_pagamento,
ECOM-00452,2025-05-17,Goiânia,GO,site,desktop,smartwatch,Smartwatch Fit,2389.34,13.76,sim,0,carrinho,sim,nao,nao,,230,15,"2,5",google_ads,procesado,
ECOM-00453,2025-03-11,Uberaba,mg,site,mobile,smartwatch,Watch Pro,560.89,40.64,sim,0,compra,sim,sim,sim,,454,11,"4,5",direto,abandonado,
ECOM-00454,2025-02-11,Uberlândia,MG,site,desktop,smartphone,iPhone Z,"2192,48",23.76,,0,carrinho,sim,nao,nao,,178,16,2.4,google_ads,abandonado,
ECOM-00455,2025-05-24,Goiânia,GO,site,desktop,smartphone,Moto Plus,4536.58,5.02,sim,20,pagamento,sim,sim,nao,erro_gateway,344,12,2.1,instagram,falha_pagamento,
ECOM-00456,2025-06-30,Uberaba,MG,site,mobile,smartphone,iPhone Z,4347.52,"59,88",,5,pagamento,sim,sim,nao,erro_gateway,357,1,"3,9",email,finalizado,
ECOM-00457,2025-02-05,campinas,SP,site,mobile,fone,Earbuds,696.44,13.87,sim,20,carrinho,sim,nao,nao,,193,8,5,google_ads,,
ECOM-00458,2025-05-02,Curitiba,PR,app,desktop,fone,Fone Bluetooth,724.3,"15,12",,15,compra,sim,sim,sim,,647,8,4.6,organico,finalizado,
ECOM-00459,2025-03-27,Campinas,sp,app,mobile,smartphone,Moto Plus,3376.37,62.84,sim,5,compra,sim,sim,sim,,229,11,"3,1",google_ads,falha_pagamento,
ECOM-00460,2025-07-04,Curitiba,PR,site,desktop,smartphone,Moto Plus,1183.52,31.79,sim,10,visualizou,sim,nao,nao,,320,17,3.7,email,falha_pagamento,
ECOM-00461,2025-09-06,Curitiba,pr,site,mobile,smartphone,Galaxy X,"6121,44",65.96,nao,20,visualizou,sim,nao,nao,,315,13,3.5,organico,abandonado,
ECOM-00462,2025-01-29,Uberaba,MG,site,mobile,smartphone,Galaxy X,6401.99,70.57,sim,0,carrinho,sim,nao,nao,,,8,"4,1",google_ads,abandonado,
ECOM-00463,data_invalida,São Paulo,SP,site,desktop,notebook,Ultrabook,3945.48,78.66,,20,compra,sim,sim,sim,,352,1,3.9,instagram,abandonado,
ECOM-00464,2025-06-28,Salvador,BA,site,mobile,notebook,Notebook Office,7044.82,"76,4",sim,15,visualizou,sim,nao,nao,,,19,3.7,instagram,abandonado,
ECOM-00465,2025-04-11,São Paulo,sp,site,desktop,smartphone,Galaxy X,3019.36,4.61,,20,pagamento,sim,sim,nao,erro_gateway,370,24,3.4,instagram,procesado,
