registro_id,data_pedido,cidade,uf,cliente_id,prime,categoria_produto,produto,vendedor_tipo,valor_produto,valor_frete,prazo_estimado_dias,tempo_processamento_h,tempo_transporte_h,distancia_cd_cliente_km,volume_pacotes_rota,clima_rota,evento_sazonal,entrega_atrasada,avaliacao_cliente,devolucao,motivo_devolucao,produto_wishlist,abandonou_carrinho,comprado_junto,status_pedido,observacao
AMZ-00276,2025-04-07,Salvador,BA,C540,nao,eletronicos,Smartphone,amazon,2616.29,16.47,5,13,61,94.96,87,sol,nenhum,nao,4.4,nao,,sim,sim,nao,entregue,
AMZ-00277,27/07/2025,Campinas,sp,C536,nao,vestuario,Mochila,amazon,"297,71",61.96,1,10,62,4.78,24,sol,nenhum,sim,3.0,nao,,,sim,,devolvido,
AMZ-00278,2025-04-03,Uberaba,mg,C306,sim,supermercado,Detergente,amazon,2225.42,0,5,12,12,"75,06",26,sol,black_friday,nao,3.1,nao,,sim,nao,nao,cancelado,
AMZ-00279,2025-04-25,salvador,BA,C41,sim,eletronicos,Fone Bluetooth,amazon,1652.84,0,1,8,51,174.68,32,chuva,nenhum,sim,2.0,nao,,,nao,nao,procesado,
AMZ-00280,07-21-2025,São Paulo,SP,C167,sim,supermercado,Arroz,marketplace,2861.64,0,5,15,22,"18,05",1,chuva,nenhum,nao,3.1,nao,,,nao,,procesado,
AMZ-00281,2025-02-23,Rio de Janeiro,RJ,C529,nao,vestuario,Camiseta,amazon,1973.29,69.96,1,11,16,163.71,179,chuva,nenhum,sim,1.8,nao,,nao,sim,,cancelado,
AMZ-00282,2025-03-19,curitiba,PR,C555,sim,eletronicos,Smartphone,marketplace,1357.81,50.78,10,20,37,203.61,152,sol,nenhum,nao,3.5,nao,,nao,nao,,devolvido,
AMZ-00283,2025-04-14,Curitiba,PR,C399,sim,eletronicos,Fire TV,marketplace,642.9,0,3,12,16,"102,71",81,sol,nenhum,nao,5,nao,,nao,sim,,entregue,
AMZ-00284,2025-01-25,Uberaba,MG,C211,sim,livros,Livro Fantasia,marketplace,3094.08,0,2,7,63,"257,78",82,chuva,nenhum,sim,3.7,nao,,,sim,sim,cancelado,
AMZ-00285,2025-09-30,Curitiba,PR,C455,nao,vestuario,Camiseta,marketplace,3356.24,"81,42",4,12,3,"195,41",86,sol,nenhum,nao,5,sim,produto_errado,nao,nao,,procesado,
AMZ-00286,2025-07-05,salvador,BA,C399,sim,casa,Filtro de Água,marketplace,1765.45,0,3,7,40,102.75,55,chuva,nenhum,nao,4.6,sim,atraso,,nao,nao,,
AMZ-00287,2025-06-11,Curitiba,PR,C335,sim,casa,Organizador,marketplace,2439.15,0,1,1,55,1,48,nublado,nenhum,sim,3.2,nao,,sim,sim,nao,,
AMZ-00288,2025-01-25,Curitiba,PR,C4,nao,livros,Kindle eBook,amazon,2293.08,24.4,7,20,24,8.66,46,sol,nenhum,nao,"4,0",nao,,sim,nao,sim,devolvido,
AMZ-00289,2025-03-04,Curitiba,PR,C575,sim,eletronicos,Smartphone,amazon,396.88,59.31,2,4,56,"216,41",19,sol,nenhum,sim,"1,7",nao,,sim,nao,sim,,
AMZ-00290,2025-08-20,São Paulo,SP,C107,nao,livros,HQ Colecionável,amazon,2567.21,83.48,5,15,2,118.57,73,sol,natal,nao,3.9,nao,,nao,sim,,,
AMZ-00291,2025-07-05,rio de janeiro,RJ,C424,sim,supermercado,Detergente,amazon,"1954,89",78.29,5,17,55,144.08,109,chuva,nenhum,nao,2.2,nao,,,nao,nao,cancelado,
AMZ-00292,05-31-2025,Salvador,BA,C314,nao,vestuario,Tênis,amazon,3280.47,77.92,2,5,27,30.6,135,nublado,natal,nao,3.7,nao,,nao,sim,nao,devolvido,
AMZ-00293,2025-01-25,Curitiba,PR,C184,nao,eletronicos,Carregador USB-C,amazon,420.83,55.36,4,16,64,178.03,25,sol,nenhum,nao,3.3,nao,,sim,sim,sim,cancelado,
AMZ-00294,2025-10-03,Curitiba,PR,C113,sim,casa,Panela,amazon,2961.16,0,2,10,28,144.26,26,sol,nenhum,nao,"4,7",nao,,,nao,nao,devolvido,
AMZ-00295,2025-07-06,rio de janeiro,RJ,C141,nao,eletronicos,Fire TV,amazon,1649.99,"44,78",4,4,72,67.9,15,sol,nenhum,nao,4.4,nao,,nao,nao,sim,cancelado,
AMZ-00296,2025-09-10,campinas,SP,C11,sim,supermercado,Café,marketplace,861.53,0,5,3,13,238.67,35,nublado,natal,nao,5,nao,,,sim,,entregue,
AMZ-00297,2025-09-25,Goiânia,GO,C71,nao,eletronicos,Fire TV,amazon,925.53,48.58,5,5,53,1,210,sol,nenhum,nao,3.7,nao,,,nao,,procesado,
AMZ-00298,2025-07-13,Campinas,SP,C538,sim,livros,HQ Colecionável,marketplace,3309.27,0,1,8,2,114.92,157,sol,black_friday,nao,4.1,nao,,nao,nao,nao,devolvido,
AMZ-00299,2025-10-27,Rio de Janeiro,RJ,C233,nao,eletronicos,Carregador USB-C,marketplace,"1300,2",22.83,3,10,4,1,11,sol,nenhum,nao,5,nao,,nao,nao,nao,entregue,
AMZ-00300,2025-06-18,Uberaba,MG,C299,nao,eletronicos,Fire TV,marketplace,2125.1,"43,14",2,11,20,195.03,52,sol,nenhum,nao,5,nao,,,nao,nao,,
AMZ-00301,2025-03-13,Campinas,SP,C598,nao,eletronicos,Fone Bluetooth,amazon,1298.93,65.15,2,5,15,1,159,sol,nenhum,nao,5,sim,atraso,,sim,sim,procesado,
AMZ-00302,2025-06-02,campinas,SP,C325,nao,vestuario,Mochila,amazon,1509.54,65.26,2,4,58,196.34,130,temporal,nenhum,sim,"3,4",nao,,nao,sim,nao,,
AMZ-00303,2025-03-28,Curitiba,PR,C131,sim,eletronicos,Fone Bluetooth,marketplace,1729.39,22.42,1,9,42,282.79,142,sol,prime_day,sim,"4,2",nao,,nao,nao,,procesado,
AMZ-00304,2025-04-04,Goiânia,GO,C324,sim,livros,Kindle eBook,amazon,604.98,0,10,1,3,188.91,6,sol,nenhum,sim,4.5,nao,,,nao,sim,entregue,
AMZ-00305,2025-09-20,Uberlândia,MG,C118,nao,casa,Filtro de Água,amazon,533.42,21.03,3,1,16,148.44,64,chuva,nenhum,nao,4.2,nao,,nao,nao,sim,procesado,
AMZ-00306,2025-08-20,Curitiba,PR,C449,nao,eletronicos,Echo Dot,marketplace,1661.05,85.05,5,7,66,190.26,90,sol,prime_day,nao,4.0,nao,,sim,nao,nao,,
AMZ-00307,2025-05-30,uberlândia,MG,C317,sim,livros,HQ Colecionável,amazon,3039.06,0,2,14,62,"212,38",49,nublado,nenhum,sim,2.2,nao,,,nao,,entregue,
AMZ-00308,data_invalida,Salvador,BA,C571,sim,vestuario,Jaqueta,marketplace,1597.02,0,1,12,35,9.53,43,sol,nenhum,sim,3.2,nao,,,nao,,cancelado,
AMZ-00309,2025-09-08,Curitiba,PR,C348,nao,vestuario,Mochila,marketplace,1392.63,33.21,7,7,29,243.21,48,sol,nenhum,sim,"3,7",nao,,,nao,,devolvido,
AMZ-00310,2025-02-24,Curitiba,PR,C186,nao,casa,Lâmpada LED,marketplace,1112.7,12.75,5,14,43,1,44,temporal,natal,nao,5,nao,,sim,nao,nao,,
AMZ-00311,2025-03-02,Salvador,BA,C237,nao,supermercado,Detergente,amazon,1886.4,63.79,3,9,42,136.54,194,nublado,nenhum,nao,2.6,nao,,nao,nao,nao,cancelado,
AMZ-00312,2025-05-30,Rio de Janeiro,RJ,C428,nao,supermercado,Detergente,marketplace,173.63,47.43,4,2,12,"166,02",92,nublado,natal,nao,5,sim,arrependimento,sim,nao,,,
AMZ-00313,04-05-2025,rio de janeiro,RJ,C294,sim,livros,Livro Técnico,amazon,3434.39,0,4,11,50,122.91,102,chuva,nenhum,nao,3.7,nao,,nao,nao,sim,procesado,
AMZ-00314,2025-07-20,Rio de Janeiro,RJ,C195,sim,supermercado,Sabonete,marketplace,"2622,12",0,5,22,26,205.21,15,sol,prime_day,nao,3.3,sim,falsificado,,sim,nao,procesado,
AMZ-00315,2025-04-10,Uberaba,MG,C187,nao,eletronicos,Echo Dot,amazon,"980,96",41.36,5,17,47,1,102,nublado,nenhum,nao,4.1,nao,,sim,nao,nao,cancelado,
AMZ-00316,2025-06-23,São Paulo,SP,C595,sim,eletronicos,Carregador USB-C,amazon,"3414,71",0,5,17,18,203.51,128,chuva,nenhum,nao,5,nao,,sim,sim,,devolvido,
AMZ-00317,2025-03-18,Curitiba,PR,C506,nao,eletronicos,Fire TV,amazon,2903.15,19.56,7,12,30,136.82,94,sol,nenhum,nao,4.5,nao,,sim,nao,,cancelado,
AMZ-00318,2025-04-22,Uberlândia,MG,C406,nao,livros,Livro Técnico,amazon,2803.98,11.99,5,7,2,193.73,109,chuva,natal,sim,1.9,sim,atraso,nao,nao,nao,cancelado,
AMZ-00319,15/02/2025,Uberaba,MG,C332,sim,livros,Livro Técnico,amazon,939.45,0,10,2,19,48.25,16,sol,nenhum,sim,1.7,nao,,,nao,nao,,
AMZ-00320,27/08/2025,Curitiba,PR,C408,nao,supermercado,Arroz,marketplace,3311.14,62.9,2,16,87,171.21,12,nublado,black_friday,sim,"2,8",nao,,sim,nao,,cancelado,
AMZ-00321,2025-01-19,Campinas,SP,C376,sim,eletronicos,Carregador USB-C,amazon,"573,63",0,10,7,2,117.06,117,sol,nenhum,nao,3.6,nao,,,nao,sim,cancelado,
AMZ-00322,2025-06-09,Uberlândia,MG,C480,nao,eletronicos,Smartphone,amazon,2235.23,24.7,5,8,30,104.82,24,chuva,nenhum,nao,5,nao,,nao,nao,nao,devolvido,
AMZ-00323,10-01-2025,Rio de Janeiro,rj,C105,sim,eletronicos,Carregador USB-C,amazon,"3355,88",0,4,7,38,113.82,36,chuva,nenhum,sim,3.3,nao,,nao,nao,,,
AMZ-00324,2025-10-20,Salvador,BA,C515,nao,livros,Livro Fantasia,marketplace,"1045,03",37.92,10,11,17,47.45,93,sol,natal,nao,4.9,nao,,,nao,sim,devolvido,
AMZ-00325,24/08/2025,Goiânia,GO,C242,nao,livros,Livro Técnico,marketplace,1224.62,62.71,4,16,59,85.18,60,nublado,nenhum,sim,2.9,sim,falsificado,nao,nao,,,
AMZ-00326,2025-06-27,Goiânia,GO,C443,nao,livros,HQ Colecionável,amazon,2025.22,19.85,10,28,68,"26,63",68,nublado,black_friday,nao,3.0,nao,,,nao,sim,procesado,
AMZ-00327,2025-02-26,Uberlândia,MG,C71,sim,eletronicos,Echo Dot,amazon,2199.76,0,5,2,71,164.54,118,chuva,nenhum,nao,3.2,nao,,,nao,sim,,
AMZ-00328,2025-09-29,Campinas,SP,C297,sim,eletronicos,Fone Bluetooth,amazon,"3063,27",53.54,7,5,58,269.96,133,nublado,nenhum,nao,4.4,nao,,sim,nao,,cancelado,
AMZ-00329,2025-06-09,São Paulo,SP,C325,sim,supermercado,Arroz,marketplace,1235.01,0,1,2,39,122.74,13,chuva,nenhum,sim,2.2,nao,,,nao,sim,procesado,
AMZ-00330,09-15-2025,São Paulo,SP,C147,nao,casa,Filtro de Água,amazon,1778.33,73.75,7,9,41,152.31,127,chuva,black_friday,sim,2.3,nao,,sim,nao,,,
AMZ-00331,2025-02-24,campinas,SP,C597,sim,eletronicos,Echo Dot,marketplace,357.23,10.45,7,6,56,174.0,46,sol,natal,nao,1.9,nao,,sim,nao,,,
AMZ-00332,2025-03-11,Rio de Janeiro,RJ,C389,nao,supermercado,Detergente,marketplace,"1698,28",39.05,5,16,51,105.16,88,sol,nenhum,nao,4.2,nao,,nao,nao,sim,procesado,
AMZ-00333,2025-08-14,Uberlândia,MG,C112,nao,eletronicos,Carregador USB-C,marketplace,"480,44","65,72",2,5,69,295.54,202,nublado,nenhum,sim,1.9,nao,,,nao,,entregue,
AMZ-00334,07-05-2025,São Paulo,SP,C542,sim,eletronicos,Carregador USB-C,amazon,3491.5,0,7,18,2,"151,27",183,chuva,nenhum,nao,4.9,nao,,nao,nao,nao,cancelado,
AMZ-00335,2025-05-02,Goiânia,GO,C580,nao,vestuario,Camiseta,marketplace,2028.11,"10,95",3,14,21,114.78,56,sol,nenhum,sim,2.1,nao,,nao,sim,nao,,
AMZ-00336,28/04/2025,Goiânia,GO,C14,nao,casa,Panela,amazon,3458.36,25.73,2,32,71,137.16,140,chuva,prime_day,sim,4.0,sim,,sim,sim,sim,devolvido,
AMZ-00337,2025-06-05,Campinas,SP,C72,sim,livros,HQ Colecionável,marketplace,1122.93,55.52,3,21,47,175.28,47,chuva,natal,nao,5,nao,,nao,nao,,entregue,
AMZ-00338,2025-06-06,Uberlândia,MG,C441,nao,vestuario,Tênis,marketplace,1748.39,25.61,10,1,27,133.31,105,nublado,black_friday,sim,3.7,nao,,nao,sim,,procesado,
AMZ-00339,03-09-2025,Goiânia,GO,C292,sim,supermercado,Detergente,marketplace,1520.83,34.98,7,16,9,142.37,109,chuva,nenhum,nao,5,nao,,,nao,sim,,
AMZ-00340,2025-01-24,Campinas,SP,C278,sim,vestuario,Jaqueta,amazon,1184.61,0,1,13,21,26.94,122,sol,nenhum,sim,1.2,nao,,sim,nao,sim,procesado,
AMZ-00341,2025-10-13,Salvador,BA,C214,sim,eletronicos,Fone Bluetooth,amazon,2733.45,0,5,21,22,202.87,116,nublado,black_friday,nao,3.1,nao,,,nao,nao,devolvido,
AMZ-00342,04-19-2025,Curitiba,PR,C307,nao,vestuario,Mochila,amazon,"1921,23",80.35,5,3,5,1,64,chuva,natal,nao,4.6,nao,,sim,nao,sim,procesado,
AMZ-00343,2025-06-24,Uberaba,mg,C270,nao,eletronicos,Carregador USB-C,amazon,2593.34,20.48,2,24,58,6.24,68,chuva,nenhum,sim,1.7,nao,,sim,nao,sim,devolvido,
AMZ-00344,data_invalida,Curitiba,PR,C9,nao,eletronicos,Fone Bluetooth,marketplace,"2309,42",30.3,4,22,67,58.77,28,sol,natal,nao,4.6,nao,,nao,nao,nao,procesado,
AMZ-00345,2025-08-30,Rio de Janeiro,RJ,C290,sim,livros,Kindle eBook,amazon,1786.17,0,4,5,40,7.17,219,chuva,black_friday,nao,3.9,nao,,,nao,sim,entregue,
AMZ-00346,2025-07-23,Rio de Janeiro,RJ,C417,nao,supermercado,Sabonete,marketplace,1220.82,43.46,7,11,49,13.17,77,sol,nenhum,sim,1.6,sim,produto_danificado,nao,nao,nao,procesado,
AMZ-00347,2025-09-14,Goiânia,GO,C430,nao,livros,Livro Técnico,marketplace,2283.22,72.13,7,21,2,106.6,139,sol,natal,nao,"4,5",nao,,,nao,nao,,
AMZ-00348,2025-03-12,Uberlândia,MG,C228,nao,livros,Livro Técnico,amazon,3179.96,8.42,2,22,46,"231,11",187,sol,nenhum,sim,2.3,nao,,,sim,,,
AMZ-00349,21/06/2025,Rio de Janeiro,RJ,C267,sim,supermercado,Sabonete,marketplace,1174.83,0,7,22,39,9.1,78,sol,nenhum,nao,2.4,nao,,sim,sim,sim,devolvido,
AMZ-00350,2025-01-01,São Paulo,SP,C1,sim,casa,Lâmpada LED,marketplace,1638.17,0,1,20,17,218.74,90,temporal,nenhum,sim,2.2,nao,,sim,nao,nao,entregue,
AMZ-00351,28/08/2025,São Paulo,SP,C531,sim,vestuario,Tênis,amazon,849.04,0,4,14,50,"94,16",103,nublado,nenhum,sim,3.2,nao,,,nao,sim,cancelado,
AMZ-00352,05/08/2025,Uberaba,MG,C261,nao,livros,Livro Fantasia,amazon,1186.73,21.38,4,17,29,167.39,6,sol,nenhum,nao,3.7,nao,,sim,sim,,entregue,
AMZ-00353,2025-06-30,Uberaba,MG,C329,sim,eletronicos,Fone Bluetooth,amazon,2207.53,85.3,3,15,43,81.95,106,sol,nenhum,nao,3.1,nao,,nao,nao,,devolvido,
AMZ-00354,2025-03-19,Uberaba,MG,C506,sim,vestuario,Camiseta,amazon,383.27,0,7,11,51,187.58,119,sol,nenhum,sim,3.1,nao,,nao,nao,nao,cancelado,
AMZ-00355,03-18-2025,Campinas,SP,C261,nao,livros,Livro Fantasia,marketplace,2426.66,72.14,5,1,16,179.25,6,chuva,black_friday,nao,5,nao,,nao,nao,,,
AMZ-00356,2025-07-09,Uberlândia,MG,C109,sim,livros,HQ Colecionável,marketplace,792.62,0,1,1,17,287.85,71,sol,black_friday,nao,4.3,nao,,sim,sim,sim,cancelado,
AMZ-00357,2025-02-18,Salvador,BA,C201,nao,eletronicos,Echo Dot,amazon,1816.15,"21,08",7,7,14,47.18,77,sol,black_friday,sim,2.6,sim,produto_errado,,nao,sim,,
AMZ-00358,2025-10-22,Campinas,SP,C105,sim,eletronicos,Carregador USB-C,amazon,"1595,98",0,10,13,22,246.17,77,sol,nenhum,nao,3.2,nao,,sim,sim,nao,,
AMZ-00359,2025-08-05,Uberaba,MG,C76,nao,supermercado,Arroz,amazon,510.54,87.69,7,3,57,1,101,sol,nenhum,nao,2.7,nao,,sim,nao,sim,cancelado,
AMZ-00360,03/08/2025,Uberlândia,MG,C116,sim,casa,Organizador,amazon,1537.23,0,2,15,65,"58,16",121,chuva,nenhum,sim,3.4,nao,,,nao,sim,cancelado,
AMZ-00361,2025-09-22,São Paulo,SP,C243,sim,casa,Panela,marketplace,1064.28,84.54,2,17,60,"31,0",43,sol,nenhum,sim,1,nao,,nao,nao,nao,cancelado,
AMZ-00362,09-28-2025,Campinas,SP,C268,sim,casa,Organizador,marketplace,"2771,93",0,1,20,51,105.84,1,sol,prime_day,sim,"4,5",nao,,nao,sim,nao,entregue,
AMZ-00363,2025-07-31,Rio de Janeiro,RJ,C510,nao,super mercado,Tênis,amazon,761.98,29.13,10,26,34,217.55,125,temporal,prime_day,nao,4.8,nao,,sim,nao,sim,entregue,
AMZ-00364,2025-03-21,São Paulo,SP,C305,nao,livros,HQ Colecionável,marketplace,3060.8,"70,5",1,12,35,158.45,122,nublado,prime_day,sim,"1,9",sim,,,nao,,,
AMZ-00365,02-18-2025,Uberaba,MG,C231,nao,eletronicos,Carregador USB-C,amazon,229.19,75.11,7,20,2,210.87,58,chuva,prime_day,sim,"2,5",nao,,nao,nao,nao,,
AMZ-00366,2025-01-07,Curitiba,PR,C139,nao,vestuario,Mochila,amazon,2667.15,42.21,10,11,8,131.36,151,chuva,nenhum,nao,3.0,nao,,sim,sim,nao,,
AMZ-00367,2025-10-13,Campinas,SP,C239,sim,vestuario,Camiseta,amazon,2848.12,9.62,2,15,27,143.14,24,chuva,nenhum,nao,4.8,nao,,,nao,sim,procesado,
AMZ-00368,23/07/2025,Uberaba,MG,C357,nao,casa,Organizador,amazon,2080.68,27.83,2,23,38,1,89,sol,nenhum,sim,2.6,nao,,nao,nao,sim,entregue,
AMZ-00369,2025-01-08,Salvador,BA,C40,sim,super mercado,Echo Dot,amazon,"1132,61",0,10,2,63,162.95,93,temporal,nenhum,nao,5,nao,,nao,nao,nao,entregue,
AMZ-00370,2025-03-25,Campinas,SP,C460,nao,supermercado,Sabonete,marketplace,214.77,17.35,10,24,2,286.18,102,sol,nenhum,nao,5,nao,,nao,sim,,devolvido,
AMZ-00371,2025-10-17,Goiânia,GO,C258,sim,eletronicos,Fone Bluetooth,marketplace,1901.89,0,10,3,26,"105,64",120,sol,black_friday,nao,3.5,nao,,,nao,nao,entregue,
AMZ-00372,2025-03-16,goiânia,GO,C164,sim,casa,Filtro de Água,amazon,1482.17,0,10,11,37,131.31,1,chuva,black_friday,nao,5,nao,,,nao,nao,procesado,
AMZ-00373,2025-03-13,São Paulo,SP,C369,nao,eletronicos,Fire TV,marketplace,1893.02,51.44,7,14,40,154.5,69,chuva,nenhum,nao,5,nao,,nao,nao,sim,procesado,
AMZ-00374,2025-01-13,São Paulo,SP,C200,sim,eletronicos,Carregador USB-C,marketplace,"2282,75",78.54,4,11,113,"177,54",74,sol,nenhum,sim,2.5,nao,,,nao,nao,,
AMZ-00375,04-08-2025,Uberlândia,MG,C526,nao,eletronicos,Carregador USB-C,marketplace,3291.54,32.68,7,9,66,5.04,191,chuva,prime_day,nao,4.0,nao,,,sim,nao,procesado,
AMZ-00376,data_invalida,Campinas,SP,C276,sim,vestuario,Camiseta,amazon,3181.74,0,5,9,81,80.08,107,chuva,nenhum,nao,"4,0",nao,,sim,nao,,entregue,
AMZ-00377,data_invalida,Campinas,SP,C169,sim,supermercado,Detergente,amazon,"56,21",0,10,8,24,1,113,sol,nenhum,nao,4.0,sim,atraso,nao,nao,nao,,
AMZ-00378,09-30-2025,Campinas,SP,C520,sim,vestuario,Camiseta,amazon,2509.97,0,5,8,35,221.38,66,chuva,nenhum,nao,"3,1",nao,,,nao,sim,devolvido,
AMZ-00379,2025-07-06,Salvador,BA,C587,nao,eletronicos,Fone Bluetooth,amazon,"1089,26",58.11,7,9,11,86.59,55,sol,black_friday,nao,3.9,nao,,,sim,nao,,
AMZ-00380,06-18-2025,Curitiba,PR,C41,sim,casa,Panela,marketplace,231.07,0,4,13,30,129.78,114,sol,nenhum,nao,3.6,nao,,nao,nao,nao,entregue,
AMZ-00381,2025-01-24,curitiba,PR,C592,sim,eletronicos,Echo Dot,amazon,1737.67,0,4,3,41,25.58,70,chuva,prime_day,nao,2.8,sim,produto_errado,,nao,nao,procesado,
AMZ-00382,2025-03-17,Rio de Janeiro,RJ,C568,nao,eletronico,Fire TV,marketplace,1357.79,30.0,5,12,28,57.67,112,sol,nenhum,sim,"3,3",nao,,,nao,,procesado,
AMZ-00383,09-23-2025,São Paulo,SP,C102,sim,eletronicos,Fire TV,marketplace,"258,85",0,10,23,46,59.53,127,nublado,nenhum,nao,5,sim,produto_errado,,nao,nao,entregue,
AMZ-00384,2025-01-29,São Paulo,SP,C76,sim,eletronicos,Smartphone,marketplace,2746.97,"39,66",5,8,50,"28,61",104,chuva,black_friday,nao,4.7,nao,,,nao,,cancelado,
AMZ-00385,03/02/2025,Goiânia,GO,C547,sim,eletronico,Tênis,amazon,1603.24,0,5,9,66,195.9,92,sol,nenhum,nao,3.6,nao,,sim,nao,,cancelado,
AMZ-00386,2025-05-31,Uberaba,MG,C36,nao,vestuario,Tênis,amazon,2127.55,79.06,7,12,78,91.8,118,sol,black_friday,nao,4.1,nao,,nao,nao,,procesado,
AMZ-00387,2025-05-31,rio de janeiro,RJ,C500,nao,livros,Kindle eBook,amazon,2780.45,82.41,2,14,54,133.57,52,sol,nenhum,sim,3.8,nao,,nao,nao,nao,entregue,
AMZ-00388,2025-05-31,São Paulo,SP,C315,nao,casa,Filtro de Água,marketplace,2094.47,63.15,10,4,17,104.15,87,sol,nenhum,nao,3.8,nao,,,nao,,entregue,
AMZ-00389,10-16-2025,São Paulo,sp,C440,nao,super mercado,Echo Dot,marketplace,"2460,27","59,4",7,13,30,54.56,120,sol,nenhum,nao,"3,5",nao,,sim,sim,sim,,
AMZ-00390,2025-03-04,São Paulo,SP,C163,nao,supermercado,Café,amazon,1712.81,78.04,4,4,26,129.58,87,sol,nenhum,sim,"4,6",nao,,,nao,sim,procesado,
AMZ-00391,2025-05-11,Salvador,BA,C576,sim,supermercado,Detergente,marketplace,"1348,36",0,1,16,56,229.72,86,chuva,natal,sim,4.1,nao,,sim,nao,sim,entregue,
AMZ-00392,2025-02-20,Uberlândia,MG,C61,sim,vestuario,Mochila,amazon,3115.55,0,3,1,16,90.82,133,nublado,natal,nao,3.4,sim,,sim,nao,nao,devolvido,
AMZ-00393,16/05/2025,Uberaba,MG,C474,sim,vestuario,Mochila,amazon,1872.75,24.89,2,30,36,73.82,74,temporal,nenhum,sim,2.8,sim,,,nao,nao,cancelado,
AMZ-00394,data_invalida,Goiânia,GO,C528,nao,eletronicos,Carregador USB-C,marketplace,1956.71,58.29,10,10,25,64.29,49,sol,nenhum,nao,5,nao,,nao,nao,,,
AMZ-00395,2025-05-01,campinas,SP,C29,sim,eletronicos,Fone Bluetooth,marketplace,3120.32,0,3,7,4,108.21,166,sol,nenhum,nao,3.1,nao,,nao,sim,nao,devolvido,
AMZ-00396,28/09/2025,Curitiba,PR,C151,sim,vestuario,Tênis,amazon,1720.14,0,1,9,34,1,95,temporal,nenhum,sim,"2,1",nao,,,nao,sim,entregue,
AMZ-00397,data_invalida,Rio de Janeiro,RJ,C133,nao,vestuario,Jaqueta,marketplace,236.14,41.23,1,23,40,60.67,44,sol,nenhum,sim,2.0,nao,,sim,nao,sim,entregue,
AMZ-00398,2025-08-16,Campinas,SP,C324,sim,casa,Organizador,marketplace,834.46,0,5,13,46,54.96,98,chuva,natal,nao,5.0,nao,,,nao,sim,procesado,
AMZ-00399,2025-07-16,Salvador,BA,C60,sim,livros,Livro Fantasia,marketplace,2869.99,0,1,26,14,80.9,80,nublado,natal,sim,1,nao,,nao,sim,sim,entregue,
AMZ-00400,12/05/2025,São Paulo,sp,C376,nao,eletronicos,Echo Dot,marketplace,3225.46,"64,6",7,23,2,1,72,nublado,nenhum,nao,2.8,nao,,sim,nao,sim,cancelado,
AMZ-00401,2025-05-15,Campinas,SP,C319,sim,vestuario,Jaqueta,amazon,2682.05,0,4,5,85,77.56,139,nublado,prime_day,nao,3.7,sim,falsificado,nao,nao,,devolvido,
AMZ-00402,08-21-2025,São Paulo,SP,C411,nao,supermercado,Café,amazon,1031.12,70.74,5,7,54,"137,84",90,chuva,nenhum,nao,4.4,nao,,nao,nao,sim,entregue,
AMZ-00403,2025-10-24,Goiânia,go,C25,nao,supermercado,Café,marketplace,2038.37,75.59,7,11,24,111.03,154,temporal,nenhum,nao,3.8,nao,,sim,nao,sim,procesado,
AMZ-00404,2025-01-31,Goiânia,GO,C224,nao,supermercado,Arroz,marketplace,699.74,16.36,4,2,53,1,46,sol,nenhum,nao,5,nao,,,nao,nao,,
AMZ-00405,04-09-2025,Salvador,BA,C399,sim,livros,Livro Técnico,marketplace,2964.02,0,2,6,54,128.52,80,sol,nenhum,sim,4.4,nao,,sim,nao,sim,devolvido,
AMZ-00406,2025-02-27,Rio de Janeiro,RJ,C109,sim,vestuario,Tênis,marketplace,810.05,0,4,20,36,"325,46",103,chuva,prime_day,nao,3.0,nao,,nao,nao,nao,devolvido,
AMZ-00407,2025-08-16,uberlândia,MG,C371,sim,eletronicos,Echo Dot,marketplace,825.9,0,5,21,54,283.34,58,sol,nenhum,nao,2.3,nao,,,sim,sim,devolvido,
AMZ-00408,2025-10-27,Uberlândia,MG,C463,sim,supermercado,Arroz,amazon,"3225,25",0,3,17,58,242.54,175,sol,nenhum,sim,2.2,nao,,sim,nao,,entregue,
AMZ-00409,2025-08-23,Salvador,BA,C345,nao,livros,HQ Colecionável,marketplace,2843.26,50.64,3,11,31,184.25,130,chuva,nenhum,nao,4.8,nao,,,sim,sim,entregue,
AMZ-00410,2025-01-30,rio de janeiro,RJ,C217,sim,livros,Livro Técnico,amazon,2606.12,55.51,1,6,24,1,83,sol,nenhum,sim,2.9,sim,atraso,sim,nao,,devolvido,
AMZ-00411,2025-05-15,Curitiba,pr,C411,sim,livros,HQ Colecionável,amazon,"1405,35",0,1,8,59,266.3,67,temporal,black_friday,sim,2.6,nao,,,nao,sim,cancelado,
AMZ-00412,2025-02-12,Salvador,BA,C533,nao,casa,Panela,amazon,2138.91,25.76,2,16,74,"74,8",26,sol,nenhum,sim,4.1,sim,produto_danificado,,sim,,,
AMZ-00413,2025-10-14,Salvador,BA,C196,nao,vestuario,Mochila,marketplace,"2795,16","50,21",4,17,27,235.5,108,sol,nenhum,nao,2.8,nao,,,sim,sim,cancelado,
AMZ-00414,2025-02-21,Goiânia,GO,C291,nao,vestuario,Camiseta,amazon,2744.99,"83,14",3,19,18,60.7,123,chuva,nenhum,nao,4.6,nao,,sim,nao,sim,,
AMZ-00415,2025-05-09,Uberaba,MG,C296,nao,eletronicos,Echo Dot,marketplace,904.13,31.91,2,1,25,201.73,89,sol,nenhum,nao,"4,2",nao,,,sim,sim,,
