registro_id,data_viagem,cidade,uf,regiao,latitude,longitude,modal,tempo_viagem_min,distancia_km,custo,avaliacao_usuario,usuario_id,frequencia_uso_mes,tempo_desde_ultima_viagem_dias,cupom_utilizado,cancelou_viagem,clima,hora,dia_semana,observacao
ECO-00355,2025-07-21,Curitiba,PR,leste,-25.475872,-49.251571,patinete,20,"7,61",11.92,4.2,U246,10,49,sim,nao,nublado,4,qui,
ECO-00356,2025-10-14,Campinas,SP,centro,-22.93486,"-47,108395",carro,10,5.95,17.94,3.6,U143,12,45,sim,sim,sol,4,ter,
ECO-00357,2025-06-16,Curitiba,PR,oeste,"-25,389527",-49.241604,bike,17,0.5,1.76,1.8,U297,30,54,sim,sim,nublado,2,seg,
ECO-00358,2025-07-12,Curitiba,PR,leste,-25.379491,-49.274698,patinete,5,7.99,18.5,4.6,U95,4,0,sim,nao,nublado,0,sex,
ECO-00359,26/10/2025,Campinas,SP,centro,-22.886697,-47.017315,publico,3,"0,8",2.32,2.2,U294,8,7,,sim,sol,6,qui,
ECO-00360,12/07/2025,Curitiba,PR,norte,-25.450954,-49.269396,patinete,16,0.5,1.47,4.0,U137,21,41,sim,nao,sol,14,sab,
ECO-00361,2025-05-12,Uberaba,MG,norte,-19.732751,-47.965425,patinete,3,3.25,8.58,1.1,U21,23,55,nao,sim,nublado,5,qua,
ECO-00362,2025-05-03,São Paulo,SP,oeste,-23.558307,-46.675144,publico,11,4.79,9.26,3.3,U247,22,26,sim,nao,nublado,16,dom,
ECO-00363,2025-09-03,São Paulo,SP,norte,-23.523971,-46.673157,bike,23,2.69,4.8,1.4,U216,6,53,nao,sim,sol,7,dom,
ECO-00364,data_invalida,Curitiba,PR,sul,"-25,402831","-49,278711",bike,35,1.79,5.37,2.8,U37,10,4,nao,nao,sol,0,qui,
ECO-00365,data_invalida,Uberaba,MG,sul,-19.699544,-47.9156,bike,21,"3,29",9.08,1.2,U299,27,18,nao,sim,chuva,4,qui,
ECO-00366,data_invalida,Uberaba,MG,norte,-19.727209,-47.944589,patinete,21,3.79,13.18,1.6,U397,30,51,nao,sim,sol,2,ter,
ECO-00367,2025-07-05,Uberaba,MG,leste,-19.714606,-47.92405,patinete,26,1.47,5.13,1.3,U99,18,46,sim,nao,sol,22,seg,
ECO-00368,data_invalida,São Paulo,SP,leste,-23.530895,-46.588725,bike,3,6.89,19.48,3.2,U250,25,48,,sim,chuva,0,qui,
ECO-00369,2025-06-05,Uberaba,MG,norte,-19.729974,-47.891454,patinete,5,"2,89",10.68,1.7,U63,11,54,nao,sim,chuva,8,seg,
ECO-00370,2025-05-26,São Paulo,SP,norte,-23.539565,-46.629433,publico,10,4.37,14.13,2.6,U175,3,54,sim,sim,sol,13,qua,
ECO-00371,2025-03-28,Curitiba,pr,sul,-25.394613,"-49,241796",carro,20,"0,5",1.78,2.3,U346,12,60,sim,nao,sol,7,dom,
ECO-00372,2025-07-31,Uberlândia,MG,sul,"-18,947925",-48.313096,bike,25,"5,41",8.65,3.3,U119,16,56,nao,nao,sol,21,sex,
ECO-00373,2025-08-18,Salvador,BA,centro,-13.018677,-38.480599,patinete,17,6.67,12.2,3.9,U81,29,40,,nao,nublado,8,dom,
ECO-00374,2025-07-27,Curitiba,PR,centro,-25.474156,-49.240504,patinete,6,5.06,9.12,1.3,U78,28,40,sim,nao,sol,4,dom,
ECO-00375,08-06-2025,Uberaba,MG,centro,"-19,723154",-47.936185,patinete,27,7.17,18.65,4.7,U275,1,60,,sim,nublado,19,sab,
ECO-00376,2025-09-28,Uberlândia,MG,sul,-18.952114,-48.267526,patinete,13,10.66,41.96,1.9,U345,25,3,sim,nao,nublado,11,qua,
ECO-00377,2025-01-05,Salvador,BA,sul,-12.967361,-38.511096,patinete,3,3.49,13.03,3.8,U26,6,34,,nao,sol,21,dom,
ECO-00378,2025-04-24,Curitiba,PR,norte,-25.408925,"-49,2472",patinete,10,2.9,7.24,2.0,U355,5,35,nao,sim,sol,21,sex,
ECO-00379,03-01-2025,São Paulo,SP,norte,"-23,554252","-46,64746",publico,13,4.75,8.2,4.5,U104,26,29,,sim,nublado,18,ter,
ECO-00380,2025-09-14,Uberlândia,MG,centro,-18.947312,-48.240821,bike,4,1.14,3.34,3.0,U5,7,37,nao,sim,chuva,2,seg,
ECO-00381,2025-07-20,Uberlândia,mg,leste,-18.88413,-48.276104,patinete,28,5.39,14.55,3.7,U87,9,60,,nao,nublado,9,sex,
ECO-00382,2025-07-20,Campinas,SP,oeste,-22.939336,"-47,059614",patinete,24,"3,91",8.52,4.7,U255,30,4,,sim,sol,15,seg,
ECO-00383,2025-04-27,Uberlândia,MG,centro,-18.918565,-48.258841,publico,3,6.78,22.66,2.5,U24,3,52,nao,nao,chuva,3,sex,
ECO-00384,2025-07-15,São Paulo,SP,oeste,-23.554914,-46.598286,carro,17,0.78,2.21,3.9,U195,7,59,sim,nao,chuva,22,ter,
ECO-00385,2025-09-14,Curitiba,PR,sul,-25.469463,-49.244366,publico,20,3.92,9.31,2.0,U320,13,6,,nao,chuva,3,seg,
ECO-00386,04-27-2025,Curitiba,PR,leste,-25.458374,-49.297761,carro,6,1.59,2.93,4.4,U234,11,60,nao,nao,nublado,8,qui,
ECO-00387,2025-10-08,Uberlândia,MG,sul,-18.895407,-48.316232,bike,16,"0,5",1.26,2.6,U253,30,52,,sim,chuva,15,seg,
ECO-00388,11/04/2025,São Paulo,sp,sul,-23.518349,-46.664614,patinete,26,5.37,19.13,1.3,U370,17,29,sim,sim,chuva,20,dom,
ECO-00389,2025-10-11,Uberaba,MG,centro,-19.752463,-47.908602,publico,17,"1,49",2.68,4.2,U242,26,60,,nao,chuva,5,ter,
ECO-00390,2025-06-28,Curitiba,pr,oeste,-25.401428,-49.240507,bike,3,0.5,0.97,4.9,U280,5,42,,sim,nublado,8,sex,
ECO-00391,2025-05-30,São Paulo,SP,norte,-23.569316,-46.627105,patinete,9,0.76,1.99,4.0,U171,23,17,sim,sim,sol,0,sab,
ECO-00392,2025-04-24,São Paulo,sp,centro,-23.584618,-46.59886,publico,29,1.95,4.06,1.1,U366,11,50,,nao,nublado,4,ter,
ECO-00393,2025-05-07,Salvador,BA,norte,-12.945547,-38.473368,patinete,15,2.93,11.61,3.1,U297,14,57,nao,sim,sol,15,qua,
ECO-00394,2025-03-16,São Paulo,sp,sul,-23.594817,-46.616223,carro,22,4.96,17.79,4.2,U293,10,26,nao,sim,sol,13,qui,
ECO-00395,2025-02-15,Uberlândia,MG,norte,-18.870608,-48.232187,patinete,7,"6,39",23.9,1.8,U18,24,59,sim,nao,sol,6,dom,
ECO-00396,06-20-2025,Curitiba,PR,leste,-25.446312,"-49,269011",publico,36,6.37,13.45,2.4,U376,20,1,,nao,sol,6,sab,
ECO-00397,22/05/2025,Curitiba,PR,sul,"-25,40232",-49.319085,bike,37,4.38,9.23,1.6,U150,10,49,sim,sim,chuva,9,ter,
ECO-00398,2025-07-02,Campinas,sp,leste,-22.936201,-47.09943,publico,5,1.3,2.29,1.7,U311,30,2,nao,nao,nublado,18,sex,
ECO-00399,2025-05-11,Uberlândia,MG,sul,-18.946188,-48.231607,carro,13,6.25,20.96,3.9,U204,20,38,,sim,sol,18,dom,
ECO-00400,2025-05-06,Uberlândia,MG,leste,-18.882261,-48.260396,bike,11,5.98,17.97,2.6,U174,8,18,sim,nao,nublado,16,sex,
ECO-00401,2025-02-17,curitiba,PR,centro,-25.463197,-49.247826,bike,21,7.92,22.53,2.5,U394,5,13,sim,nao,sol,3,sab,
ECO-00402,2025-01-05,Salvador,BA,norte,-13.018686,-38.523046,patinete,24,7.19,28.27,4.4,U107,20,15,nao,nao,nublado,10,sab,
ECO-00403,2025-08-06,curitiba,PR,norte,-25.468616,-49.292889,publico,29,6.92,19.62,2.7,U170,20,9,nao,sim,nublado,23,sab,
ECO-00404,data_invalida,Curitiba,PR,leste,-25.417502,-49.292528,bike,20,2.39,4.27,3.3,U259,5,41,sim,nao,sol,5,sex,
ECO-00405,data_invalida,Curitiba,PR,centro,-25.435012,-49.319883,publico,12,0.5,0.85,3.0,U295,5,0,,nao,sol,13,seg,
ECO-00406,2025-04-21,Salvador,BA,sul,-13.013182,-38.453081,patinete,17,4.56,9.63,1.6,U220,29,53,,sim,nublado,1,sab,
ECO-00407,2025-04-21,uberaba,MG,sul,-19.748979,-47.969185,carro,24,"2,46",6.66,3.5,U171,5,36,nao,sim,nublado,8,qua,
ECO-00408,2025-07-31,Uberaba,MG,oeste,-19.698385,-47.927465,bike,20,5.61,20.38,3.3,U400,3,30,sim,nao,sol,12,sab,
ECO-00409,2025-03-30,Salvador,BA,sul,-12.978619,-38.472902,publico,9,6.8,20.6,4.1,U315,15,18,sim,nao,sol,21,sex,
ECO-00410,2025-01-18,Campinas,SP,norte,-22.879543,-47.074257,patinete,18,4.66,15.5,4.9,U144,8,12,sim,sim,nublado,19,sex,
ECO-00411,data_invalida,São Paulo,SP,norte,-23.576532,-46.61523,bike,17,4.33,8.53,3.0,U211,23,25,nao,nao,chuva,14,qua,
ECO-00412,2025-02-23,Curitiba,PR,oeste,-25.418816,-49.227561,publico,25,"2,45",4.41,4.3,U369,13,11,sim,sim,sol,2,ter,
ECO-00413,2025-09-21,Campinas,SP,centro,-22.878725,-47.091879,patinete,33,9.13,20.25,4.3,U386,12,13,nao,nao,chuva,3,ter,
ECO-00414,2025-08-31,Campinas,SP,sul,-22.881427,-47.10859,bike,6,1.86,3.84,4.9,U225,6,3,,sim,nublado,0,seg,
ECO-00415,2025-08-04,Campinas,SP,norte,-22.902839,-47.026868,carro,3,"0,5",1.71,3.4,U36,15,45,,nao,sol,10,sex,
ECO-00416,09-18-2025,Curitiba,PR,sul,"-25,383061",-49.26607,publico,10,7.29,25.5,2.9,U58,10,28,sim,nao,nublado,12,dom,
ECO-00417,2025-08-19,são paulo,SP,norte,-23.553054,"-46,61528",bike,10,1.21,4.49,3.5,U347,25,60,nao,nao,sol,11,sex,
ECO-00418,03-08-2025,Salvador,BA,centro,-12.946364,"-38,528036",bike,11,1.27,2.93,4.5,U301,3,8,nao,sim,sol,8,sex,
ECO-00419,2025-06-09,São Paulo,sp,centro,-23.515736,-46.633212,publico,3,6.13,22.61,2.3,U369,28,38,sim,sim,nublado,21,seg,
ECO-00420,21/02/2025,Salvador,BA,centro,-12.928998,-38.497578,patinete,37,3.29,9.53,3.9,U267,9,5,sim,nao,sol,10,sex,
ECO-00421,2025-10-14,Curitiba,PR,oeste,-25.401882,-49.299054,carro,17,2.92,10.16,4.4,U104,22,2,sim,sim,sol,6,sex,
ECO-00422,data_invalida,Campinas,SP,norte,"-22,939502",-47.092734,publico,20,2.86,7.77,3.9,U155,18,22,,nao,sol,16,dom,
ECO-00423,2025-01-03,são paulo,SP,norte,"-23,590528",-46.669942,patinete,15,"0,5",1.05,1.5,U35,25,8,sim,nao,chuva,14,qui,
ECO-00424,2025-05-17,Salvador,BA,norte,-12.958878,-38.501548,carro,19,1.03,1.77,4.4,U335,30,53,nao,nao,sol,6,qui,
ECO-00425,2025-02-17,Uberaba,MG,oeste,-19.725628,-47.914988,bike,43,5.67,12.76,2.0,U244,6,3,nao,sim,sol,21,ter,
ECO-00426,2025-08-14,Uberaba,MG,sul,-19.763824,"-47,957798",carro,33,2.24,7.44,2.9,U271,19,37,sim,sim,chuva,10,seg,
ECO-00427,26/04/2025,Uberlândia,MG,oeste,-18.956252,-48.294413,carro,8,2.88,11.19,4.2,U136,24,38,,sim,sol,20,qui,
ECO-00428,2025-09-28,Campinas,SP,oeste,"-22,859852",-47.042294,publico,18,"1,1",2.61,2.4,U116,24,45,nao,nao,sol,5,sex,
ECO-00429,2025-01-26,Salvador,BA,leste,-13.027634,-38.507517,patinete,12,8.25,25.35,4.7,U196,1,37,sim,nao,nublado,1,qui,
ECO-00430,2025-10-02,Salvador,BA,sul,-12.951426,-38.541589,publico,9,5.43,16.18,3.1,U114,30,14,,sim,sol,20,sab,
ECO-00431,2025-07-04,Campinas,SP,norte,-22.943099,-47.068019,patinete,23,8.05,12.71,4.8,U42,22,37,nao,nao,chuva,23,sex,
ECO-00432,01-11-2025,Curitiba,pr,leste,-25.412336,-49.232018,carro,19,6.89,13.09,1.5,U390,28,31,sim,nao,nublado,1,seg,
ECO-00433,2025-03-03,Curitiba,PR,centro,"-25,462881",-49.313856,patinete,19,0.5,1.34,3.1,U16,0,58,sim,nao,sol,14,ter,
ECO-00434,2025-05-13,são paulo,SP,sul,-23.576383,-46.599201,carro,39,3.42,7.5,3.9,U122,4,39,nao,nao,sol,8,qua,
ECO-00435,2025-03-22,Campinas,SP,oeste,-22.899263,-47.057359,bike,13,5.82,22.11,4.3,U330,25,4,,sim,nublado,7,seg,
ECO-00436,2025-07-09,Salvador,BA,centro,"-13,005271",-38.452206,bike,14,1.0,3.14,3.9,U22,17,45,,sim,sol,17,sex,
ECO-00437,2025-04-04,Salvador,BA,sul,-13.004953,"-38,490303",carro,15,0.5,1.78,3.3,U187,28,25,nao,nao,nublado,3,sex,
ECO-00438,2025-07-29,Salvador,BA,leste,-12.96831,-38.485958,carro,25,"2,12",5.27,3.6,U72,2,54,,sim,chuva,10,sex,
ECO-00439,2025-07-25,Uberaba,MG,oeste,-19.747586,"-47,931529",carro,18,9.65,19.52,1.5,U376,27,49,,nao,chuva,16,seg,
ECO-00440,2025-05-03,São Paulo,SP,centro,-23.545158,-46.58982,bike,19,0.5,1.44,1.1,U216,20,47,,sim,nublado,12,sex,
ECO-00441,2025-05-16,Curitiba,PR,oeste,-25.393399,"-49,264954",bike,21,6.3,14.09,1.4,U79,7,12,nao,nao,sol,16,sab,
ECO-00442,2025-05-03,Campinas,SP,oeste,-22.925717,-47.032293,publico,16,0.5,1.24,1.3,U158,7,23,,nao,nublado,0,qui,
ECO-00443,2025-03-19,São Paulo,SP,leste,"-23,584875",-46.633963,patinete,12,6.94,15.3,2.2,U2,5,18,nao,sim,sol,19,sab,
ECO-00444,2025-02-20,São Paulo,SP,norte,-23.599541,-46.602324,patinete,12,0.87,2.28,4.3,U265,12,17,sim,sim,chuva,10,sex,
ECO-00445,15/06/2025,Salvador,BA,leste,-13.019896,-38.500352,publico,16,8.54,30.97,3.7,U131,30,12,nao,nao,sol,22,sab,
ECO-00446,2025-01-01,Curitiba,pr,norte,-25.400402,-49.264055,patinete,3,0.5,1.03,4.9,U215,12,17,nao,sim,sol,19,sab,
ECO-00447,2025-03-24,São Paulo,SP,centro,-23.575449,"-46,583801",bike,32,4.35,7.06,2.6,U374,29,27,,sim,nublado,15,seg,
ECO-00448,2025-01-09,Curitiba,PR,sul,-25.458055,-49.301232,bike,17,"1,16",2.79,1.2,U3,8,18,,sim,sol,2,sex,
ECO-00449,2025-07-28,Curitiba,PR,leste,-25.476528,-49.30289,publico,4,"4,35",13.8,4.5,U388,12,35,,sim,sol,4,qui,
ECO-00450,2025-02-14,Curitiba,PR,leste,-25.420856,-49.280039,patinete,27,4.98,11.98,2.6,U244,2,56,,sim,sol,0,ter,
ECO-00451,2025-01-15,Curitiba,PR,sul,"-25,451694",-49.250882,bike,18,1.19,2.06,2.6,U266,6,24,,nao,sol,16,sex,
ECO-00452,22/05/2025,Salvador,BA,leste,-12.943092,-38.527966,patinete,5,3.37,5.12,4.7,U63,28,51,,nao,sol,21,dom,
ECO-00453,2025-09-01,Uberlândia,MG,oeste,-18.90151,-48.250384,bike,11,"6,3",20.6,2.6,U46,3,26,sim,sim,nublado,17,qua,
ECO-00454,2025-04-25,Uberaba,MG,norte,-19.717671,-47.919197,patinete,26,6.75,22.52,3.0,U17,30,14,,nao,nublado,22,seg,
ECO-00455,2025-01-02,Uberlândia,MG,sul,-18.939432,-48.297332,publico,3,6.12,16.39,4.8,U231,4,47,sim,sim,nublado,19,sab,
ECO-00456,2025-05-06,Salvador,BA,oeste,"-12,983327",-38.522921,patinete,3,5.64,11.47,5.0,U22,29,17,sim,sim,sol,23,qui,
ECO-00457,2025-01-13,Uberaba,MG,sul,-19.742525,-47.904818,publico,11,1.81,6.71,2.7,U323,28,11,,nao,sol,22,sab,
ECO-00458,2025-07-02,Uberaba,MG,norte,-19.761698,-47.987298,patinete,7,"6,55",21.33,1.0,U67,13,21,nao,sim,sol,16,qui,
ECO-00459,14/02/2025,Curitiba,PR,norte,-25.468021,-49.25265,publico,25,2.76,4.27,4.0,U368,16,56,nao,nao,sol,0,sab,
ECO-00460,2025-02-16,Uberaba,MG,oeste,"-19,70036",-47.986194,patinete,30,5.12,19.64,3.2,U269,30,21,,sim,nublado,1,qua,
ECO-00461,2025-08-22,São Paulo,SP,centro,-23.541653,-46.631354,patinete,5,5.91,11.33,2.2,U205,1,53,,sim,sol,16,sex,
ECO-00462,data_invalida,Salvador,BA,oeste,"-12,954521",-38.51842,patinete,16,"3,1",5.38,3.1,U9,23,28,,nao,nublado,10,sex,
ECO-00463,2025-04-04,Curitiba,PR,sul,-25.406973,"-49,242325",publico,4,2.7,5.91,5.0,U51,29,14,nao,nao,nublado,8,seg,
ECO-00464,data_invalida,Campinas,SP,leste,-22.919127,-47.04356,bike,5,6.5,17.11,2.2,U312,14,49,nao,nao,sol,8,sex,
ECO-00465,2025-01-03,Curitiba,PR,sul,-25.392564,"-49,299181",bike,18,2.87,10.5,4.4,U227,29,42,nao,sim,nublado,18,sex,
ECO-00466,2025-06-25,Salvador,BA,oeste,-13.013366,-38.468939,publico,33,2.48,7.02,3.9,U312,9,9,sim,sim,sol,4,qui,
ECO-00467,2025-09-15,Campinas,SP,centro,"-22,924739",-47.022487,patinete,13,"3,66",11.21,4.3,U358,5,21,nao,nao,sol,22,qui,
ECO-00468,2025-05-22,Uberaba,mg,oeste,-19.702343,-47.987025,publico,10,3.77,12.96,1.2,U391,29,50,sim,sim,chuva,6,dom,
ECO-00469,2025-01-09,Campinas,SP,centro,-22.876692,-47.078918,bike,23,1.37,4.05,3.7,U88,24,37,nao,sim,sol,15,sab,
ECO-00470,2025-08-28,São Paulo,SP,sul,-23.578135,-46.60708,carro,3,7.35,24.89,1.7,U211,24,55,,sim,nublado,14,dom,
ECO-00471,04/04/2025,São Paulo,SP,centro,-23.569246,-46.668997,carro,7,"3,41",11.64,2.9,U74,13,58,nao,nao,sol,11,sex,
ECO-00472,2025-04-11,São Paulo,SP,leste,-23.506961,-46.669282,publico,17,4.31,16.1,2.9,U28,27,32,nao,sim,nublado,21,seg,
ECO-00473,2025-06-15,Curitiba,PR,centro,-25.463623,-49.296228,publico,10,0.5,1.12,4.5,U295,14,7,nao,nao,nublado,13,dom,
ECO-00474,2025-01-21,Salvador,BA,oeste,-12.9527,-38.454361,publico,32,1.79,6.36,1.2,U359,15,27,sim,nao,nublado,4,qui,
ECO-00475,2025-03-26,Curitiba,PR,centro,"-25,407747",-49.302733,carro,25,7.77,28.23,2.9,U331,9,18,sim,sim,sol,2,ter,
ECO-00476,24/04/2025,Curitiba,PR,sul,-25.387996,-49.302674,carro,13,7.71,29.97,4.9,U222,23,55,nao,nao,nublado,4,qua,
ECO-00477,2025-07-31,Uberlândia,MG,centro,-18.899889,-48.23096,bike,32,"4,01",7.18,3.5,U284,28,23,sim,sim,chuva,4,qui,
ECO-00478,2025-04-23,Curitiba,PR,oeste,-25.447749,-49.263028,publico,18,3.07,4.99,3.5,U278,11,58,nao,sim,sol,9,ter,
ECO-00479,2025-04-03,Curitiba,PR,oeste,-25.475601,"-49,272398",bike,31,4.02,11.13,1.5,U181,1,52,nao,sim,chuva,1,qui,
ECO-00480,18/07/2025,São Paulo,sp,centro,"-23,508766",-46.622424,bike,11,"5,29",8.69,2.0,U384,4,29,sim,nao,nublado,1,sex,
ECO-00481,2025-10-07,Uberaba,MG,leste,-19.76282,-47.944989,bike,22,4.79,9.08,3.6,U252,0,47,,sim,sol,5,sex,
ECO-00482,data_invalida,Uberlândia,MG,centro,-18.943437,"-48,258723",publico,12,7.16,12.26,3.6,U349,13,41,sim,sim,nublado,20,sex,
ECO-00483,2025-05-09,Campinas,SP,leste,-22.926724,-47.088977,patinete,21,7.96,18.64,2.5,U146,29,32,nao,sim,sol,7,dom,
ECO-00484,08/01/2025,curitiba,PR,leste,"-25,439757",-49.313355,patinete,3,1.43,3.87,2.5,U181,19,1,nao,nao,chuva,8,ter,
ECO-00485,2025-03-08,Curitiba,PR,sul,"-25,398293","-49,287014",patinete,28,2.91,10.72,3.7,U259,30,57,,nao,sol,1,qua,
ECO-00486,2025-08-28,Curitiba,pr,centro,-25.392363,-49.315311,bike,34,9.41,30.86,4.4,U126,26,21,nao,nao,nublado,12,dom,
ECO-00487,2025-07-09,Curitiba,PR,norte,-25.415103,"-49,242947",carro,17,7.99,16.35,4.8,U253,15,39,,nao,chuva,3,sab,
ECO-00488,20/05/2025,uberlândia,MG,oeste,-18.904385,-48.252297,publico,19,"5,02",18.11,4.7,U316,4,39,nao,sim,nublado,19,seg,
ECO-00489,2025-03-11,Salvador,BA,centro,-13.001379,-38.512391,carro,16,1.49,4.63,2.1,U339,16,28,sim,sim,chuva,2,seg,
ECO-00490,2025-09-18,Uberaba,mg,sul,-19.777275,-47.897403,publico,17,0.5,0.77,1.4,U171,15,12,nao,sim,chuva,2,sex,
ECO-00491,2025-02-24,São Paulo,SP,oeste,"-23,557352",-46.66414,patinete,13,5.19,17.39,1.1,U195,15,1,nao,sim,nublado,10,qua,
ECO-00492,2025-03-25,Salvador,BA,leste,-12.978182,-38.538792,bike,17,0.5,0.96,2.9,U102,16,41,,sim,sol,0,qua,
ECO-00493,2025-05-06,Campinas,SP,oeste,-22.877185,"-47,089332",patinete,5,7.11,24.56,3.2,U24,18,32,nao,sim,chuva,13,seg,
ECO-00494,2025-08-14,São Paulo,SP,norte,-23.556883,-46.588765,bike,14,6.4,19.54,1.9,U18,10,57,,nao,nublado,23,dom,
ECO-00495,2025-06-01,são paulo,SP,centro,-23.531402,-46.637573,bike,5,5.06,16.67,1.4,U90,12,2,nao,nao,nublado,10,dom,
ECO-00496,2025-04-21,uberlândia,MG,norte,-18.884712,"-48,30923",carro,6,4.2,7.13,4.6,U30,10,1,,nao,sol,0,sex,
ECO-00497,2025-05-13,Uberlândia,MG,norte,-18.871606,-48.297119,carro,26,0.5,1.54,4.0,U46,8,13,sim,sim,nublado,19,sab,
ECO-00498,03/01/2025,São Paulo,SP,norte,-23.545814,-46.613077,patinete,18,"0,5",1.78,4.1,U42,16,22,nao,nao,chuva,7,seg,
ECO-00499,09-03-2025,Uberlândia,MG,centro,-18.880071,-48.292047,publico,10,3.42,8.16,3.6,U58,11,10,nao,sim,sol,23,qui,
ECO-00500,2025-06-25,Salvador,BA,norte,-13.008515,"-38,475051",carro,18,4.18,15.19,1.3,U5,14,28,nao,sim,nublado,17,qua,
ECO-00501,2025-03-29,uberlândia,MG,oeste,-18.898177,-48.286603,publico,7,"6,39",11.81,2.7,U264,14,13,nao,nao,chuva,6,ter,
ECO-00502,2025-08-04,Campinas,SP,norte,-22.94357,-47.032157,patinete,20,3.88,11.67,2.8,U109,29,57,sim,sim,sol,5,qui,
ECO-00503,07-05-2025,campinas,SP,leste,-22.897874,-47.033118,publico,8,"1,15",2.64,3.3,U176,26,23,nao,sim,chuva,9,seg,
ECO-00504,2025-04-17,Curitiba,PR,oeste,"-25,425707",-49.307396,bike,9,4.67,10.93,1.8,U186,17,35,sim,nao,sol,1,qui,
ECO-00505,data_invalida,Uberlândia,MG,leste,-18.960707,-48.231322,carro,20,6.23,20.34,3.2,U120,9,47,sim,sim,chuva,3,sab,
ECO-00506,2025-05-09,Campinas,SP,sul,-22.891253,-47.088115,bike,15,"3,56",8.28,4.5,U98,29,16,,nao,sol,12,sex,
ECO-00507,2025-10-24,São Paulo,SP,oeste,"-23,568343",-46.677715,publico,3,"5,26",19.83,1.7,U304,11,60,sim,sim,sol,12,qua,
ECO-00508,2025-06-15,Uberaba,MG,oeste,-19.751899,-47.916952,publico,27,6.06,12.96,4.1,U322,25,58,nao,nao,nublado,8,dom,
ECO-00509,2025-04-13,Salvador,BA,norte,"-12,940769",-38.479841,patinete,20,6.33,15.0,2.2,U31,12,16,nao,sim,sol,1,qui,
ECO-00510,2025-10-21,Uberlândia,MG,sul,-18.871269,-48.300728,carro,6,1.64,5.59,3.8,U14,9,56,,sim,nublado,0,sab,
ECO-00511,2025-07-13,Campinas,SP,sul,-22.87769,-47.097015,publico,36,"1,17",3.2,2.7,U344,28,49,nao,nao,sol,20,seg,
ECO-00512,2025-02-20,Salvador,BA,leste,-12.931836,-38.51416,bike,3,5.0,12.9,1.3,U384,29,31,nao,nao,sol,13,qui,
ECO-00513,2025-02-05,Salvador,BA,oeste,-12.936151,-38.545198,publico,22,0.5,1.88,1.1,U190,15,20,,nao,nublado,8,qui,
ECO-00514,29/04/2025,São Paulo,SP,norte,-23.553907,-46.607314,bike,13,"1,12",2.04,3.2,U392,9,21,sim,nao,nublado,17,sab,
ECO-00515,2025-05-26,Salvador,BA,centro,-12.978239,"-38,536448",publico,33,"6,11",12.51,1.4,U205,28,25,sim,sim,nublado,5,ter,
ECO-00516,2025-04-18,Uberaba,MG,norte,-19.743752,-47.918773,patinete,3,5.82,16.19,2.6,U88,12,19,sim,nao,nublado,19,seg,
ECO-00517,2025-04-12,salvador,BA,sul,-12.962414,-38.465523,publico,25,4.71,18.6,2.7,U308,24,49,nao,sim,sol,8,sab,
ECO-00518,17/08/2025,Campinas,SP,centro,-22.924269,-47.012183,bike,18,5.22,12.85,3.5,U100,19,33,,sim,chuva,3,ter,
ECO-00519,2025-07-09,Uberaba,MG,norte,-19.778935,"-47,899978",bike,12,2.92,10.19,4.7,U265,1,49,sim,nao,chuva,13,seg,
ECO-00520,2025-05-01,São Paulo,SP,sul,-23.583455,-46.619264,bike,8,0.75,1.51,4.0,U137,24,31,nao,sim,sol,19,qui,
ECO-00521,2025-06-19,Campinas,SP,centro,"-22,867389","-47,077905",carro,6,4.05,11.69,3.4,U141,1,5,,sim,sol,21,qui,
ECO-00522,2025-04-27,Uberaba,mg,norte,-19.764651,-47.926512,bike,5,6.39,16.36,4.8,U124,5,34,sim,nao,chuva,8,sex,
ECO-00523,data_invalida,Uberaba,MG,sul,"-19,713036",-47.911822,patinete,19,0.5,0.77,2.5,U11,11,50,nao,nao,sol,4,sex,
ECO-00524,2025-09-30,Uberlândia,MG,centro,-18.899359,-48.272283,patinete,24,8.33,25.02,3.5,U323,7,32,,sim,sol,23,qua,
ECO-00525,2025-09-20,uberaba,MG,oeste,-19.770843,-47.891442,bike,32,6.86,19.93,1.4,U26,29,34,,nao,nublado,7,qua,
ECO-00526,2025-05-05,Campinas,SP,oeste,-22.915138,-47.099473,bike,17,"0,81",1.68,2.4,U27,8,14,sim,nao,sol,20,seg,
ECO-00527,27/10/2025,São Paulo,SP,sul,-23.557917,-46.593045,bike,3,2.97,6.23,4.5,U52,6,50,sim,nao,chuva,9,qua,
ECO-00528,2025-07-07,salvador,BA,oeste,-12.96566,-38.466576,bike,6,"2,16",6.32,4.1,U298,14,47,nao,sim,sol,19,seg,
ECO-00529,2025-04-10,Uberlândia,MG,oeste,-18.888059,-48.272347,carro,14,"8,57",19.34,2.3,U316,29,33,nao,nao,sol,13,qui,
ECO-00530,07-14-2025,Uberlândia,MG,sul,-18.873909,-48.32094,publico,27,3.3,11.79,4.2,U358,18,18,sim,sim,sol,2,qua,
ECO-00531,2025-07-17,Uberlândia,MG,centro,"-18,893031",-48.317887,carro,24,1.05,2.46,1.1,U236,11,36,,sim,sol,11,dom,
ECO-00532,2025-10-19,Salvador,BA,leste,"-12,954959",-38.478662,carro,10,9.96,26.11,4.3,U294,15,11,nao,nao,sol,4,qua,
