registro_id,data_atendimento,cidade,uf,especie,raca,idade_anos,peso_kg,sintomas_texto,prioridade_ia,tempo_espera_min,tempo_atendimento_min,temperatura_corporal_c,frequencia_cardiaca,exames_solicitados,diagnostico_previo,avaliacao_tutor,retorno_7d,historico_microchip,status_atendimento,observacao
FPC-00332,2025-02-01,Uberaba,MG,gato,Bulldog,7,"0,5",vômito e apatia,monitorar,55,14,38.68,85,raio_x,suspeita_infeccao,2.19,nao,sim,finalizado,
FPC-00333,2025-08-11,Uberaba,MG,gato,,4,12.38,NA,monitorar,23,19,39.73,109,ultrassom,suspeita_infeccao,4.03,NA,sim,em_atendimento,
FPC-00334,01-30-2025,Uberlândia,MG,gato,Poodle,5,13.45,,monitorar,0,25,38.42,130,ultrassom,NA,3.37,NA,nao,em_atendimento,
FPC-00335,2025-09-17,Uberaba,MG,gato,Labrador,3,"17,0",febre alta,monitorar,37,31,38.18,152,ultrassom,alergia,4.84,sim,,em_atendimento,
FPC-00336,17/07/2025,Uberlândia,MG,gato,Poodle,3,15.15,vômito e apatia,monitorar,78,32,38.46,138,nenhum,alergia,3.11,,SIM,cancelado,
FPC-00337,2025-07-20,Porto Alegre,RS,gato,SRD,4,"2,49",dificuldade respiratória,urgente,10,28,36.76,163,ultrassom,trauma,5,,SIM,em_atendimento,
FPC-00338,2025-06-14,Curitiba,pr,cachorro,,5,16.9,dificuldade respiratória,monitorar,28,12,"37,01",148,ultrassom,trauma,3.34,nao,nao,em_atendimento,
FPC-00339,2025-01-29,Campinas,SP,cachorro,SRD,0,26.28,vômito e apatia,monitorar,42,28,37.55,117,nenhum,NA,4.91,sim,,procesado,
FPC-00340,04-03-2025,Porto Alegre,RS,gato,Siamês,0,27.36,dificuldade respiratória,urgente,22,15,"38,13",146,nenhum,suspeita_infeccao,4.64,NA,,em_atendimento,
FPC-00341,20/09/2025,Uberaba,MG,cachorro,,6,26.37,coceira intensa,monitorar,32,39,37.18,145,hemograma,NA,3.83,sim,,procesado,
FPC-00342,2025-03-30,Curitiba,PR,gato,Siamês,4,7.15,letargia,monitorar,8,12,"39,71",100,raio_x,suspeita_infeccao,3.07,sim,nao,procesado,
FPC-00343,2025-05-22,uberlândia,MG,gato,Poodle,5,7.58,,monitorar,3,32,38.4,141,nenhum,NA,3.15,sim,nao,cancelado,
FPC-00344,31/08/2025,Salvador,BA,cachorro,Labrador,4,"13,64",febre alta,monitorar,25,25,"37,77",128,raio_x,,5,NA,sim,em_atendimento,
FPC-00345,2025-09-15,Campinas,SP,cachorro,SRD,0,30.56,NA,urgente,32,29,38.9,111,ultrassom,suspeita_infeccao,4.7,,sim,procesado,
FPC-00346,2025-05-07,Uberlândia,MG,cachorro,Poodle,5,"6,54",letargia,monitorar,3,8,37.05,146,raio_x,suspeita_infeccao,2.54,nao,,procesado,
FPC-00347,2025-04-25,Porto Alegre,RS,gato,Bulldog,5,9.05,ferimento na pata,monitorar,41,21,37.95,102,raio_x,NA,4.24,sim,,em_atendimento,
FPC-00348,2025-05-02,uberlândia,MG,cachorro,Labrador,10,5.95,coceira intensa,monitorar,69,5,"38,07",114,ultrassom,alergia,1.75,nao,sim,procesado,
FPC-00349,2025-07-07,curitiba,PR,cachorro,SRD,5,"5,85",febre alta,monitorar,63,27,"39,88",115,NA,suspeita_infeccao,4.93,nao,nao,finalizado,
FPC-00350,2025-04-05,Uberaba,MG,gato,Labrador,3,"0,5",febre alta,critico,51,30,"36,78",165,raio_x,trauma,4.98,,SIM,cancelado,
FPC-00351,09-17-2025,Porto Alegre,RS,gato,Poodle,2,"19,88",ferimento na pata,monitorar,59,17,37.75,126,raio_x,alergia,4.47,nao,sim,finalizado,
FPC-00352,2025-07-23,Porto Alegre,RS,cachorro,,4,"25,64",,monitorar,42,30,40.3,104,hemograma,suspeita_infeccao,5,nao,nao,finalizado,
FPC-00353,2025-01-14,uberaba,MG,gato,,2,16.86,dificuldade respiratória,urgente,32,11,39.21,60,ultrassom,suspeita_infeccao,4.65,,nao,finalizado,
FPC-00354,04-27-2025,Curitiba,PR,gato,Labrador,9,21.83,ferimento na pata,monitorar,6,24,37.82,83,ultrassom,trauma,4.68,sim,SIM,cancelado,
FPC-00355,2025-07-13,Curitiba,PR,gato,Siamês,7,9.16,ferimento na pata,urgente,42,26,36.93,165,ultrassom,trauma,3.91,NA,,cancelado,
FPC-00356,2025-08-09,Salvador,BA,gato,,,11.33,dificuldade respiratória,monitorar,40,23,41.22,151,nenhum,trauma,3.92,sim,,finalizado,
FPC-00357,2025-10-22,Uberlândia,MG,cachorro,Labrador,6,"6,49",dificuldade respiratória,urgente,23,29,40.42,60,NA,trauma,4.6,NA,sim,procesado,
FPC-00358,2025-04-06,Curitiba,PR,cachorro,Bulldog,6,"7,17",,monitorar,48,28,39.58,114,nenhum,trauma,4.32,,sim,finalizado,
FPC-00359,2025-02-28,Uberlândia,MG,gato,,4,22.61,vômito e apatia,urgente,0,22,39.02,147,ultrassom,NA,4.15,NA,SIM,em_atendimento,
FPC-00360,2025-08-20,Uberlândia,MG,cachorro,,0,24.45,,monitorar,83,40,37.97,109,ultrassom,trauma,5,nao,SIM,procesado,
FPC-00361,04-04-2025,Salvador,BA,cachorro,SRD,6,5.21,febre alta,monitorar,41,6,38.83,159,NA,,4.16,sim,,cancelado,
FPC-00362,13/08/2025,Uberlândia,MG,cachorro,SRD,2,21.67,febre alta,monitorar,47,22,"37,19",89,ultrassom,,4.35,sim,,finalizado,
FPC-00363,06-02-2025,Salvador,BA,cachorro,,9,5.17,letargia,critico,56,11,36.91,126,NA,trauma,4.96,,sim,em_atendimento,
FPC-00364,2025-04-03,São Paulo,SP,gato,SRD,9,27.2,letargia,monitorar,44,36,40.75,157,raio_x,,3.65,NA,,em_atendimento,
FPC-00365,2025-09-02,Porto Alegre,RS,cachorro,SRD,7,18.31,dificuldade respiratória,critico,45,33,39.62,128,ultrassom,,3.89,,,finalizado,
FPC-00366,2025-03-19,Campinas,SP,cachorro,Siamês,4,0.5,dificuldade respiratória,monitorar,41,14,38.98,126,NA,trauma,3.59,nao,,cancelado,
FPC-00367,05/07/2025,Campinas,SP,gato,Poodle,4,6.61,vômito e apatia,monitorar,73,27,39.34,81,nenhum,NA,4.67,NA,SIM,finalizado,
FPC-00368,17/02/2025,campinas,SP,gato,,6,29.75,febre alta,monitorar,38,34,38.12,141,nenhum,trauma,2.53,sim,,em_atendimento,
FPC-00369,2025-01-02,são paulo,sp,cachorro,,5,15.93,coceira intensa,monitorar,50,35,37.33,107,NA,NA,3.16,NA,SIM,cancelado,
FPC-00370,2025-04-01,São Paulo,SP,cachorro,,6,9.56,febre alta,critico,62,27,38.04,142,NA,alergia,5,nao,,procesado,
FPC-00371,2025-10-27,Curitiba,PR,cachorro,Poodle,7,8.72,febre alta,monitorar,71,21,39.72,142,raio_x,,4.23,nao,sim,em_atendimento,
FPC-00372,2025-05-06,Curitiba,PR,gato,Labrador,6,10.86,ferimento na pata,monitorar,65,16,39.68,160,ultrassom,NA,1.33,NA,sim,em_atendimento,
FPC-00373,2025-04-07,curitiba,PR,cachorro,,6,15.19,ferimento na pata,critico,45,17,38.17,101,hemograma,,5,NA,,em_atendimento,
FPC-00374,11/03/2025,Uberaba,MG,gato,Poodle,7,3.53,NA,monitorar,33,14,"39,52",170,nenhum,,3.72,,nao,finalizado,
FPC-00375,2025-07-16,Porto Alegre,RS,cachorro,Labrador,3,14.74,letargia,monitorar,28,35,40.5,185,nenhum,trauma,4.18,NA,SIM,em_atendimento,
FPC-00376,2025-06-04,Goiânia,GO,cachorro,Poodle,7,22.38,,urgente,48,15,37.52,140,raio_x,,5,nao,,cancelado,
FPC-00377,2025-03-16,Uberlândia,MG,cachorro,SRD,4,"5,08",febre alta,monitorar,52,26,36.5,160,hemograma,,3.43,nao,,em_atendimento,
FPC-00378,2025-09-16,Campinas,SP,gato,Poodle,4,6.97,febre alta,monitorar,52,14,37.52,95,ultrassom,suspeita_infeccao,3.0,sim,,finalizado,
FPC-00379,2025-02-09,Salvador,ba,cachorro,,2,,dificuldade respiratória,urgente,0,17,38.78,127,raio_x,NA,4.5,,,em_atendimento,
FPC-00380,2025-08-25,uberlândia,MG,cachorro,,3,,vômito e apatia,monitorar,24,24,36.95,92,hemograma,suspeita_infeccao,3.98,sim,SIM,em_atendimento,
FPC-00381,07/01/2025,Salvador,BA,cachorro,SRD,4,,dificuldade respiratória,monitorar,67,10,37.08,92,ultrassom,,3.9,sim,SIM,em_atendimento,
FPC-00382,05-08-2025,Goiânia,GO,gato,SRD,5,"14,25",letargia,urgente,64,24,39.36,88,raio_x,suspeita_infeccao,4.91,,SIM,finalizado,
FPC-00383,2025-04-21,São Paulo,SP,gato,Poodle,5,11.3,NA,monitorar,38,23,39.13,158,nenhum,NA,3.01,NA,nao,procesado,
FPC-00384,2025-07-24,Salvador,BA,cachorro,Labrador,5,,ferimento na pata,critico,27,31,"38,6",142,ultrassom,NA,4.26,sim,nao,finalizado,
FPC-00385,data_invalida,Uberaba,MG,gato,SRD,3,0.5,letargia,monitorar,27,44,39.15,145,ultrassom,trauma,5,sim,,finalizado,
FPC-00386,2025-07-28,Goiânia,GO,gato,SRD,14,4.37,coceira intensa,monitorar,79,35,37.59,106,raio_x,,4.12,nao,nao,cancelado,
FPC-00387,2025-07-05,Curitiba,PR,cachorro,Bulldog,0,21.25,ferimento na pata,monitorar,33,28,39.06,111,nenhum,NA,2.09,nao,sim,finalizado,
FPC-00388,2025-08-25,Porto Alegre,rs,cachorro,,3,8.41,coceira intensa,urgente,44,24,37.85,97,ultrassom,NA,5,sim,SIM,cancelado,
FPC-00389,2025-09-28,goiânia,GO,gato,,1,2.51,dificuldade respiratória,urgente,78,26,40.01,107,raio_x,alergia,1.9,nao,,em_atendimento,
FPC-00390,16/06/2025,Porto Alegre,RS,gato,SRD,7,"6,42",NA,monitorar,92,25,40.05,126,nenhum,,3.53,nao,,em_atendimento,
FPC-00391,2025-06-14,Porto Alegre,RS,cachorro,Labrador,2,14.3,letargia,monitorar,12,29,37.73,166,ultrassom,NA,5,NA,nao,finalizado,
FPC-00392,2025-02-11,Uberaba,MG,cachorro,,3,"13,57",dificuldade respiratória,urgente,11,44,37.15,60,hemograma,,3.7,sim,sim,procesado,
FPC-00393,04-20-2025,Uberaba,MG,gato,Siamês,0,"13,5",letargia,monitorar,38,24,38.72,95,raio_x,suspeita_infeccao,4.73,nao,sim,procesado,
FPC-00394,2025-08-16,Curitiba,PR,gato,,4,7.71,coceira intensa,monitorar,22,23,38.57,109,raio_x,NA,4.3,NA,sim,cancelado,
FPC-00395,03-26-2025,Campinas,SP,gato,,9,16.91,ferimento na pata,monitorar,54,29,36.23,196,NA,suspeita_infeccao,5,nao,SIM,em_atendimento,
FPC-00396,2025-08-25,Goiânia,GO,gato,Labrador,8,24.35,ferimento na pata,monitorar,11,16,38.85,125,NA,suspeita_infeccao,4.32,sim,SIM,cancelado,
FPC-00397,27/06/2025,Salvador,BA,cachorro,SRD,7,"7,3",vômito e apatia,monitorar,58,34,38.91,170,raio_x,,3.65,,sim,em_atendimento,
FPC-00398,2025-08-24,curitiba,PR,cachorro,,1,17.37,NA,urgente,23,37,"38,14",75,ultrassom,NA,4.14,nao,,cancelado,
FPC-00399,2025-06-14,Goiânia,go,gato,Bulldog,0,"8,02",NA,monitorar,55,12,38.64,64,hemograma,,4.73,sim,sim,em_atendimento,
FPC-00400,2025-04-03,São Paulo,sp,gato,,9,"6,68",dificuldade respiratória,monitorar,68,18,38.38,124,raio_x,NA,2.58,nao,nao,em_atendimento,
FPC-00401,04-13-2025,Uberaba,MG,cachorro,Bulldog,8,14.82,dificuldade respiratória,urgente,30,8,37.25,116,NA,suspeita_infeccao,4.64,sim,SIM,procesado,
FPC-00402,2025-02-19,Uberaba,MG,cachorro,,3,10.76,letargia,monitorar,48,26,37.24,80,raio_x,trauma,5,sim,sim,cancelado,
FPC-00403,2025-03-16,Uberaba,MG,cachorro,SRD,6,13.32,letargia,monitorar,8,15,39.22,117,NA,NA,4.11,,nao,finalizado,
FPC-00404,2025-04-18,Salvador,BA,gato,Siamês,4,13.1,dificuldade respiratória,critico,86,22,40.9,125,nenhum,trauma,4.61,NA,nao,cancelado,
FPC-00405,2025-10-14,Campinas,SP,gato,Poodle,4,,febre alta,monitorar,0,45,39.64,83,nenhum,suspeita_infeccao,3.64,,nao,em_atendimento,
FPC-00406,2025-05-07,Porto Alegre,RS,cachorro,,6,0.75,vômito e apatia,urgente,33,17,36.76,132,nenhum,alergia,3.56,,sim,em_atendimento,
FPC-00407,08-23-2025,Curitiba,PR,gato,SRD,3,11.9,ferimento na pata,monitorar,5,35,38.33,154,raio_x,NA,4.47,,nao,em_atendimento,
FPC-00408,21/01/2025,São Paulo,SP,gato,Bulldog,3,33.38,ferimento na pata,monitorar,48,22,"37,03",117,raio_x,trauma,2.79,nao,nao,procesado,
FPC-00409,2025-01-18,Uberaba,MG,gato,Poodle,5,18.47,febre alta,monitorar,6,15,40.02,181,hemograma,NA,2.64,sim,,procesado,
FPC-00410,02-14-2025,goiânia,GO,cachorro,,6,0.5,ferimento na pata,monitorar,61,23,38.42,118,raio_x,trauma,5,,SIM,procesado,
FPC-00411,2025-01-19,Uberlândia,MG,cachorro,Labrador,6,22.99,letargia,urgente,77,19,"39,49",77,ultrassom,alergia,3.33,nao,nao,em_atendimento,
FPC-00412,2025-09-22,Uberlândia,MG,gato,Poodle,6,23.08,ferimento na pata,urgente,16,31,36.65,141,ultrassom,alergia,4.34,sim,sim,procesado,
FPC-00413,2025-06-10,Salvador,BA,cachorro,Poodle,4,10.0,febre alta,monitorar,50,9,38.08,60,ultrassom,alergia,5,sim,,em_atendimento,
FPC-00414,2025-10-28,são paulo,sp,gato,SRD,2,21.1,NA,monitorar,80,22,39.54,119,NA,NA,2.59,,sim,em_atendimento,
FPC-00415,2025-01-27,Campinas,SP,cachorro,,4,"7,14",febre alta,monitorar,30,44,"40,09",161,hemograma,suspeita_infeccao,3.79,,nao,em_atendimento,
FPC-00416,2025-07-10,Uberaba,mg,cachorro,Labrador,0,"3,79",febre alta,monitorar,42,15,39.88,90,hemograma,,4.22,NA,sim,em_atendimento,
FPC-00417,2025-05-16,Porto Alegre,RS,gato,Poodle,7,21.24,febre alta,critico,24,10,38.31,121,hemograma,NA,4.56,nao,SIM,procesado,
FPC-00418,2025-06-02,Porto Alegre,RS,cachorro,Bulldog,10,"9,57",dificuldade respiratória,critico,42,19,"38,47",92,hemograma,suspeita_infeccao,4.41,,,procesado,
FPC-00419,2025-02-14,Porto Alegre,RS,cachorro,Labrador,8,10.63,ferimento na pata,monitorar,0,29,"39,38",129,NA,suspeita_infeccao,2.84,,sim,finalizado,
FPC-00420,2025-10-10,São Paulo,SP,gato,Labrador,2,12.07,dificuldade respiratória,monitorar,43,48,37.39,156,ultrassom,NA,2.99,nao,SIM,cancelado,
FPC-00421,04-16-2025,Campinas,SP,cachorro,SRD,1,16.38,ferimento na pata,urgente,0,24,39.29,148,raio_x,alergia,3.68,sim,SIM,em_atendimento,
FPC-00422,2025-06-20,Campinas,SP,gato,Poodle,10,3.97,febre alta,monitorar,68,32,36.28,113,nenhum,suspeita_infeccao,2.88,sim,nao,em_atendimento,
FPC-00423,09-18-2025,Uberaba,MG,gato,,,23.2,letargia,monitorar,52,44,41.48,108,hemograma,trauma,3.34,,nao,procesado,
FPC-00424,2025-05-01,Salvador,BA,cachorro,Poodle,4,11.47,NA,monitorar,36,45,37.23,108,nenhum,NA,3.53,,SIM,em_atendimento,
FPC-00425,2025-04-26,Goiânia,GO,cachorro,SRD,9,13.99,letargia,monitorar,69,18,"38,8",126,hemograma,NA,3.01,sim,nao,cancelado,
FPC-00426,2025-05-20,Campinas,SP,cachorro,Labrador,8,14.51,ferimento na pata,monitorar,41,25,37.25,112,ultrassom,,4.55,nao,SIM,procesado,
FPC-00427,2025-09-14,Uberlândia,MG,cachorro,Siamês,8,7.02,coceira intensa,monitorar,80,14,39.27,63,hemograma,trauma,4.46,NA,SIM,cancelado,
FPC-00428,02-17-2025,Uberaba,MG,gato,Bulldog,9,3.03,vômito e apatia,monitorar,34,25,"37,25",67,nenhum,suspeita_infeccao,3.6,,nao,finalizado,
FPC-00429,2025-04-05,campinas,SP,cachorro,Labrador,4,24.65,ferimento na pata,urgente,44,34,37.11,100,ultrassom,alergia,4.18,nao,SIM,procesado,
FPC-00430,14/09/2025,Uberlândia,MG,cachorro,Labrador,3,"16,66",letargia,monitorar,51,29,37.21,82,NA,suspeita_infeccao,3.67,sim,SIM,cancelado,
FPC-00431,data_invalida,Curitiba,PR,cachorro,SRD,0,"0,5",NA,urgente,42,26,37.1,98,raio_x,NA,4.17,nao,,procesado,
FPC-00432,2025-03-21,São Paulo,sp,gato,SRD,8,"16,87",NA,monitorar,63,21,37.75,73,NA,suspeita_infeccao,4.37,nao,nao,cancelado,
FPC-00433,2025-06-11,Uberlândia,mg,cachorro,Labrador,5,"11,99",coceira intensa,monitorar,76,18,38.99,84,nenhum,NA,4.57,sim,sim,finalizado,
FPC-00434,2025-10-12,Uberlândia,MG,cachorro,SRD,1,6.2,coceira intensa,monitorar,37,12,39.38,163,raio_x,,5,,SIM,procesado,
FPC-00435,2025-10-12,Uberaba,MG,gato,Labrador,6,12.82,febre alta,monitorar,12,31,"40,16",129,NA,NA,4.8,sim,sim,em_atendimento,
FPC-00436,2025-03-22,Goiânia,go,cachorro,Poodle,2,"9,53",vômito e apatia,monitorar,45,23,38.27,151,ultrassom,suspeita_infeccao,2.82,nao,,em_atendimento,
FPC-00437,16/05/2025,Campinas,SP,cachorro,Poodle,0,0.5,,monitorar,28,22,36.96,139,NA,,5,,nao,finalizado,
FPC-00438,2025-08-30,Curitiba,pr,gato,Siamês,1,0.5,vômito e apatia,monitorar,101,17,36.91,107,raio_x,,3.97,nao,sim,finalizado,
FPC-00439,2025-04-27,São Paulo,SP,gato,SRD,4,5.78,NA,monitorar,16,33,37.91,117,raio_x,,4.74,nao,nao,em_atendimento,
FPC-00440,2025-01-04,Uberaba,MG,cachorro,,7,16.16,NA,monitorar,32,24,"37,92",95,raio_x,alergia,3.23,nao,,cancelado,
FPC-00441,04-14-2025,Curitiba,pr,gato,,7,31.9,febre alta,monitorar,0,15,36.39,119,raio_x,trauma,5,NA,SIM,cancelado,
FPC-00442,2025-08-29,Porto Alegre,RS,gato,,,19.66,coceira intensa,monitorar,50,9,"38,76",77,ultrassom,NA,4.65,sim,nao,procesado,
FPC-00443,2025-05-10,São Paulo,SP,cachorro,SRD,4,31.46,letargia,monitorar,52,25,38.73,144,raio_x,NA,3.66,nao,,finalizado,
FPC-00444,2025-04-18,Uberaba,MG,cachorro,Siamês,4,16.4,febre alta,monitorar,54,41,36.78,108,ultrassom,suspeita_infeccao,3.88,,nao,cancelado,
FPC-00445,05-23-2025,São Paulo,SP,gato,,6,23.7,letargia,critico,72,39,35.76,119,ultrassom,alergia,2.04,NA,SIM,cancelado,
FPC-00446,2025-04-19,Uberaba,MG,gato,SRD,3,"19,52",dificuldade respiratória,monitorar,21,17,39.2,200,NA,alergia,4.67,sim,SIM,em_atendimento,
FPC-00447,2025-06-17,Salvador,BA,gato,,6,33.71,vômito e apatia,monitorar,64,29,39.97,126,NA,suspeita_infeccao,3.54,,sim,em_atendimento,
FPC-00448,2025-09-29,São Paulo,sp,cachorro,,7,3.44,,urgente,12,32,39.63,102,raio_x,alergia,4.16,nao,SIM,procesado,
FPC-00449,2025-05-18,Uberlândia,MG,cachorro,Poodle,5,21.74,ferimento na pata,monitorar,34,32,38.89,111,hemograma,NA,3.59,nao,sim,em_atendimento,
FPC-00450,2025-04-16,Curitiba,PR,cachorro,Labrador,9,6.77,febre alta,monitorar,44,27,39.3,161,ultrassom,,2.41,nao,,cancelado,
FPC-00451,2025-01-29,Salvador,BA,cachorro,,2,29.98,,monitorar,49,45,38.55,177,NA,trauma,3.7,sim,SIM,em_atendimento,
FPC-00452,18/03/2025,Porto Alegre,RS,gato,Labrador,7,"10,65",letargia,monitorar,12,39,36.86,181,ultrassom,alergia,3.47,NA,SIM,cancelado,
FPC-00453,2025-06-09,Campinas,SP,cachorro,,3,6.91,,urgente,16,15,37.17,60,NA,NA,3.73,NA,nao,em_atendimento,
FPC-00454,2025-04-07,Campinas,SP,gato,SRD,5,"9,96",coceira intensa,monitorar,48,37,36.89,144,nenhum,trauma,4.0,,SIM,em_atendimento,
FPC-00455,2025-09-30,Campinas,SP,cachorro,Siamês,4,6.45,letargia,monitorar,18,22,37.92,113,raio_x,suspeita_infeccao,3.8,sim,sim,finalizado,
FPC-00456,2025-03-03,Porto Alegre,RS,gato,Poodle,,"3,02",,monitorar,52,27,38.15,144,ultrassom,NA,5,sim,SIM,cancelado,
FPC-00457,2025-02-18,Uberlândia,mg,cachorro,Siamês,5,8.35,,monitorar,33,27,37.44,157,raio_x,suspeita_infeccao,5,sim,sim,em_atendimento,
FPC-00458,16/08/2025,São Paulo,SP,cachorro,Poodle,3,5.77,dificuldade respiratória,monitorar,37,35,38.45,163,hemograma,,3.37,NA,,em_atendimento,
FPC-00459,2025-07-24,Campinas,sp,cachorro,Siamês,3,15.55,ferimento na pata,monitorar,27,24,39.93,125,hemograma,alergia,3.16,nao,nao,cancelado,
FPC-00460,2025-06-17,Goiânia,GO,cachorro,,3,5.94,dificuldade respiratória,urgente,45,31,38.35,150,ultrassom,NA,5,sim,sim,finalizado,
FPC-00461,2025-09-30,Curitiba,PR,cachorro,Poodle,5,14.5,dificuldade respiratória,urgente,66,22,39.6,158,NA,trauma,4.79,NA,nao,cancelado,
FPC-00462,data_invalida,São Paulo,SP,cachorro,,0,8.57,NA,monitorar,43,25,39.95,80,raio_x,trauma,2.79,sim,nao,finalizado,
FPC-00463,data_invalida,Porto Alegre,RS,gato,Siamês,3,2.94,,monitorar,34,38,40.35,79,raio_x,,3.69,,sim,procesado,
FPC-00464,2025-01-23,Porto Alegre,RS,cachorro,Labrador,8,20.51,letargia,urgente,58,21,36.87,76,ultrassom,alergia,3.29,NA,nao,procesado,
FPC-00465,2025-02-18,Salvador,BA,gato,Poodle,0,9.34,coceira intensa,critico,86,24,37.04,94,ultrassom,,5,,,em_atendimento,
FPC-00466,2025-08-31,salvador,BA,cachorro,Siamês,8,14.15,ferimento na pata,monitorar,20,21,"39,86",131,NA,trauma,3.95,sim,SIM,procesado,
FPC-00467,2025-08-16,Porto Alegre,rs,gato,Poodle,5,18.32,dificuldade respiratória,monitorar,22,28,38.14,145,raio_x,NA,4.18,,,em_atendimento,
FPC-00468,2025-05-06,Porto Alegre,RS,cachorro,Siamês,4,"2,96",febre alta,urgente,23,12,36.69,145,hemograma,trauma,5,sim,,cancelado,
FPC-00469,2025-05-20,Salvador,BA,cachorro,Poodle,4,5.16,ferimento na pata,monitorar,48,8,38.72,93,ultrassom,trauma,4.75,sim,sim,procesado,
FPC-00470,2025-03-29,Goiânia,GO,cachorro,Poodle,5,14.53,ferimento na pata,monitorar,41,34,38.8,115,hemograma,trauma,3.19,,,em_atendimento,
FPC-00471,2025-06-15,Curitiba,PR,cachorro,Bulldog,4,21.05,coceira intensa,urgente,23,30,"38,82",126,ultrassom,alergia,4.53,,,finalizado,
FPC-00472,2025-03-18,Uberlândia,MG,cachorro,Poodle,3,0.5,NA,monitorar,42,46,37.12,155,NA,suspeita_infeccao,5,nao,,finalizado,
FPC-00473,2025-05-28,são paulo,SP,cachorro,Labrador,0,21.06,,critico,46,28,37.8,150,raio_x,NA,3.75,sim,,cancelado,
FPC-00474,data_invalida,São Paulo,SP,cachorro,Bulldog,8,17.21,NA,monitorar,11,23,35.92,122,NA,NA,3.75,nao,,em_atendimento,
FPC-00475,2025-08-25,Porto Alegre,RS,cachorro,,4,9.3,,monitorar,76,27,37.17,112,ultrassom,NA,3.12,,SIM,cancelado,
FPC-00476,2025-04-27,Goiânia,GO,cachorro,Siamês,0,"19,19",vômito e apatia,monitorar,36,42,39.19,125,nenhum,alergia,3.99,nao,nao,cancelado,
FPC-00477,2025-03-09,Campinas,SP,cachorro,SRD,7,11.4,letargia,monitorar,27,24,"39,03",130,nenhum,,3.21,NA,SIM,procesado,
FPC-00478,21/07/2025,Salvador,BA,gato,Poodle,1,5.67,vômito e apatia,urgente,31,38,38.2,147,ultrassom,,5,nao,,em_atendimento,
FPC-00479,2025-05-27,Curitiba,PR,gato,,4,6.88,vômito e apatia,urgente,64,21,37.32,60,raio_x,alergia,3.55,NA,SIM,procesado,
FPC-00480,20/03/2025,Goiânia,GO,cachorro,,4,31.15,febre alta,monitorar,34,16,37.44,68,ultrassom,alergia,3.89,,sim,finalizado,
FPC-00481,24/06/2025,São Paulo,SP,gato,Poodle,1,14.82,NA,monitorar,26,25,36.43,161,ultrassom,suspeita_infeccao,3.56,,SIM,em_atendimento,
FPC-00482,2025-10-26,Uberaba,MG,cachorro,SRD,7,"0,5",febre alta,monitorar,20,16,40.43,135,hemograma,NA,4.97,nao,nao,procesado,
FPC-00483,04-09-2025,Curitiba,PR,gato,Poodle,4,14.73,letargia,urgente,44,23,"36,46",124,hemograma,suspeita_infeccao,2.16,nao,sim,finalizado,
FPC-00484,2025-01-26,Campinas,SP,cachorro,Poodle,3,"0,5",dificuldade respiratória,monitorar,28,5,37.09,109,ultrassom,alergia,5,NA,,cancelado,
FPC-00485,2025-04-18,porto alegre,RS,cachorro,SRD,4,20.63,letargia,monitorar,72,31,35.93,110,nenhum,alergia,4.57,,nao,finalizado,
FPC-00486,2025-07-25,São Paulo,SP,cachorro,,4,17.78,coceira intensa,urgente,74,12,"39,18",82,hemograma,NA,5,,SIM,cancelado,
FPC-00487,2025-01-03,São Paulo,SP,cachorro,Poodle,4,16.29,febre alta,urgente,15,17,39.23,175,NA,alergia,5,nao,sim,em_atendimento,
FPC-00488,2025-03-21,Uberlândia,MG,cachorro,SRD,6,17.38,dificuldade respiratória,monitorar,49,23,37.8,127,hemograma,,5,,nao,procesado,
FPC-00489,2025-09-08,Curitiba,PR,cachorro,Bulldog,5,"22,23",vômito e apatia,monitorar,57,15,37.44,68,raio_x,,4.23,nao,,cancelado,
FPC-00490,2025-05-14,uberaba,MG,gato,Poodle,1,9.59,ferimento na pata,monitorar,32,45,39.44,126,ultrassom,NA,3.85,NA,nao,em_atendimento,
FPC-00491,04-09-2025,Curitiba,PR,cachorro,Labrador,7,12.72,letargia,monitorar,71,43,"39,37",76,hemograma,trauma,4.37,sim,,finalizado,
FPC-00492,2025-02-04,salvador,BA,gato,Bulldog,1,0.5,dificuldade respiratória,urgente,40,20,39.81,120,raio_x,suspeita_infeccao,0.73,,nao,finalizado,
FPC-00493,26/08/2025,Curitiba,PR,cachorro,SRD,5,"32,14",ferimento na pata,monitorar,52,33,38.65,111,raio_x,suspeita_infeccao,2.79,NA,sim,cancelado,
FPC-00494,2025-01-20,Salvador,BA,gato,,1,16.12,dificuldade respiratória,monitorar,40,34,37.11,129,hemograma,,3.77,,sim,em_atendimento,
FPC-00495,2025-01-05,Campinas,SP,gato,Siamês,1,,ferimento na pata,monitorar,104,16,"37,15",128,ultrassom,trauma,5,,SIM,em_atendimento,
FPC-00496,data_invalida,Goiânia,GO,cachorro,SRD,4,"11,56",dificuldade respiratória,monitorar,34,18,37.93,162,raio_x,alergia,4.79,sim,,finalizado,
FPC-00497,06-10-2025,Uberaba,MG,gato,SRD,9,"19,56",vômito e apatia,urgente,72,33,"39,72",69,hemograma,NA,4.25,NA,sim,cancelado,
FPC-00498,data_invalida,Salvador,BA,gato,Bulldog,4,"5,58",coceira intensa,monitorar,53,35,38.92,128,NA,trauma,4.54,sim,nao,procesado,
